DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,129,26,-2,-32,3608670044,139,-30,1585130552,AQI
2025-03-10 12:23:26-07:00,2.02,2062.907,25.506,26.985,2.4,485.71,4.2,78.8,2.09,5.2,5.43,9.0,0.0,0.0,STAT,,,,,4.640000000000001
2025-03-10 12:24:26-07:00,2.01,1735.1840000000002,24.255,27.594,-1.932,484.78,4.2,79.0,2.03,4.75,5.95,11.0,0.0,-1.0,STAT,,,,,3.4136
2025-03-10 12:25:26-07:00,1.99,1673.342,23.814,26.8485,-2.94,484.89,4.2,79.1,2.06,4.86,5.38,10.0,0.0,-1.0,STAT,,,,,3.3000000000000003
2025-03-10 12:26:26-07:00,1.99,1428.5480000000002,24.219,25.347,-0.288,484.96,4.2,79.0,2.02,4.66,5.54,10.0,0.0,0.0,STAT,,,,,3.6704000000000003
2025-03-10 12:27:26-07:00,1.95,1686.157,23.840999999999998,26.260500000000004,-1.5,484.63,4.2,79.0,2.55,5.05,6.48,9.0,0.0,0.0,STAT,,,,,3.74
2025-03-10 12:28:26-07:00,1.92,1895.9050000000002,23.724,25.6935,-1.6440000000000001,484.22,4.2,79.1,2.78,5.48,6.02,10.0,0.0,0.0,STAT,,,,,4.0552
2025-03-10 12:29:26-07:00,1.91,1913.6040000000003,24.462,25.326,-0.648,484.08,4.1,78.9,3.18,5.32,5.96,9.0,0.0,0.0,STAT,,,,,4.1264
2025-03-10 12:30:26-07:00,1.9,2070.6620000000003,24.075,24.402,0.132,484.03,4.1,78.9,2.28,4.63,4.84,9.0,0.0,0.0,STAT,,,,,3.7304000000000004
2025-03-10 12:31:27-07:00,1.88,1859.385,27.009,27.258000000000003,-0.528,484.24,4.1,78.9,3.07,5.83,6.35,9.0,0.0,0.0,STAT,,,,,4.558400000000001
2025-03-10 12:32:27-07:00,1.86,1506.67,27.639000000000003,28.707,-0.8160000000000001,485.57,4.1,79.0,3.61,5.8,6.2,8.0,0.0,0.0,STAT,,,,,4.4768
2025-03-10 12:33:22-07:00,1.82,1237.4340000000002,26.046000000000003,27.835500000000003,-0.216,486.91,4.1,79.1,3.82,5.86,6.26,9.0,0.0,0.0,STAT,,,,,4.644800000000001
2025-03-10 12:34:22-07:00,1.8,957.5390000000001,25.029,26.449500000000004,-0.22799999999999998,487.62,4.0,79.1,4.14,6.12,6.43,10.0,0.0,0.0,STAT,,,,,4.8504000000000005
2025-03-10 12:35:23-07:00,1.79,818.0810000000001,24.696,27.636000000000003,-2.856,487.86,4.0,79.0,3.61,6.12,6.34,9.0,0.0,-1.0,STAT,,,,,4.324800000000001
2025-03-10 12:36:23-07:00,1.78,726.1210000000001,23.661,28.056,-2.004,487.95,4.0,79.1,3.97,6.62,7.02,8.0,0.0,0.0,STAT,,,,,4.8952
2025-03-10 12:37:23-07:00,1.78,738.4300000000001,22.149,24.853500000000004,1.608,487.98,4.0,79.2,3.41,6.66,7.02,9.0,0.0,0.0,STAT,,,,,5.6496
2025-03-10 12:38:23-07:00,1.74,729.113,21.492,27.531,-0.24,487.99,4.0,79.1,3.69,6.61,6.74,10.0,1.0,0.0,STAT,,,,,5.24
2025-03-10 12:39:23-07:00,1.7,763.5100000000001,20.826,26.0925,2.76,488.0,4.0,79.0,3.65,7.06,7.3,10.0,0.0,0.0,STAT,,,,,6.199999999999999
2025-03-10 12:40:23-07:00,1.69,738.243,20.583000000000002,27.0795,2.892,488.35,3.9,79.3,3.26,6.16,6.44,9.0,0.0,0.0,STAT,,,,,5.506400000000001
2025-03-10 12:41:23-07:00,1.68,729.883,20.727,28.833000000000002,-1.92,488.77,3.9,79.6,3.47,6.56,6.98,10.0,0.0,-1.0,STAT,,,,,4.864
2025-03-10 12:42:23-07:00,1.67,758.362,20.790000000000003,28.8225,-3.7079999999999997,489.15,3.9,79.6,2.69,5.33,5.47,9.0,0.0,-1.0,STAT,,,,,3.5224
2025-03-10 12:43:24-07:00,1.67,642.6310000000001,21.564,27.279,-2.448,489.7,3.9,79.5,1.84,4.51,4.8,8.0,0.0,-1.0,STAT,,,,,3.1184000000000003
2025-03-10 12:44:24-07:00,1.65,558.624,19.340999999999998,25.830000000000002,0.348,490.48,3.9,79.4,2.58,6.12,6.28,10.0,0.0,0.0,STAT,,,,,4.965600000000001
2025-03-10 12:45:24-07:00,1.61,549.8240000000001,23.067,26.565,0.516,491.22,3.9,79.4,3.42,6.26,6.32,9.0,0.0,0.0,STAT,,,,,5.1112
2025-03-10 12:46:24-07:00,1.59,538.7470000000001,22.95,26.6385,1.656,491.15,3.9,79.4,2.41,5.07,5.09,8.0,0.0,0.0,STAT,,,,,4.3872
2025-03-10 12:47:24-07:00,1.58,501.38000000000005,22.896,29.001,2.34,490.78,3.8,79.4,2.13,4.95,5.32,7.0,0.0,0.0,STAT,,,,,4.428000000000001
2025-03-10 12:48:25-07:00,1.58,478.00500000000005,19.521,27.352500000000003,3.1559999999999997,490.92,3.8,79.5,2.11,5.34,5.65,8.0,0.0,0.0,STAT,,,,,4.9032
2025-03-10 12:49:25-07:00,1.57,451.13200000000006,19.638,27.2475,0.744,489.97,3.8,79.4,1.94,4.86,5.27,8.0,0.0,0.0,STAT,,,,,4.0368
2025-03-10 12:50:25-07:00,1.56,438.76800000000003,20.583000000000002,27.2265,-1.284,489.34,3.8,79.5,2.4,4.84,5.03,7.0,0.0,0.0,STAT,,,,,3.6151999999999997
2025-03-10 12:51:25-07:00,1.56,490.765,21.087,24.675,1.572,489.27,3.8,79.4,2.37,5.78,6.18,8.0,0.0,0.0,STAT,,,,,4.938400000000001
2025-03-10 12:52:25-07:00,1.55,567.9960000000001,23.463,23.855999999999998,1.116,489.74,3.8,79.2,2.12,5.31,5.87,8.0,0.0,0.0,STAT,,,,,4.4712000000000005
2025-03-10 12:53:25-07:00,1.51,599.797,23.409000000000002,24.538500000000003,0.636,489.91,3.8,79.1,2.21,5.17,5.36,9.0,0.0,0.0,STAT,,,,,4.2632
