DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,AQHI
2025-04-14T21:52:29,QAQ,755.1500000000001,599.4,1731.1350000000002,1985.88,1460.5,13.0,74.6,1.84,8.28,17.14,0.636196461792915
2025-04-14T21:53:29,QAQ,755.2600000000001,599.67,1731.03,1985.6399999999999,1461.3,13.0,74.6,1.95,8.67,20.33,0.6453544356825495
2025-04-14T21:54:29,QAQ,754.6,599.58,1730.9250000000002,1985.7599999999998,1460.5,13.0,74.7,1.88,8.06,19.24,0.6388457359853528
2025-04-14T21:55:29,QAQ,755.0400000000001,599.31,1731.24,1986.24,1458.6,13.0,74.8,1.83,7.78,16.32,0.6323133057007464
2025-04-14T21:56:29,QAQ,756.4700000000001,599.85,1730.9250000000002,1986.0,1455.7,13.0,74.9,1.77,7.39,18.88,0.6247194032355817
2025-04-14T21:57:29,QAQ,756.14,599.4,1731.03,1986.0,1456.1,13.0,74.9,1.84,8.02,20.72,0.6245945753429225
2025-04-14T21:58:29,QAQ,755.48,599.22,1731.03,1985.7599999999998,1459.3,13.0,75.0,1.88,7.4,21.16,0.6203399487561545
2025-04-14T21:59:29,QAQ,755.48,599.31,1731.03,1986.0,1457.9,13.0,75.0,1.86,8.26,13.95,0.6222040216786483
2025-04-14T22:00:29,QAQ,756.03,600.0300000000001,1730.9250000000002,1986.0,1454.9,13.0,75.1,1.76,8.07,21.74,0.6226604737968663
2025-04-14T22:01:29,QAQ,755.1500000000001,600.0300000000001,1731.03,1985.88,1459.6,13.0,75.1,1.88,8.18,23.62,0.623543005742701
2025-04-14T22:02:29,QAQ,755.8100000000001,598.95,1731.24,1986.24,1455.1,13.0,75.2,1.87,7.52,14.53,0.6214477982761603
2025-04-14T22:03:29,QAQ,755.8100000000001,600.12,1731.03,1986.0,1457.4,13.0,75.2,1.9,8.4,16.63,0.6231466471245095
2025-04-14T22:04:29,QAQ,755.8100000000001,599.94,1731.03,1986.0,1455.8,13.0,75.3,1.85,8.51,20.92,0.6249819397143137
2025-04-14T22:05:29,QAQ,756.14,599.85,1731.1350000000002,1986.0,1458.9,13.0,75.4,1.91,8.07,16.85,0.6250782135970258
2025-04-14T22:06:29,QAQ,756.9100000000001,599.4,1730.9250000000002,1985.88,1460.2,13.0,75.4,1.85,8.66,23.04,0.627009170638041
2025-04-14T22:07:29,QAQ,756.03,599.0400000000001,1731.03,1986.0,1461.8,13.0,75.4,2.02,8.98,21.95,0.6296399820219533
2025-04-14T22:08:29,QAQ,756.2500000000001,599.58,1731.03,1985.6399999999999,1463.0,13.0,75.3,2.12,9.27,22.43,0.6327622591132482
2025-04-14T22:09:29,QAQ,756.4700000000001,599.94,1731.03,1985.6399999999999,1464.4,13.0,75.3,1.98,8.68,23.54,0.6339966399111026
2025-04-14T22:10:29,QAQ,756.14,599.1300000000001,1731.1350000000002,1985.5199999999998,1464.3,13.0,75.2,1.95,8.59,19.05,0.6348785311495356
2025-04-14T22:11:29,QAQ,756.58,599.31,1731.24,1985.7599999999998,1464.1,13.0,75.2,1.92,8.58,26.46,0.6356497928551905
2025-04-14T22:12:29,QAQ,756.3600000000001,600.0300000000001,1731.1350000000002,1986.12,1461.5,12.9,75.3,2.0,8.14,17.54,0.6353629767121965
2025-04-14T22:13:29,QAQ,757.0200000000001,599.85,1731.24,1985.88,1461.8,12.9,75.3,1.93,8.77,18.47,0.6364484370457361
2025-04-14T22:14:29,QAQ,756.58,599.76,1731.1350000000002,1985.88,1456.0,12.9,75.3,1.91,7.49,18.73,0.6348225892252163
2025-04-14T22:15:29,QAQ,756.2500000000001,599.1300000000001,1730.9250000000002,1986.0,1456.2,12.9,75.3,1.74,8.07,15.5,0.6344679734135011
2025-04-14T22:16:29,QAQ,756.2500000000001,599.4,1731.03,1985.88,1456.4,12.9,75.4,1.83,8.34,18.86,0.6346495969140352
2025-04-14T22:17:29,QAQ,755.7,599.76,1730.9250000000002,1985.3999999999999,1459.9,12.9,75.4,1.82,8.21,17.85,0.6345808796730138
2025-04-14T22:18:29,QAQ,755.3700000000001,599.31,1730.9250000000002,1985.6399999999999,1459.9,12.9,75.4,1.83,7.9,16.73,0.633977908165162
2025-04-14T22:19:29,QAQ,755.9200000000001,599.67,1730.8200000000002,1985.5199999999998,1458.5,12.9,75.3,1.94,8.53,19.62,0.6344753116508907
2025-04-14T22:20:29,QAQ,755.0400000000001,600.48,1730.8200000000002,1985.6399999999999,1458.0,12.9,75.2,1.81,7.04,27.07,0.6325230329140563
2025-04-14T22:21:29,QAQ,755.2600000000001,599.67,1730.9250000000002,1985.6399999999999,1461.3,12.9,75.2,1.88,8.73,23.45,0.6333496962631335
2025-04-14T22:22:29,QAQ,754.8200000000002,599.67,1730.9250000000002,1985.7599999999998,1461.1,12.9,75.2,1.88,8.15,18.75,0.6332435992270837
2025-04-14T22:23:29,QAQ,755.8100000000001,599.67,1730.8200000000002,1985.6399999999999,1461.2,12.9,75.3,1.9,8.33,18.69,0.6334081220521267
2025-04-14T22:24:29,QAQ,755.59,599.58,1731.1350000000002,1986.0,1456.8,12.9,75.2,2.0,8.36,18.28,0.6336067793635184
2025-04-14T22:25:29,QAQ,756.2500000000001,600.75,1730.9250000000002,1985.6399999999999,1462.5,12.9,75.3,1.91,8.82,20.75,0.634428772838621
2025-04-14T22:26:29,QAQ,755.3700000000001,598.86,1731.03,1985.6399999999999,1462.2,12.9,75.2,1.86,8.01,16.81,0.6341159829724333
