DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,167,-6,-27,409882187,222,16,-4,-23,1930355429,AQI
2025-03-13 12:50:15-07:00,6.25,154.407,7.119000000000001,9.723,18.708,390.0,7.1,70.4,-1.0,-1.0,-1.0,17.0,-3.0,STAT,,,,,,,2.9416
2025-03-13 12:51:15-07:00,6.23,153.054,6.9479999999999995,10.6575,18.311999999999998,390.0,7.1,70.4,-1.0,-1.0,-1.0,18.0,-3.0,STAT,,,,,,,2.8624
2025-03-13 12:52:15-07:00,6.22,155.03400000000002,7.812,10.300500000000001,18.947999999999997,390.0,7.1,70.4,-1.0,-1.0,-1.0,16.0,-3.0,STAT,,,,,,,2.9895999999999994
2025-03-13 12:53:15-07:00,6.21,155.441,8.001000000000001,10.006499999999999,20.82,390.0,7.1,70.4,-1.0,-1.0,-1.0,16.0,-4.0,STAT,,,,,,,3.3640000000000008
2025-03-13 12:54:16-07:00,6.21,154.03300000000002,8.577,8.7255,20.34,390.0,7.1,69.9,0.0,0.24,0.41,16.0,-2.0,STAT,,,,,,,4.260000000000001
2025-03-13 12:55:17-07:00,6.21,154.011,9.485999999999999,9.2715,20.7,390.0,7.1,70.0,0.0,0.09,0.17,16.0,-3.0,STAT,,,,,,,4.212
2025-03-13 12:56:18-07:00,6.21,154.33,8.352,9.891,20.184,390.0,7.1,70.0,-1.0,-1.0,-1.0,17.0,-3.0,STAT,,,,,,,3.2368000000000006
2025-03-13 12:57:18-07:00,6.21,154.67100000000002,8.748000000000001,9.3765,20.604000000000003,390.0,7.1,70.0,-1.0,-1.0,-1.0,16.0,-3.0,STAT,,,,,,,3.320800000000001
2025-03-13 12:58:18-07:00,6.21,156.83800000000002,7.623000000000001,8.274000000000001,22.355999999999998,389.42,7.1,70.0,-1.0,-1.0,-1.0,16.0,-4.0,STAT,,,,,,,3.6712
2025-03-13 12:59:19-07:00,6.21,162.64600000000002,7.101,9.093,19.895999999999997,389.15,7.1,70.0,-1.0,-1.0,-1.0,16.0,-4.0,STAT,,,,,,,3.1792
2025-03-13 13:00:20-07:00,6.21,156.25500000000002,6.318,8.925,20.004,389.05,7.1,69.9,0.0,0.03,0.05,17.0,-4.0,STAT,,,,,,,4.024800000000001
2025-03-13 13:01:20-07:00,6.21,152.22899999999998,7.569,9.3345,20.255999999999997,389.02,7.0,69.7,0.0,0.01,0.02,16.0,-4.0,STAT,,,,,,,4.0592
2025-03-13 13:02:20-07:00,6.21,154.616,4.941000000000001,10.038,19.092,389.01,7.0,69.9,0.0,0.0,0.17,18.0,-3.0,STAT,,,,,,,3.8184
2025-03-13 13:03:20-07:00,6.21,153.967,6.516,9.933000000000002,20.376,389.0,7.0,69.9,0.0,0.0,0.1,17.0,-3.0,STAT,,,,,,,4.075200000000001
2025-03-13 13:04:20-07:00,6.21,154.96800000000002,7.893,9.1875,19.956,389.0,7.0,70.1,0.0,0.08,0.11,16.0,-4.0,STAT,,,,,,,4.0552
2025-03-13 13:05:16-07:00,6.21,153.879,7.821,9.891,19.512,389.0,7.0,70.0,0.0,0.03,0.04,16.0,-4.0,STAT,,,,,,,3.9264
2025-03-13 13:06:16-07:00,6.21,156.86,7.452,9.198,20.099999999999998,389.0,7.0,70.1,0.0,0.01,0.01,17.0,-3.0,STAT,,,,,,,4.028
2025-03-13 13:07:16-07:00,6.21,158.90600000000003,8.658,9.4395,20.412000000000003,389.0,7.0,70.2,0.0,0.0,0.36,16.0,-3.0,STAT,,,,,,,4.082400000000001
2025-03-13 13:08:16-07:00,6.21,162.42600000000002,9.495000000000001,11.098500000000001,18.912,389.46,7.0,70.2,0.0,0.0,0.12,16.0,-3.0,STAT,,,,,,,3.7824
2025-03-13 13:09:16-07:00,6.21,164.57100000000003,8.262,9.6495,20.136,389.81,7.0,70.2,0.0,0.0,0.04,16.0,-3.0,STAT,,,,,,,4.0272
