DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,83,46,2,-1,3910151013,3,2341516188,AQI
2025-03-17 23:22:22-07:00,23.6,309.309,13.122,7.1610000000000005,21.804000000000002,489.77,22.5,26.3,0.01,0.12,0.34,32.0,2,4.0,STAT,,,,4.4568
2025-03-17 23:23:22-07:00,23.63,314.53400000000005,12.132000000000001,7.7490000000000006,21.407999999999998,492.0,22.5,26.4,0.0,0.04,0.12,32.0,2,4.0,STAT,,,,4.3136
2025-03-17 23:24:21-07:00,23.65,313.841,12.843,6.8985,22.2,498.01,22.5,26.3,0.05,0.57,0.6,31.0,2,4.0,STAT,,,,4.896000000000001
2025-03-17 23:25:21-07:00,23.66,311.2010000000001,12.987,6.867,23.772,502.87,22.6,26.3,0.01,0.87,0.88,32.0,2,4.0,STAT,,,,5.450399999999999
2025-03-17 23:26:21-07:00,23.67,309.88100000000003,10.953,7.434,21.636,505.76,22.5,26.4,0.24,0.86,0.86,33.0,2,4.0,STAT,,,,5.0152
2025-03-17 23:27:21-07:00,23.67,310.67300000000006,11.061,6.772500000000001,22.26,506.79,22.6,26.3,0.08,0.72,0.72,33.0,2,3.0,STAT,,,,5.0280000000000005
2025-03-17 23:28:22-07:00,23.68,322.861,12.087,6.415500000000001,22.572,508.12,22.6,26.2,0.03,0.44,0.44,33.0,2,3.0,STAT,,,,4.8664000000000005
2025-03-17 23:29:23-07:00,23.68,322.33299999999997,11.214,6.7095,22.055999999999997,508.02,22.6,26.4,0.01,0.45,0.6,33.0,2,3.0,STAT,,,,4.7712
2025-03-17 23:30:23-07:00,23.68,320.35300000000007,11.934,6.384,23.148,509.32,22.6,26.3,0.0,0.14,0.21,32.0,2,4.0,STAT,,,,4.7416
2025-03-17 23:31:23-07:00,23.68,307.571,10.89,5.974500000000001,22.247999999999998,511.16,22.6,26.4,0.0,0.19,0.21,35.0,2,4.0,STAT,,,,4.6015999999999995
2025-03-17 23:32:23-07:00,23.69,315.238,13.68,6.573,21.204,512.77,22.6,26.2,0.0,0.1,0.11,32.0,2,3.0,STAT,,,,4.3208
2025-03-17 23:33:23-07:00,23.69,322.036,12.726,6.426,23.112000000000002,512.63,22.6,26.3,0.0,0.04,0.04,32.0,2,3.0,STAT,,,,4.654400000000001
2025-03-17 23:34:25-07:00,23.69,319.891,11.700000000000001,6.573,22.308,513.0,22.6,26.3,0.0,0.01,0.01,32.0,2,3.0,STAT,,,,4.4696
2025-03-17 23:35:25-07:00,23.69,319.25300000000004,11.34,6.5625,23.268,514.88,22.6,26.3,0.0,0.03,0.03,32.0,2,4.0,STAT,,,,4.6776
2025-03-17 23:36:25-07:00,23.69,329.23,11.241,6.1635,23.028000000000002,515.67,22.6,26.1,0.0,0.46,0.6,32.0,2,3.0,STAT,,,,4.973600000000001
2025-03-17 23:37:25-07:00,23.69,315.05100000000004,11.844000000000001,6.6255,22.272,514.12,22.6,26.1,0.0,0.25,0.44,33.0,2,3.0,STAT,,,,4.6544
2025-03-17 23:38:25-07:00,23.69,313.46700000000004,12.672,6.6674999999999995,22.331999999999997,511.94,22.6,26.0,0.0,0.08,0.32,32.0,2,4.0,STAT,,,,4.530399999999999
2025-03-17 23:39:25-07:00,23.69,317.24,10.278,6.814500000000001,21.816,510.45,22.6,25.9,0.0,0.06,0.14,33.0,2,4.0,STAT,,,,4.4112
2025-03-17 23:40:24-07:00,23.69,317.361,12.132000000000001,6.09,23.496,508.63,22.6,25.9,0.0,0.05,0.07,32.0,2,4.0,STAT,,,,4.7392
2025-03-17 23:41:24-07:00,23.69,308.58299999999997,12.762,5.985,23.508,506.35,22.6,25.9,0.0,0.23,0.43,32.0,2,4.0,STAT,,,,4.8856
2025-03-17 23:42:24-07:00,23.69,316.60200000000003,13.770000000000001,5.901000000000001,22.968,505.47,22.6,25.9,0.0,0.17,0.23,31.0,2,4.0,STAT,,,,4.7296000000000005
2025-03-17 23:43:25-07:00,23.69,311.31100000000004,13.014000000000001,6.216,23.171999999999997,504.87,22.6,25.9,0.0,0.05,0.07,31.0,2,4.0,STAT,,,,4.6743999999999994
2025-03-17 23:44:25-07:00,23.69,311.55300000000005,11.664000000000001,6.132,23.987999999999996,504.71,22.6,25.9,0.0,0.51,0.9,32.0,2,4.0,STAT,,,,5.2056
2025-03-17 23:45:25-07:00,23.71,306.95500000000004,11.826,6.9510000000000005,22.055999999999997,505.4,22.6,25.9,0.0,0.17,0.59,32.0,3,4.0,STAT,,,,4.5472
2025-03-17 23:46:25-07:00,23.74,320.80400000000003,13.104000000000001,6.415500000000001,22.631999999999998,505.62,22.6,25.9,0.0,0.06,0.21,33.0,2,4.0,STAT,,,,4.5744
2025-03-17 23:47:25-07:00,23.76,316.074,10.971,5.8905,23.028000000000002,506.52,22.6,25.9,0.0,0.33,0.38,33.0,2,4.0,STAT,,,,4.869600000000001
2025-03-17 23:48:26-07:00,23.77,316.668,10.116,5.565,23.987999999999996,508.79,22.6,26.0,0.0,0.1,0.27,34.0,2,3.0,STAT,,,,4.877599999999999
2025-03-17 23:49:26-07:00,23.77,315.94200000000006,11.421,5.8485000000000005,23.028000000000002,512.64,22.6,25.8,0.0,0.15,0.65,34.0,2,3.0,STAT,,,,4.725600000000001
2025-03-17 23:50:26-07:00,23.77,316.646,12.699,6.5835,22.715999999999998,514.09,22.6,25.8,0.0,0.16,0.36,32.0,2,4.0,STAT,,,,4.6712
2025-03-17 23:51:26-07:00,23.78,316.29400000000004,12.447000000000001,6.3629999999999995,23.831999999999997,513.8,22.7,25.8,0.0,0.3,0.37,33.0,2,4.0,STAT,,,,5.0064
2025-03-17 23:52:26-07:00,23.79,314.314,13.455,5.8905,24.12,511.77,22.6,25.8,0.0,0.24,0.4,32.0,2,4.0,STAT,,,,5.016000000000001
2025-03-17 23:53:26-07:00,23.79,315.766,13.014000000000001,4.9350000000000005,24.852,508.81,22.7,25.7,0.0,0.16,0.21,32.0,2,4.0,STAT,,,,5.098400000000001
2025-03-17 23:54:26-07:00,23.78,308.22,14.085,6.300000000000001,23.892,504.78,22.6,25.7,0.0,0.39,0.4,32.0,2,4.0,STAT,,,,5.090400000000001
2025-03-17 23:55:27-07:00,23.79,322.597,11.889000000000001,6.804000000000001,22.163999999999998,501.42,22.6,25.6,0.0,0.2,0.2,34.0,2,4.0,STAT,,,,4.5927999999999995
2025-03-17 23:56:27-07:00,23.79,320.177,11.898000000000001,5.7225,24.012,497.97,22.7,25.6,0.0,0.27,0.27,33.0,2,4.0,STAT,,,,5.018400000000001
2025-03-17 23:57:28-07:00,23.79,319.44,10.935,6.0375000000000005,22.884,496.45,22.7,25.6,0.0,0.12,0.12,33.0,2,4.0,STAT,,,,4.6728000000000005
2025-03-17 23:58:28-07:00,23.79,322.993,11.501999999999999,5.7855,22.38,496.74,22.7,25.6,0.0,0.24,0.24,33.0,2,3.0,STAT,,,,4.668
2025-03-17 23:59:28-07:00,23.79,312.5760000000001,12.339,5.88,23.652,496.37,22.7,25.7,0.0,0.12,0.12,32.0,2,4.0,STAT,,,,4.8264000000000005
2025-03-18 00:00:23-07:00,23.79,312.598,11.565,5.439,24.036,496.46,22.7,25.6,0.0,0.54,0.57,33.0,3,4.0,STAT,,,,5.239200000000001
2025-03-18 00:01:24-07:00,23.79,315.711,13.482000000000001,6.447,23.46,496.55,22.7,25.6,0.0,0.28,0.29,32.0,2,4.0,STAT,,,,4.916
2025-03-18 00:02:24-07:00,23.79,320.331,13.239,6.5520000000000005,22.416,498.16,22.7,25.7,0.0,0.1,0.4,32.0,2,4.0,STAT,,,,4.5632
2025-03-18 00:03:24-07:00,23.79,302.654,11.754000000000001,5.460000000000001,23.987999999999996,499.35,22.7,25.6,0.0,0.03,0.13,33.0,2,4.0,STAT,,,,4.821599999999999
2025-03-18 00:04:24-07:00,23.79,325.79800000000006,11.988000000000001,5.806500000000001,22.871999999999996,499.32,22.7,25.5,0.0,0.26,0.46,33.0,2,4.0,STAT,,,,4.7824
2025-03-18 00:05:25-07:00,23.79,314.732,12.636,5.3340000000000005,24.695999999999998,498.66,22.7,25.5,0.0,0.19,0.28,33.0,2,4.0,STAT,,,,5.0912
2025-03-18 00:06:25-07:00,23.79,316.69,11.538,6.027,23.424,497.8,22.7,25.5,0.0,0.09,0.25,33.0,2,4.0,STAT,,,,4.7568
2025-03-18 00:07:25-07:00,23.79,316.04100000000005,11.97,4.8405000000000005,25.116,497.93,22.7,25.5,0.0,0.03,0.55,34.0,2,4.0,STAT,,,,5.0472
2025-03-18 00:08:25-07:00,23.79,314.875,13.014000000000001,6.069000000000001,23.004,498.89,22.7,25.5,0.0,0.03,0.31,33.0,2,4.0,STAT,,,,4.6248000000000005
2025-03-18 00:09:25-07:00,23.79,314.446,12.123000000000001,5.7435,23.52,500.26,22.7,25.6,0.0,0.13,0.23,33.0,3,4.0,STAT,,,,4.808
2025-03-18 00:10:31-07:00,23.81,319.66,12.366,5.502000000000001,24.131999999999998,500.76,22.7,25.6,0.0,0.04,0.15,33.0,2,4.0,STAT,,,,4.8584
2025-03-18 00:11:26-07:00,23.83,310.72800000000007,13.14,6.111000000000001,23.724,501.84,22.7,25.6,0.0,0.4,0.55,32.0,2,4.0,STAT,,,,5.064800000000001
2025-03-18 00:12:26-07:00,23.85,320.36400000000003,14.049,6.657,23.363999999999997,502.91,22.7,25.7,0.0,0.2,0.25,31.0,2,4.0,STAT,,,,4.8328
2025-03-18 00:13:27-07:00,23.86,317.031,12.537,6.3629999999999995,22.907999999999998,507.28,22.7,25.7,0.0,0.25,0.35,32.0,3,3.0,STAT,,,,4.7816
2025-03-18 00:14:27-07:00,23.86,312.785,13.635,5.932500000000001,23.652,512.88,22.7,25.6,0.0,0.09,0.12,32.0,2,4.0,STAT,,,,4.8024000000000004
2025-03-18 00:15:27-07:00,23.87,308.418,13.167000000000002,6.132,22.8,514.73,22.7,25.4,0.0,0.4,0.41,32.0,2,4.0,STAT,,,,4.880000000000001
2025-03-18 00:16:28-07:00,23.87,317.97700000000003,13.644,5.292000000000001,23.063999999999997,511.21,22.7,25.4,0.0,0.19,0.51,32.0,3,4.0,STAT,,,,4.764799999999999
2025-03-18 00:17:28-07:00,23.87,317.53700000000003,13.293,5.932500000000001,24.144000000000002,504.83,22.7,25.4,0.02,0.45,0.56,31.0,3,4.0,STAT,,,,5.188800000000001
2025-03-18 00:18:28-07:00,23.88,316.17300000000006,11.556000000000001,6.1530000000000005,23.291999999999998,499.15,22.7,25.3,0.01,0.26,0.43,33.0,2,4.0,STAT,,,,4.8664
2025-03-18 00:19:28-07:00,23.88,311.96000000000004,13.131,5.2185,23.904,495.39,22.7,25.3,0.0,0.31,0.37,33.0,3,4.0,STAT,,,,5.0288
2025-03-18 00:20:28-07:00,23.88,309.78200000000004,12.069,5.313,25.055999999999997,491.27,22.7,25.4,0.0,0.23,0.25,33.0,2,4.0,STAT,,,,5.1952
2025-03-18 00:21:29-07:00,23.88,305.778,11.853,6.825,22.272,489.06,22.7,25.3,0.0,0.19,0.24,33.0,3,4.0,STAT,,,,4.6064
2025-03-18 00:22:29-07:00,23.88,310.365,11.106,6.489,23.232,488.37,22.7,25.3,0.0,0.07,0.15,34.0,3,4.0,STAT,,,,4.7024
2025-03-18 00:23:29-07:00,23.89,311.52000000000004,12.177,6.3629999999999995,23.184,487.99,22.7,25.3,0.0,0.22,0.5,32.0,3,4.0,STAT,,,,4.8128
2025-03-18 00:24:29-07:00,23.89,315.70000000000005,12.105,5.7330000000000005,23.939999999999998,487.38,22.7,25.3,0.0,0.16,0.25,33.0,2,4.0,STAT,,,,4.9159999999999995
2025-03-18 00:25:29-07:00,23.89,313.258,11.907,6.3945,23.268,487.3,22.7,25.3,0.0,0.25,0.28,34.0,2,4.0,STAT,,,,4.8536
2025-03-18 00:26:29-07:00,23.89,308.715,12.321,7.329000000000001,21.624,487.1,22.7,25.3,0.0,0.19,0.27,34.0,2,4.0,STAT,,,,4.4768
2025-03-18 00:27:29-07:00,23.89,309.93600000000004,10.872,7.4865,20.772,487.04,22.7,25.3,0.0,0.19,0.36,35.0,2,3.0,STAT,,,,4.3064
2025-03-18 00:28:29-07:00,23.89,307.35100000000006,10.683,7.2345,22.656,487.01,22.7,25.3,0.0,0.09,0.14,35.0,3,5.0,STAT,,,,4.6032
2025-03-18 00:29:30-07:00,23.89,301.213,12.465,6.069000000000001,24.108,487.13,22.7,25.3,0.0,0.11,0.28,33.0,3,4.0,STAT,,,,4.9096
2025-03-18 00:30:30-07:00,23.89,291.17,11.772,5.3549999999999995,25.679999999999996,487.05,22.7,25.3,0.0,0.03,0.3,33.0,3,5.0,STAT,,,,5.159999999999999
2025-03-18 00:31:27-07:00,23.89,308.58299999999997,12.528,4.7775,25.139999999999997,486.57,22.7,25.4,0.0,0.17,0.26,32.0,2,4.0,STAT,,,,5.164
2025-03-18 00:32:27-07:00,23.89,303.743,12.114,4.893000000000001,25.572,486.2,22.7,25.3,0.0,0.07,0.1,32.0,2,4.0,STAT,,,,5.1704
2025-03-18 00:33:27-07:00,23.89,306.02000000000004,11.277,5.124,24.371999999999996,486.07,22.7,25.4,0.0,0.2,0.21,34.0,3,4.0,STAT,,,,5.0344
2025-03-18 00:34:27-07:00,23.89,304.689,12.438,4.83,25.668,485.81,22.7,25.4,0.0,0.42,0.42,32.0,3,4.0,STAT,,,,5.469600000000001
2025-03-18 00:35:27-07:00,23.89,305.723,12.537,5.596500000000001,24.54,485.93,22.7,25.4,0.0,0.43,0.43,32.0,2,4.0,STAT,,,,5.252000000000001
2025-03-18 00:36:26-07:00,23.89,308.61600000000004,10.881,5.795999999999999,24.983999999999998,485.93,22.7,25.5,0.0,0.28,0.3,34.0,2,4.0,STAT,,,,5.2208000000000006
2025-03-18 00:37:26-07:00,23.89,301.85100000000006,10.881,4.8825,25.871999999999996,485.97,22.7,25.4,0.0,0.09,0.1,33.0,2,4.0,STAT,,,,5.2463999999999995
2025-03-18 00:38:27-07:00,23.89,295.493,10.134,2.94,27.947999999999997,485.99,22.7,25.4,0.0,0.1,0.1,34.0,4,5.0,STAT,,,,5.6696
2025-03-18 00:39:27-07:00,23.89,319.781,10.908,4.704000000000001,25.764,486.0,22.7,25.4,0.0,0.03,0.28,32.0,3,4.0,STAT,,,,5.1768
2025-03-18 00:40:27-07:00,23.89,307.648,11.592,4.872,25.055999999999997,486.0,22.7,25.4,0.0,0.28,0.43,33.0,2,4.0,STAT,,,,5.2352
2025-03-18 00:41:29-07:00,23.89,307.681,11.835,4.8615,26.363999999999997,485.46,22.7,25.4,0.0,0.98,1.27,33.0,2,4.0,STAT,,,,6.0568
2025-03-18 00:42:27-07:00,23.89,299.93700000000007,11.115,5.439,24.287999999999997,485.16,22.7,25.5,0.0,0.63,0.72,33.0,2,4.0,STAT,,,,5.361599999999999
2025-03-18 00:43:27-07:00,23.89,300.49800000000005,11.979000000000001,5.691,22.704,485.06,22.7,25.4,0.0,0.41,0.45,32.0,2,4.0,STAT,,,,4.8688
2025-03-18 00:44:27-07:00,23.89,300.34400000000005,11.745000000000001,6.300000000000001,22.008,485.02,22.7,25.4,0.0,0.26,0.52,33.0,2,4.0,STAT,,,,4.6096
2025-03-18 00:45:27-07:00,23.89,304.898,10.656,6.111000000000001,23.471999999999998,485.01,22.7,25.4,0.0,0.19,0.28,34.0,3,4.0,STAT,,,,4.8464
2025-03-18 00:46:27-07:00,23.89,308.286,11.727,5.628000000000001,24.036,485.0,22.6,25.4,0.0,0.35,0.53,33.0,2,4.0,STAT,,,,5.087200000000001
2025-03-18 00:47:29-07:00,23.89,292.66600000000005,11.772,7.686000000000001,21.732,485.0,22.6,25.5,0.0,0.21,0.27,31.0,2,4.0,STAT,,,,4.5144
2025-03-18 00:48:29-07:00,23.89,306.13000000000005,12.069,7.0665000000000004,22.644000000000002,485.54,22.7,25.5,0.0,0.1,0.28,33.0,2,4.0,STAT,,,,4.6088000000000005
2025-03-18 00:49:29-07:00,23.89,304.216,12.258,5.6805,24.323999999999998,486.61,22.7,25.6,0.0,0.05,0.11,33.0,2,4.0,STAT,,,,4.9048
2025-03-18 00:50:29-07:00,23.89,297.495,12.357000000000001,5.7330000000000005,24.215999999999998,487.54,22.6,25.5,0.0,0.28,0.56,32.0,2,4.0,STAT,,,,5.0672
2025-03-18 00:51:29-07:00,23.88,303.215,11.457,5.8275,25.176,488.38,22.7,25.5,0.0,0.17,0.37,33.0,3,5.0,STAT,,,,5.1712
2025-03-18 00:52:29-07:00,23.89,299.134,12.402,5.1345,26.412000000000003,488.9,22.6,25.5,0.0,0.15,0.36,32.0,3,5.0,STAT,,,,5.402400000000001
2025-03-18 00:53:29-07:00,23.89,297.033,12.474,5.838,25.236,488.96,22.6,25.5,0.0,0.31,0.52,32.0,3,5.0,STAT,,,,5.2952
2025-03-18 00:54:29-07:00,23.89,301.74100000000004,10.998000000000001,6.2265,24.624,488.76,22.6,25.5,0.0,0.22,0.51,33.0,3,4.0,STAT,,,,5.1008000000000004
2025-03-18 00:55:29-07:00,23.89,294.008,11.879999999999999,5.7435,24.971999999999998,488.27,22.6,25.5,0.0,0.07,0.17,33.0,3,4.0,STAT,,,,5.0504
2025-03-18 00:56:30-07:00,23.89,291.42300000000006,11.979000000000001,4.0215000000000005,27.264,488.09,22.6,25.5,0.0,0.16,0.2,32.0,3,5.0,STAT,,,,5.5808
2025-03-18 00:57:30-07:00,23.89,313.599,11.628,5.775,25.224,488.03,22.6,25.6,0.0,0.05,0.06,32.0,2,5.0,STAT,,,,5.0848
2025-03-18 00:58:30-07:00,23.89,306.69100000000003,11.034,5.7015,24.936,488.01,22.6,25.6,0.0,0.04,0.05,34.0,3,4.0,STAT,,,,5.0192000000000005
2025-03-18 00:59:30-07:00,23.89,306.559,12.420000000000002,5.2605,25.128,487.55,22.6,25.6,0.0,0.72,0.72,33.0,2,4.0,STAT,,,,5.6016
2025-03-18 01:00:30-07:00,23.89,303.875,10.251000000000001,6.415500000000001,23.328,487.19,22.6,25.5,0.0,0.33,0.43,35.0,2,4.0,STAT,,,,4.929600000000001
2025-03-18 01:01:30-07:00,23.89,295.04200000000003,10.971,6.5205,23.784,486.57,22.6,25.5,0.0,0.33,0.36,34.0,3,5.0,STAT,,,,5.0208
2025-03-18 01:02:31-07:00,23.88,300.113,11.007000000000001,5.439,25.055999999999997,485.62,22.6,25.5,0.0,0.3,0.31,33.0,2,4.0,STAT,,,,5.2512
2025-03-18 01:03:32-07:00,23.88,297.74800000000005,11.952,5.628000000000001,25.392,484.88,22.6,25.6,0.0,0.16,0.73,33.0,2,5.0,STAT,,,,5.2064
2025-03-18 01:04:32-07:00,23.88,297.72600000000006,11.538,6.604500000000001,22.523999999999997,483.91,22.6,25.6,0.0,0.07,0.27,34.0,2,4.0,STAT,,,,4.5607999999999995
2025-03-18 01:05:32-07:00,23.88,301.213,10.935,5.596500000000001,25.092,483.09,22.6,25.6,0.0,0.02,0.09,33.0,3,5.0,STAT,,,,5.0344
2025-03-18 01:06:32-07:00,23.88,311.608,11.304,5.7540000000000004,25.836000000000002,482.38,22.6,25.6,0.0,0.01,0.03,33.0,3,5.0,STAT,,,,5.175200000000001
2025-03-18 01:07:31-07:00,23.87,302.00500000000005,11.106,5.2395000000000005,25.86,482.49,22.6,25.6,0.0,0.0,0.01,34.0,2,5.0,STAT,,,,5.172000000000001
2025-03-18 01:08:31-07:00,23.88,296.516,11.232000000000001,5.712000000000001,23.987999999999996,482.17,22.6,25.6,0.0,0.0,0.0,33.0,3,4.0,STAT,,,,4.797599999999999
2025-03-18 01:09:31-07:00,23.87,301.58700000000005,10.692,6.888,23.255999999999997,482.06,22.6,25.6,0.0,0.0,0.0,34.0,3,4.0,STAT,,,,4.651199999999999
2025-03-18 01:10:31-07:00,23.87,306.757,11.448,6.405,23.255999999999997,481.79,22.5,25.6,0.0,0.07,0.07,34.0,2,4.0,STAT,,,,4.707199999999999
2025-03-18 01:11:31-07:00,23.87,303.281,10.494,6.132,22.344,481.28,22.6,25.6,0.0,0.31,0.67,34.0,3,3.0,STAT,,,,4.716800000000001
2025-03-18 01:12:32-07:00,23.87,299.38700000000006,11.268,5.1345,25.631999999999998,481.1,22.6,25.6,0.0,0.3,0.9,32.0,2,4.0,STAT,,,,5.3664000000000005
2025-03-18 01:13:33-07:00,23.86,297.46200000000005,11.727,6.006,23.16,481.2,22.5,25.6,0.0,0.14,0.36,33.0,3,4.0,STAT,,,,4.744000000000001
2025-03-18 01:14:33-07:00,23.84,290.829,10.449,5.6385000000000005,26.736,481.07,22.5,25.6,0.0,0.1,0.17,32.0,2,6.0,STAT,,,,5.427200000000001
2025-03-18 01:15:33-07:00,23.82,297.891,11.007000000000001,5.922,24.695999999999998,481.02,22.5,25.6,0.0,0.09,0.25,33.0,2,5.0,STAT,,,,5.0112
2025-03-18 01:16:33-07:00,23.8,305.58000000000004,10.836,5.8485000000000005,24.576,481.36,22.5,25.6,0.0,0.03,0.2,34.0,2,4.0,STAT,,,,4.9392000000000005
2025-03-18 01:17:33-07:00,23.79,303.479,11.763,6.132,25.032,481.78,22.5,25.6,0.0,0.08,0.14,33.0,3,5.0,STAT,,,,5.0704
2025-03-18 01:18:34-07:00,23.79,305.25,12.420000000000002,6.3945,24.023999999999997,481.67,22.5,25.7,0.0,0.06,0.08,32.0,2,4.0,STAT,,,,4.8528
2025-03-18 01:19:34-07:00,23.79,309.848,11.583,6.1425,23.831999999999997,481.53,22.5,25.7,0.0,0.1,0.1,32.0,3,5.0,STAT,,,,4.8464
2025-03-18 01:20:34-07:00,23.79,308.979,12.978,6.415500000000001,24.312,481.83,22.5,25.6,0.0,0.03,0.34,31.0,2,5.0,STAT,,,,4.886400000000001
2025-03-18 01:21:34-07:00,23.79,300.55300000000005,11.799,6.8565000000000005,20.987999999999996,481.94,22.5,25.7,0.0,0.01,0.3,32.0,3,3.0,STAT,,,,4.2056
2025-03-18 01:22:34-07:00,23.79,306.449,13.122,6.3105,23.568,482.56,22.5,25.7,0.0,0.27,0.37,31.0,3,4.0,STAT,,,,4.929600000000001
2025-03-18 01:23:33-07:00,23.79,302.434,11.889000000000001,6.468000000000001,22.848,483.49,22.5,25.7,0.0,0.55,0.58,32.0,3,4.0,STAT,,,,5.009600000000001
2025-03-18 01:24:33-07:00,23.79,305.17300000000006,9.423,5.0715,25.355999999999998,484.6,22.5,25.7,0.0,0.66,0.67,34.0,2,4.0,STAT,,,,5.5992
2025-03-18 01:25:33-07:00,23.79,301.147,11.475,6.006,24.168,486.09,22.5,25.7,0.0,0.45,0.46,32.0,2,5.0,STAT,,,,5.193600000000001
2025-03-18 01:26:33-07:00,23.79,301.71900000000005,11.187,5.8695,24.492,486.92,22.5,25.7,0.0,0.45,0.45,33.0,2,5.0,STAT,,,,5.258400000000001
2025-03-18 01:27:34-07:00,23.79,305.624,10.728,5.3549999999999995,23.928,486.97,22.5,25.8,0.0,0.36,0.42,33.0,3,4.0,STAT,,,,5.073600000000001
2025-03-18 01:28:35-07:00,23.79,302.434,11.205,5.596500000000001,23.784,486.99,22.5,25.7,0.0,0.44,0.49,33.0,2,4.0,STAT,,,,5.1088000000000005
2025-03-18 01:29:35-07:00,23.79,290.64200000000005,11.718,6.3420000000000005,23.688,487.0,22.5,25.7,0.0,0.73,0.78,31.0,2,4.0,STAT,,,,5.321599999999999
2025-03-18 01:30:35-07:00,23.79,292.072,10.854000000000001,6.1215,23.447999999999997,487.0,22.5,25.7,0.0,0.65,0.67,32.0,2,4.0,STAT,,,,5.2096
2025-03-18 01:31:35-07:00,23.79,305.415,12.96,6.720000000000001,22.895999999999997,487.0,22.5,25.7,0.0,0.29,0.51,32.0,2,4.0,STAT,,,,4.8111999999999995
2025-03-18 01:32:35-07:00,23.78,288.20000000000005,11.357999999999999,6.5625,24.3,487.0,22.5,25.8,0.0,0.48,0.56,32.0,3,5.0,STAT,,,,5.244000000000001
2025-03-18 01:33:32-07:00,23.78,312.16900000000004,10.809,7.0665000000000004,23.652,487.35,22.5,25.8,0.0,0.23,0.31,32.0,2,5.0,STAT,,,,4.9144000000000005
2025-03-18 01:34:32-07:00,23.78,304.986,11.169,7.444500000000001,22.812,488.76,22.5,25.8,0.0,0.19,0.27,32.0,2,4.0,STAT,,,,4.7144
2025-03-18 01:35:32-07:00,23.78,296.879,10.26,6.447,24.0,490.46,22.5,25.9,0.0,0.27,0.3,33.0,2,4.0,STAT,,,,5.016000000000001
2025-03-18 01:36:32-07:00,23.78,293.51300000000003,12.087,6.006,24.804000000000002,492.07,22.5,25.8,0.0,0.35,0.36,32.0,3,5.0,STAT,,,,5.240800000000001
2025-03-18 01:37:32-07:00,23.78,304.26000000000005,11.232000000000001,6.3629999999999995,23.772,492.67,22.5,25.9,0.0,0.36,0.36,32.0,3,5.0,STAT,,,,5.0424
2025-03-18 01:38:33-07:00,23.78,308.099,11.862,7.0665000000000004,22.523999999999997,492.89,22.4,25.9,0.0,0.4,0.4,32.0,3,5.0,STAT,,,,4.8248
2025-03-18 01:39:33-07:00,23.78,305.778,11.682,6.573,22.044,492.96,22.5,25.9,0.0,0.16,0.16,33.0,3,4.0,STAT,,,,4.5368
2025-03-18 01:40:33-07:00,23.77,306.69100000000003,9.395999999999999,6.9195,22.032,492.34,22.4,25.9,0.0,0.11,0.11,35.0,3,4.0,STAT,,,,4.494400000000001
2025-03-18 01:41:34-07:00,23.77,302.049,10.773000000000001,7.329000000000001,22.272,492.12,22.5,25.9,0.0,0.04,0.29,33.0,2,5.0,STAT,,,,4.4864
2025-03-18 01:42:34-07:00,23.77,307.63700000000006,10.296,4.6514999999999995,25.139999999999997,492.04,22.4,25.9,0.0,0.01,0.13,33.0,2,4.0,STAT,,,,5.036
2025-03-18 01:43:35-07:00,23.76,300.42100000000005,10.035,5.628000000000001,24.371999999999996,492.01,22.4,25.9,0.0,0.24,0.27,34.0,2,5.0,STAT,,,,5.0664
2025-03-18 01:44:34-07:00,23.74,298.44100000000003,10.764000000000001,6.027,24.276,492.01,22.5,25.9,0.0,0.35,0.36,33.0,2,4.0,STAT,,,,5.1352
2025-03-18 01:45:34-07:00,23.72,301.24600000000004,11.34,5.397,25.284,491.92,22.4,25.9,0.0,0.29,0.3,32.0,3,5.0,STAT,,,,5.2888
2025-03-18 01:46:34-07:00,23.7,303.182,12.465,6.5625,23.171999999999997,491.32,22.5,25.9,0.0,0.2,0.2,31.0,3,4.0,STAT,,,,4.7943999999999996
2025-03-18 01:47:34-07:00,23.7,304.799,11.178,6.615,23.676,490.88,22.4,25.9,0.0,0.44,0.44,32.0,3,4.0,STAT,,,,5.0872
2025-03-18 01:48:34-07:00,23.69,300.55300000000005,12.51,5.6594999999999995,25.428,490.31,22.4,25.9,0.0,0.26,0.26,32.0,2,5.0,STAT,,,,5.2936000000000005
2025-03-18 01:49:36-07:00,23.69,303.66600000000005,11.556000000000001,5.2185,25.236,490.11,22.5,25.9,0.0,0.67,1.0,32.0,3,4.0,STAT,,,,5.5832
2025-03-18 01:50:36-07:00,23.69,306.46000000000004,12.033,5.838,23.639999999999997,490.04,22.4,25.9,0.0,0.5,0.84,32.0,3,4.0,STAT,,,,5.128
2025-03-18 01:51:36-07:00,23.69,305.822,10.503,6.982500000000001,23.471999999999998,490.01,22.5,26.0,0.0,0.16,0.27,33.0,2,4.0,STAT,,,,4.8224
2025-03-18 01:52:36-07:00,23.69,310.46400000000006,11.691,6.825,22.907999999999998,490.0,22.4,25.9,0.0,0.05,0.08,32.0,2,5.0,STAT,,,,4.6216
2025-03-18 01:53:36-07:00,23.69,303.028,9.855,5.901000000000001,24.276,490.3,22.4,25.9,0.0,0.12,0.14,33.0,2,4.0,STAT,,,,4.9512
