DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,185,-16,-34,4107559339,115,36,-8,-23,3144190900,AQI
2025-03-23 04:07:37-07:00,7.84,209.275,4.563000000000001,17.157,21.755999999999997,426.27,9.1,68.4,0.77,1.43,1.82,20.0,0.0,STAT,,,,,,,5.4952
2025-03-23 04:08:37-07:00,7.84,206.23900000000003,5.571000000000001,17.387999999999998,22.644000000000002,425.45,9.1,68.4,0.69,1.51,2.06,20.0,0.0,STAT,,,,,,,5.736800000000001
2025-03-23 04:09:37-07:00,7.84,205.799,4.59,17.430000000000003,21.168,424.62,9.1,68.7,0.89,1.84,2.46,20.0,-1.0,STAT,,,,,,,5.7056000000000004
2025-03-23 04:10:37-07:00,7.84,204.83100000000002,2.718,18.889499999999998,18.096,424.63,9.1,69.1,0.53,1.57,1.86,21.0,-1.0,STAT,,,,,,,4.8752
2025-03-23 04:11:37-07:00,7.84,204.853,4.203,17.6505,21.3,424.87,9.1,68.7,0.82,1.41,1.71,21.0,-1.0,STAT,,,,,,,5.388000000000001
2025-03-23 04:12:38-07:00,7.84,207.92200000000003,4.734,18.144000000000002,19.523999999999997,424.37,9.1,68.7,0.73,1.13,1.26,20.0,0.0,STAT,,,,,,,4.8088
2025-03-23 04:13:38-07:00,7.84,204.52300000000002,3.9690000000000003,18.417,21.012,424.13,9.1,69.0,0.89,1.36,1.69,21.0,0.0,STAT,,,,,,,5.2904
2025-03-23 04:14:38-07:00,7.83,206.75600000000003,4.248,18.5325,20.328,424.05,9.1,69.2,0.8,1.18,1.53,20.0,0.0,STAT,,,,,,,5.0096
2025-03-23 04:15:38-07:00,7.82,206.75600000000003,2.9250000000000003,20.149500000000003,17.328,424.02,9.1,69.3,0.93,1.65,2.21,20.0,-1.0,STAT,,,,,,,4.7856000000000005
2025-03-23 04:16:39-07:00,7.81,210.91400000000002,3.9240000000000004,18.8265,19.968,424.01,9.1,69.2,0.98,2.07,2.58,20.0,-1.0,STAT,,,,,,,5.6496
2025-03-23 04:17:39-07:00,7.77,215.89700000000002,4.077,19.467,19.02,424.0,9.0,69.5,0.99,2.46,2.87,20.0,-1.0,STAT,,,,,,,5.772
2025-03-23 04:18:39-07:00,7.75,210.925,5.58,18.228,21.036,424.0,9.0,69.5,1.0,1.92,2.18,19.0,0.0,STAT,,,,,,,5.7432
2025-03-23 04:19:39-07:00,7.75,206.50300000000001,4.779,17.472,22.224,424.0,9.0,69.6,1.06,2.09,2.55,19.0,0.0,STAT,,,,,,,6.1168
2025-03-23 04:20:34-07:00,7.74,203.55500000000004,5.067,18.354000000000003,19.8,424.0,9.0,69.7,1.16,2.56,3.07,19.0,-2.0,STAT,,,,,,,6.008000000000001
2025-03-23 04:21:34-07:00,7.74,205.24900000000002,5.4270000000000005,19.099500000000003,18.503999999999998,423.96,9.0,69.9,1.05,2.08,2.29,18.0,-1.0,STAT,,,,,,,5.3648
2025-03-23 04:22:34-07:00,7.73,201.79500000000002,3.762,19.4985,19.907999999999998,423.99,8.9,69.8,1.23,2.28,2.35,20.0,0.0,STAT,,,,,,,5.8056
2025-03-23 04:23:34-07:00,7.73,201.96,4.923,18.816000000000003,20.148,424.0,9.0,69.9,1.17,2.59,3.4,19.0,0.0,STAT,,,,,,,6.1016
