DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,346,29,-13,-18,6,0,0.00000,0.00000.1,0.1,1021889055,127,30,-6,-20,2529203636,AQI
2025-03-07 13:35:05-08:00,5.22,216.17200000000003,9.657,20.5695,5.196,441.37,6.9,75.0,2.72,4.67,5.12,0.0,0.0,1,13.8,1.89,31.73,1,-17,17.0,-1.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.7752
2025-03-07 13:36:05-08:00,5.25,219.758,11.997,20.1705,4.332,441.13,6.9,74.9,2.5,4.86,5.46,0.0,0.0,1,14.09,124.74,29.83,1,-15,14.0,-1.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.7544
2025-03-07 13:37:05-08:00,5.27,215.60000000000002,11.106,20.012999999999998,5.7,441.05,6.9,74.9,2.96,5.35,5.59,0.0,0.0,1,13.91,45.15,35.03,1,-18,14.0,-1.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.42
2025-03-07 13:38:05-08:00,5.28,214.69800000000004,11.700000000000001,19.53,6.864,441.02,6.9,74.9,3.01,5.63,6.07,0.0,0.0,1,13.87,12.75,34.96,1,-18,14.0,-1.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.8768
2025-03-07 13:39:05-08:00,5.28,215.25900000000001,11.898000000000001,19.1625,7.236,441.01,6.9,74.9,3.06,5.49,5.82,0.0,0.0,1,13.84,3.6,32.73,1,-17,13.0,-3.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.8392
2025-03-07 13:40:06-08:00,5.29,213.14700000000002,12.717,18.553500000000003,9.0,441.0,6.9,74.9,2.84,4.78,5.02,0.0,0.0,1,13.8,1.02,34.73,1,-18,13.0,-2.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.6240000000000006
2025-03-07 13:41:06-08:00,5.32,215.27,11.241,19.929000000000002,6.648,440.97,6.9,74.9,2.97,5.25,5.7,0.0,0.0,1,13.98,111.42,29.82,1,-18,14.0,-1.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.5296
2025-03-07 13:42:08-08:00,5.35,214.17000000000002,10.683,19.803,6.6,440.96,6.9,74.9,2.88,5.28,6.71,0.0,0.0,1,13.87,31.47,41.59,1,-20,15.0,-1.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.5440000000000005
2025-03-07 13:43:08-08:00,5.36,210.57300000000004,10.512,18.910500000000003,8.208,440.98,6.9,75.1,3.02,5.34,6.46,0.0,0.0,1,13.84,8.89,36.5,1,-18,16.0,-1.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.913600000000001
2025-03-07 13:44:08-08:00,5.38,208.494,11.735999999999999,19.803,7.056,440.99,6.9,75.0,3.02,6.19,6.86,0.0,0.0,1,13.84,2.51,31.38,1,-18,14.0,-1.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.363200000000001
2025-03-07 13:45:09-08:00,5.38,213.895,10.476,19.3515,7.404,440.35,7.0,75.1,2.6,4.92,5.53,0.0,0.0,1,14.09,138.4,32.49,1,-17,15.0,-1.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.4168
