DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,129,61,1,-4,6,0,0.00000,0.00000.1,0.1,100305754,AQI
2025-03-01 04:56:49-08:00,23.38,256.168,11.691,8.9145,11.28,422.47,22.4,33.0,0.0,0.32,0.32,0.0,0.0,1,13.91,70.33,31.97,1,-23,36,2,1,STAT,0,LAT,LON,W,CRC,,2.5119999999999996
2025-03-01 04:57:49-08:00,23.38,258.52200000000005,10.314000000000002,9.114,10.08,422.16,22.4,33.0,0.0,0.65,0.65,0.0,0.0,1,13.87,19.86,36.73,1,-23,37,2,1,STAT,0,LAT,LON,W,CRC,,2.536
2025-03-01 04:58:49-08:00,23.38,260.87600000000003,11.367,8.526,10.62,422.06,22.4,33.0,0.18,0.54,0.54,0.0,0.0,1,13.84,5.61,31.43,1,-23,36,2,1,STAT,0,LAT,LON,W,CRC,,2.556
2025-03-01 04:59:49-08:00,23.38,255.99200000000002,9.549,8.904000000000002,10.764000000000001,422.02,22.4,33.0,0.12,0.68,0.68,0.0,0.0,1,13.84,1.58,30.6,1,-22,37,2,2,STAT,0,LAT,LON,W,CRC,,2.6968000000000005
2025-03-01 05:00:49-08:00,23.38,260.656,11.448,8.841000000000001,10.943999999999999,422.01,22.4,33.0,0.04,0.89,0.89,0.0,0.0,1,13.8,0.45,31.5,1,-23,37,2,2,STAT,0,LAT,LON,W,CRC,,2.9008000000000003
2025-03-01 05:01:50-08:00,23.37,261.624,12.069,8.3475,11.627999999999998,421.84,22.4,33.0,0.23,0.78,0.78,0.0,0.0,1,13.8,0.13,33.39,1,-23,35,2,2,STAT,0,LAT,LON,W,CRC,,2.9495999999999998
2025-03-01 05:02:50-08:00,23.37,261.437,11.601,8.043000000000001,12.072000000000001,421.09,22.4,33.0,0.09,0.66,0.66,0.0,0.0,1,13.77,0.04,39.84,1,-23,35,2,2,STAT,0,LAT,LON,W,CRC,,2.9424000000000006
2025-03-01 05:03:50-08:00,23.37,266.035,11.475,8.757,11.027999999999999,421.03,22.4,33.0,0.03,0.38,0.38,0.0,0.0,1,13.77,0.01,36.8,1,-24,35,2,2,STAT,0,LAT,LON,W,CRC,,2.5096
2025-03-01 05:04:50-08:00,23.36,263.769,11.943,8.715000000000002,9.612,421.01,22.4,33.0,0.01,0.37,0.37,0.0,0.0,1,14.09,298.73,29.71,1,-23,35,3,1,STAT,0,LAT,LON,W,CRC,,2.2184
2025-03-01 05:05:50-08:00,23.37,268.26800000000003,10.998000000000001,8.809500000000002,10.908,421.0,22.4,33.0,0.0,0.53,0.53,0.0,0.0,1,13.95,84.37,30.69,1,-25,36,1,2,STAT,0,LAT,LON,W,CRC,,2.6056
2025-03-01 05:06:50-08:00,23.35,267.487,10.665,8.809500000000002,11.46,421.0,22.4,33.0,0.17,0.79,0.93,0.0,0.0,1,13.87,23.83,31.61,1,-25,36,2,2,STAT,0,LAT,LON,W,CRC,,2.9240000000000004
2025-03-01 05:07:50-08:00,23.34,265.507,10.566,8.7045,12.708,420.44,22.4,33.0,0.09,0.64,0.91,0.0,0.0,1,13.84,6.73,38.79,1,-24,37,2,2,STAT,0,LAT,LON,W,CRC,,3.0536000000000003
2025-03-01 05:08:51-08:00,23.32,259.65500000000003,11.043,7.665,14.352,420.26,22.4,33.0,0.03,0.27,0.36,0.0,0.0,1,13.84,1.9,32.53,1,-23,37,2,2,STAT,0,LAT,LON,W,CRC,,3.0864000000000003
2025-03-01 05:09:46-08:00,23.31,263.23,11.016,8.137500000000001,13.511999999999999,420.1,22.4,33.0,0.01,0.31,0.34,0.0,0.0,1,13.8,0.6,33.61,1,-24,36,2,2,STAT,0,LAT,LON,W,CRC,,2.9504
2025-03-01 05:10:46-08:00,23.3,251.185,10.971,8.137500000000001,13.235999999999999,420.03,22.4,33.0,0.0,0.59,0.6,0.0,0.0,1,13.8,0.17,32.68,1,-21,36,2,2,STAT,0,LAT,LON,W,CRC,,3.1191999999999998
2025-03-01 05:11:46-08:00,23.29,252.23000000000005,10.998000000000001,8.442,11.856,420.01,22.4,33.0,0.0,0.25,0.26,0.0,0.0,1,13.8,0.05,30.77,1,-21,37,2,2,STAT,0,LAT,LON,W,CRC,,2.5712
2025-03-01 05:12:48-08:00,23.29,257.16900000000004,11.232000000000001,8.946,10.752,420.0,22.4,33.1,0.0,0.16,0.16,0.0,0.0,1,13.77,0.01,39.33,1,-22,36,2,1,STAT,0,LAT,LON,W,CRC,,2.2784000000000004
2025-03-01 05:13:48-08:00,23.29,255.25500000000002,10.98,8.19,12.024,420.0,22.4,33.1,0.0,0.3,0.3,0.0,0.0,1,14.05,270.27,33.66,1,-21,36,1,2,STAT,0,LAT,LON,W,CRC,,2.6448
2025-03-01 05:14:48-08:00,23.29,263.538,10.215,8.778,11.243999999999998,420.0,22.4,33.0,0.0,0.18,0.18,0.0,0.0,1,13.95,96.31,31.34,1,-24,37,2,2,STAT,0,LAT,LON,W,CRC,,2.3928
2025-03-01 05:15:48-08:00,23.29,264.48400000000004,10.557,8.620500000000002,10.847999999999999,420.0,22.4,33.0,0.0,0.29,0.34,0.0,0.0,1,13.91,27.2,30.49,1,-24,37,2,2,STAT,0,LAT,LON,W,CRC,,2.4016
2025-03-01 05:16:48-08:00,23.29,264.84700000000004,11.466000000000001,8.6415,12.443999999999999,420.0,22.4,33.0,0.0,0.59,0.62,0.0,0.0,1,13.87,7.68,33.53,1,-24,36,3,2,STAT,0,LAT,LON,W,CRC,,2.9608
2025-03-01 05:17:47-08:00,23.29,258.236,11.979000000000001,8.6415,12.011999999999999,420.0,22.4,33.0,0.0,0.36,0.37,0.0,0.0,1,13.84,2.17,40.16,1,-23,36,2,2,STAT,0,LAT,LON,W,CRC,,2.6904
2025-03-01 05:18:48-08:00,23.29,266.552,11.655,8.9565,12.228,420.0,22.4,33.0,0.07,0.62,0.63,0.0,0.0,1,13.8,0.61,32.62,1,-25,35,2,3,STAT,0,LAT,LON,W,CRC,,2.9416
2025-03-01 05:19:48-08:00,23.29,264.30800000000005,10.899,8.4945,10.872,419.84,22.4,33.0,0.02,0.48,0.48,0.0,0.0,1,13.8,0.17,33.07,1,-25,36,2,2,STAT,0,LAT,LON,W,CRC,,2.5584
2025-03-01 05:20:48-08:00,23.29,269.20300000000003,10.314000000000002,8.3055,11.652000000000001,419.3,22.4,33.1,0.01,0.36,0.36,0.0,0.0,1,13.77,0.05,32.96,1,-25,38,2,2,STAT,0,LAT,LON,W,CRC,,2.6184000000000003
2025-03-01 05:21:48-08:00,23.29,260.975,10.098,7.917000000000001,11.94,419.1,22.3,33.1,0.0,0.18,0.18,0.0,0.0,1,13.77,0.01,30.9,1,-23,38,2,1,STAT,0,LAT,LON,W,CRC,,2.532
2025-03-01 05:22:48-08:00,23.29,259.86400000000003,11.079,8.253,11.592,419.04,22.3,33.1,0.0,0.28,0.3,0.0,0.0,1,14.02,219.39,35.85,1,-22,36,2,2,STAT,0,LAT,LON,W,CRC,,2.5424
2025-03-01 05:23:48-08:00,23.29,259.017,10.737,9.03,9.78,419.01,22.3,33.1,0.0,0.38,0.42,0.0,0.0,1,13.98,120.65,36.31,1,-23,35,2,2,STAT,0,LAT,LON,W,CRC,,2.26
2025-03-01 05:24:48-08:00,23.29,259.963,10.728,8.7045,10.331999999999999,419.0,22.3,33.1,0.0,0.26,0.33,0.0,0.0,1,13.91,34.08,30.33,1,-24,36,3,2,STAT,0,LAT,LON,W,CRC,,2.2744
2025-03-01 05:25:48-08:00,23.29,268.884,12.285,8.4105,10.956000000000001,419.0,22.3,33.1,0.02,0.31,0.34,0.0,0.0,1,13.87,9.62,30.84,1,-26,35,2,1,STAT,0,LAT,LON,W,CRC,,2.4392000000000005
2025-03-01 05:26:48-08:00,23.29,267.553,11.879999999999999,8.6415,11.712,419.0,22.4,33.1,0.01,0.15,0.16,0.0,0.0,1,13.84,2.72,32.24,1,-26,35,2,1,STAT,0,LAT,LON,W,CRC,,2.4624
2025-03-01 05:27:49-08:00,23.29,262.185,11.43,8.9985,11.627999999999998,418.55,22.3,33.1,0.0,0.08,0.09,0.0,0.0,1,13.8,0.77,33.09,1,-24,36,2,2,STAT,0,LAT,LON,W,CRC,,2.3895999999999997
2025-03-01 05:28:49-08:00,23.29,264.649,10.656,8.526,11.964,418.81,22.3,33.1,0.07,0.12,0.42,0.0,0.0,1,13.8,0.22,30.07,1,-24,37,2,2,STAT,0,LAT,LON,W,CRC,,2.4888000000000003
2025-03-01 05:29:49-08:00,23.29,269.92900000000003,10.125,8.505,11.088,418.85,22.4,33.1,0.02,0.16,0.3,0.0,0.0,1,13.8,0.06,32.75,1,-26,37,3,2,STAT,0,LAT,LON,W,CRC,,2.3456
2025-03-01 05:30:49-08:00,23.29,267.15700000000004,11.385,8.3475,11.76,418.95,22.3,33.1,0.01,0.31,0.37,0.0,0.0,1,13.77,0.02,33.28,1,-25,35,2,2,STAT,0,LAT,LON,W,CRC,,2.5999999999999996
2025-03-01 05:31:49-08:00,23.29,261.55800000000005,12.105,8.232,11.543999999999999,418.57,22.3,33.1,0.0,0.18,0.2,0.0,0.0,1,13.77,0.0,31.2,1,-23,35,2,2,STAT,0,LAT,LON,W,CRC,,2.4528
2025-03-01 05:32:49-08:00,23.28,253.05500000000004,10.683,8.442,12.024,418.7,22.3,33.1,0.0,0.23,0.71,0.0,0.0,1,14.09,310.21,30.79,1,-21,37,2,2,STAT,0,LAT,LON,W,CRC,,2.5888
2025-03-01 05:33:51-08:00,23.28,263.395,10.71,8.421,10.968,418.53,22.3,33.1,0.0,0.14,0.42,0.0,0.0,1,13.95,94.6,31.41,1,-25,37,2,1,STAT,0,LAT,LON,W,CRC,,2.3056
2025-03-01 05:34:51-08:00,23.28,268.103,10.143,8.337000000000002,11.94,418.41,22.3,33.1,0.0,0.08,0.17,0.0,0.0,1,13.87,26.72,31.1,1,-26,37,2,2,STAT,0,LAT,LON,W,CRC,,2.452
2025-03-01 05:35:51-08:00,23.28,262.009,11.241,8.274000000000001,12.18,418.67,22.3,33.1,0.0,0.09,0.12,0.0,0.0,1,13.84,7.55,32.04,1,-24,36,3,2,STAT,0,LAT,LON,W,CRC,,2.508
2025-03-01 05:36:51-08:00,23.28,261.129,9.351,8.232,12.972,418.23,22.3,33.1,0.05,0.23,0.24,0.0,0.0,1,13.84,2.13,30.92,1,-24,38,2,2,STAT,0,LAT,LON,W,CRC,,2.7784000000000004
2025-03-01 05:37:51-08:00,23.28,265.07800000000003,8.703,8.2845,12.576,418.08,22.3,33.1,0.02,0.22,0.22,0.0,0.0,1,13.8,0.6,29.54,1,-24,39,1,2,STAT,0,LAT,LON,W,CRC,,2.6912000000000003
2025-03-01 05:38:52-08:00,23.27,255.39800000000002,10.134,8.4105,11.616,418.03,22.3,33.0,0.01,0.24,0.24,0.0,0.0,1,13.8,0.17,39.62,1,-22,36,2,2,STAT,0,LAT,LON,W,CRC,,2.5152
2025-03-01 05:39:52-08:00,23.28,261.8,10.449,8.631,12.612,418.01,22.3,33.1,0.0,0.33,0.33,0.0,0.0,1,13.77,0.05,31.15,1,-24,36,2,2,STAT,0,LAT,LON,W,CRC,,2.7864000000000004
2025-03-01 05:40:52-08:00,23.27,253.352,10.809,8.6835,11.952,418.0,22.3,33.1,0.03,0.34,0.41,0.0,0.0,1,13.77,0.01,33.07,1,-21,35,3,2,STAT,0,LAT,LON,W,CRC,,2.6624
2025-03-01 05:41:52-08:00,23.27,259.71000000000004,10.674,8.5155,12.828,418.0,22.3,33.1,0.1,0.4,0.44,0.0,0.0,1,14.09,332.95,33.5,1,-23,36,2,2,STAT,0,LAT,LON,W,CRC,,2.8856
2025-03-01 05:42:53-08:00,23.27,262.812,9.936,8.5155,11.447999999999999,418.0,22.3,33.1,0.08,0.29,0.3,0.0,0.0,1,13.95,111.23,31.67,1,-24,37,2,2,STAT,0,LAT,LON,W,CRC,,2.5215999999999994
2025-03-01 05:43:49-08:00,23.27,261.338,11.628,8.82,11.232,418.0,22.3,33.1,0.07,0.15,0.15,0.0,0.0,1,13.87,34.91,45.28,1,-23,36,3,2,STAT,0,LAT,LON,W,CRC,,2.3664
2025-03-01 05:44:49-08:00,23.25,261.184,11.439000000000002,8.547,11.543999999999999,418.0,22.3,33.1,0.02,0.35,0.35,0.0,0.0,1,13.84,9.86,34.89,1,-22,36,3,2,STAT,0,LAT,LON,W,CRC,,2.5887999999999995
2025-03-01 05:45:49-08:00,23.24,271.095,11.115,8.274000000000001,12.527999999999999,417.91,22.3,33.1,0.16,0.67,0.67,0.0,0.0,1,13.84,2.78,32.68,1,-25,36,2,2,STAT,0,LAT,LON,W,CRC,,3.0416
2025-03-01 05:46:49-08:00,23.22,270.281,11.367,8.61,12.456000000000001,417.97,22.3,33.0,0.25,0.63,0.63,0.0,0.0,1,13.8,0.79,31.55,1,-26,35,2,3,STAT,0,LAT,LON,W,CRC,,2.9952000000000005
2025-03-01 05:47:49-08:00,23.21,264.42900000000003,10.422,8.442,12.0,417.99,22.3,33.1,0.11,0.26,0.28,0.0,0.0,1,13.8,0.22,33.05,1,-24,36,2,2,STAT,0,LAT,LON,W,CRC,,2.6080000000000005
2025-03-01 05:48:49-08:00,23.2,265.15500000000003,10.179,8.5155,13.427999999999999,418.0,22.3,33.1,0.04,0.08,0.09,0.0,0.0,1,13.77,0.06,35.61,1,-24,36,2,3,STAT,0,LAT,LON,W,CRC,,2.7496
2025-03-01 05:49:49-08:00,23.19,263.956,10.296,8.421,12.047999999999998,418.0,22.3,33.1,0.01,0.03,0.03,0.0,0.0,1,13.77,0.02,31.29,1,-24,37,2,2,STAT,0,LAT,LON,W,CRC,,2.4335999999999998
2025-03-01 05:50:49-08:00,23.19,256.872,9.639000000000001,7.9065,12.072000000000001,418.0,22.3,33.1,0.0,0.36,0.36,0.0,0.0,1,13.77,0.01,31.68,1,-22,37,2,1,STAT,0,LAT,LON,W,CRC,,2.7024000000000004
2025-03-01 05:51:49-08:00,23.19,259.743,9.936,8.557500000000001,11.136,418.0,22.3,33.2,0.0,0.45,0.58,0.0,0.0,1,13.98,173.53,32.76,1,-22,38,2,2,STAT,0,LAT,LON,W,CRC,,2.5871999999999997
2025-03-01 05:52:50-08:00,23.19,265.925,10.395000000000001,9.3135,11.28,418.0,22.3,33.1,0.05,0.33,0.37,0.0,0.0,1,13.91,49.01,30.0,1,-24,37,1,3,STAT,0,LAT,LON,W,CRC,,2.5199999999999996
2025-03-01 05:53:51-08:00,23.19,259.16,10.647,8.4315,11.543999999999999,418.0,22.3,33.1,0.02,0.54,0.56,0.0,0.0,1,13.84,13.84,45.1,1,-22,35,2,2,STAT,0,LAT,LON,W,CRC,,2.7407999999999997
2025-03-01 05:54:51-08:00,23.19,272.21700000000004,10.476,8.2635,10.931999999999999,418.0,22.3,33.1,0.01,0.25,0.25,0.0,0.0,1,13.84,3.91,33.03,1,-25,36,1,2,STAT,0,LAT,LON,W,CRC,,2.3864
2025-03-01 05:55:51-08:00,23.19,268.774,11.952,7.707,12.443999999999999,418.0,22.3,33.1,0.0,0.2,0.2,0.0,0.0,1,13.84,1.1,32.31,1,-25,35,1,2,STAT,0,LAT,LON,W,CRC,,2.6488
2025-03-01 05:56:51-08:00,23.19,267.949,9.441,8.3055,12.42,418.0,22.3,33.1,0.0,0.29,0.32,0.0,0.0,1,13.8,0.31,32.18,1,-24,37,1,2,STAT,0,LAT,LON,W,CRC,,2.716
2025-03-01 05:57:52-08:00,23.19,267.15700000000004,10.116,8.9985,12.096,418.0,22.3,33.1,0.0,0.16,0.17,0.0,0.0,1,13.8,0.09,29.22,1,-24,36,1,2,STAT,0,LAT,LON,W,CRC,,2.5472
2025-03-01 05:58:52-08:00,23.19,270.06100000000004,11.016,8.526,12.228,418.0,22.3,33.1,0.0,0.64,0.64,0.0,0.0,1,13.77,0.02,31.49,1,-24,35,1,2,STAT,0,LAT,LON,W,CRC,,2.9576000000000002
2025-03-01 05:59:52-08:00,23.19,265.584,11.106,8.358,13.116,418.0,22.3,33.1,0.0,0.2,0.2,0.0,0.0,1,13.77,0.01,37.61,1,-24,35,2,2,STAT,0,LAT,LON,W,CRC,,2.7832000000000003
2025-03-01 06:00:52-08:00,23.19,267.38800000000003,10.899,8.7045,12.143999999999998,418.0,22.3,33.1,0.03,0.16,0.16,0.0,0.0,1,13.98,195.25,33.15,1,-24,36,2,2,STAT,0,LAT,LON,W,CRC,,2.5568
2025-03-01 06:01:52-08:00,23.19,274.285,12.456,8.0325,12.66,418.0,22.3,33.1,0.01,0.16,0.16,0.0,0.0,1,13.91,55.15,32.31,1,-25,35,1,2,STAT,0,LAT,LON,W,CRC,,2.66
2025-03-01 06:02:52-08:00,23.19,270.93,11.592,8.442,11.219999999999999,418.0,22.3,33.1,0.0,0.05,0.05,0.0,0.0,1,13.87,15.57,32.18,1,-25,36,1,2,STAT,0,LAT,LON,W,CRC,,2.284
2025-03-01 06:03:52-08:00,23.19,271.645,10.773000000000001,8.977500000000001,11.484,418.0,22.3,33.1,0.0,0.32,0.32,0.0,0.0,1,13.84,4.4,34.66,1,-26,36,2,2,STAT,0,LAT,LON,W,CRC,,2.5528000000000004
2025-03-01 06:04:52-08:00,23.19,272.96500000000003,11.115,8.4945,12.864,418.0,22.3,33.1,0.02,0.33,0.33,0.0,0.0,1,13.84,1.24,34.73,1,-26,36,2,2,STAT,0,LAT,LON,W,CRC,,2.8368
2025-03-01 06:05:53-08:00,23.19,274.725,11.124,8.4525,11.831999999999999,418.0,22.2,33.0,0.01,0.78,0.78,0.0,0.0,1,13.8,0.35,31.96,1,-26,35,2,2,STAT,0,LAT,LON,W,CRC,,2.9904
2025-03-01 06:06:53-08:00,23.19,263.593,10.620000000000001,7.5075,14.04,418.0,22.3,33.1,0.0,0.46,0.46,0.0,0.0,1,13.8,0.1,35.29,1,-22,37,2,3,STAT,0,LAT,LON,W,CRC,,3.1759999999999997
2025-03-01 06:07:53-08:00,23.19,264.74800000000005,10.413,8.4945,11.652000000000001,418.0,22.3,33.1,0.0,0.55,0.55,0.0,0.0,1,13.77,0.03,34.16,1,-22,36,3,2,STAT,0,LAT,LON,W,CRC,,2.7704000000000004
2025-03-01 06:08:53-08:00,23.19,266.58500000000004,9.936,8.862,11.435999999999998,418.0,22.3,33.1,0.05,0.6,0.6,0.0,0.0,1,13.77,0.01,31.24,1,-23,37,2,2,STAT,0,LAT,LON,W,CRC,,2.7672
2025-03-01 06:09:55-08:00,23.18,271.15000000000003,9.629999999999999,9.9225,9.935999999999998,418.0,22.2,33.1,0.11,0.46,0.46,0.0,0.0,1,14.02,236.09,35.09,1,-24,37,2,2,STAT,0,LAT,LON,W,CRC,,2.3551999999999995
2025-03-01 06:10:55-08:00,23.19,276.639,10.296,8.9355,11.076,418.46,22.2,33.1,0.04,0.21,0.21,0.0,0.0,1,13.91,66.68,31.43,1,-26,36,2,2,STAT,0,LAT,LON,W,CRC,,2.3832000000000004
2025-03-01 06:11:55-08:00,23.19,270.50100000000003,10.899,8.904000000000002,12.192,418.81,22.2,33.1,0.02,0.43,0.43,0.0,0.0,1,13.87,18.83,31.86,1,-24,36,2,2,STAT,0,LAT,LON,W,CRC,,2.7824
2025-03-01 06:12:55-08:00,23.18,268.79600000000005,11.457,9.1245,11.016,418.93,22.3,33.1,0.11,0.8,0.8,0.0,0.0,1,13.84,5.32,35.04,1,-23,35,2,2,STAT,0,LAT,LON,W,CRC,,2.8432000000000004
2025-03-01 06:13:55-08:00,23.18,266.761,11.268,8.4945,11.652000000000001,418.98,22.3,33.1,0.07,0.41,0.41,0.0,0.0,1,13.84,1.5,30.25,1,-23,35,2,2,STAT,0,LAT,LON,W,CRC,,2.6584000000000003
2025-03-01 06:14:56-08:00,23.18,274.19700000000006,11.124,8.8305,12.384,418.99,22.2,33.1,0.05,0.18,0.18,0.0,0.0,1,13.8,0.42,42.17,1,-25,34,2,2,STAT,0,LAT,LON,W,CRC,,2.6208000000000005
2025-03-01 06:15:56-08:00,23.18,270.17100000000005,9.783,8.620500000000002,12.527999999999999,419.0,22.2,33.1,0.05,0.2,0.38,0.0,0.0,1,13.8,0.12,36.93,1,-23,37,2,2,STAT,0,LAT,LON,W,CRC,,2.6656
2025-03-01 06:16:56-08:00,23.18,273.76800000000003,10.53,8.7675,10.511999999999999,419.0,22.2,33.0,0.07,0.37,0.42,0.0,0.0,1,13.77,0.03,31.09,1,-24,36,2,2,STAT,0,LAT,LON,W,CRC,,2.3983999999999996
2025-03-01 06:17:56-08:00,23.18,273.218,11.241,9.6075,8.844,419.0,22.2,33.1,0.14,0.42,0.56,0.0,0.0,1,13.77,0.01,30.38,1,-24,35,2,2,STAT,0,LAT,LON,W,CRC,,2.1048
2025-03-01 06:18:52-08:00,23.17,263.538,11.043,9.828,9.732,418.71,22.2,33.0,0.11,0.66,0.72,0.0,0.0,1,14.02,121.29,34.45,1,-21,34,2,2,STAT,0,LAT,LON,W,CRC,,2.4744
2025-03-01 06:19:52-08:00,23.17,272.855,11.556000000000001,9.366,11.4,418.66,22.3,33.1,0.45,1.06,1.08,0.0,0.0,1,13.95,117.25,33.6,1,-24,35,2,2,STAT,0,LAT,LON,W,CRC,,3.128
2025-03-01 06:20:52-08:00,23.17,274.58200000000005,11.826,9.2295,9.96,418.42,22.2,33.0,0.37,1.14,1.14,0.0,0.0,1,13.91,33.11,32.0,1,-24,35,2,2,STAT,0,LAT,LON,W,CRC,,2.904
2025-03-01 06:21:52-08:00,23.17,270.91900000000004,10.269,9.4395,10.116,418.55,22.2,33.1,0.42,0.92,0.92,0.0,0.0,1,13.87,9.35,32.81,1,-23,36,2,2,STAT,0,LAT,LON,W,CRC,,2.7592000000000003
2025-03-01 06:22:52-08:00,23.16,266.827,11.097,9.7545,9.299999999999999,418.84,22.2,33.1,0.42,0.82,0.98,0.0,0.0,1,13.84,2.64,30.5,1,-22,35,2,2,STAT,0,LAT,LON,W,CRC,,2.516
2025-03-01 06:23:52-08:00,23.14,271.96400000000006,11.07,9.0405,10.272,418.56,22.2,33.1,0.18,0.62,0.75,0.0,0.0,1,13.84,0.75,30.93,1,-23,35,2,2,STAT,0,LAT,LON,W,CRC,,2.5504000000000002
2025-03-01 06:24:53-08:00,23.12,273.548,11.025,8.7255,10.812,418.71,22.2,33.1,0.06,0.32,0.36,0.0,0.0,1,13.8,0.21,36.89,1,-23,35,2,1,STAT,0,LAT,LON,W,CRC,,2.4184
2025-03-01 06:25:53-08:00,23.1,275.913,10.656,8.7675,10.68,418.9,22.2,33.1,0.17,0.36,0.7,0.0,0.0,1,13.77,0.06,34.02,1,-23,35,2,1,STAT,0,LAT,LON,W,CRC,,2.424
2025-03-01 06:26:53-08:00,23.1,270.06100000000004,10.134,9.114,11.435999999999998,418.96,22.2,33.1,0.06,0.53,0.64,0.0,0.0,1,13.77,0.02,30.72,1,-22,37,1,2,STAT,0,LAT,LON,W,CRC,,2.7112
2025-03-01 06:27:53-08:00,23.09,275.946,10.089,9.156,11.52,418.67,22.2,33.1,0.21,0.73,0.77,0.0,0.0,1,13.77,0.0,33.0,1,-23,36,1,2,STAT,0,LAT,LON,W,CRC,,2.888
2025-03-01 06:28:53-08:00,23.09,276.51800000000003,11.115,9.0405,11.712,418.8,22.2,33.1,0.11,0.39,0.4,0.0,0.0,1,13.98,167.96,30.5,1,-24,36,2,2,STAT,0,LAT,LON,W,CRC,,2.6544
2025-03-01 06:29:54-08:00,23.09,283.404,11.133,8.693999999999999,12.264000000000001,418.93,22.2,33.1,0.12,0.4,0.4,0.0,0.0,1,13.91,47.44,29.69,1,-26,35,2,2,STAT,0,LAT,LON,W,CRC,,2.7728
2025-03-01 06:30:54-08:00,23.09,281.11600000000004,11.115,8.904000000000002,11.772,418.98,22.2,33.0,0.06,0.22,0.22,0.0,0.0,1,13.87,13.4,36.52,1,-24,36,2,2,STAT,0,LAT,LON,W,CRC,,2.5304
2025-03-01 06:31:54-08:00,23.09,269.94000000000005,11.637,8.799000000000001,11.016,418.99,22.2,33.1,0.14,0.33,0.33,0.0,0.0,1,13.84,3.78,33.68,1,-21,35,2,2,STAT,0,LAT,LON,W,CRC,,2.4672
2025-03-01 06:32:54-08:00,23.09,277.266,10.188,9.198,12.0,418.78,22.2,33.1,0.07,0.15,0.15,0.0,0.0,1,13.84,1.07,29.94,1,-23,36,2,2,STAT,0,LAT,LON,W,CRC,,2.5200000000000005
2025-03-01 06:33:54-08:00,23.09,272.03000000000003,9.036,9.2505,11.16,418.28,22.2,33.1,0.19,0.47,0.47,0.0,0.0,1,13.8,0.3,30.86,1,-22,37,2,2,STAT,0,LAT,LON,W,CRC,,2.608
2025-03-01 06:34:54-08:00,23.09,268.422,10.647,9.1245,10.956000000000001,418.03,22.2,33.1,0.09,0.52,0.52,0.0,0.0,1,13.8,0.09,32.86,1,-20,36,2,2,STAT,0,LAT,LON,W,CRC,,2.6072
2025-03-01 06:35:55-08:00,23.09,278.982,11.16,9.891,9.384,417.62,22.2,33.1,0.03,0.21,0.24,0.0,0.0,1,13.77,0.02,31.67,1,-23,35,2,2,STAT,0,LAT,LON,W,CRC,,2.0448000000000004
2025-03-01 06:36:55-08:00,23.09,267.762,12.096,10.006499999999999,10.38,417.64,22.2,33.2,0.01,0.2,0.21,0.0,0.0,1,13.77,0.01,30.37,1,-20,34,2,2,STAT,0,LAT,LON,W,CRC,,2.236
2025-03-01 06:37:55-08:00,23.09,279.22400000000005,11.907,10.017,10.235999999999999,417.87,22.2,33.1,0.18,0.6,0.6,0.0,0.0,1,14.02,179.12,31.49,1,-23,34,2,2,STAT,0,LAT,LON,W,CRC,,2.5271999999999997
2025-03-01 06:38:55-08:00,23.09,273.196,10.971,10.038,10.38,417.96,22.2,33.1,0.4,0.85,0.98,0.0,0.0,1,13.91,50.59,33.65,1,-22,36,1,2,STAT,0,LAT,LON,W,CRC,,2.7560000000000002
2025-03-01 06:39:55-08:00,23.09,279.026,10.305,9.8175,11.472,417.98,22.2,33.1,0.35,0.73,0.77,0.0,0.0,1,13.87,14.29,29.44,1,-23,36,2,2,STAT,0,LAT,LON,W,CRC,,2.8784
2025-03-01 06:40:56-08:00,23.09,281.182,11.844000000000001,9.5235,11.1,417.99,22.2,33.1,0.11,0.3,0.31,0.0,0.0,1,13.84,4.04,38.19,1,-23,35,2,2,STAT,0,LAT,LON,W,CRC,,2.46
2025-03-01 06:41:56-08:00,23.09,276.232,11.313,9.135,11.435999999999998,418.0,22.2,33.1,0.2,0.81,0.81,0.0,0.0,1,13.84,1.14,31.16,1,-22,35,1,2,STAT,0,LAT,LON,W,CRC,,2.9352
2025-03-01 06:42:56-08:00,23.09,280.20300000000003,11.313,9.5655,11.4,418.41,22.2,33.1,0.29,0.76,0.94,0.0,0.0,1,13.8,0.32,30.2,1,-23,35,2,2,STAT,0,LAT,LON,W,CRC,,2.8880000000000003
2025-03-01 06:43:56-08:00,23.09,282.238,10.908,9.3345,11.915999999999999,418.57,22.2,33.1,0.62,1.1,1.17,0.0,0.0,1,13.8,0.09,33.13,1,-23,36,1,2,STAT,0,LAT,LON,W,CRC,,3.2632000000000003
2025-03-01 06:44:56-08:00,23.09,284.46000000000004,11.241,9.4395,10.284,418.74,22.2,33.1,0.61,1.04,1.43,0.0,0.0,1,13.77,0.03,33.36,1,-24,35,1,1,STAT,0,LAT,LON,W,CRC,,2.8888000000000007
2025-03-01 06:45:57-08:00,23.08,279.653,10.053,9.7965,10.812,418.49,22.2,33.1,0.22,0.95,1.09,0.0,0.0,1,14.05,303.22,36.18,1,-23,37,2,2,STAT,0,LAT,LON,W,CRC,,2.9223999999999997
