DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,134,53,997008311,52,1,-3,4229343513,AQI
2025-03-11 19:13:29-07:00,22.19,365.46400000000006,9.612,14.395500000000002,13.547999999999998,439.0,21.2,31.5,0.07,0.61,0.91,30,0.0,,,,,,3.1976
2025-03-11 19:14:30-07:00,22.19,370.95300000000003,10.674,14.364,13.692,439.0,21.2,31.4,0.41,0.8,0.99,29,1.0,,,,,,3.3784000000000005
2025-03-11 19:15:30-07:00,22.19,368.148,11.511,13.902000000000001,15.54,439.0,21.2,31.4,0.41,0.74,0.8,29,1.0,,,,,,3.7
2025-03-11 19:16:30-07:00,22.19,373.90100000000007,10.143,14.28,14.939999999999998,439.0,21.2,31.5,0.16,0.57,0.91,29,1.0,,,,,,3.4439999999999995
2025-03-11 19:17:30-07:00,22.19,369.391,10.467,13.86,14.28,439.41,21.2,31.5,0.19,0.62,0.74,29,1.0,,,,,,3.352
2025-03-11 19:18:30-07:00,22.19,364.232,10.422,14.91,13.452,439.79,21.2,31.5,0.06,0.4,0.44,28,1.0,,,,,,3.0104000000000006
2025-03-11 19:19:30-07:00,22.19,357.313,9.405,16.002000000000002,11.94,439.93,21.2,31.5,0.12,0.31,0.42,31,2.0,,,,,,2.636
2025-03-11 19:20:30-07:00,22.19,371.272,11.106,15.9915,12.156,439.97,21.2,31.6,0.07,0.26,0.33,28,1.0,,,,,,2.6392000000000007
2025-03-11 19:21:30-07:00,22.19,369.40200000000004,11.529,16.2645,12.78,439.99,21.2,31.6,0.26,0.48,0.5,28,1.0,,,,,,2.94
2025-03-11 19:22:31-07:00,22.19,367.598,10.548,15.834000000000001,13.632,440.0,21.2,31.6,0.2,0.76,0.77,29,0.0,,,,,,3.3344
2025-03-11 19:23:32-07:00,22.19,368.54400000000004,10.557,15.350999999999999,14.147999999999998,440.16,21.2,31.6,0.07,0.92,0.93,29,1.0,,,,,,3.5656
2025-03-11 19:24:32-07:00,22.19,366.058,9.774,14.931000000000001,13.788,440.7,21.2,31.6,0.14,0.66,0.67,29,1.0,,,,,,3.2856
2025-03-11 19:25:32-07:00,22.19,370.72200000000004,10.575000000000001,15.0045,13.607999999999999,440.67,21.2,31.6,0.28,0.59,0.79,29,1.0,,,,,,3.1936
2025-03-11 19:26:32-07:00,22.19,366.49800000000005,9.747,15.5085,11.915999999999999,440.74,21.2,31.6,0.09,0.53,0.59,29,1.0,,,,,,2.8072
2025-03-11 19:27:32-07:00,22.19,346.313,11.853,14.805,13.356,441.45,21.2,31.6,0.07,0.47,0.66,28,1.0,,,,,,3.0472
2025-03-11 19:28:33-07:00,22.19,377.72900000000004,9.972,16.023,12.0,442.21,21.2,31.7,0.02,0.41,0.47,29,1.0,,,,,,2.728
2025-03-11 19:29:33-07:00,22.19,372.647,11.97,15.666,11.964,442.72,21.2,31.6,0.03,0.48,0.5,28,1.0,,,,,,2.7768
2025-03-11 19:30:33-07:00,22.19,374.836,10.692,14.217,14.016,443.26,21.2,31.6,0.08,0.26,0.27,28,1.0,,,,,,3.0112000000000005
2025-03-11 19:31:33-07:00,22.19,369.84200000000004,9.891,14.395500000000002,14.472,443.74,21.2,31.7,0.42,0.61,0.61,29,1.0,,,,,,3.3824
2025-03-11 19:32:33-07:00,22.19,369.58900000000006,10.476,14.5425,14.843999999999998,443.99,21.3,31.6,0.14,0.76,0.76,28,1.0,,,,,,3.5768
2025-03-11 19:33:33-07:00,22.19,359.557,11.277,14.143500000000001,14.556000000000001,444.64,21.3,31.6,0.1,0.62,0.62,28,1.0,,,,,,3.4072000000000005
2025-03-11 19:34:33-07:00,22.19,362.45000000000005,10.152,14.3115,14.136,444.88,21.2,31.6,0.03,0.34,0.34,29,1.0,,,,,,3.0991999999999997
2025-03-11 19:35:34-07:00,22.19,363.38500000000005,9.414000000000001,15.0885,13.139999999999999,444.96,21.2,31.7,0.01,0.26,0.26,29,1.0,,,,,,2.8360000000000003
2025-03-11 19:36:35-07:00,22.2,352.583,10.665,13.7025,15.335999999999999,444.98,21.2,31.7,0.0,0.32,0.32,29,1.0,,,,,,3.3232
2025-03-11 19:37:35-07:00,22.2,374.011,11.142000000000001,14.8785,13.043999999999999,445.61,21.2,31.7,0.23,0.7,0.7,28,1.0,,,,,,3.1688
2025-03-11 19:38:35-07:00,22.21,372.8670000000001,10.341000000000001,13.9335,14.568,446.16,21.2,31.6,0.23,1.03,1.18,28,1.0,,,,,,3.7376000000000005
2025-03-11 19:39:35-07:00,22.23,374.63800000000003,12.456,14.8155,12.935999999999998,446.7,21.2,31.7,0.29,0.72,0.82,28,1.0,,,,,,3.1632
2025-03-11 19:40:35-07:00,22.25,376.38700000000006,9.234,14.784,13.356,446.9,21.2,31.7,0.09,0.33,0.38,29,1.0,,,,,,2.9352
2025-03-11 19:41:36-07:00,22.26,368.48900000000003,9.243,14.511000000000001,12.696,446.88,21.3,31.6,0.03,0.54,0.74,29,1.0,,,,,,2.9712
2025-03-11 19:42:36-07:00,22.27,369.58900000000006,9.882000000000001,14.238000000000001,14.339999999999998,446.96,21.2,31.7,0.14,0.77,0.84,29,1.0,,,,,,3.484
2025-03-11 19:43:36-07:00,22.27,368.94,8.685,14.6895,14.76,446.99,21.3,31.7,0.12,0.82,0.84,30,1.0,,,,,,3.608
2025-03-11 19:44:36-07:00,22.27,372.57,11.879999999999999,14.469,15.084,447.15,21.3,31.7,0.22,0.59,0.6,27,1.0,,,,,,3.4888
2025-03-11 19:45:31-07:00,22.27,362.45000000000005,11.169,14.7105,14.052000000000001,447.68,21.2,31.7,0.2,0.54,0.72,28,1.0,,,,,,3.2424000000000004
2025-03-11 19:46:31-07:00,22.27,377.10200000000003,10.503,14.343,13.547999999999998,447.89,21.3,31.7,0.12,0.3,0.36,28,1.0,,,,,,2.9496
2025-03-11 19:47:32-07:00,22.27,379.731,11.718,14.2695,13.668000000000001,447.96,21.3,31.7,0.2,0.26,0.28,27,1.0,,,,,,2.9416000000000007
2025-03-11 19:48:32-07:00,22.27,373.84600000000006,10.170000000000002,15.3195,13.319999999999999,448.53,21.3,31.8,0.08,0.24,0.27,28,1.0,,,,,,2.856
2025-03-11 19:49:32-07:00,22.28,377.168,9.036,15.193500000000002,13.092,448.83,21.3,31.8,0.05,0.14,0.15,30,1.0,,,,,,2.7304000000000004
2025-03-11 19:50:32-07:00,22.28,372.9440000000001,10.386,14.91,12.876,449.52,21.3,31.8,0.01,0.06,0.06,29,1.0,,,,,,2.6232
2025-03-11 19:51:32-07:00,22.28,380.65500000000003,10.251000000000001,14.836500000000001,13.607999999999999,449.83,21.3,31.7,0.2,0.58,0.87,29,1.0,,,,,,3.1856
2025-03-11 19:52:33-07:00,22.29,383.31700000000006,11.934,14.112,14.76,450.1,21.3,31.8,0.14,0.57,0.67,28,1.0,,,,,,3.408
2025-03-11 19:53:33-07:00,22.28,367.213,11.079,14.322000000000001,12.612,450.68,21.3,31.8,0.11,0.74,0.77,28,1.0,,,,,,3.1144000000000003
2025-03-11 19:54:34-07:00,22.28,385.27500000000003,10.476,14.574000000000002,12.9,451.91,21.3,31.8,0.03,0.32,0.62,28,1.0,,,,,,2.8360000000000003
2025-03-11 19:55:34-07:00,22.29,385.011,10.44,14.143500000000001,13.452,453.77,21.3,31.8,0.01,0.71,0.8,27,1.0,,,,,,3.2584000000000004
2025-03-11 19:56:34-07:00,22.29,391.53400000000005,10.620000000000001,15.3825,12.036,455.11,21.3,31.8,0.0,0.58,0.62,29,1.0,,,,,,2.8712
2025-03-11 19:57:34-07:00,22.29,391.1600000000001,11.115,14.784,13.752,456.19,21.3,31.8,0.0,0.84,0.85,27,1.0,,,,,,3.4224000000000006
2025-03-11 19:58:34-07:00,22.29,400.18000000000006,11.232000000000001,14.2065,14.435999999999998,456.87,21.3,31.8,0.22,0.56,0.56,27,1.0,,,,,,3.3352
2025-03-11 19:59:34-07:00,22.29,403.029,10.638,14.301,13.776,458.15,21.3,31.8,0.07,0.56,0.56,27,1.0,,,,,,3.2032000000000003
2025-03-11 20:00:34-07:00,22.29,402.072,13.770000000000001,14.1645,14.411999999999999,458.7,21.3,31.8,0.2,0.7,0.9,25,1.0,,,,,,3.4424
2025-03-11 20:01:34-07:00,22.29,405.05300000000005,11.357999999999999,14.521500000000001,14.376,459.25,21.3,31.8,0.24,0.92,1.16,26,1.0,,,,,,3.6112
2025-03-11 20:02:34-07:00,22.29,395.538,9.855,15.288000000000002,12.143999999999998,459.74,21.3,31.8,0.55,1.56,1.64,27,1.0,,,,,,3.6768
2025-03-11 20:03:34-07:00,22.29,416.81200000000007,9.279,15.634500000000001,11.592,459.91,21.3,31.9,0.34,1.07,1.09,28,1.0,,,,,,3.1744000000000003
2025-03-11 20:04:35-07:00,22.29,409.695,10.08,14.28,12.719999999999999,460.51,21.4,31.9,0.44,1.23,1.24,28,1.0,,,,,,3.528
2025-03-11 20:05:35-07:00,22.29,420.706,11.295000000000002,14.8155,11.831999999999999,463.4,21.3,31.9,0.15,0.9,1.17,27,1.0,,,,,,3.0864000000000003
2025-03-11 20:06:35-07:00,22.29,420.607,10.296,15.802500000000002,11.496,466.77,21.3,32.0,0.05,0.87,0.96,27,1.0,,,,,,2.9952000000000005
2025-03-11 20:07:36-07:00,22.29,419.397,11.169,14.794500000000001,13.524,467.92,21.3,31.9,0.27,0.96,0.99,27,1.0,,,,,,3.4728000000000003
2025-03-11 20:08:36-07:00,22.29,427.62500000000006,10.962,15.4245,12.96,468.62,21.4,31.9,0.16,0.72,0.94,27,1.0,,,,,,3.1680000000000006
2025-03-11 20:09:36-07:00,22.29,431.266,11.25,14.889000000000001,13.56,469.3,21.3,32.0,0.05,0.86,1.02,26,1.0,,,,,,3.4000000000000004
2025-03-11 20:10:36-07:00,22.29,434.10400000000004,10.035,14.5425,14.328,470.4,21.4,31.9,0.19,0.74,0.79,27,1.0,,,,,,3.4576000000000002
2025-03-11 20:11:36-07:00,22.29,424.95200000000006,11.583,14.322000000000001,14.399999999999999,471.64,21.4,31.9,0.3,1.01,1.03,26,1.0,,,,,,3.6879999999999997
2025-03-11 20:12:36-07:00,22.29,444.136,10.827,13.566,14.184,472.52,21.4,31.9,0.25,0.85,1.06,27,1.0,,,,,,3.5168000000000004
2025-03-11 20:13:36-07:00,22.29,437.613,11.349,13.881000000000002,14.627999999999998,472.83,21.4,31.9,0.13,0.84,1.18,26,1.0,,,,,,3.5976
2025-03-11 20:14:36-07:00,22.3,438.75700000000006,10.188,14.049000000000001,14.495999999999999,472.48,21.4,31.8,0.06,0.43,0.65,27,1.0,,,,,,3.2432
2025-03-11 20:15:36-07:00,22.32,442.079,11.268,13.65,15.732,471.36,21.4,31.8,0.02,0.31,0.38,26,1.0,,,,,,3.3944
2025-03-11 20:16:37-07:00,22.35,440.913,10.917000000000002,13.6605,14.28,469.64,21.4,31.8,0.25,0.63,0.66,26,1.0,,,,,,3.36
2025-03-11 20:17:37-07:00,22.36,449.49300000000005,10.431000000000001,12.831000000000001,17.148,468.08,21.4,31.8,0.15,0.35,0.35,26,1.0,,,,,,3.7096
2025-03-11 20:18:37-07:00,22.37,450.52700000000004,10.926,13.5975,14.964,466.84,21.4,31.8,0.12,0.51,0.51,25,1.0,,,,,,3.4008000000000003
2025-03-11 20:19:37-07:00,22.37,419.716,10.764000000000001,13.1565,14.76,466.29,21.4,31.7,0.06,0.65,0.65,26,2.0,,,,,,3.472
2025-03-11 20:20:38-07:00,22.37,445.84100000000007,12.168,13.429499999999999,15.131999999999998,465.89,21.4,31.7,0.02,0.67,0.67,25,1.0,,,,,,3.5624
2025-03-11 20:21:38-07:00,22.37,458.106,11.106,13.062,15.552,465.96,21.4,31.9,0.06,0.6,0.6,25,1.0,,,,,,3.5904000000000003
2025-03-11 20:22:38-07:00,22.38,452.21000000000004,10.719000000000001,13.3665,15.107999999999999,465.99,21.4,31.8,0.02,0.55,0.55,27,1.0,,,,,,3.4616
2025-03-11 20:23:37-07:00,22.38,452.408,11.763,13.6395,14.927999999999999,466.0,21.4,31.8,0.24,0.68,0.68,25,1.0,,,,,,3.5296
2025-03-11 20:24:37-07:00,22.38,453.607,12.321,13.6605,15.024,466.54,21.4,31.7,0.07,0.58,0.69,25,1.0,,,,,,3.4688
2025-03-11 20:25:37-07:00,22.38,453.88200000000006,12.177,12.778500000000001,16.043999999999997,466.91,21.4,31.7,0.12,0.49,0.52,24,1.0,,,,,,3.6007999999999996
2025-03-11 20:26:37-07:00,22.39,459.283,10.665,13.3665,14.664,467.46,21.4,31.8,0.09,0.38,0.39,26,1.0,,,,,,3.2368000000000006
2025-03-11 20:27:37-07:00,22.39,455.015,9.234,13.713000000000001,14.772,467.81,21.4,31.7,0.19,0.56,0.56,27,1.0,,,,,,3.4024
2025-03-11 20:28:39-07:00,22.39,433.158,11.835,13.618500000000001,15.935999999999998,468.16,21.4,31.7,0.1,0.41,0.42,24,2.0,,,,,,3.5151999999999997
2025-03-11 20:29:39-07:00,22.39,466.66400000000004,11.277,13.986,13.547999999999998,468.67,21.4,31.7,0.03,0.14,0.14,26,1.0,,,,,,2.8216
2025-03-11 20:30:39-07:00,22.39,468.0280000000001,10.971,14.091000000000001,14.208,468.88,21.4,31.7,0.13,0.49,0.49,26,1.0,,,,,,3.2336
2025-03-11 20:31:39-07:00,22.39,466.33400000000006,11.25,14.6895,13.632,468.55,21.4,31.7,0.04,0.16,0.16,26,1.0,,,,,,2.8544
2025-03-11 20:32:39-07:00,22.39,457.42400000000004,11.547,13.6395,14.783999999999999,468.77,21.4,31.8,0.34,0.63,0.63,25,1.0,,,,,,3.4608
2025-03-11 20:33:36-07:00,22.39,451.814,10.989,12.9885,15.527999999999999,468.37,21.4,31.7,0.42,0.79,0.79,26,1.0,,,,,,3.7376
2025-03-11 20:34:36-07:00,22.39,454.058,11.592,13.629000000000001,14.988,468.67,21.4,31.6,0.15,0.66,0.66,26,1.0,,,,,,3.5256000000000003
2025-03-11 20:35:36-07:00,22.39,459.272,11.961,13.524000000000001,13.656,468.62,21.4,31.7,0.05,0.63,0.63,25,1.0,,,,,,3.2352000000000003
2025-03-11 20:36:36-07:00,22.39,457.149,12.482999999999999,13.608000000000002,14.7,468.74,21.5,31.7,0.02,0.69,0.69,24,1.0,,,,,,3.492
2025-03-11 20:37:36-07:00,22.39,448.833,11.835,12.725999999999999,15.839999999999998,468.33,21.5,31.6,0.01,0.36,0.36,24,2.0,,,,,,3.4559999999999995
2025-03-11 20:38:41-07:00,22.39,464.97,10.269,12.642,16.439999999999998,467.7,21.5,31.6,0.0,0.33,0.64,26,1.0,,,,,,3.5519999999999996
2025-03-11 20:39:36-07:00,22.39,459.84400000000005,9.414000000000001,13.440000000000001,14.639999999999999,467.27,21.5,31.6,0.0,0.46,0.57,27,1.0,,,,,,3.296
2025-03-11 20:40:36-07:00,22.39,451.93500000000006,10.836,12.8835,16.043999999999997,467.09,21.5,31.6,0.15,0.54,0.57,26,1.0,,,,,,3.6407999999999996
2025-03-11 20:41:37-07:00,22.39,450.60400000000004,11.232000000000001,12.978,15.024,467.03,21.5,31.6,0.11,0.25,0.26,26,1.0,,,,,,3.2048
2025-03-11 20:42:37-07:00,22.41,446.05,10.485000000000001,12.957,15.756,467.36,21.5,31.6,0.04,0.26,0.33,26,1.0,,,,,,3.3592000000000004
2025-03-11 20:43:37-07:00,22.44,454.23400000000004,10.647,13.251,15.288,467.78,21.5,31.6,0.13,0.28,0.3,26,1.0,,,,,,3.2816000000000005
2025-03-11 20:44:36-07:00,22.46,456.31300000000005,11.808,13.9755,14.735999999999999,468.22,21.5,31.6,0.14,0.81,0.81,25,1.0,,,,,,3.5952
2025-03-11 20:45:36-07:00,22.46,437.94300000000004,11.205,12.474000000000002,16.068,469.27,21.5,31.6,0.13,0.47,0.47,27,2.0,,,,,,3.5896000000000003
2025-03-11 20:46:36-07:00,22.47,459.415,11.439000000000002,13.293000000000001,15.899999999999999,469.86,21.5,31.6,0.2,0.46,0.46,26,1.0,,,,,,3.5479999999999996
2025-03-11 20:47:36-07:00,22.47,449.15200000000004,11.735999999999999,13.5555,13.68,470.6,21.5,31.6,0.06,0.3,0.3,25,1.0,,,,,,2.976
2025-03-11 20:48:36-07:00,22.48,447.06200000000007,10.476,13.167,13.847999999999999,470.86,21.5,31.6,0.02,0.29,0.29,26,1.0,,,,,,3.0016
2025-03-11 20:49:38-07:00,22.48,446.21500000000003,12.042000000000002,14.521500000000001,12.756,470.95,21.5,31.5,0.06,0.34,0.34,25,1.0,,,,,,2.8232
2025-03-11 20:50:38-07:00,22.48,444.224,10.494,14.2905,13.331999999999999,470.98,21.5,31.6,0.02,0.44,0.44,27,1.0,,,,,,3.0183999999999997
2025-03-11 20:51:39-07:00,22.48,440.495,10.962,14.2695,13.404,470.99,21.5,31.6,0.01,0.36,0.36,26,0.0,,,,,,2.9688
2025-03-11 20:52:39-07:00,22.48,447.98600000000005,12.276000000000002,14.668500000000002,12.911999999999999,471.45,21.5,31.6,0.0,0.28,0.28,26,1.0,,,,,,2.8064
2025-03-11 20:53:39-07:00,22.48,441.8260000000001,11.772,14.238000000000001,14.123999999999999,471.81,21.5,31.6,0.0,0.34,0.34,26,1.0,,,,,,3.0968
2025-03-11 20:54:39-07:00,22.48,415.9100000000001,10.520999999999999,13.5555,16.427999999999997,472.51,21.5,31.6,0.38,0.61,0.61,27,1.0,,,,,,3.7735999999999996
2025-03-11 20:55:39-07:00,22.49,453.69500000000005,11.079,14.0175,14.723999999999998,473.33,21.5,31.5,0.54,0.8,0.8,25,0.0,,,,,,3.5848
2025-03-11 20:56:39-07:00,22.49,446.0280000000001,10.323,13.261500000000002,16.2,473.76,21.5,31.5,0.18,0.55,0.55,27,0.0,,,,,,3.68
2025-03-11 20:57:39-07:00,22.49,441.96900000000005,11.232000000000001,13.755,14.915999999999999,473.92,21.5,31.5,0.06,0.57,0.57,26,1.0,,,,,,3.4392
2025-03-11 20:58:40-07:00,22.49,438.086,10.737,13.188,15.384,473.97,21.5,31.4,0.02,0.59,0.59,27,1.0,,,,,,3.5488000000000004
2025-03-11 20:59:40-07:00,22.49,436.41400000000004,9.351,13.797,14.568,473.99,21.5,31.5,0.02,0.27,0.27,28,1.0,,,,,,3.1296000000000004
2025-03-11 21:00:40-07:00,22.49,437.23900000000003,10.305,14.07,14.484,474.0,21.5,31.4,0.02,0.21,0.21,27,1.0,,,,,,3.0648000000000004
2025-03-11 21:01:40-07:00,22.49,437.94300000000004,12.573,13.9545,15.276,474.08,21.5,31.5,0.01,0.52,0.52,25,1.0,,,,,,3.4712
2025-03-11 21:02:40-07:00,22.49,444.68600000000004,11.898000000000001,13.713000000000001,16.656,474.68,21.5,31.5,0.01,0.43,0.43,25,1.0,,,,,,3.6752
2025-03-11 21:03:40-07:00,22.49,426.52500000000003,10.863000000000001,13.356000000000002,16.2,474.78,21.5,31.5,0.12,0.69,0.69,25,1.0,,,,,,3.7920000000000003
2025-03-11 21:04:40-07:00,22.49,447.21600000000007,10.754999999999999,13.7445,15.096,475.25,21.5,31.4,0.08,0.56,0.56,27,1.0,,,,,,3.4672
2025-03-11 21:05:40-07:00,22.49,443.57500000000005,11.520000000000001,13.293000000000001,15.588,475.38,21.5,31.4,0.09,0.47,0.47,26,1.0,,,,,,3.4936
2025-03-11 21:06:40-07:00,22.49,441.045,10.791,14.322000000000001,13.331999999999999,475.14,21.5,31.4,0.03,0.5,0.5,27,1.0,,,,,,3.0664
2025-03-11 21:07:40-07:00,22.49,434.1260000000001,11.034,13.461,14.952,475.05,21.5,31.5,0.01,0.25,0.25,27,1.0,,,,,,3.1904000000000003
2025-03-11 21:08:40-07:00,22.49,426.17300000000006,10.872,13.114500000000001,14.328,475.02,21.5,31.5,0.02,0.26,0.26,26,1.0,,,,,,3.0736000000000003
2025-03-11 21:09:41-07:00,22.49,421.00300000000004,11.142000000000001,13.398,15.372,475.99,21.6,31.5,0.01,0.14,0.14,26,1.0,,,,,,3.1864000000000003
2025-03-11 21:10:43-07:00,22.49,431.508,9.468,13.398,15.419999999999998,476.65,21.5,31.4,0.0,0.2,0.43,28,1.0,,,,,,3.2439999999999998
2025-03-11 21:11:43-07:00,22.5,412.56600000000003,9.828,12.4845,16.308,477.28,21.6,31.6,0.0,0.5,0.78,28,2.0,,,,,,3.6616
2025-03-11 21:12:38-07:00,22.51,433.74100000000004,11.097,13.345500000000001,15.047999999999998,477.22,21.6,31.4,0.0,0.33,0.51,26,1.0,,,,,,3.2736
2025-03-11 21:13:38-07:00,22.53,438.33900000000006,11.610000000000001,13.5135,14.639999999999999,476.92,21.5,31.5,0.0,0.41,0.74,26,1.0,,,,,,3.256
2025-03-11 21:14:38-07:00,22.55,427.96600000000007,10.53,13.345500000000001,16.416,476.32,21.6,31.4,0.0,0.32,0.42,27,0.0,,,,,,3.5392
2025-03-11 21:15:38-07:00,22.56,419.91400000000004,10.683,13.429499999999999,15.623999999999999,476.69,21.6,31.4,0.0,0.21,0.27,26,1.0,,,,,,3.2928
2025-03-11 21:16:39-07:00,22.57,423.08200000000005,11.709,14.049000000000001,14.292,476.24,21.6,31.5,0.17,0.38,0.4,26,1.0,,,,,,3.1624
2025-03-11 21:17:39-07:00,22.57,428.2300000000001,11.799,14.7735,13.835999999999999,476.09,21.6,31.5,0.07,0.29,0.3,26,1.0,,,,,,2.9992
2025-03-11 21:18:39-07:00,22.57,421.89400000000006,11.673,14.5005,13.668000000000001,476.03,21.6,31.4,0.02,0.41,0.42,26,1.0,,,,,,3.0616000000000003
2025-03-11 21:19:39-07:00,22.58,411.829,12.114,13.881000000000002,15.828,476.01,21.6,31.5,0.01,0.3,0.31,26,1.0,,,,,,3.4055999999999997
2025-03-11 21:20:39-07:00,22.57,403.843,10.809,14.049000000000001,14.676,476.0,21.6,31.4,0.2,0.55,0.55,27,1.0,,,,,,3.3752
2025-03-11 21:21:39-07:00,22.58,424.03900000000004,10.89,13.8285,13.5,476.35,21.6,31.4,0.07,0.49,0.49,27,1.0,,,,,,3.092
2025-03-11 21:22:39-07:00,22.58,423.8190000000001,11.007000000000001,13.9755,13.547999999999998,476.77,21.6,31.5,0.04,0.34,0.34,27,1.0,,,,,,2.9816000000000003
2025-03-11 21:23:39-07:00,22.58,423.98400000000004,11.718,14.395500000000002,13.511999999999999,477.33,21.6,31.5,0.01,0.4,0.47,27,1.0,,,,,,3.0224
2025-03-11 21:24:40-07:00,22.58,429.67100000000005,13.32,14.584500000000002,13.452,477.76,21.6,31.5,0.0,0.52,0.54,25,2.0,,,,,,3.1064000000000003
2025-03-11 21:25:39-07:00,22.58,423.94,11.97,14.0175,13.415999999999999,478.37,21.6,31.5,0.13,0.67,0.96,27,1.0,,,,,,3.2192
2025-03-11 21:26:39-07:00,22.59,425.90900000000005,12.474,14.3745,13.716,478.78,21.6,31.4,0.04,0.36,0.46,26,1.0,,,,,,3.0311999999999997
2025-03-11 21:27:39-07:00,22.59,419.36400000000003,12.798,14.217,13.56,478.92,21.6,31.4,0.01,0.59,0.69,25,1.0,,,,,,3.184
2025-03-11 21:28:39-07:00,22.58,417.86800000000005,13.446,13.2195,14.495999999999999,480.4,21.6,31.5,0.01,0.57,0.71,24,1.0,,,,,,3.3552
2025-03-11 21:29:39-07:00,22.59,398.40900000000005,11.439000000000002,12.81,16.764,481.44,21.6,31.5,0.0,0.24,0.29,26,1.0,,,,,,3.5448000000000004
2025-03-11 21:30:40-07:00,22.59,422.58700000000005,11.304,13.314,15.372,481.8,21.6,31.5,0.0,0.45,0.47,26,1.0,,,,,,3.4344
2025-03-11 21:31:41-07:00,22.59,420.88200000000006,11.484,12.589500000000001,17.676,481.51,21.6,31.4,0.0,0.26,0.26,27,1.0,,,,,,3.7432
2025-03-11 21:32:41-07:00,22.59,420.508,12.051,12.6735,17.016,482.12,21.6,31.4,0.0,0.56,0.57,27,1.0,,,,,,3.8512
2025-03-11 21:33:41-07:00,22.59,416.05300000000005,11.466000000000001,12.789,16.644,483.15,21.6,31.4,0.05,0.27,0.27,27,1.0,,,,,,3.5448
2025-03-11 21:34:41-07:00,22.59,418.473,10.962,13.608000000000002,14.927999999999999,483.75,21.6,31.4,0.38,0.74,0.79,27,1.0,,,,,,3.5776
2025-03-11 21:35:41-07:00,22.59,413.11600000000004,10.494,12.432,17.016,484.0,21.6,31.4,0.14,0.37,0.45,28,1.0,,,,,,3.6992
2025-03-11 21:36:41-07:00,22.59,416.76800000000003,10.368,12.327,17.616,484.24,21.6,31.5,0.32,0.5,0.52,27,1.0,,,,,,3.9232
2025-03-11 21:37:41-07:00,22.59,394.90000000000003,11.178,11.371500000000001,17.892,484.63,21.6,31.5,0.1,0.53,0.54,29,2.0,,,,,,4.002400000000001
2025-03-11 21:38:41-07:00,22.59,419.023,12.816,12.453,17.496,485.22,21.6,31.5,0.03,0.48,0.48,26,1.0,,,,,,3.8832
2025-03-11 21:39:42-07:00,22.59,422.63100000000003,11.501999999999999,12.400500000000001,17.028,486.52,21.6,31.4,0.02,0.78,0.97,27,1.0,,,,,,4.0296
2025-03-11 21:40:42-07:00,22.59,421.90500000000003,11.511,13.587,14.904,486.83,21.6,31.4,0.11,0.83,0.89,26,1.0,,,,,,3.6448000000000005
2025-03-11 21:41:43-07:00,22.59,416.966,10.782,13.86,13.860000000000001,486.94,21.6,31.4,0.04,0.33,0.35,28,1.0,,,,,,3.0360000000000005
2025-03-11 21:42:43-07:00,22.59,417.05400000000003,10.422,13.009500000000001,15.984,486.98,21.6,31.5,0.01,0.51,0.78,28,1.0,,,,,,3.6048
2025-03-11 21:43:43-07:00,22.59,413.677,9.765,13.776,14.747999999999998,487.49,21.6,31.4,0.0,0.54,0.63,29,1.0,,,,,,3.3815999999999997
2025-03-11 21:44:43-07:00,22.59,410.00300000000004,12.312,13.9545,13.847999999999999,487.87,21.6,31.4,0.0,0.62,0.64,27,1.0,,,,,,3.2656
2025-03-11 21:45:43-07:00,22.59,406.23,12.582,14.2695,14.568,488.29,21.6,31.4,0.03,0.77,0.78,26,2.0,,,,,,3.5296000000000003
2025-03-11 21:46:44-07:00,22.61,413.50100000000003,12.051,13.7655,14.232,488.75,21.6,31.5,0.01,0.55,0.56,26,1.0,,,,,,3.2864
2025-03-11 21:47:44-07:00,22.62,422.46600000000007,11.547,13.86,15.096,488.91,21.6,31.5,0.0,0.45,0.52,26,1.0,,,,,,3.3792
2025-03-11 21:48:44-07:00,22.64,419.37500000000006,10.899,13.2825,16.5,489.34,21.6,31.5,0.0,0.31,0.34,27,1.0,,,,,,3.548
2025-03-11 21:49:44-07:00,22.66,420.552,11.133,14.238000000000001,14.915999999999999,489.77,21.6,31.6,0.15,0.62,0.63,27,1.0,,,,,,3.4792
2025-03-11 21:50:44-07:00,22.66,418.022,9.279,14.301,15.839999999999998,490.65,21.6,31.5,0.05,0.73,0.73,28,1.0,,,,,,3.752
2025-03-11 21:51:45-07:00,22.67,415.11800000000005,11.016,14.049000000000001,15.803999999999998,492.52,21.6,31.6,0.02,0.55,0.63,27,1.0,,,,,,3.6008
2025-03-11 21:52:45-07:00,22.67,419.925,9.765,14.794500000000001,14.7,496.54,21.6,31.7,0.01,0.28,0.31,28,1.0,,,,,,3.164
2025-03-11 21:53:45-07:00,22.67,416.196,10.359,14.332500000000001,16.139999999999997,499.36,21.6,31.7,0.12,0.52,0.53,28,1.0,,,,,,3.6439999999999997
2025-03-11 21:54:45-07:00,22.67,419.7710000000001,9.972,15.372000000000002,14.219999999999999,501.49,21.6,31.7,0.04,0.19,0.19,28,1.0,,,,,,2.996
2025-03-11 21:55:45-07:00,22.68,420.695,10.053,14.7315,15.096,504.37,21.6,31.7,0.01,0.35,0.35,28,1.0,,,,,,3.2992
