DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,123,64,4,-3,6,0,0.00000,0.00000.1,0.1,3588334877,170,72,-4,3583567089,AQI
2025-03-03 19:51:33-08:00,22.46,191.48800000000003,10.881,9.9225,-2.052,448.0,21.6,34.0,0.44,1.11,1.11,0.0,0.0,1,13.87,0.06,34.56,1,-5,42.0,2.0,0,STAT,0,LAT,LON,W,CRC,,,,,,0.4776000000000001
2025-03-03 19:52:33-08:00,22.47,191.56500000000003,11.331,9.4395,0.528,448.0,21.6,34.0,0.14,0.68,0.68,0.0,0.0,1,13.87,0.02,30.01,1,-5,42.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.6496000000000001
2025-03-03 19:53:34-08:00,22.47,189.56300000000002,9.918,10.8885,-1.656,447.61,21.6,34.0,0.04,0.6,0.62,0.0,0.0,1,13.84,0.0,28.21,1,-3,45.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.1488
2025-03-03 19:54:34-08:00,22.48,193.65500000000003,11.187,9.744,0.312,447.21,21.6,34.0,0.1,0.29,0.3,0.0,0.0,1,14.12,273.83,30.42,1,-5,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.2944
2025-03-03 19:55:34-08:00,22.49,191.862,12.168,10.185,-1.452,447.08,21.6,34.0,0.28,1.05,1.05,0.0,0.0,1,14.02,77.34,29.18,1,-5,43.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.5496000000000001
2025-03-03 19:56:34-08:00,22.49,191.07,12.033,8.673,0.24,446.87,21.7,33.9,0.12,0.43,0.81,0.0,0.0,1,13.98,21.84,34.91,1,-5,43.0,2.0,0,STAT,0,LAT,LON,W,CRC,,,,,,0.392
2025-03-03 19:57:35-08:00,22.49,193.05,11.403,8.809500000000002,1.5,446.31,21.7,33.9,0.04,0.65,0.77,0.0,0.0,1,13.95,6.17,30.72,1,-6,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.8200000000000001
2025-03-03 19:58:35-08:00,22.49,193.10500000000002,10.674,8.358,0.864,446.99,21.7,33.9,0.03,0.41,0.45,0.0,0.0,1,13.91,1.74,31.75,1,-6,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.5008
2025-03-03 19:59:35-08:00,22.49,190.52,10.449,8.148,1.308,447.64,21.7,33.9,0.01,0.74,0.75,0.0,0.0,1,13.91,0.49,26.61,1,-5,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.8535999999999999
2025-03-03 20:00:35-08:00,22.49,193.556,10.746,8.715000000000002,0.6,447.87,21.7,34.0,0.17,0.72,0.73,0.0,0.0,1,13.91,0.14,29.29,1,-7,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.696
2025-03-03 20:01:36-08:00,22.49,191.32300000000004,11.187,8.6415,2.5559999999999996,448.17,21.7,33.9,0.38,1.01,1.06,0.0,0.0,1,13.87,0.04,33.78,1,-5,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,1.3192
2025-03-03 20:02:36-08:00,22.49,189.09000000000003,10.314000000000002,9.6285,-1.32,448.13,21.7,34.0,0.26,0.78,0.96,0.0,0.0,1,13.87,0.01,30.37,1,-4,45.0,2.0,0,STAT,0,LAT,LON,W,CRC,,,,,,0.3600000000000001
2025-03-03 20:03:36-08:00,22.49,187.77,10.926,9.2505,0.756,448.05,21.7,34.0,0.08,0.66,0.72,0.0,0.0,1,13.84,0.0,29.35,1,-3,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.6792
2025-03-03 20:04:37-08:00,22.49,190.19000000000003,10.647,9.828,0.20400000000000001,448.52,21.7,34.0,0.09,0.68,0.72,0.0,0.0,1,14.09,181.31,29.43,1,-5,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.5848
2025-03-03 20:05:37-08:00,22.49,190.97100000000003,9.846,9.324000000000002,0.40800000000000003,449.33,21.7,34.0,0.03,0.4,0.41,0.0,0.0,1,14.02,51.21,27.63,1,-5,46.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.40160000000000007
2025-03-03 20:06:38-08:00,22.49,188.47400000000002,11.052,9.6495,-0.132,449.76,21.7,34.1,0.13,0.35,0.36,0.0,0.0,1,13.95,14.46,38.91,1,-4,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.2536
2025-03-03 20:07:38-08:00,22.49,189.91500000000002,10.575000000000001,9.302999999999999,0.384,449.92,21.7,34.0,0.36,0.62,0.62,0.0,0.0,1,13.95,4.08,30.4,1,-5,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.5728
2025-03-03 20:08:38-08:00,22.49,189.431,11.763,9.996,-0.336,449.97,21.7,34.0,0.43,0.87,0.87,0.0,0.0,1,13.91,1.15,29.99,1,-5,43.0,2.0,0,STAT,0,LAT,LON,W,CRC,,,,,,0.6288
2025-03-03 20:09:38-08:00,22.49,191.14700000000002,10.926,9.8595,0.588,449.99,21.7,34.1,0.29,0.63,0.63,0.0,0.0,1,13.91,0.33,32.2,1,-5,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.6216
2025-03-03 20:10:38-08:00,22.49,190.179,11.142000000000001,9.7545,1.524,450.58,21.7,34.0,0.11,0.59,0.59,0.0,0.0,1,13.87,0.09,29.95,1,-5,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.7767999999999999
2025-03-03 20:11:37-08:00,22.49,191.49900000000002,11.034,10.0485,0.432,450.85,21.7,34.1,0.16,0.85,1.11,0.0,0.0,1,13.87,0.03,31.8,1,-6,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.7664000000000001
2025-03-03 20:12:33-08:00,22.49,190.28900000000002,10.728,9.261000000000001,-1.176,451.03,21.7,34.1,0.11,0.37,0.64,0.0,0.0,1,13.84,0.01,34.52,1,-4,44.0,2.0,0,STAT,0,LAT,LON,W,CRC,,,,,,0.06079999999999999
2025-03-03 20:13:33-08:00,22.49,190.223,11.501999999999999,10.300500000000001,-1.668,452.05,21.7,34.1,0.04,0.18,0.27,0.0,0.0,1,14.16,325.54,30.33,1,-4,44.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,,-0.18960000000000002
