DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,129,61,1,-4,6,0,0.00000,0.00000.1,0.1,100305754,59,3,-2,2350273011,AQI
2025-03-01 11:06:20-08:00,22.49,274.351,11.619,9.639,11.1,416.98,21.7,32.5,0.08,0.33,0.66,0.0,0.0,1,13.8,0.49,33.31,1,-19,32,1.0,3.0,STAT,0,LAT,LON,W,CRC,,,,,,2.484
2025-03-01 11:07:20-08:00,22.49,274.615,11.484,9.6075,10.812,416.06,21.7,32.5,0.42,0.67,0.81,0.0,0.0,1,13.8,0.14,35.04,1,-19,33,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,2.6984
2025-03-01 11:08:20-08:00,22.49,276.232,11.25,9.66,10.991999999999999,415.37,21.7,32.5,0.47,0.89,0.94,0.0,0.0,1,13.77,0.04,29.89,1,-19,33,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,2.9104
2025-03-01 11:09:21-08:00,22.49,285.274,11.691,10.3215,10.344,415.13,21.7,32.5,0.59,1.21,1.23,0.0,0.0,1,13.77,0.01,31.54,1,-21,32,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,3.0368
2025-03-01 11:10:17-08:00,22.49,279.30100000000004,10.953,10.164,10.296,415.05,21.7,32.5,0.2,1.07,1.08,0.0,0.0,1,14.02,202.5,34.47,1,-19,33,2.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,2.9152000000000005
2025-03-01 11:11:17-08:00,22.49,273.713,11.691,9.586500000000001,9.42,415.23,21.7,32.4,0.19,0.93,1.1,0.0,0.0,1,13.91,57.19,31.67,1,-17,33,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,2.628
2025-03-01 11:12:17-08:00,22.49,271.249,11.097,9.6495,8.88,415.62,21.7,32.4,0.37,0.92,0.98,0.0,0.0,1,13.87,16.15,31.97,1,-17,33,2.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,2.5120000000000005
2025-03-01 11:13:17-08:00,22.49,275.814,11.07,9.397499999999999,11.112,415.87,21.7,32.4,0.61,0.93,0.95,0.0,0.0,1,13.84,4.56,33.07,1,-17,34,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,2.9664
2025-03-01 11:14:17-08:00,22.49,275.473,11.079,10.5315,10.056000000000001,416.04,21.7,32.4,0.42,0.98,0.98,0.0,0.0,1,13.84,1.29,29.59,1,-17,34,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,2.7952000000000004
2025-03-01 11:15:18-08:00,22.49,286.46200000000005,10.836,9.880500000000001,10.392,416.04,21.7,32.4,0.33,0.82,0.82,0.0,0.0,1,13.8,0.36,46.52,1,-20,34,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,2.7344
