DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,163,71,2,-6,6,0,0.00000,0.00000.1,0.1,3724358886,246,68,-8,2046495404,AQI
2025-02-24 11:05:02-08:00,21.99,160.545,9.846,7.476000000000001,0.48,402.02,21.1,33.5,0.0,0.14,0.16,0.0,0.0,1,13.95,1.31,27.26,1,-5,48.0,1.0,0,STAT,0,LAT,LON,W,CRC,,,,,,0.20800000000000002
2025-02-24 11:06:03-08:00,21.99,157.65200000000002,11.052,7.602,1.776,401.39,21.1,33.5,0.0,0.08,0.27,0.0,0.0,1,13.91,0.37,31.87,1,-3,47.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.4192
2025-02-24 11:07:03-08:00,21.99,160.787,11.484,7.3605,1.9919999999999998,401.14,21.1,33.5,0.0,0.22,0.42,0.0,0.0,1,13.91,0.1,30.73,1,-5,46.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.5744
2025-02-24 11:08:03-08:00,21.99,162.679,11.169,6.111000000000001,4.56,401.05,21.1,33.5,0.0,0.2,0.27,0.0,0.0,1,13.87,0.03,26.41,1,-6,47.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,1.072
2025-02-24 11:09:03-08:00,21.99,160.01700000000002,10.575000000000001,5.859,5.388,401.53,21.1,33.5,0.0,0.58,0.63,0.0,0.0,1,13.87,0.01,27.44,1,-5,48.0,1.0,2,STAT,0,LAT,LON,W,CRC,,,,,,1.5416
2025-02-24 11:10:03-08:00,21.99,159.87400000000002,10.188,6.3315,6.768,401.72,21.1,33.5,0.0,0.3,0.65,0.0,0.0,1,13.84,0.0,29.41,1,-5,48.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,,1.5936000000000001
2025-02-24 11:11:04-08:00,21.99,163.625,10.476,7.1085,2.952,401.8,21.1,33.5,0.0,0.16,0.29,0.0,0.0,1,14.12,266.87,27.51,1,-7,49.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.7184
2025-02-24 11:12:04-08:00,21.99,165.16500000000002,10.404,5.197500000000001,3.792,401.84,21.1,33.5,0.0,0.17,0.21,0.0,0.0,1,14.02,75.37,28.65,1,-8,48.0,1.0,0,STAT,0,LAT,LON,W,CRC,,,,,,0.8944
2025-02-24 11:13:04-08:00,21.99,164.967,10.602,7.2555000000000005,2.4599999999999995,401.71,21.1,33.5,0.0,0.17,0.18,0.0,0.0,1,13.98,21.29,29.97,1,-8,48.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.6279999999999999
2025-02-24 11:14:04-08:00,21.99,160.97400000000002,12.33,8.4315,-0.168,401.44,21.1,33.5,0.0,0.06,0.07,0.0,0.0,1,13.95,6.01,28.42,1,-5,46.0,2.0,0,STAT,0,LAT,LON,W,CRC,,,,,,0.014399999999999996
2025-02-24 11:15:05-08:00,21.99,160.985,12.564000000000002,6.720000000000001,2.16,401.16,21.1,33.4,0.0,0.07,0.49,0.0,0.0,1,13.95,1.7,27.31,1,-5,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.48800000000000004
2025-02-24 11:16:05-08:00,21.99,160.952,11.115,6.909000000000001,1.272,401.05,21.1,33.5,0.0,0.02,0.2,0.0,0.0,1,13.91,0.48,28.31,1,-6,46.0,1.0,0,STAT,0,LAT,LON,W,CRC,,,,,,0.27040000000000003
2025-02-24 11:17:05-08:00,21.99,161.095,10.368,7.035,0.9239999999999999,401.52,21.1,33.5,0.0,0.4,0.46,0.0,0.0,1,13.91,0.14,34.99,1,-6,47.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.5048
2025-02-24 11:18:05-08:00,21.99,161.601,9.279,7.287000000000001,0.22799999999999998,401.25,21.1,33.5,0.0,0.16,0.18,0.0,0.0,1,13.87,0.04,27.34,1,-5,49.0,0.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.1736
2025-02-24 11:19:05-08:00,21.99,159.786,10.161,7.0875,3.216,401.59,21.1,33.5,0.0,0.1,0.1,0.0,0.0,1,13.87,0.01,27.35,1,-5,48.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.7232000000000001
2025-02-24 11:20:05-08:00,21.99,161.491,10.53,7.1295,4.248,401.86,21.1,33.4,0.0,0.07,0.08,0.0,0.0,1,13.84,0.0,29.38,1,-6,47.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.9056000000000002
2025-02-24 11:21:05-08:00,21.98,163.74600000000004,9.99,7.392,1.9559999999999997,401.95,21.1,33.5,0.0,0.26,0.37,0.0,0.0,1,14.19,336.76,29.92,1,-6,48.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.5992
2025-02-24 11:22:06-08:00,21.99,164.109,10.791,7.182,2.052,401.98,21.1,33.4,0.0,0.34,0.38,0.0,0.0,1,14.05,102.7,26.65,1,-7,47.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.6824000000000001
2025-02-24 11:23:06-08:00,21.99,162.06300000000002,10.053,7.5705,2.22,401.99,21.1,33.4,0.0,0.52,0.54,0.0,0.0,1,13.98,29.01,28.53,1,-5,48.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.8600000000000001
2025-02-24 11:24:06-08:00,21.99,160.49,11.061,7.1925,2.196,402.0,21.1,33.4,0.0,0.17,0.33,0.0,0.0,1,13.95,8.19,30.0,1,-5,46.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.5752
2025-02-24 11:25:06-08:00,21.99,157.56400000000002,10.899,7.6965,0.828,402.0,21.1,33.4,0.0,0.12,0.48,0.0,0.0,1,13.95,2.31,25.73,1,-4,47.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.2616
2025-02-24 11:26:06-08:00,21.99,162.03000000000003,10.107000000000001,8.631,0.648,402.0,21.1,33.4,0.0,0.09,0.2,0.0,0.0,1,13.91,0.65,26.04,1,-7,48.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.2016
2025-02-24 11:27:06-08:00,21.99,158.49900000000002,10.854000000000001,7.875,2.4599999999999995,402.0,21.1,33.4,0.0,0.61,1.06,0.0,0.0,1,13.91,0.18,32.75,1,-5,47.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.98
2025-02-24 11:28:07-08:00,21.98,160.237,10.152,7.7700000000000005,2.4839999999999995,402.0,21.1,33.4,0.0,0.55,0.69,0.0,0.0,1,13.87,0.05,29.86,1,-5,48.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,,0.9368
2025-02-24 11:29:07-08:00,21.98,161.601,10.008,7.7595,2.328,402.0,21.1,33.4,0.0,0.42,0.81,0.0,0.0,1,13.87,0.01,27.68,1,-5,48.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.8016000000000001
2025-02-24 11:30:07-08:00,21.98,160.28100000000003,10.647,7.8435,3.024,402.0,21.1,33.4,0.0,0.3,0.46,0.0,0.0,1,13.87,0.0,29.29,1,-5,47.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,,0.8448
2025-02-24 11:31:07-08:00,21.98,159.74200000000002,10.305,7.833,1.6320000000000001,402.0,21.1,33.4,0.0,0.13,0.33,0.0,0.0,1,13.84,0.0,30.52,1,-5,48.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.4304
2025-02-24 11:32:07-08:00,21.97,162.382,10.557,8.966999999999999,0.444,402.0,21.1,33.4,0.0,0.62,0.9,0.0,0.0,1,14.09,174.79,31.1,1,-7,48.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.5848
2025-02-24 11:33:07-08:00,21.97,162.58,10.503,8.274000000000001,1.224,402.29,21.1,33.5,0.0,0.26,0.36,0.0,0.0,1,14.02,49.36,29.97,1,-7,47.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.45280000000000004
2025-02-24 11:34:07-08:00,21.97,161.76600000000002,9.027,8.106,-0.24,402.59,21.1,33.5,0.0,0.36,0.39,0.0,0.0,1,13.98,13.94,28.76,1,-6,49.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.24
2025-02-24 11:35:07-08:00,21.97,159.45600000000002,10.062,7.602,2.016,402.85,21.1,33.4,0.0,0.12,0.49,0.0,0.0,1,13.95,3.94,30.47,1,-5,48.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.4992
2025-02-24 11:36:08-08:00,21.97,161.85399999999998,10.458,7.213500000000001,3.144,402.37,21.1,33.4,0.0,0.18,0.32,0.0,0.0,1,13.91,1.11,26.74,1,-5,48.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.7728
