DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,97,-4,540226349,98,27,-3,3683109676,AQI
2025-03-18 16:36:25-07:00,6.88,280.62100000000004,21.041999999999998,10.0695,6.396,429.47,8.1,61.2,2.98,4.21,4.41,15.0,-8.0,,,,,,4.647200000000001
2025-03-18 16:37:25-07:00,6.91,280.04900000000004,19.62,9.891,6.744,429.81,8.1,61.4,2.7,3.83,3.89,15.0,-8.0,,,,,,4.4128
2025-03-18 16:38:25-07:00,6.92,276.639,19.593,9.964500000000001,5.676,429.93,8.2,61.3,2.9,3.88,3.9,15.0,-8.0,,,,,,4.2392
2025-03-18 16:39:25-07:00,6.93,273.658,21.375,9.9225,7.128,430.72,8.2,61.2,2.8,4.26,4.38,14.0,-7.0,,,,,,4.833600000000001
2025-03-18 16:40:25-07:00,6.97,298.331,23.364,10.7835,5.351999999999999,431.55,8.2,61.5,3.28,4.88,5.04,14.0,-7.0,,,,,,4.9744
2025-03-18 16:41:25-07:00,6.99,340.05400000000003,23.553,11.277000000000001,5.052,432.49,8.2,61.2,3.45,5.09,5.42,15.0,-7.0,,,,,,5.0824
2025-03-18 16:42:25-07:00,7.01,321.112,23.526,11.8545,3.348,432.82,8.2,61.1,3.16,4.64,4.79,15.0,-7.0,,,,,,4.3816
2025-03-18 16:43:25-07:00,7.01,298.51800000000003,23.291999999999998,12.0015,2.22,432.94,8.2,61.1,3.05,4.93,4.98,14.0,-8.0,,,,,,4.388
2025-03-18 16:44:25-07:00,7.02,284.90000000000003,22.581,11.2035,3.096,433.33,8.3,61.2,3.19,5.45,5.56,15.0,-8.0,,,,,,4.9792000000000005
2025-03-18 16:45:26-07:00,7.03,291.104,22.941,11.802000000000001,3.864,433.76,8.2,61.4,2.94,4.76,4.83,15.0,-8.0,,,,,,4.5808
2025-03-18 16:46:27-07:00,7.08,292.974,23.544,10.709999999999999,5.34,433.92,8.2,61.1,3.09,4.9,5.16,14.0,-8.0,,,,,,4.988
2025-03-18 16:47:28-07:00,7.1,297.58299999999997,24.246000000000002,11.3925,6.180000000000001,434.1,8.2,61.2,4.22,6.42,6.89,14.0,-7.0,,,,,,6.372
2025-03-18 16:48:28-07:00,7.11,293.634,24.525000000000002,11.3085,6.78,434.68,8.2,61.3,3.97,5.87,6.46,13.0,-7.0,,,,,,6.0520000000000005
2025-03-18 16:49:28-07:00,7.12,313.12600000000003,23.220000000000002,11.413499999999999,6.012,434.89,8.2,61.3,4.12,6.19,6.41,16.0,-7.0,,,,,,6.154400000000001
2025-03-18 16:50:28-07:00,7.13,325.98500000000007,25.425,13.6395,2.964,434.96,8.3,61.2,4.12,6.54,6.84,14.0,-7.0,,,,,,5.8248
2025-03-18 16:51:28-07:00,7.13,315.45799999999997,26.739,14.217,3.444,434.99,8.3,61.0,4.38,7.7,8.05,13.0,-6.0,,,,,,6.848800000000001
2025-03-18 16:52:28-07:00,7.17,310.838,25.983,13.534500000000001,4.188,435.0,8.3,61.0,4.25,7.12,7.86,15.0,-6.0,,,,,,6.533600000000001
2025-03-18 16:53:28-07:00,7.2,307.21900000000005,25.209000000000003,13.7025,3.2039999999999997,435.0,8.3,60.8,4.05,6.48,7.2,15.0,-6.0,,,,,,5.8248000000000015
2025-03-18 16:54:29-07:00,7.22,303.622,25.488,13.125,4.524,435.0,8.3,61.1,4.47,7.48,7.81,15.0,-6.0,,,,,,6.888800000000001
2025-03-18 16:55:29-07:00,7.23,307.98900000000003,26.757,13.4925,3.468,435.16,8.3,61.2,4.8,7.3,7.59,15.0,-7.0,,,,,,6.5336
2025-03-18 16:56:29-07:00,7.24,308.11000000000007,26.892,11.2035,7.5,435.7,8.3,61.4,4.72,7.22,7.49,15.0,-7.0,,,,,,7.276
2025-03-18 16:57:29-07:00,7.29,305.01900000000006,26.478,10.804499999999999,8.723999999999998,436.02,8.4,61.2,4.32,6.72,7.05,15.0,-7.0,,,,,,7.1208
2025-03-18 16:58:29-07:00,7.32,311.26700000000005,25.587,11.0355,7.967999999999999,436.01,8.4,61.0,4.19,6.45,6.76,15.0,-7.0,,,,,,6.7536000000000005
2025-03-18 16:59:29-07:00,7.36,320.254,23.562,11.55,6.768,436.0,8.5,61.1,5.04,7.07,7.54,17.0,-7.0,,,,,,7.009600000000001
2025-03-18 17:00:29-07:00,7.41,322.75100000000003,23.382,9.618,9.647999999999998,436.0,8.6,60.7,4.4,7.04,7.48,16.0,-7.0,,,,,,7.5616
2025-03-18 17:01:29-07:00,7.44,317.04200000000003,23.319,10.374,8.616,436.0,8.7,60.3,4.35,7.26,7.66,15.0,-8.0,,,,,,7.5312
2025-03-18 17:02:25-07:00,7.49,315.30400000000003,22.995,9.9855,9.804,435.42,8.7,60.1,4.32,7.79,8.63,15.0,-7.0,,,,,,8.1928
2025-03-18 17:03:26-07:00,7.52,309.57300000000004,21.447,9.9225,9.144,435.15,8.7,60.3,4.63,7.43,7.98,17.0,-8.0,,,,,,7.7728
2025-03-18 17:04:26-07:00,7.58,302.709,20.943,9.166500000000001,9.372,435.05,8.8,60.3,4.41,7.19,7.64,16.0,-8.0,,,,,,7.6264
2025-03-18 17:05:26-07:00,7.62,314.06100000000004,19.809,9.261000000000001,11.027999999999999,435.02,8.9,59.7,4.23,6.27,6.42,17.0,-7.0,,,,,,7.2216000000000005
2025-03-18 17:06:26-07:00,7.69,329.52700000000004,20.691,9.491999999999999,11.676,434.67,8.9,59.8,4.26,6.14,6.47,17.0,-7.0,,,,,,7.247199999999999
2025-03-18 17:07:25-07:00,7.74,338.42600000000004,22.149,10.626,7.932,434.32,9.0,59.6,4.73,7.36,7.79,17.0,-7.0,,,,,,7.474400000000001
2025-03-18 17:08:25-07:00,7.8,328.13000000000005,24.012,10.720500000000001,7.164,434.76,9.0,59.3,4.28,6.86,7.19,16.0,-8.0,,,,,,6.920800000000001
2025-03-18 17:09:25-07:00,7.84,315.1170000000001,24.714000000000002,8.925,9.947999999999999,434.92,9.1,59.3,4.76,7.2,7.99,15.0,-9.0,,,,,,7.749600000000001
2025-03-18 17:10:26-07:00,7.9,314.259,24.111,9.2715,9.228,434.97,9.2,59.4,4.76,6.99,7.29,17.0,-9.0,,,,,,7.437600000000001
2025-03-18 17:11:26-07:00,7.97,327.04100000000005,26.559,8.7675,10.031999999999998,435.96,9.2,58.7,4.92,7.14,7.43,18.0,-8.0,,,,,,7.718399999999999
2025-03-18 17:12:26-07:00,8.02,333.13500000000005,28.764000000000003,10.8885,8.424,437.82,9.3,58.8,5.35,7.48,7.68,17.0,-8.0,,,,,,7.668800000000001
2025-03-18 17:13:26-07:00,8.1,330.297,29.628000000000004,11.613000000000001,4.9559999999999995,439.23,9.4,58.5,4.94,7.74,8.09,18.0,-8.0,,,,,,7.1832
2025-03-18 17:14:26-07:00,8.16,329.98900000000003,28.746000000000002,10.804499999999999,5.94,439.73,9.4,58.0,5.03,8.03,8.45,18.0,-9.0,,,,,,7.612
2025-03-18 17:15:26-07:00,8.22,330.40700000000004,27.279,11.340000000000002,7.271999999999999,439.9,9.5,58.2,5.01,7.64,8.09,18.0,-8.0,,,,,,7.5664
2025-03-18 17:16:26-07:00,8.28,335.48900000000003,29.043000000000003,10.4055,9.911999999999999,440.13,9.6,57.9,5.61,8.17,8.32,18.0,-7.0,,,,,,8.5184
2025-03-18 17:17:28-07:00,8.33,339.39400000000006,29.394,11.13,7.4879999999999995,440.69,9.7,57.7,5.48,8.05,8.67,19.0,-8.0,,,,,,7.9376000000000015
2025-03-18 17:18:27-07:00,8.39,335.9510000000001,29.034,10.437,9.395999999999999,441.43,9.7,57.5,5.16,8.26,8.74,18.0,-8.0,,,,,,8.487200000000001
2025-03-18 17:19:27-07:00,8.43,330.836,27.099,10.878,7.571999999999999,441.8,9.7,57.2,5.22,7.91,8.35,20.0,-7.0,,,,,,7.8424000000000005
2025-03-18 17:20:28-07:00,8.45,327.129,27.396,10.437,7.02,441.78,9.7,57.5,5.66,8.89,9.44,20.0,-8.0,,,,,,8.516000000000002
2025-03-18 17:21:28-07:00,8.5,323.19100000000003,27.414,10.794,5.676,441.31,9.8,57.6,5.35,8.59,8.77,19.0,-9.0,,,,,,8.0072
2025-03-18 17:22:28-07:00,8.53,324.379,26.622,11.602500000000001,3.42,441.11,9.8,56.9,5.46,8.93,9.13,19.0,-9.0,,,,,,7.828
2025-03-18 17:23:30-07:00,8.56,308.51700000000005,24.678,10.7415,6.659999999999999,440.58,9.8,57.1,4.99,8.09,8.66,18.0,-8.0,,,,,,7.804
2025-03-18 17:24:30-07:00,8.6,313.77500000000003,25.686,9.996,8.4,439.56,9.8,56.9,5.0,8.19,8.66,19.0,-8.0,,,,,,8.232
2025-03-18 17:25:30-07:00,8.63,315.348,26.595000000000002,11.55,5.0760000000000005,438.58,9.7,56.9,4.96,7.46,7.63,18.0,-8.0,,,,,,6.9832
2025-03-18 17:26:30-07:00,8.65,313.48900000000003,25.308,12.589500000000001,2.22,438.12,9.6,56.8,5.24,8.11,8.43,19.0,-9.0,,,,,,6.9319999999999995
2025-03-18 17:27:30-07:00,8.65,311.586,26.424,12.725999999999999,4.224,437.39,9.5,57.2,5.21,7.42,7.53,18.0,-8.0,,,,,,6.7808
2025-03-18 17:28:31-07:00,8.66,314.79800000000006,25.281,12.453,3.78,437.14,9.6,57.8,4.97,7.81,7.89,17.0,-8.0,,,,,,7.0040000000000004
2025-03-18 17:29:27-07:00,8.68,312.983,25.029,11.571,6.348,437.05,9.6,57.7,4.91,8.07,8.21,19.0,-7.0,,,,,,7.7256
2025-03-18 17:30:28-07:00,8.71,301.136,24.984,11.445,6.588,436.4,9.6,57.7,4.7,7.24,7.6,17.0,-7.0,,,,,,7.1096
2025-03-18 17:31:28-07:00,8.72,297.781,23.85,10.993500000000001,8.076,436.08,9.6,57.6,5.46,7.93,8.56,18.0,-7.0,,,,,,7.959200000000001
2025-03-18 17:32:29-07:00,8.74,322.608,24.525000000000002,10.0695,8.496,435.49,9.6,57.7,-1.0,-1.0,-1.0,18.0,-8.0,,,,,,0.8992000000000002
