DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,146,30,-6,259688224,130,33,-33,1374441973,AQI
2025-03-19 03:59:50-07:00,8.25,225.61,3.4379999999999997,18.7845,23.148,419.37,9.1,49.4,0.29,1.01,1.06,25.0,0.0,0.0,,,,,,5.4376
2025-03-19 04:00:50-07:00,8.25,221.12200000000004,3.9240000000000004,17.1885,26.508,419.78,9.1,49.5,0.51,1.15,1.16,24.0,0.0,0.0,,,,,,6.2216000000000005
2025-03-19 04:01:50-07:00,8.24,218.086,1.854,17.7975,27.312,419.92,9.1,49.6,0.16,0.69,0.72,25.0,0.0,0.0,,,,,,6.0144
2025-03-19 04:02:51-07:00,8.24,221.95800000000003,1.305,15.162,29.195999999999998,419.72,9.1,49.7,0.51,0.79,0.8,27.0,1.0,0.0,,,,,,6.4712
2025-03-19 04:03:51-07:00,8.23,224.169,2.664,15.582,29.268,419.73,9.1,49.8,0.61,1.31,1.31,25.0,0.0,0.0,,,,,,6.9016
2025-03-19 04:04:53-07:00,8.23,223.83900000000003,4.617,16.3275,28.08,419.87,9.1,49.7,0.84,1.49,1.49,24.0,0.0,0.0,,,,,,6.808
2025-03-19 04:05:53-07:00,8.23,222.827,6.939,17.9655,26.028000000000002,419.95,9.1,49.8,0.46,1.56,1.59,21.0,0.0,0.0,,,,,,6.453600000000001
2025-03-19 04:06:53-07:00,8.23,217.09600000000003,6.777,17.6505,26.076,419.98,9.1,49.9,0.53,1.39,1.4,21.0,0.0,0.0,,,,,,6.3272
2025-03-19 04:07:53-07:00,8.22,210.386,6.201,15.823500000000001,29.112000000000002,419.99,9.1,49.9,0.62,1.15,1.25,22.0,0.0,0.0,,,,,,6.742400000000001
2025-03-19 04:08:53-07:00,8.19,211.211,5.175,16.212,28.355999999999998,420.0,9.1,50.1,0.67,1.29,1.32,22.0,0.0,0.0,,,,,,6.7032
2025-03-19 04:09:53-07:00,8.17,210.55100000000002,6.039,17.115000000000002,26.087999999999997,420.0,9.1,50.1,0.73,1.48,1.49,20.0,0.0,0.0,,,,,,6.4016
2025-03-19 04:10:54-07:00,8.15,212.28900000000002,3.681,17.5455,25.776,420.0,9.0,50.1,0.52,1.36,1.36,23.0,0.0,0.0,,,,,,6.243200000000001
2025-03-19 04:11:54-07:00,8.15,210.61700000000002,6.165,17.01,24.768,420.0,9.1,50.2,0.45,1.65,1.65,21.0,0.0,0.0,,,,,,6.273600000000001
2025-03-19 04:12:54-07:00,8.15,209.96800000000002,4.6080000000000005,16.5585,26.736,420.0,9.0,50.1,0.83,1.85,1.85,23.0,0.0,0.0,,,,,,6.827200000000001
2025-03-19 04:13:54-07:00,8.15,208.637,4.680000000000001,17.115000000000002,26.831999999999997,419.84,9.0,50.2,0.94,1.52,1.52,22.0,0.0,0.0,,,,,,6.5824
2025-03-19 04:14:54-07:00,8.15,210.254,5.418,16.989,26.831999999999997,419.68,9.1,50.3,0.96,1.64,1.87,22.0,0.0,0.0,,,,,,6.6784
2025-03-19 04:15:54-07:00,8.15,207.636,4.014,15.603,28.764,419.86,9.1,50.3,0.75,1.28,1.4,23.0,0.0,0.0,,,,,,6.776800000000001
2025-03-19 04:16:54-07:00,8.14,209.77,6.633,14.7735,29.268,419.77,9.1,50.3,0.92,2.29,2.33,21.0,0.0,0.0,,,,,,7.6856
2025-03-19 04:17:54-07:00,8.14,208.38400000000001,4.842,15.886500000000002,27.791999999999998,419.61,9.1,50.4,0.88,2.31,2.33,22.0,0.0,0.0,,,,,,7.4064
2025-03-19 04:18:54-07:00,8.13,206.63500000000002,5.094,16.2225,26.316,419.39,9.0,50.3,0.71,1.61,1.7,23.0,0.0,0.0,,,,,,6.551200000000001
2025-03-19 04:19:55-07:00,8.13,208.14200000000002,5.292,17.3145,25.8,419.14,9.0,50.3,0.85,1.77,2.02,23.0,0.0,0.0,,,,,,6.5760000000000005
2025-03-19 04:20:55-07:00,8.12,207.03100000000003,5.004,15.970500000000001,28.344,419.05,9.0,50.5,0.9,1.82,2.08,21.0,0.0,0.0,,,,,,7.124800000000001
2025-03-19 04:21:51-07:00,8.11,209.693,4.761,16.2015,28.787999999999997,419.02,9.0,50.4,0.9,1.48,1.58,22.0,0.0,0.0,,,,,,6.9416
2025-03-19 04:22:51-07:00,8.09,210.33100000000002,4.941000000000001,16.758000000000003,27.228,418.92,9.0,50.5,0.74,1.74,2.17,22.0,0.0,0.0,,,,,,6.837600000000001
2025-03-19 04:23:51-07:00,8.06,206.536,4.761,16.128,26.244,418.33,9.0,50.5,1.12,2.46,2.62,22.0,0.0,0.0,,,,,,7.2168
2025-03-19 04:24:52-07:00,8.05,206.844,6.444,16.275000000000002,27.036,418.11,9.1,50.6,1.06,2.37,2.42,21.0,0.0,0.0,,,,,,7.3032
2025-03-19 04:25:52-07:00,8.05,208.032,6.399,16.831500000000002,24.9,418.04,9.0,50.6,0.89,1.9,2.05,21.0,0.0,0.0,,,,,,6.5
2025-03-19 04:26:52-07:00,8.05,206.734,4.914,18.1335,23.352,418.01,9.0,50.8,0.95,1.85,2.08,23.0,0.0,0.0,,,,,,6.1504
2025-03-19 04:27:52-07:00,8.05,205.216,5.3100000000000005,15.928500000000001,26.88,418.01,9.0,50.8,0.96,1.78,1.9,22.0,0.0,0.0,,,,,,6.800000000000001
2025-03-19 04:28:52-07:00,8.04,207.108,5.643,16.7055,25.884,418.0,9.0,50.9,1.09,1.72,1.84,21.0,0.0,0.0,,,,,,6.5528
2025-03-19 04:29:52-07:00,8.04,210.122,4.113,16.3065,25.116,418.0,9.0,50.9,0.97,2.13,2.29,23.0,0.0,0.0,,,,,,6.7272
2025-03-19 04:30:53-07:00,8.04,209.803,5.571000000000001,16.6005,24.804000000000002,418.0,9.0,51.0,0.99,1.85,1.91,22.0,0.0,0.0,,,,,,6.440800000000001
2025-03-19 04:31:53-07:00,8.03,208.879,4.905,17.1885,24.720000000000002,418.0,9.1,51.1,1.09,2.14,2.16,22.0,0.0,0.0,,,,,,6.656000000000001
2025-03-19 04:32:53-07:00,8.03,209.19800000000004,5.481,17.576999999999998,22.452,418.0,9.0,51.1,0.92,1.86,2.13,22.0,0.0,0.0,,,,,,5.978400000000001
2025-03-19 04:33:53-07:00,8.02,212.157,4.077,17.933999999999997,22.776,418.0,9.0,51.1,0.97,1.76,1.91,23.0,0.0,0.0,,,,,,5.9632000000000005
2025-03-19 04:34:53-07:00,8.02,212.21200000000002,4.788,18.049500000000002,25.055999999999997,418.0,9.0,51.1,0.99,1.56,1.71,22.0,0.0,0.0,,,,,,6.2592
2025-03-19 04:35:53-07:00,8.02,213.532,5.904,17.115000000000002,26.220000000000002,418.39,9.0,51.2,1.0,1.5,1.55,20.0,0.0,0.0,,,,,,6.444000000000001
2025-03-19 04:36:53-07:00,8.0,212.42100000000002,5.157000000000001,16.506,26.352,418.67,9.0,51.3,1.0,1.77,2.0,22.0,0.0,0.0,,,,,,6.686400000000001
2025-03-19 04:37:53-07:00,7.98,215.89700000000002,6.048,15.7815,26.976,418.76,9.0,51.4,1.18,1.85,2.03,21.0,0.0,0.0,,,,,,6.8752
2025-03-19 04:38:53-07:00,7.96,212.86100000000002,5.292,17.430000000000003,24.66,418.88,8.9,51.3,1.06,1.77,2.03,22.0,0.0,0.0,,,,,,6.348000000000001
2025-03-19 04:39:53-07:00,7.95,214.63200000000003,4.023,17.262,26.483999999999998,418.96,8.9,51.3,1.02,1.8,2.11,23.0,0.0,0.0,,,,,,6.736800000000001
2025-03-19 04:40:54-07:00,7.95,211.26600000000002,6.183,16.926000000000002,25.56,418.53,9.0,51.5,0.62,1.26,1.47,21.0,0.0,0.0,,,,,,6.12
2025-03-19 04:41:54-07:00,7.94,212.729,4.455,17.2515,25.787999999999997,418.83,9.0,51.3,0.88,1.7,2.17,23.0,0.0,0.0,,,,,,6.5176
2025-03-19 04:42:54-07:00,7.94,211.18900000000002,4.734,16.642500000000002,25.236,418.94,8.9,51.4,0.93,1.93,2.12,22.0,0.0,0.0,,,,,,6.591200000000001
2025-03-19 04:43:54-07:00,7.94,209.75900000000001,3.0330000000000004,16.968,24.407999999999998,418.98,8.9,51.5,0.97,1.4,1.74,23.0,0.0,0.0,,,,,,6.0016
2025-03-19 04:44:54-07:00,7.94,210.88100000000003,3.69,18.228,23.592,418.99,8.9,51.6,1.02,1.76,1.95,22.0,0.0,0.0,,,,,,6.1264
2025-03-19 04:45:55-07:00,7.94,213.235,4.311,18.616500000000002,22.032,419.0,9.0,51.7,0.99,1.95,2.01,23.0,0.0,0.0,,,,,,5.9664
2025-03-19 04:46:55-07:00,7.94,210.68300000000002,4.392,17.136000000000003,24.24,419.0,8.9,51.6,0.99,1.91,2.0,23.0,0.0,0.0,,,,,,6.3759999999999994
2025-03-19 04:47:55-07:00,7.94,209.68200000000002,3.789,16.149,25.944,419.0,8.9,51.6,1.02,1.67,1.7,22.0,0.0,0.0,,,,,,6.524800000000001
2025-03-19 04:48:55-07:00,7.94,213.05900000000003,5.5440000000000005,15.036000000000001,26.663999999999998,419.0,9.0,51.7,1.12,2.21,2.27,22.0,0.0,0.0,,,,,,7.1008
2025-03-19 04:49:55-07:00,7.93,210.88100000000003,5.8500000000000005,18.081,22.487999999999996,419.0,8.9,51.6,1.4,2.12,2.22,22.0,0.0,0.0,,,,,,6.1936
2025-03-19 04:50:56-07:00,7.93,212.091,3.8520000000000003,18.123,23.244,419.0,8.9,51.8,1.15,2.28,2.54,23.0,0.0,0.0,,,,,,6.4728
2025-03-19 04:51:56-07:00,7.93,217.327,4.887,18.8475,23.112000000000002,419.0,8.9,51.9,1.05,1.89,1.98,23.0,0.0,0.0,,,,,,6.134400000000001
2025-03-19 04:52:56-07:00,7.93,220.31900000000002,3.618,19.1415,23.291999999999998,419.23,8.9,51.9,1.02,2.04,2.07,24.0,0.0,0.0,,,,,,6.2904
2025-03-19 04:53:56-07:00,7.93,224.52100000000004,5.7509999999999994,18.123,22.728,419.73,9.0,51.9,0.85,1.66,1.75,22.0,0.0,0.0,,,,,,5.873600000000001
2025-03-19 04:54:56-07:00,7.92,239.437,4.401,17.178,23.220000000000002,419.9,8.9,52.0,0.92,1.79,1.88,23.0,0.0,0.0,,,,,,6.076000000000001
2025-03-19 04:55:57-07:00,7.92,239.019,5.6610000000000005,17.661,24.156,420.05,8.9,51.9,0.98,1.83,2.06,21.0,0.0,-1.0,,,,,,6.2952
2025-03-19 04:56:57-07:00,7.92,238.96400000000003,5.481,17.283,25.523999999999997,420.58,8.9,52.0,1.12,2.02,2.16,21.0,0.0,0.0,,,,,,6.7208000000000006
2025-03-19 04:57:57-07:00,7.9,234.97100000000003,5.715,18.249,25.476,420.85,8.9,52.0,1.15,2.09,2.13,20.0,0.0,0.0,,,,,,6.7672
2025-03-19 04:58:57-07:00,7.89,233.15600000000003,3.24,18.070500000000003,24.84,420.95,8.9,52.1,1.05,2.11,2.63,22.0,0.0,0.0,,,,,,6.656
2025-03-19 04:59:57-07:00,7.87,235.411,4.518,20.0655,22.116,420.98,8.9,52.0,1.4,2.41,2.64,22.0,0.0,0.0,,,,,,6.3512
2025-03-19 05:00:57-07:00,7.85,228.06300000000005,5.553,18.564,22.644000000000002,420.99,8.9,52.3,1.41,2.33,2.74,22.0,0.0,0.0,,,,,,6.3928
2025-03-19 05:01:57-07:00,7.85,222.70600000000002,4.851,19.7295,21.983999999999998,421.0,8.9,52.2,1.36,2.1,2.23,22.0,0.0,-1.0,,,,,,6.0768
2025-03-19 05:02:58-07:00,7.84,223.50900000000001,4.194,20.496,21.312,421.0,8.8,52.4,1.62,2.45,2.49,22.0,0.0,0.0,,,,,,6.2224
2025-03-19 05:03:58-07:00,7.84,223.762,3.753,20.464499999999997,21.66,421.0,8.8,52.5,1.2,1.92,1.94,24.0,0.0,0.0,,,,,,5.868
2025-03-19 05:04:58-07:00,7.84,220.979,4.383,19.9815,21.863999999999997,420.77,8.9,52.6,1.46,2.11,2.31,23.0,0.0,-1.0,,,,,,6.0607999999999995
