DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,23,-1,-27,4213849380,102,20,-3,2802796070,AQI
2025-03-17 05:29:17-07:00,7.33,175.681,7.947,14.007,23.508,405.0,8.2,64.0,0.01,0.04,0.06,1.0,-1.0,STAT,,,,,,4.7336
2025-03-17 05:30:17-07:00,7.33,164.461,7.317000000000001,12.222000000000001,25.823999999999998,405.0,8.2,64.3,0.0,0.02,0.02,0.0,-1.0,STAT,,,,,,5.1808
2025-03-17 05:31:18-07:00,7.34,159.09300000000002,6.912,12.6945,24.528000000000002,405.0,8.2,64.6,0.0,0.01,0.01,0.0,-1.0,STAT,,,,,,4.913600000000001
2025-03-17 05:32:18-07:00,7.34,157.894,7.281,12.18,24.504,405.0,8.2,65.0,0.0,0.0,0.32,0.0,-1.0,STAT,,,,,,4.9008
2025-03-17 05:33:19-07:00,7.34,158.994,6.714,14.3535,23.736,404.84,8.2,64.6,0.0,0.0,0.12,0.0,0.0,STAT,,,,,,4.7472
2025-03-17 05:34:19-07:00,7.34,157.77300000000002,7.245000000000001,13.251,22.932,404.94,8.2,64.7,0.0,0.0,0.04,0.0,-1.0,STAT,,,,,,4.5864
2025-03-17 05:35:19-07:00,7.34,158.11400000000003,8.226,13.786500000000002,21.791999999999998,404.69,8.3,64.9,0.0,0.0,0.01,0.0,-1.0,STAT,,,,,,4.3584
2025-03-17 05:36:19-07:00,7.34,158.455,8.658,12.1905,24.779999999999998,404.34,8.3,64.7,0.0,0.0,0.0,0.0,-1.0,STAT,,,,,,4.9559999999999995
2025-03-17 05:37:19-07:00,7.34,160.556,8.874,13.461,24.204,404.12,8.2,64.7,0.0,0.0,0.0,0.0,-1.0,STAT,,,,,,4.840800000000001
2025-03-17 05:38:14-07:00,7.34,162.668,8.406,12.400500000000001,25.668,404.05,8.2,64.6,0.0,0.0,0.0,0.0,-1.0,STAT,,,,,,5.1336
2025-03-17 05:39:15-07:00,7.34,155.716,9.522,13.356000000000002,23.328,404.02,8.2,64.9,0.0,0.0,0.0,0.0,-1.0,STAT,,,,,,4.6656
2025-03-17 05:40:15-07:00,7.33,158.79600000000002,9.081,12.957,24.192,404.01,8.2,64.8,0.0,0.05,0.05,0.0,-1.0,STAT,,,,,,4.8784
2025-03-17 05:41:15-07:00,7.34,159.852,9.513,12.327,25.823999999999998,404.0,8.2,64.8,0.0,0.01,0.01,0.0,-1.0,STAT,,,,,,5.1728
2025-03-17 05:42:15-07:00,7.34,156.662,8.28,11.9385,25.907999999999998,404.0,8.1,65.0,0.0,0.0,0.06,0.0,0.0,STAT,,,,,,5.1815999999999995
2025-03-17 05:43:15-07:00,7.34,157.93800000000002,8.360999999999999,12.789,24.504,403.91,8.2,65.5,0.0,0.0,0.02,0.0,0.0,STAT,,,,,,4.9008
2025-03-17 05:44:15-07:00,7.33,155.991,8.919,11.161500000000002,26.904,403.53,8.2,65.1,0.0,0.0,0.5,-1.0,-1.0,STAT,,,,,,5.380800000000001
2025-03-17 05:45:15-07:00,7.34,159.66500000000002,8.037,12.7155,23.772,403.19,8.3,65.1,0.0,0.0,0.2,-1.0,-2.0,STAT,,,,,,4.7543999999999995
2025-03-17 05:46:16-07:00,7.34,162.99800000000002,6.579,12.516,25.26,403.23,8.3,65.5,0.0,0.0,0.07,-1.0,-1.0,STAT,,,,,,5.0520000000000005
2025-03-17 05:47:16-07:00,7.34,162.09600000000003,6.354,12.243,23.772,403.73,8.3,65.3,0.0,0.0,0.02,0.0,-1.0,STAT,,,,,,4.7543999999999995
2025-03-17 05:48:17-07:00,7.35,163.625,6.7410000000000005,11.4765,26.099999999999998,404.45,8.3,65.2,0.0,0.0,0.01,-1.0,0.0,STAT,,,,,,5.22
2025-03-17 05:49:17-07:00,7.39,160.31400000000002,8.217,11.518500000000001,25.068,404.66,8.3,65.2,0.0,0.0,0.3,-1.0,-1.0,STAT,,,,,,5.0136
2025-03-17 05:50:17-07:00,7.4,164.43900000000002,7.460999999999999,12.043500000000002,25.416,404.88,8.3,65.0,0.0,0.0,0.14,0.0,-1.0,STAT,,,,,,5.083200000000001
2025-03-17 05:51:17-07:00,7.41,165.341,7.497,11.655,27.036,404.96,8.2,65.1,0.0,0.0,0.05,0.0,0.0,STAT,,,,,,5.4072000000000005
2025-03-17 05:52:17-07:00,7.41,158.62,8.982000000000001,11.980500000000001,26.124,404.99,8.2,65.1,0.0,0.0,0.02,0.0,0.0,STAT,,,,,,5.2248
2025-03-17 05:53:16-07:00,7.42,160.853,8.937,13.419,22.895999999999997,404.99,8.2,65.6,0.0,0.0,0.01,1.0,-1.0,STAT,,,,,,4.579199999999999
2025-03-17 05:54:16-07:00,7.42,154.462,8.478,14.28,21.084,405.0,8.2,65.9,0.0,0.0,0.0,1.0,-1.0,STAT,,,,,,4.2168
2025-03-17 05:55:17-07:00,7.41,148.203,7.2989999999999995,15.939,20.099999999999998,405.0,8.2,65.8,0.0,0.0,0.0,1.0,0.0,STAT,,,,,,4.02
2025-03-17 05:56:17-07:00,7.41,152.823,8.721,15.603,20.987999999999996,405.0,8.2,65.8,0.0,0.0,0.0,1.0,0.0,STAT,,,,,,4.1975999999999996
2025-03-17 05:57:17-07:00,7.39,152.22899999999998,9.504000000000001,14.857500000000002,21.3,405.25,8.2,65.5,0.0,0.0,0.19,0.0,0.0,STAT,,,,,,4.260000000000001
2025-03-17 05:58:18-07:00,7.36,156.09000000000003,9.315,13.356000000000002,24.924,405.09,8.1,66.0,0.0,0.0,0.06,0.0,0.0,STAT,,,,,,4.9848
2025-03-17 05:59:18-07:00,7.34,154.81400000000002,8.46,14.1015,23.195999999999998,405.03,8.1,65.9,0.0,0.0,0.02,0.0,0.0,STAT,,,,,,4.6392
2025-03-17 06:00:18-07:00,7.34,148.95100000000002,9.351,13.3035,20.784,405.01,8.2,66.2,0.0,0.0,0.05,0.0,0.0,STAT,,,,,,4.1568
2025-03-17 06:01:19-07:00,7.34,148.94000000000003,7.272,12.3585,23.784,405.0,8.2,66.0,0.0,0.0,0.04,0.0,0.0,STAT,,,,,,4.7568
2025-03-17 06:02:19-07:00,7.33,151.8,6.462,12.81,24.504,405.0,8.1,65.7,0.0,0.0,0.01,0.0,0.0,STAT,,,,,,4.9008
2025-03-17 06:03:20-07:00,7.33,157.894,5.7509999999999994,13.8285,24.852,405.0,8.1,65.9,0.0,0.0,0.0,1.0,0.0,STAT,,,,,,4.970400000000001
2025-03-17 06:04:20-07:00,7.32,159.29100000000003,7.695000000000001,13.5135,24.816,405.0,8.1,66.0,0.0,0.0,0.0,0.0,0.0,STAT,,,,,,4.9632000000000005
2025-03-17 06:05:20-07:00,7.31,160.237,8.226,15.0045,23.052,404.71,8.0,65.9,0.0,0.37,0.37,0.0,0.0,STAT,,,,,,4.9064000000000005
2025-03-17 06:06:21-07:00,7.28,184.91,9.036,14.322000000000001,25.044,404.66,8.0,66.1,0.0,0.49,0.49,0.0,0.0,STAT,,,,,,5.400800000000001
2025-03-17 06:07:21-07:00,7.25,193.66600000000003,8.847,13.996500000000001,25.092,404.38,7.9,66.4,0.0,0.22,0.22,0.0,0.0,STAT,,,,,,5.1944
2025-03-17 06:08:20-07:00,7.24,184.151,9.378,12.3795,26.447999999999997,404.43,7.9,66.7,0.0,0.24,0.24,0.0,0.0,STAT,,,,,,5.4816
2025-03-17 06:09:20-07:00,7.23,168.861,8.415,14.584500000000002,22.595999999999997,404.59,7.9,67.0,0.0,0.08,0.08,0.0,-1.0,STAT,,,,,,4.5832
2025-03-17 06:10:21-07:00,7.23,160.875,9.342,13.114500000000001,24.492,404.47,7.9,66.8,0.0,0.03,0.03,0.0,0.0,STAT,,,,,,4.9224000000000006
2025-03-17 06:11:21-07:00,7.23,164.13100000000003,8.856,13.6605,24.492,404.81,7.9,67.0,0.0,0.06,0.06,0.0,0.0,STAT,,,,,,4.946400000000001
2025-03-17 06:12:21-07:00,7.22,160.567,9.504000000000001,15.246,22.836000000000002,404.93,7.9,67.0,0.0,0.02,0.21,1.0,0.0,STAT,,,,,,4.583200000000001
2025-03-17 06:13:21-07:00,7.2,160.32500000000002,10.116,13.2405,22.392,404.98,7.9,66.9,0.0,0.01,0.07,0.0,0.0,STAT,,,,,,4.4864
2025-03-17 06:14:22-07:00,7.16,157.26700000000002,9.207,13.9755,22.139999999999997,405.38,7.9,66.7,0.0,0.24,0.42,0.0,0.0,STAT,,,,,,4.62
2025-03-17 06:15:22-07:00,7.14,153.802,8.415,14.9625,21.612000000000002,405.78,7.9,66.5,0.0,0.16,0.22,0.0,0.0,STAT,,,,,,4.450400000000001
2025-03-17 06:16:22-07:00,7.14,155.60600000000002,8.244,13.4715,23.976,405.92,8.0,66.2,0.0,0.06,0.08,0.0,0.0,STAT,,,,,,4.8432
2025-03-17 06:17:22-07:00,7.13,156.937,6.642,12.631499999999999,22.848,405.97,8.0,66.2,0.0,0.02,0.03,0.0,0.0,STAT,,,,,,4.5856
2025-03-17 06:18:22-07:00,7.13,150.90900000000002,6.345,12.306000000000001,22.871999999999996,405.99,8.1,65.9,0.0,0.01,0.13,0.0,0.0,STAT,,,,,,4.5824
2025-03-17 06:19:22-07:00,7.12,151.118,8.613000000000001,11.8335,23.736,406.0,8.0,65.1,0.0,0.0,0.04,0.0,-1.0,STAT,,,,,,4.7472
2025-03-17 06:20:22-07:00,7.11,151.92100000000002,8.82,12.0015,23.784,406.0,8.0,64.8,0.0,0.0,0.22,0.0,0.0,STAT,,,,,,4.7568
2025-03-17 06:21:22-07:00,7.09,149.644,8.46,11.823,21.264,406.0,8.0,64.8,0.0,0.0,0.07,0.0,0.0,STAT,,,,,,4.2528
2025-03-17 06:22:22-07:00,7.05,152.603,7.821,13.261500000000002,21.468,405.73,8.0,64.8,0.0,0.0,0.02,0.0,0.0,STAT,,,,,,4.2936000000000005
2025-03-17 06:23:23-07:00,7.04,151.382,8.424,12.316500000000001,22.116,405.9,8.1,64.7,0.0,0.0,0.01,0.0,0.0,STAT,,,,,,4.4232000000000005
2025-03-17 06:24:24-07:00,7.03,153.087,9.18,12.306000000000001,23.447999999999997,405.97,8.1,64.1,0.0,0.0,0.0,0.0,0.0,STAT,,,,,,4.6895999999999995
2025-03-17 06:25:24-07:00,7.03,153.20800000000003,8.28,11.8755,23.352,405.99,8.1,63.9,0.0,0.0,0.36,0.0,-1.0,STAT,,,,,,4.6704
2025-03-17 06:26:24-07:00,7.02,152.93300000000002,7.731,11.865000000000002,22.284,406.0,8.2,63.7,0.0,0.0,0.12,0.0,-1.0,STAT,,,,,,4.4568
2025-03-17 06:27:24-07:00,7.03,153.29600000000002,7.829999999999999,12.684000000000001,20.604000000000003,406.0,8.2,63.6,0.0,0.0,0.49,0.0,-1.0,STAT,,,,,,4.120800000000001
2025-03-17 06:28:24-07:00,7.03,153.945,9.702,12.725999999999999,22.631999999999998,406.16,8.2,63.4,0.0,0.0,0.4,0.0,0.0,STAT,,,,,,4.5264
2025-03-17 06:29:23-07:00,7.02,155.045,8.397,11.518500000000001,23.58,406.7,8.2,63.2,0.0,0.0,0.4,0.0,0.0,STAT,,,,,,4.716
2025-03-17 06:30:24-07:00,7.03,150.711,6.84,12.243,21.924,407.35,8.2,63.2,0.0,0.0,0.19,0.0,-1.0,STAT,,,,,,4.3848
2025-03-17 06:31:24-07:00,7.03,154.528,8.811,13.629000000000001,20.436,407.77,8.2,63.1,0.0,0.2,0.27,0.0,-1.0,STAT,,,,,,4.2472
2025-03-17 06:32:19-07:00,7.03,152.93300000000002,9.081,13.23,20.808,407.91,8.2,63.1,0.0,0.08,0.1,0.0,0.0,STAT,,,,,,4.2256
2025-03-17 06:33:19-07:00,7.03,149.952,8.118,14.679,18.78,407.97,8.2,63.0,0.0,0.02,0.03,0.0,0.0,STAT,,,,,,3.7720000000000002
2025-03-17 06:34:21-07:00,7.03,152.64700000000002,7.245000000000001,14.133000000000001,21.804000000000002,407.99,8.2,62.5,0.0,0.01,0.01,1.0,0.0,STAT,,,,,,4.3688
2025-03-17 06:35:21-07:00,7.03,151.62400000000002,8.847,14.112,20.34,407.79,8.2,62.6,0.0,0.0,0.0,0.0,0.0,STAT,,,,,,4.0680000000000005
2025-03-17 06:36:22-07:00,7.03,149.743,8.577,12.915000000000001,22.907999999999998,407.43,8.1,62.4,0.0,0.0,0.0,0.0,0.0,STAT,,,,,,4.5816
2025-03-17 06:37:22-07:00,7.03,152.57,7.839000000000001,11.318999999999999,25.608,407.15,8.1,63.0,0.0,0.0,0.0,0.0,0.0,STAT,,,,,,5.121600000000001
2025-03-17 06:38:22-07:00,7.03,154.02200000000002,8.568,13.114500000000001,22.56,407.05,8.1,63.4,0.0,0.0,0.15,0.0,0.0,STAT,,,,,,4.512
2025-03-17 06:39:22-07:00,7.01,153.945,8.235000000000001,13.9545,22.2,407.02,8.1,63.3,0.0,0.0,0.16,0.0,0.0,STAT,,,,,,4.44
2025-03-17 06:40:22-07:00,7.01,154.858,8.352,14.741999999999999,21.084,407.01,8.1,63.4,0.0,0.0,0.05,0.0,0.0,STAT,,,,,,4.2168
2025-03-17 06:41:22-07:00,7.01,152.07500000000002,8.442,13.7655,21.456,407.0,8.1,63.4,0.0,0.0,0.02,0.0,0.0,STAT,,,,,,4.2912
2025-03-17 06:42:22-07:00,6.98,156.60700000000003,8.604000000000001,13.618500000000001,23.208,407.65,8.1,63.6,0.0,0.0,0.01,0.0,0.0,STAT,,,,,,4.6415999999999995
2025-03-17 06:43:22-07:00,6.95,152.383,7.749,14.28,21.432,407.88,8.0,63.8,0.0,0.0,0.0,0.0,0.0,STAT,,,,,,4.2863999999999995
2025-03-17 06:44:27-07:00,6.93,151.877,7.632000000000001,15.372000000000002,20.436,407.96,8.0,63.8,0.0,0.0,0.0,1.0,0.0,STAT,,,,,,4.0872
2025-03-17 06:45:22-07:00,6.93,153.098,7.875,14.217,21.96,407.98,8.0,64.0,0.0,0.0,0.0,0.0,0.0,STAT,,,,,,4.392
2025-03-17 06:46:22-07:00,6.93,151.23900000000003,9.999,14.8785,19.452,407.59,8.0,64.3,0.0,0.0,0.0,0.0,0.0,STAT,,,,,,3.8904000000000005
2025-03-17 06:47:22-07:00,6.93,149.72100000000003,11.088000000000001,14.741999999999999,20.652,407.44,8.0,64.4,0.0,0.0,0.0,1.0,0.0,STAT,,,,,,4.130400000000001
2025-03-17 06:48:22-07:00,6.92,149.424,9.342,14.112,20.639999999999997,407.34,8.0,64.7,0.0,0.0,0.0,0.0,0.0,STAT,,,,,,4.127999999999999
2025-03-17 06:49:22-07:00,6.91,149.96300000000002,9.927,13.902000000000001,21.252,407.04,8.0,64.6,0.0,0.0,0.0,0.0,0.0,STAT,,,,,,4.2504
2025-03-17 06:50:23-07:00,6.9,149.32500000000002,10.017000000000001,13.943999999999999,20.916,406.87,8.0,64.8,0.0,0.0,0.0,0.0,0.0,STAT,,,,,,4.1832
2025-03-17 06:51:23-07:00,6.86,148.258,9.018,14.416500000000001,19.787999999999997,406.41,8.0,64.8,0.0,0.28,0.28,0.0,0.0,STAT,,,,,,4.1815999999999995
2025-03-17 06:52:23-07:00,6.84,150.865,8.028,15.2565,18.336,406.14,8.0,64.9,0.0,0.09,0.09,0.0,0.0,STAT,,,,,,3.7392
2025-03-17 06:53:23-07:00,6.83,151.83300000000003,7.839000000000001,14.836500000000001,19.62,406.46,7.9,64.6,0.0,0.03,0.03,1.0,0.0,STAT,,,,,,3.9480000000000004
2025-03-17 06:54:24-07:00,6.82,156.112,8.82,14.416500000000001,21.468,406.62,7.9,64.7,0.0,0.01,0.01,0.0,0.0,STAT,,,,,,4.3016000000000005
2025-03-17 06:55:26-07:00,6.81,156.893,7.443,12.894,22.704,406.52,7.9,64.5,0.0,0.0,0.0,0.0,0.0,STAT,,,,,,4.5408
2025-03-17 06:56:26-07:00,6.8,149.435,8.154,14.2695,21.264,406.18,7.9,64.9,0.0,0.23,0.23,0.0,0.0,STAT,,,,,,4.4368
2025-03-17 06:57:26-07:00,6.76,150.403,7.884,14.406,18.215999999999998,406.06,7.9,64.7,0.0,0.28,0.46,1.0,0.0,STAT,,,,,,3.8672
2025-03-17 06:58:26-07:00,6.74,150.63400000000001,9.171,14.794500000000001,19.236,406.02,7.9,64.8,0.0,0.1,0.51,0.0,0.0,STAT,,,,,,3.9272000000000005
2025-03-17 06:59:27-07:00,6.73,156.233,6.930000000000001,14.7105,20.376,405.86,7.9,64.7,0.0,0.03,0.53,1.0,0.0,STAT,,,,,,4.099200000000001
2025-03-17 07:00:23-07:00,6.73,156.431,8.360999999999999,15.1515,19.32,405.79,7.9,65.0,0.0,0.01,0.38,0.0,0.0,STAT,,,,,,3.8720000000000003
2025-03-17 07:01:23-07:00,6.71,154.63800000000003,8.739,15.361500000000001,19.656,405.93,7.8,64.9,0.0,0.38,0.63,1.0,0.0,STAT,,,,,,4.2352
2025-03-17 07:02:23-07:00,6.71,152.251,9.0,15.183000000000002,19.512,405.97,7.8,65.0,0.0,0.33,0.42,0.0,0.0,STAT,,,,,,4.1664
2025-03-17 07:03:23-07:00,6.69,153.07600000000002,9.837,15.792,19.823999999999998,405.99,7.8,65.2,0.0,0.21,0.39,0.0,0.0,STAT,,,,,,4.1328
2025-03-17 07:04:23-07:00,6.65,150.96400000000003,9.387,14.5425,18.156,406.54,7.8,65.3,0.0,0.26,0.41,0.0,0.0,STAT,,,,,,3.8392
2025-03-17 07:05:24-07:00,6.63,149.303,9.072000000000001,14.8995,15.18,406.92,7.7,65.4,0.0,0.08,0.15,0.0,0.0,STAT,,,,,,3.1
2025-03-17 07:06:24-07:00,6.62,147.73000000000002,8.451,13.8915,15.78,407.31,7.7,65.5,0.0,0.03,0.38,0.0,0.0,STAT,,,,,,3.18
2025-03-17 07:07:24-07:00,6.59,146.06900000000002,9.576,14.133000000000001,17.124,407.76,7.7,65.6,0.0,0.01,0.32,1.0,0.0,STAT,,,,,,3.4328
2025-03-17 07:08:24-07:00,6.54,147.103,8.793,15.666,13.284,407.91,7.6,65.9,0.0,0.08,0.18,2.0,0.0,STAT,,,,,,2.7208000000000006
2025-03-17 07:09:24-07:00,6.52,145.09000000000003,9.378,15.466500000000002,12.18,408.46,7.6,66.0,0.0,0.03,0.06,1.0,0.0,STAT,,,,,,2.46
2025-03-17 07:10:25-07:00,6.48,156.145,8.982000000000001,16.275000000000002,12.78,408.81,7.6,66.3,0.0,0.13,0.14,1.0,0.0,STAT,,,,,,2.66
2025-03-17 07:11:25-07:00,6.44,168.883,9.018,16.632,13.043999999999999,409.55,7.5,66.5,0.0,0.04,0.05,1.0,0.0,STAT,,,,,,2.6408
2025-03-17 07:12:26-07:00,6.41,218.49300000000002,8.577,16.7895,12.0,410.95,7.5,66.9,0.0,0.01,0.02,1.0,0.0,STAT,,,,,,2.4080000000000004
2025-03-17 07:13:26-07:00,6.35,278.46500000000003,8.883,17.9445,11.508,411.71,7.5,67.0,0.0,0.1,0.15,2.0,0.0,STAT,,,,,,2.3816
2025-03-17 07:14:26-07:00,6.32,294.877,10.376999999999999,17.7555,13.127999999999998,412.09,7.4,67.0,0.0,0.24,0.49,2.0,0.0,STAT,,,,,,2.8176
2025-03-17 07:15:28-07:00,6.26,320.06700000000006,7.829999999999999,17.451,14.723999999999998,412.76,7.3,67.3,0.0,0.42,0.52,2.0,1.0,STAT,,,,,,3.2807999999999997
2025-03-17 07:16:28-07:00,6.22,324.808,10.323,17.4405,12.612,413.45,7.3,67.5,0.08,0.58,0.62,1.0,0.0,STAT,,,,,,2.9864
2025-03-17 07:17:28-07:00,6.17,298.661,11.025,16.842,12.672,414.7,7.2,67.8,0.03,0.56,0.74,1.0,0.0,STAT,,,,,,2.9824
2025-03-17 07:18:28-07:00,6.13,272.21700000000004,8.667000000000002,15.970500000000001,13.547999999999998,416.54,7.2,68.1,0.01,0.97,1.13,2.0,0.0,STAT,,,,,,3.4856
2025-03-17 07:19:29-07:00,6.08,248.24800000000002,9.729000000000001,15.1515,13.931999999999999,417.49,7.1,68.0,0.22,0.97,1.03,2.0,1.0,STAT,,,,,,3.5624000000000002
2025-03-17 07:20:26-07:00,6.03,230.01000000000002,8.892000000000001,16.0335,12.719999999999999,417.8,7.1,68.2,0.28,0.71,1.08,2.0,1.0,STAT,,,,,,3.112
