DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,110,44,2,-28,6,0,0.00000,0.00000.1,0.1,2842650920,114,26,-2,-26,3741402160,AQI
2025-03-09 17:53:52-07:00,9.46,179.278,8.937,11.770500000000002,21.587999999999997,413.0,9.8,76.5,0.7,1.97,2.38,0.0,0.0,1,14.05,79.65,32.83,1.0,-17.0,26.0,0.0,-1.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,5.893599999999999
2025-03-09 17:54:52-07:00,9.46,175.23000000000002,7.38,12.600000000000001,21.912000000000003,413.0,9.8,76.2,0.47,1.94,2.52,0.0,0.0,1,13.98,79.64,36.3,1.0,-18.0,27.0,-1.0,-2.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,5.9344
2025-03-09 17:55:52-07:00,9.46,171.90800000000002,6.516,11.1405,24.336000000000002,413.0,9.8,75.4,0.71,1.85,2.47,0.0,0.0,1,13.91,22.49,31.45,1.0,-18.0,29.0,-1.0,-2.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,6.347200000000001
2025-03-09 17:56:52-07:00,9.46,175.087,7.353,11.802000000000001,23.304000000000002,412.92,9.8,75.5,0.82,2.21,2.42,0.0,0.0,1,13.87,6.35,30.51,1.0,-18.0,28.0,0.0,-2.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,6.428800000000001
2025-03-09 17:57:52-07:00,9.46,174.02,7.5329999999999995,11.571,22.008,412.32,9.8,75.9,0.77,2.06,2.13,0.0,0.0,1,13.84,1.79,34.51,1.0,-17.0,27.0,-1.0,-2.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,6.0496
2025-03-09 17:58:52-07:00,9.46,170.687,7.182,11.6445,21.983999999999998,412.26,9.8,76.0,0.99,2.04,2.62,0.0,0.0,1,13.84,0.51,32.82,1.0,-18.0,28.0,-1.0,-2.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,6.0288
2025-03-09 17:59:52-07:00,9.48,172.216,7.757999999999999,11.256000000000002,22.344,412.13,9.8,75.3,0.7,1.69,2.25,0.0,0.0,1,14.02,145.85,38.18,1.0,-17.0,28.0,-1.0,-2.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,5.820800000000001
2025-03-09 18:00:52-07:00,9.5,166.342,7.002000000000001,11.340000000000002,22.679999999999996,412.04,9.8,75.8,0.75,1.84,2.04,0.0,0.0,1,13.95,41.19,30.16,1.0,-16.0,28.0,-1.0,-3.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,6.008
2025-03-09 18:01:53-07:00,9.52,166.309,7.7940000000000005,11.245500000000002,22.848,412.18,9.8,75.7,0.94,1.94,2.43,0.0,0.0,1,13.87,11.63,32.55,1.0,-15.0,27.0,-1.0,-2.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,6.121600000000001
2025-03-09 18:02:53-07:00,9.53,163.372,8.217,11.256000000000002,24.612000000000002,412.64,9.8,75.2,0.67,1.99,2.32,0.0,0.0,1,13.87,3.29,31.06,1.0,-15.0,26.0,-1.0,-2.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,6.5144
