DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,106,30,-32,1427347467,133,23,-3,-34,1727984765,AQI
2025-03-20 20:07:12-07:00,11.14,187.68200000000002,6.957000000000001,11.424000000000001,25.728,417.01,10.6,57.4,0.0,0.3,0.72,28.0,1.0,STAT,,,,,,,5.385600000000001
2025-03-20 20:08:12-07:00,11.13,185.48200000000003,7.155,11.560500000000001,26.208,417.0,10.6,58.5,0.0,0.3,0.49,27.0,1.0,STAT,,,,,,,5.4816
2025-03-20 20:09:12-07:00,11.1,184.06300000000002,6.327,12.705,24.876,417.0,10.6,59.2,0.0,0.36,0.69,28.0,1.0,STAT,,,,,,,5.263200000000001
2025-03-20 20:10:12-07:00,11.07,180.04800000000003,5.409,13.398,26.892,416.38,10.5,59.9,0.0,0.7,0.99,29.0,0.0,STAT,,,,,,,5.9384
2025-03-20 20:11:12-07:00,11.06,179.00300000000001,7.6049999999999995,13.7655,24.816,416.14,10.5,60.3,0.0,0.41,0.9,27.0,0.0,STAT,,,,,,,5.291200000000001
2025-03-20 20:12:12-07:00,11.05,179.78400000000002,8.901000000000002,12.327,25.704,416.05,10.4,60.7,0.05,0.48,1.24,26.0,0.0,STAT,,,,,,,5.524800000000001
2025-03-20 20:13:13-07:00,11.04,185.262,7.7940000000000005,13.419,24.791999999999998,416.02,10.4,61.2,0.1,0.73,1.04,27.0,0.0,STAT,,,,,,,5.5424
2025-03-20 20:14:13-07:00,11.0,188.287,8.424,13.6815,25.295999999999996,416.01,10.4,61.1,0.14,0.98,1.41,26.0,0.0,STAT,,,,,,,5.8431999999999995
2025-03-20 20:15:13-07:00,10.97,190.542,7.182,12.537,27.168,416.0,10.4,60.8,0.05,0.6,1.25,28.0,0.0,STAT,,,,,,,5.913600000000001
2025-03-20 20:16:14-07:00,10.96,192.929,7.821,13.377,25.595999999999997,416.0,10.3,61.0,0.02,0.41,0.69,27.0,1.0,STAT,,,,,,,5.4472
2025-03-20 20:17:14-07:00,10.94,197.879,7.749,14.416500000000001,24.204,416.0,10.3,61.1,0.01,0.31,0.5,27.0,1.0,STAT,,,,,,,5.088800000000001
2025-03-20 20:18:14-07:00,10.91,195.69000000000003,8.298,13.1355,24.66,416.0,10.3,60.8,0.0,0.37,0.43,26.0,0.0,STAT,,,,,,,5.228000000000001
2025-03-20 20:19:14-07:00,10.87,193.72100000000003,7.245000000000001,13.503,24.720000000000002,416.0,10.3,60.6,0.0,0.21,0.51,27.0,1.0,STAT,,,,,,,5.112000000000001
2025-03-20 20:20:14-07:00,10.86,186.40600000000003,7.173,13.209000000000001,25.764,416.0,10.3,61.0,0.0,0.25,0.41,27.0,0.0,STAT,,,,,,,5.3528
2025-03-20 20:21:14-07:00,10.85,195.074,7.515,11.298,27.144000000000002,416.0,10.3,60.4,0.0,0.54,0.91,27.0,0.0,STAT,,,,,,,5.860800000000001
2025-03-20 20:22:15-07:00,10.84,198.30800000000002,8.64,11.571,27.323999999999998,416.16,10.3,60.5,0.0,0.54,0.75,27.0,0.0,STAT,,,,,,,5.896800000000001
2025-03-20 20:23:15-07:00,10.8,201.608,8.532,14.416500000000001,24.048,416.29,10.3,60.7,0.0,0.17,0.3,27.0,0.0,STAT,,,,,,,4.9456
2025-03-20 20:24:15-07:00,10.77,202.345,8.874,12.201,27.924,416.75,10.3,60.0,0.0,0.15,0.2,25.0,0.0,STAT,,,,,,,5.7048000000000005
2025-03-20 20:25:15-07:00,10.76,201.77300000000002,7.218,11.3085,27.336000000000002,416.91,10.2,59.8,0.0,0.29,0.3,27.0,0.0,STAT,,,,,,,5.699200000000001
