DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,96,23,-27,3288944182,91,20,-4,-30,2125666269,AQI
2025-03-17 07:25:44-07:00,5.5,175.58200000000002,9.459,21.777,16.572,420.75,7.2,69.4,0.01,0.52,0.65,15.0,2.0,STAT,,,,,,,3.7304
2025-03-17 07:26:40-07:00,5.47,168.102,8.775,23.688,15.864,421.06,7.1,69.6,0.01,0.3,0.35,15.0,3.0,STAT,,,,,,,3.4128000000000007
2025-03-17 07:27:41-07:00,5.42,156.233,10.71,23.110500000000002,14.208,421.67,7.1,69.8,0.0,0.1,0.12,13.0,3.0,STAT,,,,,,,2.9216
2025-03-17 07:28:42-07:00,5.38,153.329,9.666,21.924,13.356,422.47,7.0,69.9,0.28,0.5,0.51,15.0,3.0,STAT,,,,,,,3.0712
2025-03-17 07:29:42-07:00,5.32,151.844,7.542000000000001,22.543499999999998,14.843999999999998,423.35,7.0,70.0,0.09,0.18,0.19,16.0,3.0,STAT,,,,,,,3.1128
2025-03-17 07:30:43-07:00,5.28,149.86400000000003,7.911,22.806,14.927999999999999,423.95,6.9,70.3,0.03,0.42,0.42,15.0,2.0,STAT,,,,,,,3.3215999999999997
2025-03-17 07:31:43-07:00,5.22,150.24900000000002,8.604000000000001,22.428,14.112,424.63,6.9,70.5,0.01,0.14,0.14,15.0,2.0,STAT,,,,,,,2.9344
2025-03-17 07:32:43-07:00,5.18,151.20600000000002,9.999,23.992500000000003,12.360000000000001,424.87,6.8,70.6,0.0,0.05,0.22,14.0,3.0,STAT,,,,,,,2.5120000000000005
2025-03-17 07:33:43-07:00,5.12,150.26000000000002,9.684,22.459500000000002,13.356,424.95,6.8,70.6,0.0,0.3,0.36,14.0,3.0,STAT,,,,,,,2.9112
2025-03-17 07:34:43-07:00,5.08,149.292,10.44,22.5015,12.935999999999998,424.98,6.8,70.7,0.0,0.18,0.2,14.0,2.0,STAT,,,,,,,2.7312
2025-03-17 07:35:43-07:00,5.02,151.162,9.414000000000001,22.1865,12.888,424.99,6.7,70.8,0.0,0.06,0.06,14.0,3.0,STAT,,,,,,,2.6256000000000004
2025-03-17 07:36:43-07:00,4.98,150.55700000000002,7.848000000000001,23.2365,12.696,424.91,6.7,70.9,0.0,0.08,0.09,17.0,3.0,STAT,,,,,,,2.6032
2025-03-17 07:37:44-07:00,4.92,150.97500000000002,8.360999999999999,22.1865,13.98,424.32,6.6,71.0,0.0,0.33,0.59,16.0,3.0,STAT,,,,,,,3.0600000000000005
2025-03-17 07:38:44-07:00,4.88,150.216,8.703,22.837500000000002,14.28,423.47,6.6,71.1,0.0,0.25,0.34,14.0,3.0,STAT,,,,,,,3.056
2025-03-17 07:39:44-07:00,4.82,148.368,8.19,22.480500000000003,14.16,423.16,6.6,71.3,0.0,0.08,0.11,15.0,2.0,STAT,,,,,,,2.8960000000000004
2025-03-17 07:40:43-07:00,4.77,152.845,8.523000000000001,24.2235,15.828,423.2,6.5,71.6,0.0,0.07,0.08,15.0,3.0,STAT,,,,,,,3.2216
2025-03-17 07:41:43-07:00,4.72,156.486,10.008,21.693,16.848,423.69,6.5,71.7,0.0,0.08,0.09,13.0,2.0,STAT,,,,,,,3.4336
