DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,139,28,-10,-22,4144418665,131,26,-6,749873152,AQI
2025-03-15 10:06:19-07:00,6.3,263.84600000000006,7.551000000000001,18.6795,8.052,410.0,7.6,68.4,0.89,1.38,1.4,17.0,0.0,0.0,STAT,,,,,,2.7144
2025-03-15 10:07:19-07:00,6.3,253.836,6.7860000000000005,16.506,11.315999999999999,410.0,7.6,68.6,0.46,1.22,1.22,17.0,-1.0,0.0,STAT,,,,,,3.2392
2025-03-15 10:08:19-07:00,6.29,243.342,7.119000000000001,15.771,12.252,409.38,7.6,68.8,0.47,0.98,1.23,17.0,-1.0,-1.0,STAT,,,,,,3.2344
2025-03-15 10:09:19-07:00,6.29,223.98200000000003,8.073,17.7975,10.488,409.14,7.7,69.3,0.58,1.32,1.7,15.0,0.0,0.0,STAT,,,,,,3.1536
2025-03-15 10:10:19-07:00,6.29,214.45600000000002,7.128,17.997,8.532,409.05,7.6,69.2,0.73,1.24,1.37,17.0,0.0,-1.0,STAT,,,,,,2.6984000000000004
2025-03-15 10:11:20-07:00,6.29,206.56900000000002,8.145000000000001,16.9155,8.676,409.02,7.6,69.6,0.71,1.27,1.56,16.0,0.0,-1.0,STAT,,,,,,2.7512
2025-03-15 10:12:20-07:00,6.27,200.33200000000002,8.82,18.291000000000004,7.247999999999999,408.6,7.6,69.9,0.57,1.1,1.22,16.0,0.0,-1.0,STAT,,,,,,2.3296
2025-03-15 10:13:21-07:00,6.24,197.428,8.451,18.4905,6.672,408.5,7.6,70.2,0.56,1.25,1.29,16.0,0.0,-1.0,STAT,,,,,,2.3344
2025-03-15 10:14:21-07:00,6.22,195.78900000000002,8.721,17.241000000000003,8.952,408.65,7.6,70.0,0.66,1.11,1.12,16.0,0.0,-1.0,STAT,,,,,,2.6784
2025-03-15 10:15:21-07:00,6.22,191.268,7.11,17.493000000000002,8.34,408.88,7.6,70.3,0.75,1.16,1.17,17.0,0.0,-1.0,STAT,,,,,,2.596
2025-03-15 10:16:21-07:00,6.21,188.36400000000003,7.569,16.59,9.192,408.96,7.6,70.1,0.76,1.13,1.64,17.0,0.0,-1.0,STAT,,,,,,2.7424
2025-03-15 10:17:21-07:00,6.21,186.054,7.829999999999999,16.2225,11.16,408.99,7.6,70.2,0.73,1.24,1.59,16.0,0.0,-1.0,STAT,,,,,,3.224
2025-03-15 10:18:17-07:00,6.21,183.59000000000003,9.009,16.096500000000002,10.847999999999999,408.46,7.6,70.1,0.32,1.01,1.31,15.0,-1.0,0.0,STAT,,,,,,2.9776
2025-03-15 10:19:17-07:00,6.21,183.227,8.604000000000001,15.687,12.312,408.24,7.6,70.3,0.2,0.94,1.03,15.0,-1.0,0.0,STAT,,,,,,3.2144000000000004
2025-03-15 10:20:17-07:00,6.21,186.109,8.1,16.6845,12.12,408.12,7.6,70.3,0.28,1.07,1.11,15.0,0.0,0.0,STAT,,,,,,3.2800000000000002
2025-03-15 10:21:18-07:00,6.21,186.087,8.64,17.020500000000002,11.339999999999998,408.04,7.6,70.2,0.46,0.82,0.83,15.0,0.0,0.0,STAT,,,,,,2.924
2025-03-15 10:22:18-07:00,6.21,191.653,6.9750000000000005,18.0285,11.064,408.24,7.6,70.0,0.28,0.91,0.91,17.0,0.0,0.0,STAT,,,,,,2.9408000000000003
2025-03-15 10:23:18-07:00,6.2,194.44700000000003,6.795,17.7555,11.196,408.62,7.6,70.1,0.51,1.01,1.35,16.0,0.0,0.0,STAT,,,,,,3.0472
2025-03-15 10:24:19-07:00,6.2,191.29000000000002,7.5329999999999995,17.9865,10.632,408.87,7.6,70.4,0.63,1.15,1.26,16.0,0.0,0.0,STAT,,,,,,3.0463999999999998
2025-03-15 10:25:19-07:00,6.2,192.34600000000003,8.370000000000001,18.228,9.935999999999998,408.95,7.6,70.5,0.47,1.05,1.12,15.0,0.0,0.0,STAT,,,,,,2.8271999999999995
2025-03-15 10:26:19-07:00,6.2,187.67100000000002,7.596,16.737000000000002,10.392,409.44,7.6,70.6,0.57,1.19,1.39,15.0,0.0,0.0,STAT,,,,,,3.0303999999999998
2025-03-15 10:27:19-07:00,6.19,190.32200000000003,8.685,16.2435,10.104,409.8,7.6,70.9,0.48,1.04,1.27,15.0,0.0,0.0,STAT,,,,,,2.8528000000000002
2025-03-15 10:28:19-07:00,6.18,191.851,7.776000000000001,18.4695,8.256,409.93,7.6,70.7,0.4,0.92,1.05,16.0,0.0,0.0,STAT,,,,,,2.3872000000000004
2025-03-15 10:29:19-07:00,6.18,188.287,8.874,17.892,9.0,409.98,7.6,70.5,0.19,0.58,0.62,15.0,0.0,0.0,STAT,,,,,,2.2640000000000002
2025-03-15 10:30:19-07:00,6.15,190.608,9.09,18.0075,8.184,409.99,7.6,70.5,0.74,1.33,1.34,14.0,0.0,-1.0,STAT,,,,,,2.7008
2025-03-15 10:31:19-07:00,6.13,201.487,9.81,18.102,9.588,410.54,7.5,70.6,0.35,1.09,1.17,14.0,0.0,0.0,STAT,,,,,,2.7896
2025-03-15 10:32:20-07:00,6.12,203.467,9.261,19.4985,7.98,410.84,7.6,70.6,0.39,1.03,1.06,15.0,0.0,0.0,STAT,,,,,,2.42
2025-03-15 10:33:20-07:00,6.11,209.06600000000003,8.46,18.994500000000002,7.26,410.75,7.5,70.3,0.79,1.31,1.63,16.0,0.0,0.0,STAT,,,,,,2.5
2025-03-15 10:34:21-07:00,6.11,204.512,9.279,18.8475,8.436,410.3,7.5,70.1,0.81,1.25,1.45,15.0,0.0,0.0,STAT,,,,,,2.6872
2025-03-15 10:35:21-07:00,6.11,205.90900000000002,8.217,19.792500000000004,7.38,410.1,7.5,70.4,0.87,1.24,1.42,15.0,0.0,0.0,STAT,,,,,,2.468
2025-03-15 10:36:21-07:00,6.11,203.14800000000002,8.01,19.4355,7.092,409.88,7.5,70.0,1.09,1.86,1.96,15.0,0.0,0.0,STAT,,,,,,2.9064000000000005
2025-03-15 10:37:21-07:00,6.11,201.01400000000004,8.145000000000001,21.588,4.512,409.96,7.5,70.0,1.34,1.83,1.91,15.0,0.0,-1.0,STAT,,,,,,2.3664
2025-03-15 10:38:21-07:00,6.1,202.01500000000001,7.2989999999999995,19.7085,6.864,409.98,7.5,70.2,1.18,1.83,1.86,17.0,0.0,-1.0,STAT,,,,,,2.8368
2025-03-15 10:39:21-07:00,6.1,203.79700000000003,9.629999999999999,18.931500000000003,8.988,409.99,7.5,70.1,1.1,1.64,1.74,15.0,0.0,0.0,STAT,,,,,,3.1096000000000004
2025-03-15 10:40:21-07:00,6.1,208.175,8.622,18.3225,9.491999999999999,410.0,7.5,69.9,1.11,2.03,2.16,15.0,-1.0,0.0,STAT,,,,,,3.5223999999999998
2025-03-15 10:41:21-07:00,6.1,207.33900000000003,8.838000000000001,19.9815,7.596,410.0,7.5,70.1,1.21,2.33,2.51,16.0,0.0,0.0,STAT,,,,,,3.3832000000000004
2025-03-15 10:42:22-07:00,6.09,207.42700000000002,9.666,19.278,7.644,410.0,7.5,70.3,1.58,2.6,2.85,15.0,-1.0,-1.0,STAT,,,,,,3.6088000000000005
2025-03-15 10:43:23-07:00,6.09,206.20600000000002,7.524,18.7635,8.915999999999999,410.0,7.5,70.3,1.61,2.78,2.87,17.0,0.0,0.0,STAT,,,,,,4.007199999999999
2025-03-15 10:44:23-07:00,6.07,205.854,9.378,19.362000000000002,8.1,410.0,7.5,70.4,1.37,2.72,3.11,14.0,0.0,0.0,STAT,,,,,,3.7960000000000003
2025-03-15 10:45:23-07:00,6.04,202.741,9.027,19.5405,6.888,410.0,7.4,70.2,1.48,2.45,2.88,15.0,0.0,0.0,STAT,,,,,,3.3376
2025-03-15 10:46:23-07:00,6.02,200.60700000000003,8.802,19.32,7.14,410.0,7.4,70.2,1.38,2.59,2.93,15.0,0.0,0.0,STAT,,,,,,3.5
2025-03-15 10:47:24-07:00,6.01,195.943,8.334,19.719,6.06,410.2,7.4,70.4,1.59,2.74,3.22,15.0,0.0,0.0,STAT,,,,,,3.404
2025-03-15 10:48:24-07:00,6.01,198.924,8.1,19.845,6.0,410.72,7.4,70.4,1.86,3.26,3.62,15.0,0.0,0.0,STAT,,,,,,3.8080000000000003
2025-03-15 10:49:24-07:00,6.01,197.43900000000002,7.920000000000001,20.0655,5.904,410.9,7.4,70.2,1.65,2.44,2.57,15.0,0.0,0.0,STAT,,,,,,3.1328
2025-03-15 10:50:24-07:00,6.01,195.50300000000001,8.415,20.286,4.488,410.96,7.4,69.9,1.39,2.29,2.33,15.0,0.0,-1.0,STAT,,,,,,2.7296000000000005
2025-03-15 10:51:24-07:00,6.0,195.30500000000004,9.432,19.614,4.944,410.99,7.4,70.1,1.43,2.47,2.6,14.0,0.0,0.0,STAT,,,,,,2.9648000000000003
2025-03-15 10:52:24-07:00,6.0,192.81900000000002,9.135,18.6795,7.319999999999999,411.0,7.4,70.0,1.85,2.58,2.81,14.0,0.0,-1.0,STAT,,,,,,3.528
2025-03-15 10:53:25-07:00,6.0,193.90800000000002,8.649,19.792500000000004,5.196,411.0,7.4,70.2,1.67,2.32,2.47,16.0,0.0,-1.0,STAT,,,,,,2.8952
2025-03-15 10:54:21-07:00,5.99,194.17200000000003,8.739,18.774,7.571999999999999,411.0,7.4,69.9,1.76,3.05,3.22,16.0,0.0,-1.0,STAT,,,,,,3.9543999999999997
2025-03-15 10:55:21-07:00,5.99,198.22,7.884,19.246499999999997,6.851999999999999,411.0,7.4,70.2,1.75,3.12,3.18,16.0,0.0,0.0,STAT,,,,,,3.8664000000000005
2025-03-15 10:56:21-07:00,5.98,194.55700000000002,8.541,19.3095,5.4239999999999995,411.0,7.4,70.3,1.78,2.82,2.94,16.0,0.0,-1.0,STAT,,,,,,3.3407999999999998
2025-03-15 10:57:21-07:00,5.98,192.09300000000002,9.171,20.128500000000003,5.52,411.0,7.3,70.3,1.92,2.86,3.2,14.0,0.0,0.0,STAT,,,,,,3.3919999999999995
2025-03-15 10:58:21-07:00,5.97,194.304,8.424,20.244000000000003,5.0760000000000005,411.0,7.3,70.4,2.09,3.17,3.36,15.0,0.0,0.0,STAT,,,,,,3.5512
2025-03-15 10:59:21-07:00,5.94,194.41400000000002,8.469000000000001,20.097,5.4959999999999996,411.0,7.3,70.5,1.87,2.69,3.06,15.0,0.0,0.0,STAT,,,,,,3.2512
2025-03-15 11:00:21-07:00,5.91,194.45800000000003,8.091000000000001,18.669,6.659999999999999,411.0,7.3,70.6,1.9,2.55,2.67,15.0,0.0,0.0,STAT,,,,,,3.372
2025-03-15 11:01:22-07:00,5.91,192.511,9.414000000000001,18.805500000000002,5.64,411.0,7.3,70.7,1.58,2.51,2.55,15.0,0.0,-1.0,STAT,,,,,,3.136
2025-03-15 11:02:22-07:00,5.9,192.929,8.703,18.648000000000003,6.263999999999999,411.54,7.3,71.0,1.78,2.33,2.34,15.0,0.0,-1.0,STAT,,,,,,3.1168
2025-03-15 11:03:22-07:00,5.9,190.70700000000002,9.648000000000001,19.698000000000004,6.048,411.69,7.3,70.2,1.79,2.51,2.51,14.0,0.0,0.0,STAT,,,,,,3.2176
2025-03-15 11:04:22-07:00,5.9,190.949,8.091000000000001,19.288500000000003,7.356,411.39,7.3,70.2,1.61,2.42,2.42,15.0,0.0,-1.0,STAT,,,,,,3.4072
2025-03-15 11:05:22-07:00,5.9,185.03100000000003,9.126000000000001,19.299,6.936,411.79,7.3,70.4,1.86,2.96,2.96,14.0,0.0,0.0,STAT,,,,,,3.7552
2025-03-15 11:06:22-07:00,5.9,183.32600000000002,8.424,18.522000000000002,7.092,411.92,7.3,70.5,2.04,2.71,2.71,15.0,0.0,-1.0,STAT,,,,,,3.5864000000000003
2025-03-15 11:07:22-07:00,5.9,184.844,8.496,19.078500000000002,6.0,411.39,7.3,70.6,2.13,3.15,3.49,15.0,0.0,0.0,STAT,,,,,,3.72
2025-03-15 11:08:22-07:00,5.89,184.27200000000002,9.585,18.994500000000002,5.004,411.14,7.3,70.7,1.97,2.89,3.35,14.0,0.0,-1.0,STAT,,,,,,3.3128
2025-03-15 11:09:23-07:00,5.89,182.82,9.621,18.69,6.359999999999999,411.09,7.3,70.8,1.74,2.72,2.88,14.0,0.0,0.0,STAT,,,,,,3.4480000000000004
2025-03-15 11:10:24-07:00,5.89,179.619,9.585,17.955000000000002,7.14,411.56,7.3,70.9,1.7,2.68,3.02,14.0,-1.0,-1.0,STAT,,,,,,3.572
2025-03-15 11:11:24-07:00,5.88,179.77300000000002,8.181000000000001,17.829,8.004,411.84,7.3,70.9,1.86,2.85,3.03,16.0,-1.0,0.0,STAT,,,,,,3.8808000000000002
2025-03-15 11:12:24-07:00,5.88,177.54000000000002,9.585,17.5665,7.8,411.54,7.2,71.0,1.55,2.44,2.67,15.0,-1.0,-1.0,STAT,,,,,,3.512
2025-03-15 11:13:24-07:00,5.86,177.68300000000002,8.028,17.493000000000002,7.728,411.11,7.3,71.0,1.95,3.31,3.38,16.0,0.0,0.0,STAT,,,,,,4.1936
2025-03-15 11:14:25-07:00,5.84,181.115,7.677,18.711000000000002,6.816,410.39,7.3,70.7,1.49,2.47,2.67,16.0,0.0,0.0,STAT,,,,,,3.3392
2025-03-15 11:15:25-07:00,5.81,183.11700000000002,8.270999999999999,19.614,6.071999999999999,410.14,7.2,70.7,1.98,2.85,2.92,15.0,0.0,0.0,STAT,,,,,,3.4944
2025-03-15 11:16:25-07:00,5.8,181.69800000000004,9.423,19.3095,6.672,409.51,7.2,70.8,1.47,2.46,2.48,14.0,0.0,0.0,STAT,,,,,,3.3024
2025-03-15 11:17:25-07:00,5.8,178.05700000000002,9.306000000000001,20.012999999999998,4.596,409.67,7.2,70.7,1.34,2.34,2.41,15.0,0.0,0.0,STAT,,,,,,2.7912
