DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,120,44,-1,-27,6,0,0.00000,0.00000.1,0.1,3052140475,126,25,-7,-29,3231751158,AQI
2025-03-09 19:15:51-07:00,9.25,181.79700000000003,11.16,14.490000000000002,20.16,402.0,10.3,74.8,0.98,2.03,2.08,0.0,0.0,1,13.87,40.46,36.12,1,-8,29.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.656
2025-03-09 19:16:51-07:00,9.25,187.37400000000002,11.565,14.038499999999999,18.972,402.0,10.3,74.7,1.16,2.55,3.02,0.0,0.0,1,13.8,11.43,32.59,1,-9,28.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.8344000000000005
2025-03-09 19:17:51-07:00,9.25,187.737,11.664000000000001,13.8495,20.436,402.0,10.3,74.9,1.05,2.45,2.6,0.0,0.0,1,13.8,3.23,30.11,1,-10,28.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.0472
2025-03-09 19:18:51-07:00,9.25,182.46800000000002,11.214,13.7445,20.087999999999997,402.0,10.3,75.0,0.84,2.17,2.38,0.0,0.0,1,14.05,136.11,43.4,1,-6,29.0,-1.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.7536
2025-03-09 19:19:51-07:00,9.25,177.122,11.241,13.692,20.376,402.0,10.3,74.9,0.74,2.12,2.31,0.0,0.0,1,13.87,46.24,37.31,1,-8,28.0,-1.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.7712
2025-03-09 19:20:51-07:00,9.25,179.33300000000003,11.691,13.062,21.695999999999998,402.0,10.3,74.9,0.91,2.59,3.68,0.0,0.0,1,13.84,13.06,34.29,1,-8,30.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.4112
2025-03-09 19:21:51-07:00,9.25,172.216,11.376000000000001,14.385,19.487999999999996,402.0,10.3,75.4,0.92,2.09,2.7,0.0,0.0,1,13.8,3.69,35.54,1,-7,29.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.569599999999999
2025-03-09 19:22:51-07:00,9.25,174.383,11.331,13.5975,21.276,402.0,10.4,75.0,0.38,2.05,2.37,0.0,0.0,1,13.77,1.04,31.61,1,-7,30.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.8952
2025-03-09 19:23:52-07:00,9.25,173.316,11.610000000000001,13.7445,20.34,402.0,10.4,75.3,0.79,2.49,2.67,0.0,0.0,1,14.05,192.05,38.92,1,-5,29.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.0600000000000005
2025-03-09 19:24:52-07:00,9.25,175.20800000000003,10.791,13.293000000000001,20.808,402.0,10.3,74.8,0.63,2.43,2.49,0.0,0.0,1,13.87,54.24,33.96,1,-8,30.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.1056
2025-03-09 19:25:52-07:00,9.25,179.179,11.349,12.957,23.087999999999997,402.0,10.3,74.8,0.82,2.69,3.0,0.0,0.0,1,13.84,15.32,33.54,1,-8,28.0,-1.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.7696
2025-03-09 19:26:52-07:00,9.25,182.53400000000002,12.06,14.007,19.043999999999997,402.0,10.3,75.4,0.83,2.27,2.57,0.0,0.0,1,13.77,4.33,36.43,1,-7,27.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.6248
2025-03-09 19:27:52-07:00,9.25,182.97400000000002,11.385,13.429499999999999,21.287999999999997,402.0,10.3,74.9,0.51,1.84,2.23,0.0,0.0,1,13.77,1.22,33.57,1,-8,29.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.7296
2025-03-09 19:28:54-07:00,9.26,179.751,12.528,13.797,21.587999999999997,402.0,10.3,74.7,0.56,2.93,3.46,0.0,0.0,1,13.95,131.82,42.89,1,-6,27.0,-1.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.6616
2025-03-09 19:29:54-07:00,9.25,175.835,12.168,15.0885,18.636,402.0,10.3,75.0,1.17,3.58,3.86,0.0,0.0,1,13.87,37.23,36.05,1,-8,28.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.591200000000001
