DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,112,18,-9,3662775342,131,26,-26,4059919247,AQI
2025-03-18 18:35:53-07:00,10.95,217.34900000000002,13.644,10.962,14.712,432.1,11.7,51.4,2.82,5.5,5.51,28.0,-2.0,-2,,,,,,7.3424000000000005
2025-03-18 18:36:53-07:00,10.94,226.52300000000002,13.788,12.054,13.703999999999999,431.49,11.7,51.1,3.41,6.19,6.33,28.0,-3.0,-2,,,,,,7.692800000000001
2025-03-18 18:37:54-07:00,10.94,223.65200000000002,13.923,11.413499999999999,13.452,431.17,11.7,51.1,2.93,5.17,5.21,27.0,-3.0,-3,,,,,,6.8264000000000005
2025-03-18 18:38:54-07:00,10.93,222.01300000000003,14.625,11.529000000000002,11.76,431.06,11.7,51.2,2.99,5.75,5.76,28.0,-3.0,-4,,,,,,6.952
2025-03-18 18:39:54-07:00,10.93,223.60800000000003,14.274,11.896500000000001,10.584,430.73,11.7,51.1,2.51,4.64,4.92,28.0,-3.0,-4,,,,,,5.828799999999999
2025-03-18 18:40:54-07:00,10.92,221.32,14.319,12.2955,11.052000000000001,430.26,11.7,51.2,2.27,4.67,5.5,28.0,-3.0,-3,,,,,,5.946400000000001
2025-03-18 18:41:54-07:00,10.9,221.22100000000003,13.068,11.403,11.964,430.09,11.7,50.9,1.99,3.92,4.77,29.0,-3.0,-3,,,,,,5.5288
2025-03-18 18:42:55-07:00,10.87,214.83000000000004,13.176,10.017,13.908,429.63,11.6,50.9,1.77,3.44,3.74,29.0,-3.0,-3,,,,,,5.5336
2025-03-18 18:43:55-07:00,10.86,207.812,13.419,9.502500000000001,16.116,428.61,11.6,50.8,1.6,3.01,3.11,28.0,-2.0,-2,,,,,,5.6312
2025-03-18 18:44:55-07:00,10.85,204.82,13.572000000000001,8.127,16.512,428.21,11.6,50.9,1.21,2.9,3.13,27.0,-3.0,-2,,,,,,5.622400000000001
2025-03-18 18:45:56-07:00,10.84,203.43400000000003,13.464,8.620500000000002,15.564,427.85,11.5,50.9,1.3,2.62,2.87,27.0,-2.0,-3,,,,,,5.2088
2025-03-18 18:46:56-07:00,10.83,200.937,13.797,8.337000000000002,16.043999999999997,426.84,11.6,50.7,1.27,2.51,2.59,27.0,-2.0,-3,,,,,,5.216799999999999
2025-03-18 18:47:56-07:00,10.8,202.037,13.302,9.723,15.6,426.3,11.5,51.2,1.17,2.25,2.42,28.0,-2.0,-3,,,,,,4.92
2025-03-18 18:48:56-07:00,10.77,210.30900000000003,12.366,9.408000000000001,16.74,426.02,11.6,51.3,1.06,2.06,2.11,29.0,-2.0,-3,,,,,,4.996
2025-03-18 18:49:56-07:00,10.76,206.11800000000002,12.231,8.799000000000001,16.092,425.36,11.5,51.1,1.04,2.11,2.13,28.0,-1.0,-3,,,,,,4.9064
2025-03-18 18:50:56-07:00,10.75,202.42200000000003,12.141,7.5705,18.588,425.13,11.5,50.9,1.01,1.67,1.85,29.0,-1.0,-2,,,,,,5.0536
2025-03-18 18:51:56-07:00,10.74,209.858,12.438,8.946,17.628,425.04,11.5,51.4,0.93,2.1,2.17,29.0,-1.0,-1,,,,,,5.2056000000000004
2025-03-18 18:52:58-07:00,10.71,206.75600000000003,12.087,9.219,17.46,425.02,11.4,51.4,0.98,2.06,2.08,29.0,-2.0,-2,,,,,,5.140000000000001
2025-03-18 18:53:58-07:00,10.67,200.794,12.699,9.9435,18.0,425.01,11.5,51.7,0.99,2.15,2.15,28.0,-2.0,-1,,,,,,5.32
2025-03-18 18:54:58-07:00,10.66,200.068,13.185,10.689,17.291999999999998,425.0,11.5,51.6,1.0,1.86,1.87,28.0,-2.0,-2,,,,,,4.9464
2025-03-18 18:55:58-07:00,10.65,202.35600000000002,13.149,11.340000000000002,15.431999999999999,425.0,11.4,51.8,0.86,1.71,1.71,27.0,-2.0,-2,,,,,,4.4544
2025-03-18 18:56:58-07:00,10.64,205.854,12.843,10.636500000000002,15.035999999999998,424.71,11.4,51.6,0.83,1.48,1.6,28.0,-2.0,-2,,,,,,4.191199999999999
2025-03-18 18:57:59-07:00,10.64,205.711,13.59,10.542,15.707999999999998,424.29,11.5,51.3,0.66,1.41,1.53,27.0,-2.0,-2,,,,,,4.2696
2025-03-18 18:59:00-07:00,10.63,200.26600000000002,12.573,11.235,15.252,424.15,11.4,51.7,0.78,1.75,1.92,28.0,-2.0,-3,,,,,,4.4504
2025-03-18 19:00:00-07:00,10.64,196.28400000000002,12.402,11.0355,16.284,424.05,11.5,51.5,0.93,1.87,1.97,29.0,-2.0,-2,,,,,,4.752800000000001
2025-03-18 19:01:00-07:00,10.65,201.41,13.509,11.067,16.619999999999997,424.02,11.5,51.7,0.82,1.72,1.83,28.0,-2.0,-2,,,,,,4.7
2025-03-18 19:02:00-07:00,10.69,205.11700000000002,13.266,10.542,16.224,424.01,11.6,51.5,0.94,1.7,1.74,28.0,-3.0,-3,,,,,,4.6048
2025-03-18 19:02:56-07:00,10.72,204.061,11.943,10.563,16.452,424.0,11.6,51.6,0.85,1.23,1.3,29.0,-3.0,-2,,,,,,4.2744
2025-03-18 19:03:55-07:00,10.74,201.883,12.348,9.618,17.976,424.0,11.7,51.3,0.93,1.59,1.81,29.0,-2.0,-2,,,,,,4.8672
2025-03-18 19:04:55-07:00,10.76,203.269,13.401000000000002,8.977500000000001,18.192,424.0,11.7,50.8,0.46,1.04,1.2,27.0,-2.0,-3,,,,,,4.470400000000001
2025-03-18 19:05:56-07:00,10.8,201.14600000000004,13.158,7.8645000000000005,19.812,424.0,11.7,50.7,0.16,0.71,0.77,28.0,-3.0,-2,,,,,,4.5304
2025-03-18 19:06:56-07:00,10.82,195.085,12.06,7.497,20.316,424.0,11.7,50.5,0.05,0.83,1.1,29.0,-2.0,-1,,,,,,4.7272
2025-03-18 19:07:56-07:00,10.84,188.88100000000003,11.871,10.08,18.972,423.77,11.8,51.1,0.02,0.76,0.98,29.0,-2.0,-2,,,,,,4.4024
2025-03-18 19:08:57-07:00,10.84,188.584,12.411,8.379000000000001,19.224,423.27,11.8,50.3,0.01,0.78,0.95,28.0,-3.0,-3,,,,,,4.4688
2025-03-18 19:09:57-07:00,10.85,186.67000000000002,12.411,9.03,18.672,423.55,11.8,49.8,0.0,1.06,1.28,29.0,-3.0,-3,,,,,,4.582400000000001
2025-03-18 19:10:57-07:00,10.85,188.287,12.24,9.5655,18.144,423.19,11.8,50.0,0.0,0.48,0.55,28.0,-2.0,-3,,,,,,4.0128
2025-03-18 19:11:57-07:00,10.85,186.14200000000002,12.546,9.282,18.996,422.42,11.8,49.9,0.0,0.55,0.58,28.0,-2.0,-3,,,,,,4.2392
2025-03-18 19:12:57-07:00,10.85,187.82500000000002,13.248000000000001,8.715000000000002,19.848,422.15,11.8,49.7,0.0,0.43,0.43,27.0,-2.0,-2,,,,,,4.3136
2025-03-18 19:13:59-07:00,10.86,204.32500000000002,12.897,8.7675,20.424,422.05,11.8,49.7,0.0,0.44,0.53,28.0,-2.0,-2,,,,,,4.436800000000001
2025-03-18 19:14:59-07:00,10.88,202.04800000000003,12.249,9.586500000000001,18.756,422.47,11.8,49.9,0.0,0.31,0.46,29.0,-2.0,-3,,,,,,3.9992
2025-03-18 19:15:59-07:00,10.91,191.994,12.744,9.775500000000001,18.503999999999998,422.82,11.8,49.8,0.18,0.8,0.85,29.0,-2.0,-3,,,,,,4.3408
2025-03-18 19:16:59-07:00,10.93,187.67100000000002,12.573,8.0115,19.176,422.93,11.8,49.2,0.06,0.8,0.82,30.0,-2.0,-3,,,,,,4.4752
2025-03-18 19:17:59-07:00,10.94,186.92300000000003,12.987,6.7410000000000005,21.168,422.86,11.7,49.1,0.18,0.66,0.81,28.0,-3.0,-2,,,,,,4.7616
2025-03-18 19:19:00-07:00,10.94,185.94400000000002,12.987,6.447,23.16,422.46,11.7,49.0,0.06,0.47,0.65,27.0,-2.0,-2,,,,,,5.008000000000001
2025-03-18 19:20:01-07:00,10.94,177.04500000000002,12.860999999999999,8.589,18.311999999999998,421.51,11.7,49.2,0.02,0.17,0.24,28.0,-2.0,-3,,,,,,3.7984
2025-03-18 19:21:01-07:00,10.94,178.80500000000004,11.925,7.9799999999999995,19.164,420.64,11.6,49.3,0.01,0.38,0.54,30.0,-1.0,-3,,,,,,4.136800000000001
2025-03-18 19:22:01-07:00,10.93,176.473,12.231,7.5075,20.4,420.22,11.6,48.8,0.0,0.36,0.45,29.0,-1.0,-2,,,,,,4.368
2025-03-18 19:23:01-07:00,10.93,171.89700000000002,13.23,6.7935,21.023999999999997,419.67,11.5,48.4,0.0,0.41,0.44,28.0,0.0,-1,,,,,,4.5328
2025-03-18 19:24:02-07:00,10.89,169.73000000000002,12.933,6.940500000000001,22.992,419.24,11.5,48.9,0.12,0.81,0.82,27.0,-1.0,-1,,,,,,5.246400000000001
2025-03-18 19:25:02-07:00,10.86,170.698,13.509,7.581,22.979999999999997,419.08,11.5,48.6,0.04,0.61,0.62,27.0,-1.0,-2,,,,,,5.084
2025-03-18 19:26:02-07:00,10.86,173.459,13.482000000000001,8.5785,20.831999999999997,418.8,11.5,48.7,0.01,0.74,0.74,28.0,-1.0,-1,,,,,,4.758399999999999
2025-03-18 19:27:02-07:00,10.84,176.30800000000002,13.167000000000002,8.7045,20.076,418.28,11.5,48.6,0.0,0.59,0.59,28.0,-1.0,-2,,,,,,4.4872
2025-03-18 19:28:03-07:00,10.84,175.615,12.024,8.757,20.063999999999997,418.1,11.4,48.6,0.07,0.73,0.73,30.0,-1.0,-2,,,,,,4.596799999999999
2025-03-18 19:28:57-07:00,10.84,173.76700000000002,11.943,9.3135,20.412000000000003,418.04,11.4,48.7,0.02,0.78,1.07,29.0,-1.0,-2,,,,,,4.7064
2025-03-18 19:29:58-07:00,10.83,166.95800000000003,12.96,9.597000000000001,21.852,418.01,11.5,49.0,0.07,0.8,0.94,28.0,-1.0,-1,,,,,,5.010400000000001
2025-03-18 19:30:59-07:00,10.83,172.81,12.213000000000001,8.0745,22.992,418.0,11.5,49.1,0.2,0.85,0.9,29.0,-2.0,-1,,,,,,5.2784
2025-03-18 19:31:59-07:00,10.83,178.68400000000003,12.762,8.232,22.895999999999997,418.0,11.5,48.9,0.06,0.62,0.63,27.0,-2.0,-1,,,,,,5.075199999999999
2025-03-18 19:32:59-07:00,10.84,171.05,12.888,9.177000000000001,22.055999999999997,418.0,11.5,49.1,0.02,0.66,0.66,27.0,-2.0,-1,,,,,,4.9392
