DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,93,43,1,-2,480185926,83,46,2,-1,3910151013,AQI
2025-03-16 08:26:16-07:00,21.8,280.59900000000005,10.98,9.491999999999999,16.848,403.05,20.8,30.6,4.31,6.29,6.41,27.0,1.0,3.0,STAT,,,,,,,8.4016
2025-03-16 08:27:16-07:00,21.8,289.531,11.025,9.575999999999999,16.56,403.09,20.8,30.6,4.24,5.89,5.93,28.0,1.0,2.0,STAT,,,,,,,8.024
2025-03-16 08:28:16-07:00,21.8,280.17,11.223,9.324000000000002,16.032,403.03,20.8,30.6,3.94,5.74,5.75,27.0,0.0,1.0,STAT,,,,,,,7.798400000000001
2025-03-16 08:29:16-07:00,21.8,265.93600000000004,10.044,8.799000000000001,16.884,403.01,20.8,30.7,4.15,6.06,6.07,27.0,1.0,2.0,STAT,,,,,,,8.2248
2025-03-16 08:30:16-07:00,21.8,284.60300000000007,9.063,9.261000000000001,15.96,403.0,20.8,30.7,4.36,6.4,6.56,28.0,1.0,2.0,STAT,,,,,,,8.312000000000001
2025-03-16 08:31:16-07:00,21.8,280.137,10.791,9.7335,16.331999999999997,403.11,20.9,30.6,4.63,6.42,6.86,27.0,1.0,2.0,STAT,,,,,,,8.4024
2025-03-16 08:32:16-07:00,21.8,294.42600000000004,11.664000000000001,9.702,16.032,403.04,20.8,30.7,4.18,6.08,6.4,27.0,1.0,2.0,STAT,,,,,,,8.070400000000001
2025-03-16 08:33:15-07:00,21.8,282.95300000000003,12.096,9.145500000000002,17.939999999999998,403.01,20.8,30.7,4.75,6.53,6.64,26.0,1.0,3.0,STAT,,,,,,,8.812
2025-03-16 08:34:16-07:00,21.8,285.24100000000004,11.097,9.145500000000002,18.84,403.0,20.8,30.7,5.16,7.17,7.99,27.0,0.0,2.0,STAT,,,,,,,9.504000000000001
2025-03-16 08:35:16-07:00,21.8,281.16,11.322000000000001,9.9225,17.964,403.0,20.8,30.7,5.03,7.36,7.62,27.0,1.0,3.0,STAT,,,,,,,9.4808
2025-03-16 08:36:16-07:00,21.8,281.897,11.835,9.964500000000001,17.616,403.0,20.8,30.7,4.86,6.82,7.06,26.0,1.0,3.0,STAT,,,,,,,8.9792
2025-03-16 08:37:16-07:00,21.8,281.699,10.773000000000001,10.038,15.515999999999998,403.0,20.8,30.7,4.39,6.45,6.54,28.0,1.0,2.0,STAT,,,,,,,8.2632
2025-03-16 08:38:17-07:00,21.8,270.127,11.115,10.1325,15.876,403.0,20.8,30.7,4.38,6.27,6.66,27.0,1.0,2.0,STAT,,,,,,,8.1912
2025-03-16 08:39:17-07:00,21.8,282.172,11.997,9.3765,17.003999999999998,403.0,20.8,30.7,4.46,6.43,6.57,26.0,1.0,2.0,STAT,,,,,,,8.5448
2025-03-16 08:40:17-07:00,21.8,286.308,10.719000000000001,9.397499999999999,16.884,403.0,20.8,30.7,4.24,6.34,6.88,27.0,0.0,2.0,STAT,,,,,,,8.4488
2025-03-16 08:41:17-07:00,21.8,286.27500000000003,9.576,9.4395,17.46,403.0,20.8,30.7,4.56,6.52,6.83,28.0,1.0,2.0,STAT,,,,,,,8.708
2025-03-16 08:42:17-07:00,21.8,282.77700000000004,11.592,10.5315,15.431999999999999,403.08,20.8,30.7,4.73,6.58,6.68,27.0,1.0,2.0,STAT,,,,,,,8.3504
2025-03-16 08:43:19-07:00,21.8,284.40500000000003,11.501999999999999,8.9145,17.712,403.18,20.8,30.7,3.92,5.93,5.96,26.0,1.0,2.0,STAT,,,,,,,8.2864
2025-03-16 08:44:19-07:00,21.8,287.03400000000005,10.935,10.164,15.756,403.6,20.8,30.7,3.85,6.07,6.22,27.0,1.0,2.0,STAT,,,,,,,8.007200000000001
2025-03-16 08:45:19-07:00,21.79,285.29600000000005,10.971,9.828,15.888,403.86,20.8,30.7,4.17,6.44,6.49,26.0,1.0,2.0,STAT,,,,,,,8.329600000000001
2025-03-16 08:46:19-07:00,21.79,290.64200000000005,8.856,9.586500000000001,16.74,403.95,20.8,30.7,4.68,6.79,6.95,28.0,1.0,2.0,STAT,,,,,,,8.780000000000001
2025-03-16 08:47:19-07:00,21.79,292.237,11.016,10.153500000000001,15.011999999999999,403.98,20.8,30.7,4.84,6.69,6.74,27.0,1.0,2.0,STAT,,,,,,,8.3544
2025-03-16 08:48:18-07:00,21.79,288.38700000000006,12.177,10.626,14.843999999999998,403.99,20.8,30.7,4.74,6.47,6.49,25.0,0.0,2.0,STAT,,,,,,,8.1448
2025-03-16 08:49:19-07:00,21.79,292.468,11.007000000000001,9.975,16.331999999999997,404.0,20.9,30.7,4.33,6.48,6.59,26.0,1.0,2.0,STAT,,,,,,,8.4504
2025-03-16 08:50:19-07:00,21.79,288.38700000000006,12.204,10.573500000000001,16.152,404.0,20.8,30.8,4.47,6.54,6.73,26.0,0.0,3.0,STAT,,,,,,,8.4624
2025-03-16 08:51:19-07:00,21.79,285.26300000000003,10.232999999999999,9.387,18.012,404.0,20.8,30.8,4.35,6.53,6.84,27.0,1.0,3.0,STAT,,,,,,,8.8264
2025-03-16 08:52:19-07:00,21.79,283.92100000000005,9.702,9.4395,17.28,404.0,20.8,30.7,3.92,5.89,5.98,28.0,1.0,2.0,STAT,,,,,,,8.168
2025-03-16 08:53:20-07:00,21.8,279.63100000000003,10.008,9.7965,16.02,404.0,20.8,30.8,3.96,6.09,6.13,27.0,1.0,2.0,STAT,,,,,,,8.076
2025-03-16 08:54:15-07:00,21.8,254.25400000000002,11.259,7.896,16.968,404.0,20.8,30.7,3.8,5.64,5.9,28.0,2.0,2.0,STAT,,,,,,,7.9056
2025-03-16 08:55:15-07:00,21.79,287.54,10.629000000000001,9.1875,16.104,404.0,20.8,30.7,3.87,5.92,6.2,26.0,1.0,2.0,STAT,,,,,,,7.956799999999999
2025-03-16 08:56:15-07:00,21.79,284.163,11.934,9.691500000000001,16.331999999999997,404.0,20.8,30.7,3.95,6.04,6.13,26.0,1.0,2.0,STAT,,,,,,,8.0984
2025-03-16 08:57:16-07:00,21.79,292.952,11.898000000000001,9.870000000000001,17.016,403.88,20.8,30.8,4.28,5.95,6.05,25.0,1.0,3.0,STAT,,,,,,,8.1632
2025-03-16 08:58:16-07:00,21.79,286.17600000000004,12.222,10.4685,15.684,403.38,20.8,30.8,4.39,5.93,6.18,26.0,1.0,2.0,STAT,,,,,,,7.8808
2025-03-16 08:59:17-07:00,21.79,287.14400000000006,10.881,9.9855,15.647999999999998,403.7,20.8,30.7,4.72,6.58,6.67,28.0,1.0,2.0,STAT,,,,,,,8.3936
2025-03-16 09:00:17-07:00,21.79,292.03900000000004,11.25,10.6575,15.935999999999998,403.9,20.8,30.7,4.1,6.45,6.48,26.0,1.0,2.0,STAT,,,,,,,8.3472
2025-03-16 09:01:17-07:00,21.8,290.356,11.322000000000001,10.143,15.203999999999999,403.96,20.8,30.8,4.51,6.41,6.42,26.0,1.0,2.0,STAT,,,,,,,8.168800000000001
2025-03-16 09:02:17-07:00,21.8,285.934,12.024,10.573500000000001,14.52,403.53,20.8,30.8,4.32,6.3,6.3,27.0,1.0,2.0,STAT,,,,,,,7.944
2025-03-16 09:03:17-07:00,21.79,278.564,12.15,10.773,14.16,403.19,20.8,30.8,4.46,6.95,7.03,25.0,1.0,2.0,STAT,,,,,,,8.392000000000001
2025-03-16 09:04:17-07:00,21.79,290.37800000000004,9.666,10.458000000000002,15.911999999999999,403.07,20.8,30.8,4.23,6.66,6.77,28.0,1.0,2.0,STAT,,,,,,,8.5104
2025-03-16 09:05:17-07:00,21.79,285.97800000000007,9.981,10.143,16.308,403.02,20.8,30.8,4.16,6.49,6.53,28.0,1.0,3.0,STAT,,,,,,,8.4536
2025-03-16 09:06:17-07:00,21.79,292.13800000000003,10.323,10.311,15.203999999999999,403.01,20.8,30.8,3.63,5.32,5.38,27.0,1.0,2.0,STAT,,,,,,,7.2968
2025-03-16 09:07:18-07:00,21.79,290.62,11.061,10.584000000000001,14.927999999999999,403.0,20.8,30.8,3.68,5.6,6.07,27.0,1.0,2.0,STAT,,,,,,,7.465599999999999
2025-03-16 09:08:18-07:00,21.79,288.838,11.808,10.605,15.227999999999998,403.0,20.8,30.8,3.72,5.64,5.95,26.0,1.0,2.0,STAT,,,,,,,7.557599999999999
2025-03-16 09:09:18-07:00,21.79,281.32500000000005,11.277,11.245500000000002,14.376,403.0,20.8,30.8,4.19,6.55,7.12,27.0,1.0,2.0,STAT,,,,,,,8.1152
2025-03-16 09:10:18-07:00,21.79,279.983,10.791,10.017,16.152,403.41,20.8,30.8,3.83,5.98,6.43,27.0,2.0,2.0,STAT,,,,,,,8.014400000000002
2025-03-16 09:11:18-07:00,21.78,268.22400000000005,10.404,11.277000000000001,14.639999999999999,403.14,20.8,30.8,4.33,6.3,6.49,27.0,1.0,2.0,STAT,,,,,,,7.968
2025-03-16 09:12:18-07:00,21.78,291.29100000000005,11.394,10.794,15.323999999999998,403.05,20.8,30.8,4.5,6.67,7.04,26.0,0.0,2.0,STAT,,,,,,,8.4008
2025-03-16 09:13:18-07:00,21.78,291.46700000000004,10.71,10.5945,15.18,403.02,20.8,30.8,4.26,6.13,6.25,27.0,0.0,2.0,STAT,,,,,,,7.9399999999999995
2025-03-16 09:14:19-07:00,21.79,280.54400000000004,11.025,10.825500000000002,14.747999999999998,403.01,20.8,30.8,4.08,5.95,6.2,27.0,0.0,2.0,STAT,,,,,,,7.7096
2025-03-16 09:15:20-07:00,21.79,282.51300000000003,12.294,11.2035,14.58,403.0,20.8,30.9,4.58,6.73,6.81,26.0,1.0,2.0,STAT,,,,,,,8.3
2025-03-16 09:16:20-07:00,21.78,289.245,12.06,10.279499999999999,15.924,403.0,20.8,30.8,4.85,6.51,6.73,26.0,1.0,2.0,STAT,,,,,,,8.392800000000001
2025-03-16 09:17:20-07:00,21.78,285.0760000000001,11.268,10.668000000000001,15.672,403.0,20.8,30.8,4.83,6.39,6.85,26.0,1.0,3.0,STAT,,,,,,,8.246400000000001
2025-03-16 09:18:20-07:00,21.78,278.949,11.34,10.857000000000001,15.468,403.0,20.8,30.9,4.94,6.58,6.72,26.0,1.0,2.0,STAT,,,,,,,8.357600000000001
2025-03-16 09:19:20-07:00,21.78,261.712,11.538,10.416,15.935999999999998,403.0,20.8,30.8,4.6,6.23,6.64,27.0,2.0,3.0,STAT,,,,,,,8.1712
2025-03-16 09:20:20-07:00,21.78,293.854,12.420000000000002,11.896500000000001,15.024,403.61,20.8,30.8,4.71,6.89,7.28,25.0,1.0,3.0,STAT,,,,,,,8.5168
2025-03-16 09:21:20-07:00,21.78,290.356,12.051,11.004000000000001,14.136,403.31,20.8,30.9,5.03,7.01,7.18,27.0,1.0,2.0,STAT,,,,,,,8.4352
2025-03-16 09:22:20-07:00,21.78,278.091,10.161,10.248,16.5,403.19,20.8,30.8,5.15,7.37,7.42,28.0,1.0,2.0,STAT,,,,,,,9.196000000000002
2025-03-16 09:23:21-07:00,21.78,286.704,11.025,10.4475,15.647999999999998,403.17,20.8,30.9,5.11,7.13,7.23,27.0,1.0,2.0,STAT,,,,,,,8.8336
2025-03-16 09:24:21-07:00,21.78,288.27700000000004,11.115,10.9725,14.808,403.06,20.8,30.8,5.02,7.68,7.76,27.0,2.0,2.0,STAT,,,,,,,9.1056
2025-03-16 09:25:21-07:00,21.78,281.16,11.700000000000001,11.602500000000001,12.864,403.02,20.8,30.8,4.92,7.55,7.58,26.0,2.0,2.0,STAT,,,,,,,8.6128
2025-03-16 09:26:21-07:00,21.78,283.195,11.106,11.466000000000001,13.127999999999998,403.01,20.8,30.9,4.72,7.09,7.09,27.0,1.0,1.0,STAT,,,,,,,8.297600000000001
2025-03-16 09:27:21-07:00,21.78,280.841,10.773000000000001,10.773,15.54,403.0,20.8,30.9,4.33,6.1,6.1,27.0,1.0,2.0,STAT,,,,,,,7.9879999999999995
2025-03-16 09:28:21-07:00,21.78,271.348,11.637,10.4055,16.104,403.0,20.8,30.9,4.72,6.8,7.03,27.0,1.0,2.0,STAT,,,,,,,8.6608
2025-03-16 09:29:21-07:00,21.78,293.33700000000005,10.647,12.39,14.543999999999999,403.0,20.8,30.9,4.66,7.0,7.44,27.0,1.0,3.0,STAT,,,,,,,8.5088
2025-03-16 09:30:22-07:00,21.77,284.02000000000004,10.557,10.962,15.06,403.0,20.8,30.9,4.41,6.6,6.98,26.0,1.0,2.0,STAT,,,,,,,8.292000000000002
2025-03-16 09:31:22-07:00,21.77,282.095,10.376999999999999,11.318999999999999,15.288,403.0,20.8,30.9,4.62,6.79,7.03,27.0,1.0,2.0,STAT,,,,,,,8.489600000000001
2025-03-16 09:32:22-07:00,21.77,274.175,10.548,10.605,15.647999999999998,403.0,20.8,30.9,4.25,6.98,7.06,27.0,1.0,2.0,STAT,,,,,,,8.7136
2025-03-16 09:33:22-07:00,21.77,286.74800000000005,10.188,10.9725,15.552,403.0,20.8,30.9,4.32,6.86,7.27,27.0,1.0,2.0,STAT,,,,,,,8.598400000000002
2025-03-16 09:34:22-07:00,21.77,285.956,10.242,11.361,15.384,403.29,20.8,30.9,4.67,6.85,7.3,27.0,1.0,3.0,STAT,,,,,,,8.5568
2025-03-16 09:35:22-07:00,21.77,278.97100000000006,11.655,11.046,15.911999999999999,403.38,20.8,30.9,4.35,6.66,6.94,27.0,1.0,3.0,STAT,,,,,,,8.5104
2025-03-16 09:36:22-07:00,21.77,259.55600000000004,11.007000000000001,10.027500000000002,17.184,403.22,20.8,30.9,4.37,6.3,6.4,28.0,2.0,3.0,STAT,,,,,,,8.4768
2025-03-16 09:37:22-07:00,21.77,286.72600000000006,11.691,11.676,14.627999999999998,403.08,20.8,30.9,4.35,6.22,6.28,27.0,1.0,2.0,STAT,,,,,,,7.9016
2025-03-16 09:38:22-07:00,21.76,287.122,10.548,10.3215,16.116,403.03,20.8,30.9,4.56,6.78,7.1,27.0,1.0,2.0,STAT,,,,,,,8.647200000000002
2025-03-16 09:39:22-07:00,21.75,286.704,10.602,10.857000000000001,14.243999999999998,403.01,20.8,30.9,4.64,7.04,7.37,27.0,1.0,2.0,STAT,,,,,,,8.4808
2025-03-16 09:40:19-07:00,21.75,281.446,12.123000000000001,11.025,15.299999999999999,403.0,20.8,30.9,4.68,7.12,7.24,26.0,1.0,2.0,STAT,,,,,,,8.756
2025-03-16 09:41:19-07:00,21.73,284.35,10.872,11.4765,15.168,403.0,20.8,30.9,4.88,7.06,7.34,26.0,1.0,2.0,STAT,,,,,,,8.6816
2025-03-16 09:42:19-07:00,21.73,279.576,10.179,11.0775,15.852,403.0,20.8,30.9,4.29,6.41,6.51,27.0,1.0,3.0,STAT,,,,,,,8.2984
2025-03-16 09:43:19-07:00,21.72,288.93700000000007,11.394,10.9725,15.395999999999999,403.0,20.8,30.9,4.37,6.84,7.17,26.0,1.0,2.0,STAT,,,,,,,8.551200000000001
2025-03-16 09:44:19-07:00,21.71,277.497,9.909,10.825500000000002,15.623999999999999,403.0,20.8,30.9,4.94,7.42,7.54,27.0,1.0,2.0,STAT,,,,,,,9.0608
2025-03-16 09:45:20-07:00,21.71,281.523,10.548,11.6235,13.943999999999999,403.0,20.8,30.9,5.08,7.63,8.04,26.0,1.0,2.0,STAT,,,,,,,8.892800000000001
2025-03-16 09:46:21-07:00,21.7,286.0,9.666,11.371500000000001,14.495999999999999,402.92,20.8,30.9,5.53,7.98,8.11,26.0,1.0,2.0,STAT,,,,,,,9.2832
2025-03-16 09:47:21-07:00,21.7,287.309,10.197000000000001,11.403,14.364,402.41,20.8,30.9,5.17,7.64,7.68,26.0,0.0,2.0,STAT,,,,,,,8.9848
2025-03-16 09:48:21-07:00,21.7,283.52500000000003,10.71,10.9725,15.431999999999999,402.5,20.8,31.0,4.96,7.3,7.32,26.0,1.0,2.0,STAT,,,,,,,8.9264
2025-03-16 09:49:21-07:00,21.7,283.107,9.855,10.290000000000001,17.112,402.26,20.8,30.9,4.69,6.47,6.47,28.0,1.0,3.0,STAT,,,,,,,8.5984
2025-03-16 09:50:26-07:00,21.7,282.92,9.864,9.639,16.02,402.08,20.8,30.9,4.82,6.88,7.1,28.0,1.0,2.0,STAT,,,,,,,8.708
2025-03-16 09:51:21-07:00,21.7,280.016,11.754000000000001,10.353,15.084,402.03,20.8,30.9,5.38,7.71,8.22,26.0,1.0,2.0,STAT,,,,,,,9.1848
2025-03-16 09:52:21-07:00,21.7,284.218,10.269,10.920000000000002,14.184,402.15,20.8,30.9,4.64,7.08,7.36,27.0,1.0,1.0,STAT,,,,,,,8.500800000000002
2025-03-16 09:53:21-07:00,21.7,278.399,9.693,10.437,15.6,402.05,20.8,31.0,4.68,6.89,6.98,28.0,1.0,2.0,STAT,,,,,,,8.632000000000001
2025-03-16 09:54:21-07:00,21.7,281.446,11.357999999999999,10.709999999999999,15.011999999999999,402.02,20.8,30.9,4.76,7.14,7.17,26.0,1.0,2.0,STAT,,,,,,,8.7144
2025-03-16 09:55:22-07:00,21.7,276.694,11.286,10.3635,15.66,402.01,20.8,30.9,4.9,7.32,7.45,26.0,1.0,2.0,STAT,,,,,,,8.988000000000001
2025-03-16 09:56:22-07:00,21.7,282.425,9.693,10.857000000000001,14.723999999999998,402.0,20.8,30.9,5.01,7.56,7.65,28.0,0.0,1.0,STAT,,,,,,,8.992799999999999
2025-03-16 09:57:22-07:00,21.7,284.68000000000006,9.684,10.374,14.904,402.0,20.8,30.9,4.64,6.96,7.06,28.0,1.0,2.0,STAT,,,,,,,8.5488
2025-03-16 09:58:22-07:00,21.7,281.204,11.295000000000002,11.791500000000001,12.972,402.23,20.8,30.9,4.44,7.09,7.84,26.0,1.0,1.0,STAT,,,,,,,8.2664
2025-03-16 09:59:22-07:00,21.7,277.761,9.954,12.012,13.764000000000001,402.19,20.8,30.9,4.22,6.53,6.87,27.0,1.0,2.0,STAT,,,,,,,7.976800000000001
2025-03-16 10:00:22-07:00,21.7,276.15500000000003,11.34,10.920000000000002,15.468,402.07,20.8,30.9,4.41,6.49,6.76,26.0,1.0,2.0,STAT,,,,,,,8.2856
2025-03-16 10:01:23-07:00,21.7,272.61300000000006,11.025,10.195500000000001,16.164,402.02,20.8,30.9,4.08,6.14,6.24,26.0,1.0,2.0,STAT,,,,,,,8.1448
2025-03-16 10:02:23-07:00,21.7,287.89200000000005,11.466000000000001,10.899000000000001,15.515999999999998,402.01,20.7,30.9,4.38,6.42,6.57,26.0,1.0,2.0,STAT,,,,,,,8.2392
2025-03-16 10:03:23-07:00,21.7,285.83500000000004,10.089,10.111500000000001,15.456,402.0,20.8,30.9,4.28,6.85,6.98,27.0,1.0,1.0,STAT,,,,,,,8.571200000000001
2025-03-16 10:04:23-07:00,21.7,276.36400000000003,11.655,10.006499999999999,16.74,402.0,20.8,30.9,4.36,6.57,6.85,26.0,1.0,2.0,STAT,,,,,,,8.604
2025-03-16 10:05:24-07:00,21.7,283.04100000000005,10.323,10.836,15.852,402.0,20.8,31.0,4.37,6.67,6.78,28.0,0.0,2.0,STAT,,,,,,,8.506400000000001
2025-03-16 10:06:24-07:00,21.7,283.37100000000004,10.494,11.0355,15.527999999999999,402.0,20.8,30.9,4.22,6.76,6.79,26.0,1.0,2.0,STAT,,,,,,,8.5136
2025-03-16 10:07:24-07:00,21.7,283.73400000000004,10.962,11.770500000000002,14.052000000000001,402.0,20.8,31.0,4.69,6.66,6.68,26.0,1.0,2.0,STAT,,,,,,,8.1384
2025-03-16 10:08:24-07:00,21.7,279.48800000000006,10.845,11.739,13.5,402.0,20.8,31.0,4.99,7.21,7.4,26.0,1.0,2.0,STAT,,,,,,,8.468
2025-03-16 10:09:24-07:00,21.7,262.999,10.323,11.655,14.831999999999999,402.0,20.8,30.9,5.0,7.29,7.49,27.0,1.0,3.0,STAT,,,,,,,8.7984
2025-03-16 10:10:24-07:00,21.7,284.18500000000006,10.53,11.0565,15.924,402.0,20.8,30.9,4.53,6.47,6.56,26.0,1.0,2.0,STAT,,,,,,,8.360800000000001
2025-03-16 10:11:24-07:00,21.7,281.754,10.656,10.605,15.335999999999999,402.03,20.8,30.9,4.27,6.75,6.78,27.0,1.0,2.0,STAT,,,,,,,8.4672
2025-03-16 10:12:24-07:00,21.7,275.154,11.457,11.949000000000002,14.676,402.01,20.8,30.9,3.71,5.34,5.48,26.0,1.0,3.0,STAT,,,,,,,7.2072
2025-03-16 10:13:24-07:00,21.7,276.32,10.962,11.13,16.416,402.0,20.7,30.9,3.77,5.66,5.93,27.0,1.0,3.0,STAT,,,,,,,7.811200000000001
2025-03-16 10:14:25-07:00,21.7,280.192,11.187,11.9385,14.831999999999999,402.0,20.7,30.9,4.53,6.77,6.93,26.0,1.0,3.0,STAT,,,,,,,8.3824
2025-03-16 10:15:25-07:00,21.7,281.622,10.674,11.046,16.668,401.92,20.8,30.9,4.33,6.89,6.96,27.0,1.0,2.0,STAT,,,,,,,8.845600000000001
2025-03-16 10:16:25-07:00,21.7,281.237,8.802,11.445,15.984,401.97,20.8,30.9,4.1,6.17,6.31,29.0,1.0,3.0,STAT,,,,,,,8.1328
2025-03-16 10:17:26-07:00,21.7,266.04600000000005,10.089,9.8385,17.46,401.99,20.7,30.9,4.26,6.05,6.1,27.0,1.0,2.0,STAT,,,,,,,8.332
2025-03-16 10:18:26-07:00,21.69,282.39200000000005,9.765,11.172,15.564,402.0,20.8,30.9,4.07,5.95,6.23,27.0,0.0,2.0,STAT,,,,,,,7.872800000000001
2025-03-16 10:19:26-07:00,21.7,279.708,9.18,11.13,14.208,402.0,20.8,30.9,4.15,6.18,6.28,27.0,1.0,2.0,STAT,,,,,,,7.7856000000000005
2025-03-16 10:20:26-07:00,21.7,281.105,10.647,10.521,15.216,402.0,20.7,30.9,4.34,6.34,6.37,26.0,1.0,1.0,STAT,,,,,,,8.1152
2025-03-16 10:21:26-07:00,21.7,280.90700000000004,9.162,10.993500000000001,15.408,402.0,20.8,30.9,4.32,6.18,6.43,28.0,1.0,2.0,STAT,,,,,,,8.0256
2025-03-16 10:22:26-07:00,21.7,283.65700000000004,9.981,11.151,15.072,402.0,20.7,30.9,4.26,6.34,6.43,27.0,1.0,2.0,STAT,,,,,,,8.086400000000001
2025-03-16 10:23:26-07:00,21.7,278.74,10.026000000000002,11.2875,14.435999999999998,401.92,20.8,30.9,4.16,6.42,6.44,28.0,1.0,2.0,STAT,,,,,,,8.0232
2025-03-16 10:24:27-07:00,21.7,285.12,9.684,12.096,14.819999999999999,401.32,20.8,30.9,4.42,6.61,6.91,28.0,1.0,3.0,STAT,,,,,,,8.252
2025-03-16 10:25:27-07:00,21.7,258.137,9.648000000000001,12.348,16.86,401.11,20.7,30.9,4.45,6.55,6.68,26.0,2.0,4.0,STAT,,,,,,,8.612
2025-03-16 10:26:22-07:00,21.7,286.495,11.331,11.886000000000001,14.892,401.4,20.7,30.9,4.18,6.28,6.49,25.0,1.0,2.0,STAT,,,,,,,8.002400000000002
2025-03-16 10:27:23-07:00,21.7,281.083,11.520000000000001,11.8755,14.747999999999998,401.61,20.8,30.9,4.65,6.43,6.51,26.0,0.0,2.0,STAT,,,,,,,8.0936
2025-03-16 10:28:23-07:00,21.69,276.232,10.629000000000001,11.8125,15.636,401.86,20.7,30.9,4.84,6.68,6.75,26.0,1.0,3.0,STAT,,,,,,,8.4712
2025-03-16 10:29:23-07:00,21.69,274.747,10.503,11.046,15.408,401.95,20.7,30.9,4.37,6.78,6.89,27.0,1.0,2.0,STAT,,,,,,,8.505600000000001
2025-03-16 10:30:23-07:00,21.7,276.166,10.485000000000001,10.878,15.696,401.98,20.7,30.9,4.55,6.54,6.96,27.0,1.0,2.0,STAT,,,,,,,8.3712
2025-03-16 10:31:23-07:00,21.7,277.79400000000004,9.837,11.4555,15.107999999999999,401.99,20.8,30.9,4.24,5.99,6.13,27.0,1.0,3.0,STAT,,,,,,,7.813600000000001
2025-03-16 10:32:25-07:00,21.69,281.55600000000004,10.098,10.290000000000001,15.384,402.0,20.7,30.9,3.93,6.16,6.2,26.0,1.0,2.0,STAT,,,,,,,8.004800000000001
2025-03-16 10:33:25-07:00,21.7,264.528,9.432,10.689,15.815999999999999,402.0,20.7,30.9,4.23,6.15,6.16,28.0,1.0,2.0,STAT,,,,,,,8.083200000000001
2025-03-16 10:34:25-07:00,21.69,285.89,10.170000000000002,10.6785,16.08,402.0,20.7,30.9,4.26,6.22,6.35,27.0,1.0,2.0,STAT,,,,,,,8.192
2025-03-16 10:35:25-07:00,21.7,282.788,11.879999999999999,10.689,16.068,402.0,20.8,31.0,4.06,6.23,6.27,26.0,1.0,2.0,STAT,,,,,,,8.197600000000001
2025-03-16 10:36:25-07:00,21.7,278.80600000000004,10.557,11.046,14.819999999999999,402.0,20.8,30.9,4.41,6.56,6.58,27.0,1.0,2.0,STAT,,,,,,,8.212
2025-03-16 10:37:25-07:00,21.69,282.54600000000005,11.682,10.962,16.752,402.0,20.7,30.9,4.12,6.71,6.89,26.0,1.0,2.0,STAT,,,,,,,8.7184
2025-03-16 10:38:25-07:00,21.7,277.629,10.791,12.1485,14.399999999999999,402.0,20.7,30.9,4.22,6.41,6.71,26.0,1.0,2.0,STAT,,,,,,,8.008
2025-03-16 10:39:26-07:00,21.7,276.122,11.754000000000001,11.445,16.092,402.0,20.7,30.9,4.56,6.59,6.97,25.0,1.0,2.0,STAT,,,,,,,8.490400000000001
2025-03-16 10:40:26-07:00,21.69,278.641,11.403,11.980500000000001,13.392,402.0,20.7,30.9,4.75,6.85,6.98,25.0,1.0,2.0,STAT,,,,,,,8.1584
2025-03-16 10:41:26-07:00,21.69,276.166,11.871,11.318999999999999,14.123999999999999,401.92,20.8,30.9,4.41,6.19,6.23,26.0,1.0,2.0,STAT,,,,,,,7.776800000000001
2025-03-16 10:42:26-07:00,21.69,280.247,10.881,10.962,15.143999999999998,401.87,20.7,30.8,4.13,5.79,5.8,26.0,0.0,2.0,STAT,,,,,,,7.6608
2025-03-16 10:43:26-07:00,21.69,285.384,10.8,10.006499999999999,16.26,401.67,20.7,30.9,4.08,5.75,5.88,27.0,1.0,2.0,STAT,,,,,,,7.852000000000001
2025-03-16 10:44:26-07:00,21.69,287.29800000000006,11.259,10.0695,16.427999999999997,401.84,20.7,30.8,4.2,5.93,5.97,26.0,0.0,2.0,STAT,,,,,,,8.029599999999999
2025-03-16 10:45:26-07:00,21.69,282.12800000000004,10.161,11.697000000000001,14.472,401.94,20.7,30.9,4.66,6.7,6.71,28.0,1.0,2.0,STAT,,,,,,,8.2544
2025-03-16 10:46:26-07:00,21.69,275.12100000000004,11.205,11.245500000000002,15.515999999999998,401.98,20.7,30.9,4.28,6.36,6.37,27.0,1.0,2.0,STAT,,,,,,,8.1912
2025-03-16 10:47:27-07:00,21.69,276.232,10.404,12.043500000000002,15.12,401.99,20.7,30.8,4.01,5.89,6.05,27.0,1.0,3.0,STAT,,,,,,,7.736
2025-03-16 10:48:28-07:00,21.69,275.374,11.007000000000001,11.382,15.54,402.0,20.7,30.9,4.52,6.29,6.68,27.0,1.0,2.0,STAT,,,,,,,8.14
2025-03-16 10:49:28-07:00,21.69,280.665,10.98,11.067,15.527999999999999,401.59,20.7,30.8,4.51,6.73,6.86,27.0,1.0,1.0,STAT,,,,,,,8.4896
2025-03-16 10:50:28-07:00,21.69,277.541,11.223,11.098500000000001,16.439999999999998,401.43,20.7,30.9,4.45,6.91,6.96,27.0,1.0,2.0,STAT,,,,,,,8.816
2025-03-16 10:51:28-07:00,21.69,276.507,11.304,11.508000000000001,15.372,401.15,20.7,30.8,4.08,6.2,6.22,26.0,1.0,2.0,STAT,,,,,,,8.034400000000002
2025-03-16 10:52:28-07:00,21.69,282.634,12.285,10.983,15.468,401.05,20.7,30.9,4.6,6.35,6.51,25.0,1.0,2.0,STAT,,,,,,,8.1736
