DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,131,-4,-30,3954134893,142,18,-7,2665462340,AQI
2025-03-10 12:06:11-07:00,2.18,215.46800000000002,12.807,17.745,3.2880000000000003,439.55,4.4,77.7,1.03,3.03,3.95,11.0,-2.0,STAT,,,,,,3.0816
2025-03-10 12:07:12-07:00,2.19,219.37300000000002,12.069,18.3015,1.9799999999999998,439.19,4.4,77.5,1.01,2.43,2.91,12.0,-2.0,STAT,,,,,,2.3400000000000003
2025-03-10 12:08:12-07:00,2.2,232.65,13.329,18.837000000000003,0.972,439.07,4.4,77.2,1.0,2.86,3.3,12.0,-2.0,STAT,,,,,,2.4823999999999997
2025-03-10 12:09:12-07:00,2.2,242.352,14.724,19.467,0.012,439.02,4.4,77.0,1.01,2.73,2.99,11.0,-2.0,STAT,,,,,,2.1864000000000003
2025-03-10 12:10:12-07:00,2.2,360.67900000000003,18.342,20.558999999999997,-0.06,439.01,4.4,76.9,1.45,3.67,4.25,10.0,-2.0,STAT,,,,,,2.924
2025-03-10 12:11:12-07:00,2.19,509.6190000000001,15.876000000000001,18.900000000000002,1.56,439.65,4.4,76.8,1.44,3.57,4.01,11.0,-3.0,STAT,,,,,,3.168
2025-03-10 12:12:12-07:00,2.15,555.1700000000001,15.146999999999998,19.446,1.056,440.77,4.4,76.7,1.6,3.69,3.9,10.0,-2.0,STAT,,,,,,3.1632
2025-03-10 12:13:12-07:00,2.13,517.902,14.22,19.0575,1.944,442.13,4.3,76.7,1.54,3.4,3.74,10.0,-2.0,STAT,,,,,,3.1088000000000005
2025-03-10 12:14:12-07:00,2.12,486.75000000000006,13.176,19.7505,0.252,442.7,4.3,76.6,1.46,3.47,3.58,11.0,-2.0,STAT,,,,,,2.8264000000000005
2025-03-10 12:15:12-07:00,2.11,453.93700000000007,11.727,18.963,1.212,442.31,4.3,76.6,1.37,3.72,3.75,13.0,-1.0,STAT,,,,,,3.2184000000000004
2025-03-10 12:16:12-07:00,2.11,420.59600000000006,13.887,19.834500000000002,1.152,442.11,4.2,76.6,1.25,3.26,3.37,11.0,-1.0,STAT,,,,,,2.8384
2025-03-10 12:17:13-07:00,2.1,418.11000000000007,14.121,19.782,0.156,441.42,4.2,76.5,1.42,3.52,4.33,10.0,-1.0,STAT,,,,,,2.8472000000000004
2025-03-10 12:18:13-07:00,2.05,413.47900000000004,14.409000000000002,19.9395,-0.564,441.15,4.2,76.4,1.48,3.64,4.27,10.0,-2.0,STAT,,,,,,2.7992000000000004
2025-03-10 12:19:13-07:00,2.03,661.056,16.263,20.485500000000002,1.3559999999999999,440.47,4.2,76.5,1.47,3.56,3.86,10.0,-2.0,STAT,,,,,,3.1192
2025-03-10 12:20:13-07:00,2.01,2066.933,19.431,20.412000000000003,1.128,440.98,4.2,76.7,2.07,4.02,4.11,13.0,-1.0,STAT,,,,,,3.4415999999999998
2025-03-10 12:21:13-07:00,2.0,2032.2610000000002,26.505,21.21,1.176,442.59,4.2,76.6,1.97,4.35,4.38,11.0,-1.0,STAT,,,,,,3.7152
2025-03-10 12:22:14-07:00,1.98,2347.521,32.598,22.0395,-0.528,445.4,4.1,76.7,2.13,4.69,4.82,10.0,-1.0,STAT,,,,,,3.6464000000000008
2025-03-10 12:23:15-07:00,1.94,1743.0710000000001,27.0,21.9555,1.08,448.3,4.1,76.9,1.83,3.87,4.2,10.0,-1.0,STAT,,,,,,3.3120000000000003
