DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,121,47,5,-28,6,0,0.00000,0.00000.1,0.1,3259473118,123,23,-29,0.2,1139840710,AQI
2025-03-09 04:59:24-07:00,10.55,163.61400000000003,5.922000000000001,9.324000000000002,19.092,405.92,11.0,71.2,1.28,2.45,2.56,0.0,0.0,1,14.16,204.47,49.22,1,-3,32.0,3.0,-5.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.7784
2025-03-09 05:00:24-07:00,10.55,163.06400000000002,7.038,9.544500000000001,20.328,405.97,11.0,71.2,1.33,2.78,2.99,0.0,0.0,1,13.98,65.24,38.06,1,-5,30.0,3.0,-5.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.2896
2025-03-09 05:01:24-07:00,10.56,161.96400000000003,6.129,10.027500000000002,18.96,405.99,11.0,71.2,1.07,2.14,2.91,0.0,0.0,1,13.95,18.43,36.3,1,-6,31.0,2.0,-5.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.5040000000000004
2025-03-09 05:02:25-07:00,10.56,164.38400000000001,5.283,9.418500000000002,19.224,406.0,11.0,71.2,1.02,2.45,3.41,0.0,0.0,1,13.91,5.2,35.95,1,-8,31.0,2.0,-5.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.8048
2025-03-09 05:03:25-07:00,10.56,160.65500000000003,5.364,9.408000000000001,18.48,406.0,11.0,71.1,1.05,2.33,2.82,0.0,0.0,1,13.87,1.47,34.45,1,-4,31.0,3.0,-5.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.5600000000000005
2025-03-09 05:04:26-07:00,10.56,161.403,5.688000000000001,8.8305,17.483999999999998,406.0,11.1,71.1,1.02,2.16,2.6,0.0,0.0,1,14.05,102.03,45.9,1,-3,31.0,3.0,-5.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.2248
2025-03-09 05:05:26-07:00,10.56,166.837,7.137,9.177000000000001,18.648,406.0,11.1,71.0,1.01,2.39,2.97,0.0,0.0,1,14.02,108.32,38.92,1,-6,30.0,3.0,-5.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.6416
2025-03-09 05:06:26-07:00,10.56,169.455,7.659,9.2925,19.008,406.0,11.1,71.0,1.04,2.2,2.56,0.0,0.0,1,13.95,30.59,37.67,1,-8,29.0,2.0,-5.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.5616
2025-03-09 05:07:26-07:00,10.57,167.05700000000002,6.732,9.397499999999999,19.823999999999998,406.0,11.0,71.0,1.01,2.29,2.41,0.0,0.0,1,13.91,8.64,38.82,1,-6,31.0,2.0,-5.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.7968
2025-03-09 05:08:26-07:00,10.59,168.366,6.6240000000000006,9.198,19.236,406.0,11.0,70.8,1.02,2.12,2.15,0.0,0.0,1,13.91,2.44,36.04,1,-6,30.0,2.0,-5.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.543200000000001
2025-03-09 05:09:27-07:00,10.61,162.96500000000003,6.408,9.534,19.068,406.0,11.0,70.9,1.04,2.04,2.05,0.0,0.0,1,13.84,0.69,47.88,1,-7,31.0,2.0,-5.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.445600000000001
2025-03-09 05:10:27-07:00,10.62,162.459,8.136,9.145500000000002,19.644000000000002,406.0,11.0,71.0,1.03,2.2,2.2,0.0,0.0,1,14.09,81.48,40.19,1,-3,29.0,2.0,-5.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.6888000000000005
2025-03-09 05:11:28-07:00,10.62,166.18800000000002,8.424,9.261000000000001,20.928,406.06,11.0,70.8,1.01,2.28,2.53,0.0,0.0,1,14.02,93.37,35.15,1,-7,29.0,1.0,-5.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.0096
