DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,148,-4,2141733828,134,23,-30,998230603,AQI
2025-03-11 03:56:17-07:00,4.56,230.15300000000002,6.03,15.666,27.06,414.12,6.4,75.5,2.63,5.27,5.28,16.0,-1,,,,,,9.628
2025-03-11 03:57:17-07:00,4.55,227.304,6.291,14.8155,27.755999999999997,414.04,6.4,75.4,1.61,2.92,2.93,16.0,-1,,,,,,7.8872
2025-03-11 03:58:17-07:00,4.55,230.29600000000002,7.263000000000001,15.5715,28.284,414.02,6.3,75.3,1.29,2.39,2.4,16.0,-1,,,,,,7.5688
2025-03-11 03:59:17-07:00,4.55,234.12400000000002,7.2540000000000004,15.393,28.32,414.01,6.3,75.3,1.1,2.15,2.15,16.0,-1,,,,,,7.384
2025-03-11 04:00:17-07:00,4.55,235.136,6.462,15.015,29.939999999999998,414.0,6.3,75.2,1.03,2.16,2.52,16.0,-1,,,,,,7.715999999999999
2025-03-11 04:01:16-07:00,4.55,235.961,8.595,16.3905,28.008,414.0,6.3,75.3,1.01,1.54,1.69,14.0,-1,,,,,,6.833600000000001
2025-03-11 04:02:16-07:00,4.55,230.252,6.372,15.225000000000001,27.048,414.0,6.3,75.3,1.0,1.51,1.55,15.0,-1,,,,,,6.6176
2025-03-11 04:03:17-07:00,4.55,234.13500000000002,9.459,18.102,25.26,414.54,6.3,75.3,0.64,1.42,1.44,13.0,-1,,,,,,6.188000000000001
2025-03-11 04:04:17-07:00,4.55,234.586,8.64,16.779,24.504,414.84,6.3,75.3,0.61,1.37,1.37,14.0,-1,,,,,,5.9968
2025-03-11 04:05:17-07:00,4.55,233.112,8.685,16.17,26.268,414.94,6.3,75.3,0.87,1.65,1.65,14.0,-1,,,,,,6.573600000000001
2025-03-11 04:06:18-07:00,4.55,234.223,6.417,16.7895,27.54,415.04,6.3,75.0,0.96,1.75,1.75,15.0,-1,,,,,,6.908
2025-03-11 04:07:18-07:00,4.55,231.03300000000002,6.543,16.842,28.08,415.02,6.3,75.2,0.96,1.97,2.3,15.0,-1,,,,,,7.192
2025-03-11 04:08:18-07:00,4.55,229.779,7.011,14.595,29.268,415.01,6.3,75.3,0.99,2.03,2.25,15.0,-1,,,,,,7.4776
2025-03-11 04:09:18-07:00,4.55,233.112,8.145000000000001,17.115000000000002,26.208,415.0,6.3,75.2,1.01,1.78,2.13,14.0,-1,,,,,,6.6656
2025-03-11 04:10:18-07:00,4.55,233.39800000000002,6.021000000000001,16.59,25.8,415.0,6.3,75.2,1.03,2.16,2.29,15.0,-1,,,,,,6.888
2025-03-11 04:11:19-07:00,4.54,231.84700000000004,6.606,14.6265,24.671999999999997,415.31,6.3,75.2,1.42,2.23,2.3,16.0,-1,,,,,,6.7184
2025-03-11 04:12:19-07:00,4.54,233.574,8.91,15.130500000000001,25.392,415.11,6.3,75.1,1.78,2.57,2.64,14.0,-1,,,,,,7.1344
2025-03-11 04:13:19-07:00,4.54,238.77700000000002,8.784,15.561000000000002,26.676,415.58,6.3,75.1,1.65,2.19,2.23,14.0,-1,,,,,,7.0872
2025-03-11 04:14:19-07:00,4.54,237.96300000000002,8.055,15.141,26.928,415.85,6.3,75.1,1.45,2.97,3.23,14.0,-1,,,,,,7.7616000000000005
2025-03-11 04:15:19-07:00,4.53,238.72200000000004,8.991,15.6975,24.312,415.95,6.3,75.2,1.65,3.38,3.51,14.0,-1,,,,,,7.566400000000002
