DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,150,26,-25,2487571388,220,16,-2,-23,2913204544,AQI
2025-03-13 16:07:11-07:00,6.52,162.404,7.344,12.5475,14.268,397.23,8.0,68.3,0.0,0.08,0.17,18.0,0.0,STAT,,,,,,,2.9176
2025-03-13 16:08:11-07:00,6.54,163.977,6.885000000000001,12.652500000000002,14.328,397.08,8.0,68.6,0.0,0.24,0.27,17.0,0.0,STAT,,,,,,,3.0576000000000003
2025-03-13 16:09:11-07:00,6.59,162.987,6.534,12.327,14.376,396.62,8.1,68.5,0.0,0.08,0.09,17.0,0.0,STAT,,,,,,,2.9392
2025-03-13 16:10:11-07:00,6.65,161.17200000000003,5.967,12.127500000000001,14.352,396.22,8.3,68.7,0.0,0.38,0.38,18.0,0.0,STAT,,,,,,,3.1744000000000003
2025-03-13 16:11:12-07:00,6.71,168.97100000000003,5.904,11.980500000000001,13.835999999999999,396.08,8.4,67.8,0.0,0.34,0.35,19.0,0.0,STAT,,,,,,,3.0392
2025-03-13 16:12:12-07:00,6.78,174.636,7.164,12.3585,13.692,396.26,8.6,67.6,0.0,0.43,0.43,19.0,0.0,STAT,,,,,,,3.0824000000000003
2025-03-13 16:13:12-07:00,6.87,171.41300000000004,8.145000000000001,11.2875,14.856,396.28,8.7,66.0,0.0,0.33,0.33,18.0,0.0,STAT,,,,,,,3.2352
2025-03-13 16:14:12-07:00,6.96,165.836,8.784,11.025,15.815999999999999,396.03,8.8,65.6,0.0,0.44,0.44,17.0,0.0,STAT,,,,,,,3.5151999999999997
2025-03-13 16:15:12-07:00,7.05,160.25900000000001,9.009,11.487,13.319999999999999,395.36,9.0,65.9,0.0,0.14,0.14,17.0,-1.0,STAT,,,,,,,2.776
2025-03-13 16:16:12-07:00,7.15,156.39800000000002,6.543,11.529000000000002,13.212,395.13,9.1,67.3,0.0,0.04,0.04,18.0,-1.0,STAT,,,,,,,2.6744000000000003
2025-03-13 16:17:13-07:00,7.26,156.376,7.182,11.256000000000002,12.78,395.04,9.4,67.4,0.0,0.02,0.02,20.0,-1.0,STAT,,,,,,,2.572
2025-03-13 16:18:13-07:00,7.38,158.587,7.2989999999999995,10.248,13.223999999999998,395.02,9.6,65.0,0.0,0.01,0.01,19.0,-1.0,STAT,,,,,,,2.6528
2025-03-13 16:19:13-07:00,7.5,155.342,5.526,10.920000000000002,15.107999999999999,395.01,9.7,64.3,0.0,0.0,0.0,20.0,-1.0,STAT,,,,,,,3.0216
2025-03-13 16:20:13-07:00,7.61,158.169,8.037,9.6075,14.939999999999998,395.0,9.9,63.1,0.0,0.0,0.08,19.0,-2.0,STAT,,,,,,,2.9879999999999995
2025-03-13 16:21:13-07:00,7.74,161.733,7.551000000000001,10.647,14.088,395.0,10.0,63.3,0.0,0.14,0.27,19.0,-2.0,STAT,,,,,,,2.9296
2025-03-13 16:22:13-07:00,7.86,160.193,8.424,8.1585,14.616,395.19,10.1,60.9,0.0,0.2,0.37,19.0,-1.0,STAT,,,,,,,3.0832
2025-03-13 16:23:13-07:00,7.98,156.27700000000002,6.921,8.169,14.772,395.07,10.2,61.7,0.0,0.07,0.24,21.0,-3.0,STAT,,,,,,,3.0104
2025-03-13 16:24:13-07:00,8.1,154.96800000000002,8.685,8.9985,14.735999999999999,394.73,10.3,61.5,0.0,0.02,0.08,19.0,-2.0,STAT,,,,,,,2.9632
2025-03-13 16:25:14-07:00,8.22,156.519,7.695000000000001,8.589,14.531999999999998,394.26,10.4,60.5,0.0,0.01,0.02,20.0,-2.0,STAT,,,,,,,2.9143999999999997
2025-03-13 16:26:14-07:00,8.33,157.762,8.649,8.0325,15.131999999999998,394.09,10.5,59.6,0.0,0.02,0.03,19.0,-2.0,STAT,,,,,,,3.0423999999999998
2025-03-13 16:27:14-07:00,8.45,155.529,6.579,7.5075,16.356,393.97,10.6,59.9,0.0,0.01,0.01,23.0,-2.0,STAT,,,,,,,3.2792000000000003
2025-03-13 16:28:15-07:00,8.56,156.937,9.873000000000001,7.917000000000001,14.664,393.85,10.8,59.9,0.0,0.12,0.12,20.0,-2.0,STAT,,,,,,,3.0288000000000004
2025-03-13 16:29:15-07:00,8.67,160.96300000000002,7.272,8.4525,14.184,393.95,10.9,59.2,0.0,0.17,0.17,21.0,-3.0,STAT,,,,,,,2.9728000000000003
2025-03-13 16:30:15-07:00,8.78,161.205,6.957000000000001,7.476000000000001,16.043999999999997,393.98,11.1,59.1,0.0,0.06,0.06,22.0,-2.0,STAT,,,,,,,3.2567999999999997
2025-03-13 16:31:15-07:00,8.89,160.49,6.84,7.917000000000001,15.239999999999998,393.99,11.2,58.8,0.0,0.13,0.13,22.0,-3.0,STAT,,,,,,,3.152
2025-03-13 16:32:15-07:00,9.0,161.18300000000002,6.291,7.1925,15.408,394.0,11.2,57.0,0.0,0.13,0.29,24.0,-2.0,STAT,,,,,,,3.1856
2025-03-13 16:33:16-07:00,9.1,160.60000000000002,6.930000000000001,6.772500000000001,16.692,394.0,11.2,56.3,0.0,0.04,0.27,24.0,-2.0,STAT,,,,,,,3.3704
2025-03-13 16:34:16-07:00,9.19,156.497,8.01,7.822500000000001,15.312,393.84,11.2,56.5,0.0,0.02,0.1,22.0,-2.0,STAT,,,,,,,3.0784000000000002
2025-03-13 16:35:16-07:00,9.29,154.95700000000002,6.255,8.2005,15.684,393.3,11.2,57.2,0.0,0.01,0.04,23.0,-2.0,STAT,,,,,,,3.1448
