DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,114,27,-31,4918558,132,28,-38,2886922366,AQI
2025-03-19 20:43:22-07:00,10.02,216.98600000000002,6.588,17.587500000000002,10.812,414.67,10.5,56.5,0.05,1.17,1.28,25.0,0.0,STAT,,,,,,3.0984
2025-03-19 20:44:22-07:00,10.02,217.61300000000003,5.5440000000000005,17.01,10.728,415.53,10.5,56.4,0.14,1.05,1.09,24.0,0.0,STAT,,,,,,2.9856
2025-03-19 20:45:23-07:00,10.01,217.55800000000002,6.210000000000001,17.703,12.107999999999999,415.96,10.5,56.5,0.05,0.47,0.48,24.0,0.0,STAT,,,,,,2.7975999999999996
2025-03-19 20:46:24-07:00,10.01,219.604,5.634,15.886500000000002,13.464,415.99,10.5,56.7,0.04,0.79,0.79,24.0,-1.0,STAT,,,,,,3.3248
2025-03-19 20:47:24-07:00,10.01,218.99900000000002,5.166,17.1255,12.264000000000001,415.99,10.6,56.8,0.01,0.7,0.71,25.0,0.0,STAT,,,,,,3.0128000000000004
2025-03-19 20:48:24-07:00,10.02,216.79900000000004,6.498,16.065,11.94,416.0,10.6,56.9,0.38,0.74,0.74,23.0,-1.0,STAT,,,,,,2.98
2025-03-19 20:49:24-07:00,10.03,224.35600000000002,6.7410000000000005,17.241000000000003,10.572000000000001,416.0,10.6,56.9,0.13,0.69,0.69,23.0,0.0,STAT,,,,,,2.6664000000000003
2025-03-19 20:50:25-07:00,10.03,229.65800000000002,7.488,15.5715,12.732,416.0,10.6,56.3,0.09,0.45,0.45,23.0,0.0,STAT,,,,,,2.9064
2025-03-19 20:51:26-07:00,10.03,223.77300000000002,7.839000000000001,15.2985,13.799999999999999,416.0,10.6,56.5,0.17,0.73,0.73,22.0,0.0,STAT,,,,,,3.344
2025-03-19 20:52:26-07:00,10.03,217.96500000000003,6.803999999999999,14.574000000000002,13.991999999999999,416.0,10.6,56.4,0.05,0.72,0.8,23.0,-1.0,STAT,,,,,,3.3744
2025-03-19 20:53:26-07:00,10.03,212.77300000000002,5.553,14.322000000000001,13.668000000000001,416.0,10.6,56.3,0.36,1.13,1.42,25.0,-1.0,STAT,,,,,,3.6376000000000004
2025-03-19 20:54:26-07:00,10.04,213.14700000000002,6.5520000000000005,14.1015,13.596,416.0,10.6,56.3,0.51,1.21,1.53,23.0,-1.0,STAT,,,,,,3.6872000000000003
2025-03-19 20:55:26-07:00,10.05,217.14000000000001,6.372,14.4375,15.035999999999998,416.0,10.6,56.0,0.34,1.2,1.45,24.0,0.0,STAT,,,,,,3.9671999999999996
2025-03-19 20:56:26-07:00,10.05,221.23200000000003,7.128,15.414,13.607999999999999,416.0,10.6,56.4,0.2,1.07,1.15,22.0,0.0,STAT,,,,,,3.5776000000000003
2025-03-19 20:57:26-07:00,10.05,229.86700000000002,7.128,15.193500000000002,13.344,416.0,10.6,56.3,0.58,1.27,1.29,23.0,-1.0,STAT,,,,,,3.6848
2025-03-19 20:58:26-07:00,10.05,220.63800000000003,6.174,14.805,13.62,416.0,10.6,56.2,0.39,1.02,1.03,23.0,0.0,STAT,,,,,,3.54
2025-03-19 20:59:26-07:00,10.06,216.44700000000003,7.128,15.582,12.804,416.0,10.6,56.2,0.13,0.6,0.6,23.0,0.0,STAT,,,,,,3.0408000000000004
2025-03-19 21:00:26-07:00,10.06,216.79900000000004,8.514000000000001,16.317,12.047999999999998,416.0,10.6,56.3,0.32,0.66,0.66,24.0,0.0,STAT,,,,,,2.9375999999999998
