DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,131,26,-6,749873152,23,-1,-27,4213849380,AQI
2025-03-16 05:29:07-07:00,6.83,180.11400000000003,7.848000000000001,14.805,21.852,406.05,7.8,72.1,0.0,0.77,1.11,19.0,0.0,-1.0,,,,,,4.9864
2025-03-16 05:30:07-07:00,6.83,187.58300000000003,9.432,14.941500000000001,22.38,406.43,7.8,72.1,0.03,0.78,0.9,18.0,0.0,-1.0,,,,,,5.1
2025-03-16 05:31:07-07:00,6.83,186.38400000000001,10.71,14.794500000000001,22.487999999999996,406.25,7.8,72.1,0.01,1.0,1.06,16.0,0.0,-1.0,,,,,,5.297599999999999
2025-03-16 05:32:07-07:00,6.83,180.18000000000004,9.081,14.584500000000002,22.487999999999996,406.09,7.8,72.3,0.0,0.73,1.08,17.0,0.0,-1.0,,,,,,5.081599999999999
2025-03-16 05:33:07-07:00,6.82,176.627,8.415,13.943999999999999,21.323999999999998,406.03,7.8,72.4,0.0,0.8,0.92,18.0,0.0,-2.0,,,,,,4.9048
2025-03-16 05:34:07-07:00,6.82,173.8,8.487,14.028,21.492,406.01,7.8,72.8,0.0,0.38,0.47,17.0,0.0,-1.0,,,,,,4.6024
2025-03-16 05:35:07-07:00,6.82,182.985,8.442,15.456000000000001,20.112000000000002,406.46,7.8,72.8,0.0,0.46,0.49,17.0,0.0,-1.0,,,,,,4.3904000000000005
2025-03-16 05:36:07-07:00,6.81,185.966,9.774,14.9835,22.704,406.81,7.8,72.5,0.31,0.88,1.05,17.0,0.0,0.0,,,,,,5.2448
2025-03-16 05:37:07-07:00,6.81,185.317,8.270999999999999,14.741999999999999,24.072,406.93,7.8,72.6,0.14,0.76,1.18,18.0,0.0,0.0,,,,,,5.4224
2025-03-16 05:38:03-07:00,6.81,186.054,8.595,13.797,25.536,406.97,7.7,72.8,0.2,1.27,1.51,17.0,0.0,0.0,,,,,,6.123200000000001
2025-03-16 05:39:04-07:00,6.8,183.39200000000002,8.055,13.923,26.412000000000003,406.53,7.7,73.0,0.1,1.05,1.39,18.0,0.0,-1.0,,,,,,6.122400000000001
2025-03-16 05:40:04-07:00,6.79,184.92100000000002,7.569,15.099000000000002,24.395999999999997,406.83,7.7,73.4,0.24,1.07,1.49,18.0,0.0,0.0,,,,,,5.7352
2025-03-16 05:41:05-07:00,6.76,187.31900000000002,8.028,14.668500000000002,26.363999999999997,406.94,7.7,73.5,0.53,1.19,1.33,18.0,0.0,0.0,,,,,,6.2248
2025-03-16 05:42:05-07:00,6.74,184.41500000000002,8.928,15.876,24.072,406.71,7.7,74.2,0.52,1.45,1.49,18.0,0.0,-1.0,,,,,,5.9744
2025-03-16 05:43:05-07:00,6.73,183.887,8.55,13.839,25.692,406.25,7.6,74.3,0.35,1.41,1.65,18.0,0.0,-1.0,,,,,,6.266400000000001
2025-03-16 05:44:05-07:00,6.73,182.25900000000001,8.181000000000001,14.4585,24.336000000000002,406.09,7.6,74.6,0.11,1.06,1.13,18.0,0.0,0.0,,,,,,5.7152
2025-03-16 05:45:05-07:00,6.72,175.53800000000004,7.857,14.259,23.568,406.03,7.7,74.9,0.04,1.06,1.09,19.0,0.0,0.0,,,,,,5.5616
2025-03-16 05:46:05-07:00,6.72,176.858,9.099,14.826,24.095999999999997,406.01,7.7,74.8,0.01,0.82,0.83,17.0,0.0,-1.0,,,,,,5.475199999999999
2025-03-16 05:47:05-07:00,6.72,176.594,7.821,14.175,24.144000000000002,406.0,7.6,75.1,0.12,0.94,1.28,17.0,0.0,-1.0,,,,,,5.580800000000001
