DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,112,46,1,-29,6,0,0.00000,0.00000.1,0.1,83518769,129,26,-2,-32,3608670044,AQI
2025-03-09 20:07:01-07:00,9.56,168.26700000000002,7.29,10.552500000000002,32.052,416.17,10.0,78.1,0.99,2.4,2.89,0.0,0.0,1,14.16,206.6,31.5,1,-9,28.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,8.330400000000001
2025-03-09 20:08:01-07:00,9.56,167.60700000000003,7.308,11.9385,30.72,416.11,10.0,78.2,0.69,1.98,2.28,0.0,0.0,1,14.05,58.35,31.88,1,-11,28.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.728
2025-03-09 20:08:56-07:00,9.56,174.911,6.633,11.927999999999999,28.38,416.18,10.0,78.4,0.89,2.16,2.83,0.0,0.0,1,14.02,18.31,32.29,1,-10,28.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.404
2025-03-09 20:09:56-07:00,9.56,182.292,7.226999999999999,10.279499999999999,31.932,416.31,10.0,78.2,0.92,1.99,2.88,0.0,0.0,1,13.95,5.17,34.51,1,-12,27.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.978400000000001
2025-03-09 20:10:56-07:00,9.56,183.11700000000002,8.28,11.823,30.66,416.76,10.0,78.1,0.93,1.76,2.22,0.0,0.0,1,13.91,1.46,41.56,1,-11,27.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.540000000000001
2025-03-09 20:11:56-07:00,9.56,182.303,6.615,8.809500000000002,31.031999999999996,416.91,10.0,78.2,0.75,1.93,2.25,0.0,0.0,1,14.16,129.64,32.91,1,-10,28.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.750399999999999
2025-03-09 20:12:57-07:00,9.56,175.95600000000002,7.038,8.232,32.748,416.97,10.0,77.8,1.08,2.46,2.57,0.0,0.0,1,14.05,36.61,32.06,1,-9,28.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,8.5176
2025-03-09 20:13:57-07:00,9.56,185.317,7.452,9.082500000000001,33.492,416.89,10.0,77.8,1.2,3.04,3.08,0.0,0.0,1,14.02,10.34,33.2,1,-11,28.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.1304
2025-03-09 20:14:57-07:00,9.55,186.79100000000003,6.309,10.857000000000001,31.008,416.96,10.0,77.8,0.94,2.26,2.28,0.0,0.0,1,13.95,2.92,32.71,1,-9,28.0,-1.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,8.009599999999999
2025-03-09 20:15:57-07:00,9.56,179.828,8.442,9.324000000000002,33.42,416.99,10.0,77.4,0.71,2.12,2.23,0.0,0.0,1,13.91,0.82,30.31,1,-9,27.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,8.38
2025-03-09 20:16:57-07:00,9.56,179.212,8.478,7.854000000000001,36.54,417.0,9.9,76.6,0.24,1.16,1.35,0.0,0.0,1,14.16,159.17,31.3,1,-11,27.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,8.236
2025-03-09 20:17:57-07:00,9.55,180.79600000000002,6.012,13.429499999999999,34.752,416.94,9.9,76.5,0.08,0.84,1.13,0.0,0.0,1,14.05,44.95,31.18,1,-9,28.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.622400000000001
2025-03-09 20:18:57-07:00,9.54,185.27300000000002,8.883,10.709999999999999,37.872,417.39,9.8,76.7,0.03,0.83,0.93,0.0,0.0,1,14.02,12.7,32.26,1,-10,26.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,8.2384
2025-03-09 20:19:57-07:00,9.54,183.18300000000002,8.424,12.957,34.739999999999995,417.85,9.8,77.0,0.01,0.49,0.8,0.0,0.0,1,13.95,3.59,30.91,1,-9,26.0,1.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.34
2025-03-09 20:20:57-07:00,9.5,175.428,9.063,11.3505,34.56,418.23,9.8,77.0,0.0,0.18,0.37,0.0,0.0,1,13.91,1.01,31.36,1,-10,25.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.056000000000001
2025-03-09 20:21:58-07:00,9.47,177.287,9.485999999999999,12.201,33.623999999999995,418.55,9.7,77.0,0.12,0.54,0.74,0.0,0.0,1,14.12,146.77,32.76,1,-11,24.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.1568
2025-03-09 20:22:58-07:00,9.46,171.985,7.973999999999999,12.495000000000001,33.012,418.84,9.8,77.4,0.04,0.31,0.52,0.0,0.0,1,14.05,41.45,32.43,1,-9,25.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.8504000000000005
2025-03-09 20:23:58-07:00,9.45,174.636,8.802,12.211500000000001,32.339999999999996,418.94,9.8,76.9,0.01,0.1,0.28,0.0,0.0,1,13.98,11.71,34.86,1,-9,25.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.548
2025-03-09 20:24:58-07:00,9.44,180.21300000000002,8.019,12.127500000000001,32.279999999999994,419.39,9.7,76.6,0.0,0.03,0.39,0.0,0.0,1,13.95,3.31,33.8,1,-11,26.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.4799999999999995
2025-03-09 20:25:58-07:00,9.41,176.594,9.171,9.6705,35.412,419.61,9.6,76.7,0.0,0.01,0.79,0.0,0.0,1,13.91,0.93,33.13,1,-10,25.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.0904
2025-03-09 20:26:58-07:00,9.37,177.11100000000002,9.639000000000001,12.18,33.612,419.86,9.5,76.6,0.0,0.18,0.45,0.0,0.0,1,14.12,86.34,33.0,1,-10,24.0,1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.8664000000000005
2025-03-09 20:27:58-07:00,9.35,175.52700000000002,8.046,11.182500000000001,32.964,419.95,9.6,77.1,0.0,0.29,0.45,0.0,0.0,1,14.05,24.38,36.48,1,-12,25.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.824800000000001
2025-03-09 20:28:58-07:00,9.34,173.41500000000002,7.5329999999999995,11.13,31.787999999999997,419.98,9.6,77.1,0.0,0.12,0.17,0.0,0.0,1,13.98,6.89,36.34,1,-11,25.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.4536
