DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,104,31,-32,1188523235,120,-3,-35,4251534673,AQI
2025-03-20 12:21:58-07:00,6.41,186.86800000000002,8.163,15.214500000000001,42.156,416.73,7.9,72.7,0.12,0.91,1.18,17.0,0.0,STAT,,,,,,9.1592
2025-03-20 12:22:59-07:00,6.41,186.92300000000003,9.414000000000001,16.947000000000003,40.85999999999999,417.2,7.9,72.8,0.04,0.98,1.39,17.0,0.0,STAT,,,,,,8.956
2025-03-20 12:24:00-07:00,6.41,186.52700000000002,10.674,19.792500000000004,37.08,418.15,7.9,72.9,0.01,1.2,1.54,15.0,0.0,STAT,,,,,,8.376000000000001
2025-03-20 12:25:00-07:00,6.41,190.01400000000004,9.963000000000001,19.740000000000002,37.08,419.35,8.0,72.9,0.36,1.08,1.57,16.0,0.0,STAT,,,,,,8.280000000000001
2025-03-20 12:26:00-07:00,6.41,270.237,9.144,19.5195,37.02,419.77,7.9,72.4,0.16,0.85,1.28,17.0,0.0,STAT,,,,,,8.084000000000001
2025-03-20 12:27:00-07:00,6.41,527.131,7.65,20.832,36.12,419.92,7.9,72.6,0.24,1.09,1.24,18.0,0.0,STAT,,,,,,8.096
2025-03-20 12:28:00-07:00,6.42,454.44300000000004,8.469000000000001,20.244000000000003,36.06,419.97,7.9,72.7,0.15,0.99,1.04,17.0,0.0,STAT,,,,,,8.004000000000001
2025-03-20 12:29:00-07:00,6.42,373.747,8.307,20.328,34.68,419.52,7.9,72.9,0.29,1.09,1.11,18.0,0.0,STAT,,,,,,7.808
2025-03-20 12:30:00-07:00,6.42,295.108,8.496,21.399,33.696,419.46,7.9,72.7,0.22,1.54,1.69,17.0,0.0,STAT,,,,,,7.9712000000000005
2025-03-20 12:31:00-07:00,6.42,241.978,9.909,21.21,36.071999999999996,419.16,7.9,72.7,0.34,1.24,1.46,16.0,0.0,STAT,,,,,,8.206399999999999
2025-03-20 12:32:00-07:00,6.42,216.89800000000002,9.459,21.651000000000003,34.656,419.06,7.9,72.9,0.16,1.16,1.49,16.0,0.0,STAT,,,,,,7.8592
2025-03-20 12:33:01-07:00,6.42,204.369,9.207,19.960500000000003,35.904,419.02,7.9,73.0,0.06,0.93,1.12,17.0,0.0,STAT,,,,,,7.924800000000001
2025-03-20 12:34:02-07:00,6.42,198.99,8.424,21.4725,34.848,419.01,7.9,73.0,0.02,0.98,1.16,18.0,0.0,STAT,,,,,,7.7536
2025-03-20 12:35:03-07:00,6.41,197.12,9.144,21.5985,36.804,419.0,7.9,72.8,0.01,0.86,0.93,16.0,0.0,STAT,,,,,,8.048800000000002
2025-03-20 12:36:03-07:00,6.41,198.68200000000002,8.577,23.4045,35.796,419.0,7.8,72.9,0.2,0.9,1.32,16.0,0.0,STAT,,,,,,7.8792
2025-03-20 12:37:04-07:00,6.42,196.174,8.91,22.365000000000002,34.931999999999995,419.0,7.9,73.1,0.51,1.11,1.26,16.0,0.0,STAT,,,,,,7.8744
2025-03-20 12:38:04-07:00,6.42,197.615,9.18,21.630000000000003,36.984,419.0,7.9,73.2,0.47,1.12,1.33,16.0,0.0,STAT,,,,,,8.292800000000002
2025-03-20 12:39:04-07:00,6.42,198.858,10.062,23.0055,33.504,419.0,7.9,73.5,0.38,1.8,1.96,15.0,0.0,STAT,,,,,,8.1408
2025-03-20 12:40:04-07:00,6.42,201.79500000000002,10.188,22.176000000000002,31.439999999999998,419.62,7.9,73.5,0.43,1.28,1.34,15.0,0.0,STAT,,,,,,7.312
2025-03-20 12:41:04-07:00,6.42,200.47500000000002,9.711,22.0185,32.4,419.86,7.9,73.6,0.18,1.27,1.48,16.0,0.0,STAT,,,,,,7.496
2025-03-20 12:42:04-07:00,6.42,200.453,9.567,21.430500000000002,35.04,419.95,7.9,73.5,0.06,1.1,1.3,16.0,0.0,STAT,,,,,,7.888
2025-03-20 12:43:04-07:00,6.42,202.63100000000003,9.063,21.052500000000002,35.232,419.98,7.9,73.5,0.02,1.01,1.12,16.0,0.0,STAT,,,,,,7.8544
2025-03-20 12:43:59-07:00,6.42,199.16600000000003,8.766,22.323000000000004,34.824,419.99,7.9,73.5,0.33,1.43,1.49,17.0,0.0,STAT,,,,,,8.1088
2025-03-20 12:44:59-07:00,6.42,198.91300000000004,10.008,24.969,30.768,420.0,7.9,73.6,0.17,1.02,1.1,15.0,0.0,STAT,,,,,,6.969600000000001
2025-03-20 12:46:00-07:00,6.41,204.699,10.287,25.851000000000003,30.023999999999997,420.35,7.9,73.7,0.05,0.76,0.78,15.0,0.0,STAT,,,,,,6.6128
2025-03-20 12:47:00-07:00,6.42,201.102,9.423,24.297,29.939999999999998,420.73,7.9,73.7,0.02,1.18,1.53,17.0,0.0,STAT,,,,,,6.9319999999999995
2025-03-20 12:48:01-07:00,6.42,199.903,8.504999999999999,22.323000000000004,31.944,420.91,7.9,73.6,0.22,0.83,0.94,17.0,0.0,STAT,,,,,,7.0527999999999995
2025-03-20 12:49:00-07:00,6.42,197.901,8.001000000000001,24.108,30.504,420.97,7.9,73.8,0.36,0.86,0.9,17.0,0.0,STAT,,,,,,6.7888
2025-03-20 12:50:00-07:00,6.42,198.74800000000002,8.379000000000001,24.2655,31.428,421.57,7.9,73.6,0.12,0.84,1.03,18.0,0.0,STAT,,,,,,6.9576
2025-03-20 12:51:00-07:00,6.42,193.622,10.269,23.079,33.6,421.85,7.9,73.3,0.2,1.33,1.39,16.0,0.0,STAT,,,,,,7.784000000000001
2025-03-20 12:52:00-07:00,6.42,194.38100000000003,8.766,21.672,35.436,421.95,7.9,73.4,0.15,1.13,1.15,17.0,0.0,STAT,,,,,,7.9912
2025-03-20 12:53:00-07:00,6.42,197.252,8.370000000000001,23.352,33.036,421.98,7.8,73.5,0.23,1.08,1.24,17.0,0.0,STAT,,,,,,7.4712000000000005
2025-03-20 12:54:01-07:00,6.42,196.65800000000002,8.901000000000002,24.528,32.339999999999996,421.99,7.9,73.6,0.13,1.38,1.46,17.0,0.0,STAT,,,,,,7.572
2025-03-20 12:55:01-07:00,6.42,195.019,8.64,22.386000000000003,33.336,422.0,7.9,73.4,0.28,1.27,1.33,17.0,0.0,STAT,,,,,,7.6832
2025-03-20 12:56:02-07:00,6.41,193.13800000000003,7.7940000000000005,23.5515,33.744,422.0,7.9,73.5,0.1,1.09,1.52,19.0,0.0,STAT,,,,,,7.6208
2025-03-20 12:57:02-07:00,6.42,188.95800000000003,8.046,24.150000000000002,30.971999999999998,422.0,7.9,73.6,0.03,0.62,0.99,18.0,0.0,STAT,,,,,,6.6904
2025-03-20 12:58:02-07:00,6.41,195.91,8.766,25.431,30.887999999999998,422.0,7.9,73.6,0.15,1.24,1.48,17.0,0.0,STAT,,,,,,7.1696
2025-03-20 12:59:02-07:00,6.42,192.22500000000002,8.469000000000001,24.171,31.223999999999997,422.0,7.9,73.8,0.14,1.07,1.15,18.0,-1.0,STAT,,,,,,7.1008
2025-03-20 13:00:03-07:00,6.42,188.17700000000002,8.523000000000001,24.675,28.608,422.34,7.9,74.1,0.14,1.34,1.44,18.0,0.0,STAT,,,,,,6.7936000000000005
2025-03-20 13:01:03-07:00,6.42,189.77200000000002,9.504000000000001,22.7115,31.295999999999996,422.77,8.0,74.1,0.04,1.43,1.46,16.0,0.0,STAT,,,,,,7.4032
2025-03-20 13:02:03-07:00,6.42,192.17000000000002,9.864,22.2075,32.94,422.92,7.9,74.0,0.04,1.22,1.23,16.0,0.0,STAT,,,,,,7.564
2025-03-20 13:03:03-07:00,6.42,193.53400000000002,8.892000000000001,23.52,31.247999999999998,422.97,8.0,74.0,0.05,0.86,0.87,18.0,0.0,STAT,,,,,,6.9376
2025-03-20 13:04:03-07:00,6.42,192.83000000000004,9.054,23.4045,28.644000000000002,422.99,8.0,73.8,0.55,1.65,1.65,16.0,0.0,STAT,,,,,,7.048800000000001
2025-03-20 13:05:04-07:00,6.42,200.48600000000002,9.198,22.7955,30.587999999999997,422.38,8.0,74.1,0.32,1.22,1.29,16.0,0.0,STAT,,,,,,7.0935999999999995
2025-03-20 13:06:04-07:00,6.42,216.953,8.856,25.368000000000002,31.548,422.59,8.0,74.0,0.1,1.27,1.52,17.0,0.0,STAT,,,,,,7.3256
2025-03-20 13:07:04-07:00,6.42,227.744,9.522,24.465000000000003,32.388,422.86,8.0,74.0,0.21,1.47,1.56,16.0,0.0,STAT,,,,,,7.6536
2025-03-20 13:08:04-07:00,6.42,217.954,9.18,22.8585,32.988,422.87,8.0,73.8,0.07,0.73,0.76,16.0,0.0,STAT,,,,,,7.1815999999999995
2025-03-20 13:09:04-07:00,6.42,214.52200000000002,8.568,21.619500000000002,34.391999999999996,422.92,8.0,73.9,0.02,1.19,1.38,18.0,0.0,STAT,,,,,,7.830399999999999
2025-03-20 13:10:05-07:00,6.42,210.661,8.532,20.5905,36.48,422.52,8.0,73.7,0.01,1.07,1.17,17.0,0.0,STAT,,,,,,8.152
2025-03-20 13:11:05-07:00,6.42,214.80800000000002,9.072000000000001,19.8555,35.04,422.48,8.0,73.9,0.0,1.18,1.21,16.0,0.0,STAT,,,,,,7.952
2025-03-20 13:12:05-07:00,6.42,214.203,7.965,18.039,34.068,422.82,8.0,74.0,0.0,1.09,1.1,17.0,0.0,STAT,,,,,,7.6856
2025-03-20 13:13:05-07:00,6.42,208.12,8.982000000000001,15.7185,39.924,422.93,8.0,73.9,0.08,1.59,1.59,16.0,0.0,STAT,,,,,,9.2568
2025-03-20 13:14:05-07:00,6.42,202.87300000000002,10.215,15.981000000000002,39.096,422.48,8.0,73.6,0.11,1.11,1.2,15.0,0.0,STAT,,,,,,8.7072
2025-03-20 13:15:05-07:00,6.42,205.865,9.360000000000001,15.025500000000001,41.315999999999995,421.44,8.0,73.4,0.25,1.25,1.87,15.0,0.0,STAT,,,,,,9.2632
2025-03-20 13:16:06-07:00,6.42,203.21400000000003,8.811,15.666,37.944,420.74,8.0,73.7,0.14,1.01,1.37,15.0,0.0,STAT,,,,,,8.3968
2025-03-20 13:17:06-07:00,6.42,203.02700000000002,9.171,16.4955,38.076,420.91,8.0,73.9,0.26,1.01,1.13,16.0,0.0,STAT,,,,,,8.423200000000001
2025-03-20 13:18:06-07:00,6.42,200.629,8.676,16.884,36.9,421.32,8.0,74.0,0.08,1.0,1.04,17.0,0.0,STAT,,,,,,8.18
2025-03-20 13:19:06-07:00,6.42,201.619,8.001000000000001,17.115000000000002,37.212,421.76,8.0,74.0,0.03,1.01,1.2,17.0,0.0,STAT,,,,,,8.2504
2025-03-20 13:20:06-07:00,6.42,203.45600000000002,8.676,17.787000000000003,36.732,421.92,8.0,74.0,0.06,1.33,1.54,16.0,0.0,STAT,,,,,,8.4104
2025-03-20 13:21:06-07:00,6.42,206.151,7.920000000000001,18.238500000000002,35.147999999999996,422.59,8.0,74.1,0.06,1.16,1.22,17.0,0.0,STAT,,,,,,7.957599999999999
2025-03-20 13:22:06-07:00,6.42,211.376,8.73,18.816000000000003,37.104,422.85,8.0,74.0,0.02,1.37,1.46,17.0,0.0,STAT,,,,,,8.5168
2025-03-20 13:23:06-07:00,6.42,209.341,9.036,18.165000000000003,37.14,422.87,8.0,74.0,0.14,1.27,1.31,16.0,-1.0,STAT,,,,,,8.444
2025-03-20 13:24:07-07:00,6.42,207.053,8.946,19.593,35.724,422.3,7.9,74.2,0.05,1.5,1.54,16.0,0.0,STAT,,,,,,8.3448
2025-03-20 13:25:08-07:00,6.42,202.38900000000004,9.261,20.118000000000002,35.208,422.57,7.9,74.3,0.03,0.99,1.0,16.0,0.0,STAT,,,,,,7.8336
2025-03-20 13:26:08-07:00,6.42,198.25300000000001,9.045000000000002,20.517,36.528,422.78,7.9,74.3,0.01,1.0,1.16,15.0,0.0,STAT,,,,,,8.1056
2025-03-20 13:27:08-07:00,6.42,199.452,11.115,21.294,36.216,422.92,7.9,74.4,0.0,1.5,1.55,14.0,-1.0,STAT,,,,,,8.443200000000001
2025-03-20 13:28:08-07:00,6.42,198.143,9.171,21.1575,36.263999999999996,422.97,7.9,74.6,0.08,1.87,2.11,15.0,0.0,STAT,,,,,,8.7488
2025-03-20 13:29:08-07:00,6.42,200.73900000000003,10.116,21.882,34.86,422.99,7.9,74.6,0.29,1.86,2.01,15.0,0.0,STAT,,,,,,8.46
2025-03-20 13:30:07-07:00,6.42,192.14800000000002,9.477,21.0945,33.0,423.0,8.0,74.8,0.09,1.89,1.96,15.0,0.0,STAT,,,,,,8.112
2025-03-20 13:31:07-07:00,6.43,186.14200000000002,8.388,18.616500000000002,35.087999999999994,422.7,7.9,74.8,0.03,1.48,1.67,16.0,0.0,STAT,,,,,,8.2016
2025-03-20 13:32:07-07:00,6.44,187.418,6.885000000000001,17.1045,36.552,422.25,7.9,75.0,0.01,1.01,1.29,19.0,-1.0,STAT,,,,,,8.118400000000001
2025-03-20 13:33:08-07:00,6.44,185.768,8.199,18.805500000000002,36.384,422.09,7.9,75.2,0.0,1.0,1.13,17.0,0.0,STAT,,,,,,8.0768
2025-03-20 13:34:08-07:00,6.45,185.669,9.135,18.0075,37.128,421.62,7.9,75.1,0.0,1.78,1.88,16.0,0.0,STAT,,,,,,8.8496
2025-03-20 13:35:08-07:00,6.46,185.94400000000002,9.513,17.01,37.884,421.22,7.9,75.2,0.03,1.13,1.35,16.0,-1.0,STAT,,,,,,8.4808
