DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,119,23,-26,1185598861,112,18,-7,3678007508,AQI
2025-03-17 11:52:01-07:00,0.13,234.168,20.43,22.512000000000004,0.672,459.63,2.8,77.2,2.16,5.16,5.24,7.0,-1.0,STAT,,,,,,4.2624
2025-03-17 11:53:01-07:00,0.13,240.02,20.268,21.966,1.128,460.49,2.8,77.1,2.06,4.57,5.13,6.0,-2.0,STAT,,,,,,3.8816000000000006
2025-03-17 11:54:02-07:00,0.11,232.067,20.259,20.212500000000002,1.656,461.4,2.8,77.0,1.51,4.11,4.76,7.0,-2.0,STAT,,,,,,3.6192
2025-03-17 11:55:02-07:00,0.09,226.31400000000002,19.998,19.0575,1.716,461.79,2.8,76.8,1.83,4.51,5.69,7.0,-2.0,STAT,,,,,,3.9512
2025-03-17 11:56:02-07:00,0.06,226.55600000000004,19.323,19.194000000000003,0.756,461.48,2.8,76.7,1.74,4.18,4.63,7.0,-1.0,STAT,,,,,,3.4951999999999996
2025-03-17 11:57:02-07:00,0.05,223.168,19.242,19.383000000000003,1.9679999999999997,461.17,2.8,76.5,1.87,3.72,4.23,7.0,-2.0,STAT,,,,,,3.3696
2025-03-17 11:58:02-07:00,0.05,217.78900000000002,16.848,20.884500000000003,0.132,461.06,2.8,76.6,1.64,3.56,4.24,8.0,-1.0,STAT,,,,,,2.8744000000000005
2025-03-17 11:59:02-07:00,0.05,219.186,17.289,21.010500000000004,-0.012,461.02,2.7,76.5,1.61,3.86,4.95,8.0,-1.0,STAT,,,,,,3.0856
2025-03-17 12:00:02-07:00,0.05,220.38500000000002,19.062,21.021,0.54,461.66,2.7,76.6,1.85,4.65,5.72,7.0,-2.0,STAT,,,,,,3.8280000000000007
2025-03-17 12:01:02-07:00,0.05,222.31,18.513,20.601000000000003,0.42,462.42,2.8,76.8,1.95,4.89,6.14,8.0,-2.0,STAT,,,,,,3.996
2025-03-17 12:02:02-07:00,0.05,222.28800000000004,20.16,20.0655,0.744,463.31,2.8,76.7,1.88,4.6,5.7,7.0,-2.0,STAT,,,,,,3.8287999999999998
2025-03-17 12:03:02-07:00,0.05,222.387,17.496000000000002,19.120500000000003,0.096,463.76,2.7,76.5,1.96,4.57,5.78,9.0,-2.0,STAT,,,,,,3.6752000000000007
2025-03-17 12:04:03-07:00,0.05,218.86700000000002,17.856,18.963,1.32,463.59,2.8,76.4,1.72,3.91,4.4,9.0,-2.0,STAT,,,,,,3.3920000000000003
2025-03-17 12:05:02-07:00,0.05,219.02100000000004,17.892,18.963,1.9919999999999998,463.21,2.7,76.4,1.75,3.74,4.26,9.0,-3.0,STAT,,,,,,3.3904000000000005
2025-03-17 12:06:02-07:00,0.05,219.61500000000004,16.794,19.0155,1.248,463.07,2.7,76.5,2.08,4.18,4.71,10.0,-2.0,STAT,,,,,,3.5936
2025-03-17 12:07:02-07:00,0.05,224.862,18.234,21.042,0.864,463.64,2.7,76.7,1.99,4.56,4.73,8.0,-2.0,STAT,,,,,,3.8207999999999998
2025-03-17 12:08:02-07:00,0.04,232.76000000000002,20.07,21.462000000000003,1.008,463.87,2.7,77.0,2.83,6.31,6.45,8.0,-2.0,STAT,,,,,,5.2496
2025-03-17 12:09:02-07:00,0.04,232.08900000000003,21.978,20.769000000000002,2.868,463.95,2.7,77.4,3.54,6.92,7.21,7.0,-2.0,STAT,,,,,,6.1096
2025-03-17 12:10:03-07:00,0.04,230.109,19.998,20.916000000000004,3.804,461.93,2.7,77.6,5.57,9.18,9.55,8.0,-3.0,STAT,,,,,,8.104800000000001
2025-03-17 12:11:03-07:00,0.04,225.786,19.179,22.071,4.2,459.22,2.8,77.8,5.65,9.57,10.15,8.0,-3.0,STAT,,,,,,8.496
