DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,155,73,4,-3,6,0,0.00000,0.00000.1,0.1,91712127,123,64,3588334877,AQI
2025-03-02 19:02:51-08:00,22.09,172.887,10.197000000000001,8.0955,0.852,424.74,21.2,32.9,1.42,2.45,2.45,0.0,0.0,1,14.02,61.11,31.38,1,-3,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,2.1304000000000003
2025-03-02 19:03:52-08:00,22.09,175.51600000000002,9.9,8.778,0.828,424.91,21.2,32.8,1.5,2.48,2.62,0.0,0.0,1,13.98,17.26,27.43,1,-5,45.0,3.0,2,STAT,0,LAT,LON,W,CRC,,,,,2.1496
2025-03-02 19:04:52-08:00,22.09,173.679,10.044,9.166500000000001,-0.636,424.97,21.2,32.9,1.18,2.14,2.3,0.0,0.0,1,13.95,4.87,31.51,1,-3,44.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,1.5848000000000002
2025-03-02 19:05:52-08:00,22.09,170.269,10.323,9.450000000000001,-1.488,424.99,21.2,32.8,1.49,2.19,2.24,0.0,0.0,1,13.91,1.38,33.08,1,-2,44.0,3.0,2,STAT,0,LAT,LON,W,CRC,,,,,1.4544
2025-03-02 19:06:52-08:00,22.09,173.657,9.081,9.145500000000002,0.288,425.0,21.2,32.9,1.24,2.0,2.02,0.0,0.0,1,13.91,0.39,28.39,1,-5,45.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.6576000000000002
2025-03-02 19:07:47-08:00,22.09,171.97400000000002,10.35,10.185,-2.4359999999999995,425.0,21.2,32.8,1.09,1.96,1.97,0.0,0.0,1,13.91,0.12,32.22,1,-3,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.0808000000000002
2025-03-02 19:08:48-08:00,22.09,172.38100000000003,11.043,9.7965,-3.6599999999999997,424.65,21.2,32.9,1.03,1.97,2.1,0.0,0.0,1,13.87,0.03,30.99,1,-4,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.8440000000000001
2025-03-02 19:09:48-08:00,22.09,174.00900000000001,11.295000000000002,8.799000000000001,-2.352,424.77,21.2,32.9,1.39,2.43,2.48,0.0,0.0,1,13.87,0.01,31.33,1,-5,43.0,1.0,0,STAT,0,LAT,LON,W,CRC,,,,,1.4736000000000002
2025-03-02 19:10:48-08:00,22.09,174.15200000000002,10.134,8.4,0.432,424.92,21.2,32.8,1.13,2.22,2.24,0.0,0.0,1,13.84,0.0,28.87,1,-5,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.8624000000000003
2025-03-02 19:11:48-08:00,22.09,172.579,10.278,8.505,0.504,424.97,21.2,32.9,0.88,1.83,2.36,0.0,0.0,1,14.09,175.78,31.76,1,-5,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.5648000000000002
2025-03-02 19:12:48-08:00,22.09,170.302,10.827,9.282,-0.6,424.99,21.2,32.9,0.52,1.23,1.4,0.0,0.0,1,14.02,49.64,32.94,1,-4,44.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,0.864
2025-03-02 19:13:48-08:00,22.09,169.62,10.386,9.156,-1.932,425.0,21.2,32.9,1.09,1.8,1.85,0.0,0.0,1,13.98,14.02,27.34,1,-4,45.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.0536
2025-03-02 19:14:48-08:00,22.09,169.752,10.232999999999999,9.261000000000001,-2.6759999999999997,425.0,21.2,32.9,1.2,1.85,1.87,0.0,0.0,1,13.95,3.96,34.74,1,-3,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.9448000000000002
2025-03-02 19:15:49-08:00,22.09,170.00500000000002,11.79,8.946,-1.62,425.0,21.3,32.9,1.61,2.21,2.3,0.0,0.0,1,13.91,1.12,32.49,1,-3,43.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.444
2025-03-02 19:16:49-08:00,22.09,167.86,10.242,8.9145,-0.144,424.54,21.2,32.9,1.55,2.72,2.75,0.0,0.0,1,13.91,0.32,28.57,1,-2,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,2.1472
2025-03-02 19:17:49-08:00,22.09,169.42200000000003,9.765,8.7255,0.576,424.19,21.2,32.9,1.19,2.24,2.25,0.0,0.0,1,13.87,0.09,28.23,1,-4,45.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,1.9072000000000002
2025-03-02 19:18:49-08:00,22.09,170.544,9.81,8.043000000000001,0.156,424.07,21.2,32.9,1.47,2.24,2.44,0.0,0.0,1,13.87,0.03,31.33,1,-5,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.8232000000000002
2025-03-02 19:19:50-08:00,22.09,168.795,10.692,9.765,-2.04,424.02,21.2,32.9,1.15,1.64,2.22,0.0,0.0,1,13.84,0.01,37.22,1,-4,43.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.904
2025-03-02 19:20:50-08:00,22.09,170.709,11.115,9.2295,-0.828,423.85,21.2,32.9,1.39,2.18,2.56,0.0,0.0,1,14.16,232.34,30.76,1,-4,44.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.5784000000000002
2025-03-02 19:21:50-08:00,22.09,170.379,10.332,8.746500000000001,-0.552,423.95,21.2,32.9,1.31,2.06,2.2,0.0,0.0,1,14.05,98.55,30.91,1,-5,44.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.5376
2025-03-02 19:22:51-08:00,22.09,169.95000000000002,10.53,10.08,-2.388,423.67,21.2,32.9,1.64,2.79,2.84,0.0,0.0,1,13.98,27.83,26.12,1,-5,45.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.7544000000000002
2025-03-02 19:23:51-08:00,22.09,167.244,10.620000000000001,8.988000000000001,-0.588,423.24,21.3,32.9,1.44,2.32,2.34,0.0,0.0,1,13.98,7.86,28.45,1,-4,44.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.7384
2025-03-02 19:24:51-08:00,22.09,167.145,10.620000000000001,8.211,1.176,423.6,21.2,33.0,1.29,2.19,2.48,0.0,0.0,1,13.95,2.22,40.61,1,-4,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.9872
2025-03-02 19:25:51-08:00,22.09,167.99200000000002,10.125,7.9590000000000005,0.96,423.42,21.3,32.9,1.77,2.84,2.94,0.0,0.0,1,13.91,0.63,32.53,1,-3,44.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,2.464
2025-03-02 19:26:51-08:00,22.09,169.66400000000002,9.657,8.337000000000002,-1.056,423.15,21.2,32.9,1.19,2.08,2.5,0.0,0.0,1,13.91,0.18,28.08,1,-4,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.4528
2025-03-02 19:27:51-08:00,22.09,170.973,10.008,8.7045,-0.696,423.05,21.2,33.0,0.74,1.47,1.61,0.0,0.0,1,13.87,0.05,29.07,1,-6,44.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.0368
2025-03-02 19:28:51-08:00,22.09,169.08100000000002,10.647,8.3265,-1.8479999999999999,423.02,21.2,32.9,1.15,1.72,1.77,0.0,0.0,1,13.87,0.01,32.37,1,-5,42.0,2.0,0,STAT,0,LAT,LON,W,CRC,,,,,1.0064000000000002
2025-03-02 19:29:52-08:00,22.09,167.53000000000003,10.764000000000001,7.9695,-0.06,423.01,21.2,33.0,1.31,2.05,2.36,0.0,0.0,1,13.84,0.0,40.16,1,-5,42.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.628
2025-03-02 19:30:52-08:00,22.09,168.41,10.701,8.0325,0.0,423.0,21.2,33.0,1.5,2.28,2.38,0.0,0.0,1,14.09,151.17,30.99,1,-5,43.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.8239999999999998
2025-03-02 19:31:52-08:00,22.09,167.508,9.837,7.875,-0.24,423.0,21.2,33.0,1.69,2.43,2.71,0.0,0.0,1,14.02,42.69,31.5,1,-5,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.8960000000000001
2025-03-02 19:32:52-08:00,22.09,166.68300000000002,9.594000000000001,7.8855,-0.336,423.0,21.2,33.0,1.5,2.3,2.39,0.0,0.0,1,13.98,12.06,28.71,1,-5,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.7728
2025-03-02 19:33:52-08:00,22.09,167.101,9.909,8.106,-0.9119999999999999,423.0,21.2,33.0,1.05,1.97,2.16,0.0,0.0,1,13.95,3.41,29.05,1,-5,45.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.3936000000000002
2025-03-02 19:34:53-08:00,22.09,167.365,10.323,7.497,1.44,422.54,21.2,33.0,1.22,2.05,2.31,0.0,0.0,1,13.91,0.96,33.65,1,-6,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.928
2025-03-02 19:35:53-08:00,22.09,165.77,10.35,8.3055,-0.156,422.19,21.2,33.0,1.38,1.76,1.93,0.0,0.0,1,13.91,0.27,32.33,1,-4,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.3768000000000002
2025-03-02 19:36:53-08:00,22.09,168.542,9.927,8.715000000000002,-0.12,421.91,21.2,33.0,1.13,1.96,2.02,0.0,0.0,1,13.87,0.08,28.23,1,-5,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.544
2025-03-02 19:37:53-08:00,22.09,169.235,10.566,6.1530000000000005,3.552,421.7,21.2,33.0,1.17,1.95,1.97,0.0,0.0,1,13.87,0.02,28.12,1,-6,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,2.2704
2025-03-02 19:38:53-08:00,22.09,168.71800000000002,10.683,8.6625,-1.74,421.44,21.2,33.0,0.74,1.57,1.58,0.0,0.0,1,13.87,0.01,30.24,1,-6,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.9080000000000001
2025-03-02 19:39:53-08:00,22.09,167.893,10.044,8.295,2.172,421.15,21.3,33.0,0.52,1.72,1.86,0.0,0.0,1,13.84,0.0,29.39,1,-6,44.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.8104000000000002
2025-03-02 19:40:54-08:00,22.09,168.28900000000002,10.008,8.9355,-0.096,421.05,21.2,33.0,0.41,1.24,1.68,0.0,0.0,1,14.09,181.55,33.14,1,-6,44.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.9728
2025-03-02 19:41:55-08:00,22.09,168.19000000000003,9.225,8.7255,-0.768,421.02,21.2,33.0,0.65,1.28,1.44,0.0,0.0,1,14.02,51.27,29.7,1,-6,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.8704000000000001
2025-03-02 19:42:55-08:00,22.09,168.46500000000003,10.197000000000001,8.5155,0.048,421.01,21.2,33.0,1.04,2.02,2.26,0.0,0.0,1,13.98,14.48,27.31,1,-6,44.0,3.0,2,STAT,0,LAT,LON,W,CRC,,,,,1.6256000000000002
2025-03-02 19:43:55-08:00,22.09,166.88100000000003,10.116,8.127,0.252,421.0,21.2,33.0,1.14,2.07,2.27,0.0,0.0,1,13.95,4.09,28.9,1,-6,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.7064
2025-03-02 19:44:55-08:00,22.09,161.48000000000002,10.431000000000001,7.4025,2.112,421.0,21.2,33.0,1.04,1.76,1.83,0.0,0.0,1,13.91,1.16,29.88,1,-3,44.0,1.0,2,STAT,0,LAT,LON,W,CRC,,,,,1.8304000000000002
2025-03-02 19:45:55-08:00,22.09,162.91,9.261,7.266,1.596,421.0,21.2,33.0,0.58,1.26,1.4,0.0,0.0,1,13.91,0.33,31.02,1,-4,46.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,1.3272
2025-03-02 19:46:55-08:00,22.09,165.51700000000002,9.963000000000001,7.780500000000001,0.9119999999999999,420.7,21.2,33.0,0.55,1.4,1.65,0.0,0.0,1,13.87,0.09,29.4,1,-6,44.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,1.3024
2025-03-02 19:47:55-08:00,22.09,164.901,9.657,8.463000000000001,0.36,420.9,21.2,33.1,0.76,1.3,1.55,0.0,0.0,1,13.87,0.03,30.0,1,-5,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.112
2025-03-02 19:48:56-08:00,22.09,165.154,10.584,8.337000000000002,-0.396,420.96,21.3,33.0,0.77,1.3,1.38,0.0,0.0,1,13.87,0.01,30.23,1,-6,44.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.9608
2025-03-02 19:49:56-08:00,22.09,163.757,11.151000000000002,7.1610000000000005,0.24,420.99,21.3,33.1,0.76,1.18,1.21,0.0,0.0,1,13.84,0.0,27.07,1,-5,43.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.992
2025-03-02 19:50:55-08:00,22.09,165.275,10.754999999999999,7.6335,-1.3679999999999999,420.43,21.3,33.1,1.14,1.58,1.8,0.0,0.0,1,14.09,171.32,34.7,1,-6,42.0,2.0,0,STAT,0,LAT,LON,W,CRC,,,,,0.9904000000000002
2025-03-02 19:51:55-08:00,22.09,164.16400000000002,9.738000000000001,7.728000000000001,0.36,420.03,21.2,33.1,0.97,1.45,1.52,0.0,0.0,1,14.02,48.39,33.48,1,-6,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.232
2025-03-02 19:52:55-08:00,22.09,160.204,10.26,7.602,2.544,419.63,21.3,33.1,0.69,1.01,1.04,0.0,0.0,1,13.98,13.67,29.14,1,-3,44.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,1.3168000000000002
2025-03-02 19:53:55-08:00,22.09,164.43900000000002,9.972,7.623,0.888,419.57,21.2,33.1,0.68,1.44,1.45,0.0,0.0,1,13.95,3.86,29.87,1,-6,43.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.3296
2025-03-02 19:54:55-08:00,22.09,165.33,9.801,7.3500000000000005,0.576,418.88,21.3,33.1,1.35,1.95,2.15,0.0,0.0,1,13.95,1.09,29.06,1,-7,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.6752
2025-03-02 19:55:57-08:00,22.09,163.92200000000003,10.098,7.476000000000001,-0.012,418.96,21.2,33.1,1.08,1.78,1.84,0.0,0.0,1,13.91,0.31,34.03,1,-6,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.4216000000000002
2025-03-02 19:56:57-08:00,22.09,161.304,9.279,7.2765,1.224,418.71,21.2,33.1,0.85,1.65,1.67,0.0,0.0,1,13.87,0.09,30.77,1,-5,46.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.5648
2025-03-02 19:57:57-08:00,22.09,160.58900000000003,10.422,5.670000000000001,3.972,418.25,21.2,33.1,0.74,1.3,1.54,0.0,0.0,1,13.87,0.02,29.33,1,-5,44.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,1.8344
2025-03-02 19:58:57-08:00,22.09,160.45700000000002,10.629000000000001,5.7855,4.836,418.09,21.2,33.2,0.4,0.84,0.96,0.0,0.0,1,13.87,0.01,30.52,1,-5,44.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.6392000000000002
2025-03-02 19:59:57-08:00,22.09,164.07600000000002,9.765,8.1585,0.18,417.87,21.2,33.2,0.3,0.93,0.97,0.0,0.0,1,13.84,0.0,30.35,1,-6,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.7800000000000001
2025-03-02 20:00:58-08:00,22.09,162.03000000000003,9.675,7.434,0.46799999999999997,417.92,21.2,33.2,0.31,1.12,1.14,0.0,0.0,1,14.12,170.84,40.52,1,-5,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.9896000000000001
2025-03-02 20:01:58-08:00,22.09,158.851,9.485999999999999,6.6885,1.02,417.89,21.3,33.2,0.25,1.05,1.2,0.0,0.0,1,14.02,48.25,32.86,1,-4,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.044
2025-03-02 20:02:58-08:00,22.09,160.501,10.610999999999999,7.7175,1.14,417.81,21.3,33.2,0.3,0.77,0.86,0.0,0.0,1,13.98,13.63,27.24,1,-4,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.8440000000000001
2025-03-02 20:03:59-08:00,22.09,162.459,11.124,7.0455000000000005,2.772,417.93,21.2,33.2,0.42,1.19,1.22,0.0,0.0,1,13.95,3.85,28.25,1,-6,43.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.5064
2025-03-02 20:04:59-08:00,22.09,161.32600000000002,10.368,7.539,1.8119999999999998,417.98,21.2,33.2,0.36,1.26,1.32,0.0,0.0,1,13.95,1.09,31.37,1,-6,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.3704
2025-03-02 20:05:58-08:00,22.09,160.65500000000003,10.458,8.631,0.048,418.08,21.2,33.2,0.27,0.93,0.95,0.0,0.0,1,13.91,0.31,36.71,1,-6,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.7536000000000002
2025-03-02 20:06:58-08:00,22.09,159.687,10.107000000000001,7.444500000000001,0.444,418.67,21.2,33.2,0.23,0.65,0.66,0.0,0.0,1,13.87,0.09,29.45,1,-6,43.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.6088
2025-03-02 20:07:53-08:00,22.09,158.917,9.612,7.423500000000001,1.752,418.87,21.2,33.2,0.39,0.95,1.13,0.0,0.0,1,13.87,0.03,29.8,1,-5,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.1104
2025-03-02 20:08:53-08:00,22.09,161.44700000000003,9.729000000000001,7.224,1.584,418.96,21.2,33.2,0.35,0.71,0.78,0.0,0.0,1,13.87,0.01,30.3,1,-6,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.8848
2025-03-02 20:09:53-08:00,22.09,155.705,10.332,6.531,2.4119999999999995,419.05,21.2,33.2,0.78,1.15,1.17,0.0,0.0,1,13.84,0.0,27.5,1,-4,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.4023999999999999
2025-03-02 20:10:55-08:00,22.09,161.227,10.593,7.7700000000000005,0.516,419.1,21.3,33.2,0.79,1.08,1.08,0.0,0.0,1,14.12,226.64,31.53,1,-7,43.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.9672000000000001
2025-03-02 20:11:56-08:00,22.09,160.622,11.79,6.909000000000001,2.352,419.65,21.2,33.2,0.41,0.6,0.6,0.0,0.0,1,14.02,64.01,28.2,1,-6,42.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.9503999999999999
2025-03-02 20:12:56-08:00,22.09,158.169,11.079,7.287000000000001,1.584,420.04,21.3,33.3,0.36,0.78,0.9,0.0,0.0,1,13.98,18.08,27.18,1,-5,43.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.9408000000000001
2025-03-02 20:13:56-08:00,22.09,159.58800000000002,10.143,6.9719999999999995,1.944,420.66,21.3,33.2,0.52,0.97,1.01,0.0,0.0,1,13.95,5.11,29.56,1,-6,45.0,2.0,0,STAT,0,LAT,LON,W,CRC,,,,,1.1648
2025-03-02 20:14:56-08:00,22.09,160.292,11.034,7.0665000000000004,1.3679999999999999,420.88,21.2,33.2,0.44,1.0,1.01,0.0,0.0,1,13.91,1.44,28.82,1,-7,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.0736
2025-03-02 20:15:56-08:00,22.09,157.96,10.773000000000001,6.5835,-0.852,421.46,21.3,33.2,0.58,1.15,1.16,0.0,0.0,1,13.91,0.41,26.52,1,-5,43.0,2.0,0,STAT,0,LAT,LON,W,CRC,,,,,0.7495999999999999
2025-03-02 20:16:56-08:00,22.09,162.83300000000003,11.448,6.4995,-0.444,421.81,21.2,33.3,0.27,0.66,1.12,0.0,0.0,1,13.87,0.12,33.66,1,-8,42.0,2.0,0,STAT,0,LAT,LON,W,CRC,,,,,0.43920000000000003
2025-03-02 20:17:56-08:00,22.09,159.94000000000003,10.899,7.612500000000001,-0.132,421.93,21.2,33.2,0.32,0.73,1.02,0.0,0.0,1,13.87,0.03,33.67,1,-7,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.5576
2025-03-02 20:18:56-08:00,22.09,160.53400000000002,11.241,7.1610000000000005,0.9119999999999999,421.69,21.2,33.3,0.77,1.14,1.23,0.0,0.0,1,13.87,0.01,27.26,1,-7,44.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.0943999999999998
2025-03-02 20:19:57-08:00,22.09,156.442,10.476,8.0955,1.272,421.24,21.2,33.2,0.59,1.05,1.09,0.0,0.0,1,13.84,0.0,27.45,1,-5,44.0,3.0,2,STAT,0,LAT,LON,W,CRC,,,,,1.0944
2025-03-02 20:20:57-08:00,22.09,158.51000000000002,9.711,7.5285,1.404,421.09,21.2,33.3,0.49,0.97,0.98,0.0,0.0,1,14.09,132.75,30.65,1,-6,45.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.0568
2025-03-02 20:21:57-08:00,22.09,160.24800000000002,9.684,7.014,2.316,421.07,21.2,33.3,0.32,0.86,0.86,0.0,0.0,1,13.98,37.49,32.04,1,-7,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.1512
2025-03-02 20:22:57-08:00,22.09,158.389,10.017000000000001,7.7175,0.396,421.03,21.3,33.2,0.33,0.65,0.65,0.0,0.0,1,13.98,10.59,27.56,1,-6,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.5992000000000001
2025-03-02 20:23:57-08:00,22.09,159.87400000000002,10.935,6.867,2.6279999999999997,421.01,21.2,33.3,0.34,0.6,0.73,0.0,0.0,1,13.95,2.99,30.48,1,-8,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,1.0055999999999998
2025-03-02 20:24:57-08:00,22.09,158.587,10.251000000000001,8.5155,-0.096,421.0,21.2,33.3,0.32,0.52,0.56,0.0,0.0,1,13.91,0.84,30.88,1,-6,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.39680000000000004
2025-03-02 20:25:58-08:00,22.09,158.026,9.981,7.2345,1.236,421.0,21.3,33.3,0.12,0.53,0.54,0.0,0.0,1,13.91,0.24,26.36,1,-6,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.6712
