DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,103,22,-3,-32,6,0,0.00000,0.00000.1,0.1,1214779424,111,16,-6,-29,2145025847,AQI
2025-03-10 03:57:12-07:00,5.7,174.86700000000002,7.470000000000001,17.766000000000002,29.531999999999996,362.65,6.9,77.5,0.0,0.0,0.0,0.0,0.0,1.0,13.95,52.37,53.84,1.0,-18.0,18.0,0.0,-1.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,5.9064
2025-03-10 03:58:12-07:00,5.69,173.33800000000002,10.296,17.5455,29.736,362.88,6.9,77.5,0.0,0.0,0.0,0.0,0.0,1.0,13.87,14.79,40.44,1.0,-17.0,17.0,1.0,-1.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,5.9472000000000005
2025-03-10 03:59:12-07:00,5.68,175.912,10.458,17.1255,25.247999999999998,363.19,7.0,77.5,0.0,0.0,0.0,0.0,0.0,1.0,13.84,4.18,36.09,1.0,-17.0,17.0,0.0,-1.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,5.0496
2025-03-10 04:00:12-07:00,5.67,180.45500000000004,7.749,15.876,30.912,363.71,6.9,77.6,0.0,0.0,0.0,0.0,0.0,1.0,13.8,1.18,35.09,1.0,-16.0,20.0,0.0,-1.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,6.1824
2025-03-10 04:01:12-07:00,5.64,193.01700000000002,9.243,17.703,30.168,363.98,6.9,77.6,0.0,0.0,0.0,0.0,0.0,1.0,13.95,53.72,35.32,1.0,-16.0,17.0,0.0,-1.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,6.0336
2025-03-10 04:02:12-07:00,5.61,192.324,11.277,18.480000000000004,29.759999999999998,364.64,6.9,77.6,0.0,0.0,0.0,0.0,0.0,1.0,13.87,15.17,46.07,1.0,-16.0,16.0,0.0,-1.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,5.952
2025-03-10 04:03:13-07:00,5.6,186.549,11.367,19.215,28.008,364.44,6.9,77.6,0.0,0.0,0.0,0.0,0.0,1.0,13.84,4.29,37.47,1.0,-15.0,15.0,1.0,-1.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,5.6016
2025-03-10 04:04:13-07:00,5.59,189.299,7.317000000000001,16.3485,31.187999999999995,364.15,6.9,77.6,0.0,0.0,0.0,0.0,0.0,1.0,13.8,1.21,34.14,1.0,-15.0,18.0,0.0,-1.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,6.2376
2025-03-10 04:05:13-07:00,5.59,184.36,9.693,16.338,32.279999999999994,364.05,6.9,77.5,0.0,0.0,0.11,0.0,0.0,1.0,13.95,72.81,34.56,1.0,-13.0,17.0,0.0,-1.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,6.4559999999999995
2025-03-10 04:06:13-07:00,5.59,185.93300000000002,10.872,17.241000000000003,30.455999999999996,363.84,6.9,77.7,0.0,0.0,0.03,0.0,0.0,1.0,13.87,20.56,35.26,1.0,-17.0,16.0,0.0,-1.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,6.0912
2025-03-10 04:07:13-07:00,5.58,189.101,11.466000000000001,16.8945,30.755999999999997,363.71,6.9,77.6,0.0,0.0,0.01,0.0,0.0,1.0,13.8,5.81,40.84,1.0,-16.0,16.0,0.0,-1.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,6.151199999999999
2025-03-10 04:08:13-07:00,5.57,182.07200000000003,11.664000000000001,18.2805,25.26,363.86,6.9,77.7,0.0,0.0,0.0,0.0,0.0,1.0,14.05,85.51,36.96,1.0,-13.0,15.0,1.0,0.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,5.0520000000000005
2025-03-10 04:09:14-07:00,5.57,174.361,11.367,18.5955,27.924,363.57,6.9,77.7,0.0,0.0,0.0,0.0,0.0,1.0,13.95,63.9,33.59,1.0,-18.0,15.0,0.0,0.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,5.5848
