DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,AQHI
2025-04-15T23:11:24,QAQ,760.6500000000001,598.5,1731.1350000000002,1989.12,1195.2,12.2,66.9,2.51,11.9,26.03,0.8067124303950955
2025-04-15T23:12:24,QAQ,761.09,598.3199999999999,1731.1350000000002,1988.88,1197.2,12.2,67.0,2.52,13.14,34.48,0.8359120705550559
2025-04-15T23:13:24,QAQ,760.8700000000001,597.96,1731.03,1989.0,1194.6,12.2,67.0,2.28,11.34,27.13,0.817379674258152
2025-04-15T23:14:24,QAQ,760.21,598.14,1731.24,1988.88,1197.8,12.2,67.1,2.29,11.52,28.19,0.8102371729637672
2025-04-15T23:15:24,QAQ,761.2,598.59,1730.9250000000002,1988.88,1197.6,12.2,67.0,2.26,11.12,25.97,0.8021788170410711
2025-04-15T23:16:24,QAQ,761.2,597.7800000000001,1731.1350000000002,1988.6399999999999,1196.3,12.2,67.0,2.44,11.81,30.66,0.8022238132029956
2025-04-15T23:17:24,QAQ,760.8700000000001,598.6800000000001,1731.03,1988.6399999999999,1195.4,12.2,66.7,2.59,11.6,28.96,0.8008417977760042
2025-04-15T23:18:24,QAQ,760.21,598.3199999999999,1730.8200000000002,1988.6399999999999,1194.9,12.1,66.7,2.4,11.14,28.03,0.7970951306528515
2025-04-15T23:19:24,QAQ,759.88,597.7800000000001,1730.8200000000002,1988.28,1195.5,12.1,66.4,2.4,11.26,30.99,0.7948069974140514
2025-04-15T23:20:24,QAQ,760.3200000000002,598.86,1730.8200000000002,1988.28,1196.0,12.1,66.0,2.39,11.8,22.83,0.7955195533474969
2025-04-15T23:21:24,QAQ,759.7700000000001,598.41,1730.8200000000002,1988.28,1194.1,12.1,65.6,2.13,10.38,27.28,0.7900233495833779
2025-04-15T23:22:24,QAQ,759.88,598.41,1730.8200000000002,1988.04,1196.2,12.1,65.4,1.98,9.0,22.02,0.7800273300073498
2025-04-15T23:23:24,QAQ,760.4300000000001,597.7800000000001,1730.8200000000002,1988.1599999999999,1193.8,12.1,65.1,2.03,9.01,19.21,0.77160666013058
2025-04-15T23:24:24,QAQ,759.7700000000001,598.5,1730.9250000000002,1987.9199999999998,1195.4,12.1,65.1,2.09,9.74,22.95,0.7668441078885372
2025-04-15T23:25:24,QAQ,759.44,598.5,1730.715,1987.8,1194.3,12.1,64.7,2.12,9.78,17.56,0.762840704955807
2025-04-15T23:26:24,QAQ,759.5500000000001,598.41,1730.8200000000002,1988.04,1195.0,12.1,64.6,1.94,9.19,20.17,0.7576032754905575
2025-04-15T23:27:24,QAQ,759.5500000000001,598.59,1730.715,1987.68,1194.7,12.1,64.4,1.99,9.26,23.69,0.7531744669580637
2025-04-15T23:28:24,QAQ,759.2200000000001,598.14,1730.5049999999999,1987.56,1194.0,12.1,64.0,2.0,9.98,28.36,0.7511194585086507
2025-04-15T23:29:24,QAQ,759.7700000000001,598.3199999999999,1730.5049999999999,1987.8,1194.9,12.0,63.7,1.96,9.67,26.22,0.7485134566449673
2025-04-15T23:30:24,QAQ,759.2200000000001,598.41,1730.5049999999999,1987.56,1190.5,12.0,63.4,1.91,8.3,16.98,0.7429432785077256
2025-04-15T23:31:24,QAQ,759.1100000000001,598.95,1730.4,1987.56,1192.2,12.0,63.1,1.81,8.44,25.43,0.7382172216394358
2025-04-15T23:32:24,QAQ,759.1100000000001,598.0500000000001,1730.4,1987.44,1193.6,12.0,62.9,1.88,8.5,21.81,0.7340490801467326
2025-04-15T23:33:24,QAQ,759.5500000000001,599.58,1730.5049999999999,1987.56,1193.1,12.0,62.8,1.72,7.94,20.22,0.7290983473034601
2025-04-15T23:34:24,QAQ,759.33,598.5,1730.5049999999999,1987.56,1191.8,12.0,62.7,1.81,8.46,20.61,0.725580017663545
2025-04-15T23:35:24,QAQ,759.0000000000001,598.41,1730.6100000000001,1987.56,1194.0,12.0,62.8,1.74,7.49,19.87,0.7205177850277111
2025-04-15T23:36:24,QAQ,759.33,598.95,1730.5049999999999,1987.44,1193.0,12.0,62.7,1.81,7.34,13.87,0.7155731427609006
2025-04-15T23:37:24,QAQ,759.2200000000001,598.86,1730.5049999999999,1987.56,1193.8,12.0,62.8,1.96,8.79,18.87,0.7135221527078726
2025-04-15T23:38:24,QAQ,758.89,598.3199999999999,1730.5049999999999,1987.56,1192.7,12.0,62.7,2.0,8.12,18.65,0.7104918007109302
2025-04-15T23:39:24,QAQ,759.5500000000001,598.6800000000001,1730.5049999999999,1987.68,1192.1,12.0,62.7,1.96,8.76,20.46,0.7087091079136605
2025-04-15T23:40:24,QAQ,759.2200000000001,598.6800000000001,1730.5049999999999,1987.68,1192.2,12.0,62.6,1.89,8.46,19.84,0.706574786156574
2025-04-15T23:41:24,QAQ,759.5500000000001,598.86,1730.6100000000001,1987.68,1191.6,12.0,62.8,1.89,8.45,22.97,0.7045633120836494
2025-04-15T23:42:24,QAQ,759.2200000000001,598.77,1730.715,1987.56,1191.0,11.9,62.9,1.92,8.13,17.11,0.7022071910069683
2025-04-15T23:43:24,QAQ,759.0000000000001,598.95,1730.5049999999999,1987.68,1193.6,11.9,63.0,2.06,9.46,19.97,0.7018897333523814
2025-04-15T23:44:24,QAQ,759.2200000000001,598.95,1730.6100000000001,1987.8,1189.1,11.9,62.9,1.92,8.34,19.7,0.70004159009933
2025-04-15T23:45:24,QAQ,759.1100000000001,598.14,1730.715,1987.8,1195.8,11.9,62.9,1.9,8.61,18.89,0.6986622685715234
2025-04-15T23:46:24,QAQ,758.6700000000001,598.95,1730.715,1987.68,1194.2,11.9,63.1,1.96,8.65,19.3,0.6974116950034034
2025-04-15T23:47:24,QAQ,758.89,598.5,1730.6100000000001,1987.56,1194.0,11.9,62.8,1.87,8.5,18.43,0.6960376051155899
2025-04-15T23:48:24,QAQ,758.5600000000001,598.3199999999999,1730.715,1987.44,1196.2,11.9,62.9,1.82,8.0,17.2,0.6941169163715352
2025-04-15T23:49:24,QAQ,758.6700000000001,598.95,1730.8200000000002,1987.68,1195.4,11.9,62.9,1.94,8.65,27.36,0.6930793637167386
2025-04-15T23:50:24,QAQ,758.34,598.5,1730.8200000000002,1987.56,1194.0,11.9,62.9,1.82,8.5,22.51,0.6919171316787781
2025-04-15T23:51:24,QAQ,758.45,598.77,1730.8200000000002,1987.3199999999997,1193.4,11.9,62.9,2.09,9.85,30.76,0.6923602833089775
2025-04-15T23:52:24,QAQ,759.5500000000001,598.5,1730.9250000000002,1987.44,1195.4,11.9,63.0,1.95,9.37,20.95,0.6922450515366483
2025-04-15T23:53:24,QAQ,758.45,598.23,1730.8200000000002,1987.3199999999997,1195.0,11.9,63.0,1.86,8.76,22.11,0.6914674738182379
2025-04-15T23:54:24,QAQ,758.23,598.86,1730.715,1987.3199999999997,1197.1,11.8,63.1,1.95,8.43,16.47,0.690372226994768
2025-04-15T23:55:24,QAQ,759.5500000000001,599.0400000000001,1730.6100000000001,1987.3199999999997,1195.9,11.8,62.9,1.95,9.51,18.6,0.6904544874927754
2025-04-15T23:56:24,QAQ,759.33,598.6800000000001,1730.715,1987.1999999999998,1194.6,11.8,62.8,2.01,9.41,20.0,0.6904309617570995
2025-04-15T23:57:24,QAQ,759.0000000000001,598.41,1730.8200000000002,1987.3199999999997,1196.8,11.8,62.9,2.01,9.77,22.92,0.6907690826467625
2025-04-15T23:58:24,QAQ,759.33,598.77,1730.6100000000001,1987.3199999999997,1194.6,11.8,62.9,1.92,9.19,20.44,0.6905243168117051
2025-04-15T23:59:24,QAQ,759.1100000000001,598.6800000000001,1730.6100000000001,1987.3199999999997,1194.8,11.8,63.0,1.92,8.27,20.03,0.6894063002611485
2025-04-16T00:00:24,QAQ,758.89,598.86,1730.6100000000001,1987.1999999999998,1197.1,11.7,63.1,2.08,10.02,22.8,0.6899793585002367
2025-04-16T00:01:24,QAQ,759.1100000000001,598.0500000000001,1730.715,1987.1999999999998,1197.5,11.7,63.1,1.94,9.37,22.66,0.6899305596394084
2025-04-16T00:02:24,QAQ,759.33,598.5,1730.6100000000001,1987.1999999999998,1193.4,11.7,63.2,2.01,9.35,28.35,0.6898653751467116
2025-04-16T00:03:24,QAQ,758.89,598.86,1730.6100000000001,1987.1999999999998,1196.6,11.7,63.4,2.05,9.48,21.3,0.6899180370898299
2025-04-16T00:04:24,QAQ,759.88,597.96,1730.715,1987.44,1198.3,11.6,63.5,2.04,9.15,19.68,0.6896816612492622
2025-04-16T00:05:24,QAQ,759.33,598.3199999999999,1730.6100000000001,1987.3199999999997,1197.8,11.6,63.6,2.24,10.87,24.56,0.6909247524008155
2025-04-16T00:06:24,QAQ,759.2200000000001,598.0500000000001,1730.8200000000002,1987.44,1197.1,11.6,63.8,2.05,9.85,23.3,0.6912670309906883
2025-04-16T00:07:24,QAQ,759.0000000000001,598.41,1730.5049999999999,1987.44,1198.5,11.6,63.9,2.22,10.36,28.97,0.6920177500875538
2025-04-16T00:08:24,QAQ,758.1200000000001,598.41,1730.6100000000001,1987.3199999999997,1197.0,11.6,63.8,2.01,8.66,24.89,0.6913637774345786
2025-04-16T00:09:24,QAQ,758.45,598.77,1730.5049999999999,1987.3199999999997,1197.2,11.5,63.8,2.01,9.07,21.71,0.6910587354204091
2025-04-16T00:10:24,QAQ,758.5600000000001,598.23,1730.6100000000001,1987.3199999999997,1197.3,11.5,63.8,1.9,8.75,20.28,0.6905131152423962
2025-04-16T00:11:24,QAQ,757.24,598.5,1730.4,1987.56,1195.7,11.5,63.9,2.02,9.27,24.93,0.6903863188951069
2025-04-16T00:12:24,QAQ,758.5600000000001,598.86,1730.5049999999999,1987.1999999999998,1198.8,11.5,64.0,2.15,9.39,23.24,0.6903545047298731
2025-04-16T00:13:24,QAQ,758.45,598.14,1730.4,1987.44,1196.1,11.5,63.9,2.16,10.4,26.78,0.6910779333631745
2025-04-16T00:14:24,QAQ,757.5700000000002,598.3199999999999,1730.5049999999999,1987.3199999999997,1197.3,11.5,64.0,2.04,9.87,28.71,0.6913892252720056
2025-04-16T00:15:24,QAQ,758.23,598.41,1730.295,1987.1999999999998,1197.8,11.5,63.9,2.1,8.75,19.79,0.6908799876842879
2025-04-16T00:16:24,QAQ,757.7900000000001,598.23,1730.4,1987.56,1196.2,11.4,63.7,1.97,8.48,20.0,0.6901941531170945
2025-04-16T00:17:24,QAQ,758.5600000000001,598.0500000000001,1730.4,1987.3199999999997,1197.5,11.4,63.9,2.01,8.45,15.61,0.6895075471008
2025-04-16T00:18:24,QAQ,758.5600000000001,598.59,1730.5049999999999,1987.44,1195.2,11.4,63.8,2.19,10.17,20.8,0.6900312473622472
2025-04-16T00:19:24,QAQ,758.5600000000001,598.59,1730.6100000000001,1987.56,1196.6,11.4,63.8,2.07,9.58,23.17,0.690137740972673
2025-04-16T00:20:24,QAQ,757.7900000000001,598.5,1730.6100000000001,1987.68,1198.2,11.4,63.8,1.92,8.57,20.8,0.689562528096475
2025-04-16T00:21:24,QAQ,757.46,598.5,1730.5049999999999,1987.56,1197.0,11.4,63.9,2.07,9.24,23.44,0.6894472270378597
2025-04-16T00:22:24,QAQ,757.5700000000002,598.5,1730.715,1987.56,1198.4,11.4,64.0,1.83,9.22,20.06,0.6893223063414871
2025-04-16T00:23:24,QAQ,758.45,598.3199999999999,1730.715,1987.56,1197.1,11.4,64.0,2.26,9.87,21.98,0.689619675548011
