DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,281,75,0,-7,6,0.1,0.00000,0.00000.1,0.2,256291271,174,77,2,-6,1976569327,AQI
2025-02-27 20:46:05-08:00,22.98,206.18400000000003,9.0,11.371500000000001,5.508,486.97,22.1,31.9,0.0,0.14,0.22,0.0,0.0,1,14.02,72.4,30.4,1,-14,51.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,,,1.2136000000000002
2025-02-27 20:47:05-08:00,22.98,203.73100000000002,8.649,10.794,6.396,492.18,22.1,32.2,0.0,0.23,0.26,0.0,0.0,1,13.98,20.45,29.43,1,-14,49.0,3.0,2,STAT,0,LAT,LON,W,CRC,,,,,,,1.4632
2025-02-27 20:48:05-08:00,22.99,204.86400000000003,9.216000000000001,10.709999999999999,4.704,498.94,22.1,32.0,0.0,0.18,0.19,0.0,0.0,1,13.95,5.77,27.65,1,-13,50.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.0848
2025-02-27 20:49:05-08:00,22.99,206.06300000000002,8.739,10.111500000000001,6.323999999999999,500.58,22.1,32.1,0.0,0.1,0.1,0.0,0.0,1,13.95,1.63,28.53,1,-14,51.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.3448
2025-02-27 20:50:06-08:00,22.99,207.13000000000002,9.675,10.017,6.371999999999999,501.21,22.1,32.0,0.0,0.33,0.33,0.0,0.0,1,13.91,0.46,36.69,1,-15,49.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.5384
2025-02-27 20:51:06-08:00,22.99,208.615,10.323,9.723,6.06,500.76,22.1,32.0,0.0,0.19,0.19,0.0,0.0,1,13.91,0.13,30.2,1,-15,50.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.3639999999999999
2025-02-27 20:52:06-08:00,22.99,205.38100000000003,9.945,9.5655,5.723999999999999,500.23,22.1,31.9,0.02,0.11,0.11,0.0,0.0,1,13.87,0.04,30.29,1,-14,49.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.2328
2025-02-27 20:53:07-08:00,22.99,205.744,9.144,10.552500000000002,4.74,498.62,22.1,32.0,0.12,0.38,0.38,0.0,0.0,1,13.87,0.01,28.08,1,-14,50.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.2520000000000002
2025-02-27 20:54:07-08:00,22.99,206.58000000000004,9.036,10.3425,5.748,496.78,22.1,32.0,0.04,0.21,0.35,0.0,0.0,1,13.84,0.0,28.12,1,-14,51.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.3176
2025-02-27 20:55:07-08:00,22.99,206.723,9.207,10.5315,5.34,496.64,22.1,31.9,0.01,0.17,0.24,0.0,0.0,1,14.19,303.0,36.9,1,-14,50.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,,,1.2040000000000002
2025-02-27 20:56:07-08:00,22.99,204.94100000000003,9.351,9.051,8.16,496.23,22.1,32.1,0.0,0.07,0.1,0.0,0.0,1,14.05,92.36,29.96,1,-14,50.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.6880000000000002
2025-02-27 20:57:07-08:00,22.99,206.074,11.232000000000001,8.316,8.508,496.58,22.1,32.0,0.0,0.07,0.07,0.0,0.0,1,13.98,26.08,26.2,1,-14,49.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.7576
2025-02-27 20:58:07-08:00,22.99,207.92200000000003,10.935,9.324000000000002,6.167999999999999,495.97,22.1,32.0,0.0,0.03,0.03,0.0,0.0,1,13.95,7.37,30.31,1,-15,49.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.2576
2025-02-27 20:59:08-08:00,22.99,204.556,9.747,10.0695,5.508,494.43,22.1,32.0,0.0,0.32,0.32,0.0,0.0,1,13.95,2.08,30.0,1,-13,50.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.3576000000000001
2025-02-27 21:00:09-08:00,22.99,204.21500000000003,9.738000000000001,9.849000000000002,5.46,494.03,22.1,32.0,0.0,0.57,0.57,0.0,0.0,1,13.91,0.59,34.7,1,-13,50.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.548
2025-02-27 21:01:09-08:00,22.99,205.05100000000002,8.739,8.715000000000002,6.732,493.51,22.1,32.0,0.13,0.53,0.57,0.0,0.0,1,13.91,0.17,29.6,1,-14,51.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.7704
2025-02-27 21:02:09-08:00,22.99,202.598,8.433,9.8175,3.9359999999999995,493.63,22.1,32.1,0.04,0.66,0.93,0.0,0.0,1,13.87,0.05,30.11,1,-12,51.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.3152
2025-02-27 21:03:09-08:00,23.01,206.58000000000004,9.009,10.216500000000002,5.9639999999999995,495.28,22.1,32.0,0.01,0.51,0.78,0.0,0.0,1,13.87,0.01,29.22,1,-14,51.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.6008
2025-02-27 21:04:04-08:00,23.03,203.02700000000002,9.297,9.9855,4.932,497.46,22.1,32.1,0.1,0.51,0.6,0.0,0.0,1,13.87,0.0,29.67,1,-13,51.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.3944
2025-02-27 21:05:04-08:00,23.05,204.41300000000004,8.991,9.7125,5.172,498.54,22.1,32.1,0.15,0.62,1.14,0.0,0.0,1,14.09,145.16,35.19,1,-13,51.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.5304
2025-02-27 21:06:09-08:00,23.06,207.71300000000002,8.919,9.366,5.844,501.63,22.1,32.1,0.05,0.42,0.7,0.0,0.0,1,14.05,119.83,36.03,1,-15,51.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.5048000000000001
2025-02-27 21:07:04-08:00,23.07,206.866,9.036,9.7335,5.652,504.32,22.2,32.1,0.09,0.35,0.51,0.0,0.0,1,14.02,37.6,29.03,1,-15,51.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.4104
2025-02-27 21:08:04-08:00,23.08,206.96500000000003,9.621,10.08,5.159999999999999,505.2,22.1,32.1,0.03,0.12,0.17,0.0,0.0,1,13.98,10.62,29.28,1,-14,50.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.128
2025-02-27 21:09:06-08:00,23.08,205.62300000000002,9.198,9.093,8.052,507.05,22.2,32.2,0.01,0.24,0.27,0.0,0.0,1,13.95,3.0,26.0,1,-13,51.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.8024
2025-02-27 21:10:08-08:00,23.09,205.81,10.206,9.397499999999999,6.0,513.11,22.2,32.1,0.0,0.34,0.62,0.0,0.0,1,13.95,0.85,25.75,1,-13,50.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.4720000000000002
2025-02-27 21:11:09-08:00,23.09,209.09900000000002,10.584,9.082500000000001,5.388,516.48,22.2,32.2,-1.0,-1.0,-1.0,0.0,0.0,1,13.91,0.24,33.67,1,-15,50.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,0.27760000000000007
2025-02-27 21:12:09-08:00,23.09,209.26400000000004,9.666,9.7965,4.464,517.76,22.2,32.2,-1.0,-1.0,-1.0,0.0,0.0,1,13.87,0.07,30.88,1,-14,50.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,0.0928000000000001
2025-02-27 21:13:09-08:00,23.09,207.28400000000002,9.864,10.1325,4.44,516.39,22.2,32.2,-1.0,-1.0,-1.0,0.0,0.0,1,13.87,0.02,30.25,1,-14,50.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,0.08800000000000008
2025-02-27 21:14:09-08:00,23.09,209.64900000000003,9.792000000000002,9.408000000000001,7.176,516.9,22.2,32.2,-1.0,-1.0,-1.0,0.0,0.0,1,13.87,0.01,29.06,1,-15,49.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,,,0.6352
2025-02-27 21:15:09-08:00,23.09,208.967,10.134,8.61,7.884,517.07,22.2,32.2,-1.0,-1.0,-1.0,0.0,0.0,1,13.84,0.0,31.48,1,-15,49.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,0.7768000000000002
2025-02-27 21:16:05-08:00,23.09,207.669,9.063,9.502500000000001,4.9559999999999995,516.73,22.2,32.1,0.0,0.63,0.72,0.0,0.0,1,14.12,203.34,33.87,1,-14,50.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.4952
2025-02-27 21:17:05-08:00,23.09,206.976,8.469000000000001,9.954,5.34,515.76,22.2,32.1,0.0,0.66,0.85,0.0,0.0,1,14.02,57.43,29.48,1,-13,51.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.596
2025-02-27 21:18:06-08:00,23.09,205.11700000000002,8.442,9.7545,4.008,513.64,22.2,32.1,0.0,0.46,0.69,0.0,0.0,1,13.98,16.22,29.85,1,-13,52.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.1696000000000002
2025-02-27 21:19:06-08:00,23.09,205.161,8.82,10.9305,3.6599999999999997,512.2,22.2,32.2,0.04,0.79,0.88,0.0,0.0,1,13.95,4.58,27.8,1,-13,51.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.364
2025-02-27 21:20:07-08:00,23.09,208.758,9.72,10.384500000000001,2.4119999999999995,511.3,22.2,32.1,0.01,0.58,1.15,0.0,0.0,1,13.95,1.29,28.73,1,-14,51.0,2.0,0,STAT,0,LAT,LON,W,CRC,,,,,,,0.9463999999999999
2025-02-27 21:21:07-08:00,23.09,202.51000000000002,9.279,10.909500000000001,4.14,509.89,22.2,32.1,0.0,0.7,1.51,0.0,0.0,1,13.91,0.37,33.09,1,-12,51.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.388
2025-02-27 21:22:07-08:00,23.09,206.525,9.0,9.3765,6.9719999999999995,509.31,22.2,32.1,0.02,0.62,1.08,0.0,0.0,1,13.91,0.1,27.39,1,-14,52.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.8904
2025-02-27 21:23:07-08:00,23.09,203.577,9.9,9.807,3.0119999999999996,509.11,22.2,32.1,0.12,0.48,0.63,0.0,0.0,1,13.87,0.03,27.71,1,-12,50.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,0.9863999999999999
2025-02-27 21:24:07-08:00,23.1,204.776,9.9,9.828,4.284,508.58,22.2,32.1,0.04,0.35,0.4,0.0,0.0,1,13.87,0.01,29.62,1,-13,49.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.1368
2025-02-27 21:25:07-08:00,23.13,206.09600000000003,9.945,9.775500000000001,4.08,508.05,22.2,32.0,0.01,0.49,0.51,0.0,0.0,1,13.84,0.0,27.7,1,-13,50.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.2080000000000002
2025-02-27 21:26:08-08:00,23.15,206.23900000000003,8.964,9.555,3.504,507.37,22.3,32.0,0.0,0.27,0.36,0.0,0.0,1,14.16,296.0,37.79,1,-13,52.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,0.9168000000000001
2025-02-27 21:27:08-08:00,23.16,204.16,10.520999999999999,9.586500000000001,4.14,506.38,22.2,32.0,0.02,0.73,0.78,0.0,0.0,1,14.05,99.32,31.42,1,-12,49.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.412
2025-02-27 21:28:08-08:00,23.17,207.317,9.81,10.195500000000001,3.1319999999999997,505.26,22.2,32.0,0.01,0.27,0.29,0.0,0.0,1,13.98,28.05,29.39,1,-14,51.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,0.8424
2025-02-27 21:29:08-08:00,23.18,203.126,9.054,10.437,3.468,504.28,22.2,32.0,0.03,0.24,0.25,0.0,0.0,1,13.98,7.92,28.62,1,-12,52.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,0.8855999999999999
2025-02-27 21:30:09-08:00,23.18,205.23800000000003,9.612,10.8675,2.6999999999999997,503.45,22.3,31.9,0.01,0.16,0.41,0.0,0.0,1,13.95,2.24,31.7,1,-12,51.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,0.6679999999999999
2025-02-27 21:31:10-08:00,23.19,205.26000000000002,10.566,8.988000000000001,7.188,503.51,22.3,32.0,0.02,0.1,0.19,0.0,0.0,1,13.91,0.63,32.25,1,-13,49.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,,,1.5176
2025-02-27 21:32:11-08:00,23.19,209.57200000000003,10.764000000000001,8.6625,6.359999999999999,503.83,22.3,32.1,0.01,0.19,0.41,0.0,0.0,1,13.91,0.18,32.82,1,-15,49.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.424
2025-02-27 21:33:11-08:00,23.19,204.424,8.901000000000002,9.9225,6.876,505.99,22.3,32.1,0.02,0.51,0.58,0.0,0.0,1,13.87,0.05,31.17,1,-11,51.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,,,1.7832000000000003
2025-02-27 21:34:11-08:00,23.19,208.80200000000002,9.297,9.807,4.668,511.57,22.3,32.1,0.01,0.42,0.45,0.0,0.0,1,13.87,0.01,27.64,1,-14,51.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.2696
2025-02-27 21:35:12-08:00,23.19,207.06400000000002,9.054,9.765,5.124,515.9,22.3,32.2,0.0,0.3,0.62,0.0,0.0,1,13.87,0.0,30.38,1,-13,51.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.2648
2025-02-27 21:36:12-08:00,23.19,205.491,10.845,9.534,5.88,518.36,22.3,32.2,0.04,0.16,0.43,0.0,0.0,1,13.84,0.0,29.27,1,-12,49.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.3039999999999998
2025-02-27 21:37:12-08:00,23.19,207.306,9.369,10.626,3.792,520.36,22.3,32.1,0.1,0.2,0.36,0.0,0.0,1,14.09,143.23,30.5,1,-13,50.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,0.9184
2025-02-27 21:38:12-08:00,23.19,204.28100000000003,9.909,9.933000000000002,3.432,519.91,22.3,32.1,0.03,0.07,0.12,0.0,0.0,1,14.02,40.45,28.69,1,-12,51.0,2.0,0,STAT,0,LAT,LON,W,CRC,,,,,,,0.7424000000000001
2025-02-27 21:39:12-08:00,23.19,205.359,9.54,8.736,5.76,518.62,22.3,32.1,0.07,0.26,0.28,0.0,0.0,1,13.98,11.42,32.66,1,-12,52.0,1.0,0,STAT,0,LAT,LON,W,CRC,,,,,,,1.3599999999999999
2025-02-27 21:40:13-08:00,23.19,206.8,9.846,9.513000000000002,4.74,516.19,22.3,32.0,0.29,0.61,0.62,0.0,0.0,1,13.95,3.23,28.13,1,-12,51.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.436
2025-02-27 21:41:13-08:00,23.19,207.669,9.468,10.3425,3.252,513.21,22.3,32.0,0.11,0.41,0.62,0.0,0.0,1,13.95,0.91,30.24,1,-13,52.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,0.9783999999999999
2025-02-27 21:42:12-08:00,23.19,201.71800000000002,9.792000000000002,10.0485,4.823999999999999,511.16,22.3,32.0,0.1,0.69,0.76,0.0,0.0,1,13.91,0.26,36.7,1,-10,52.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,,,1.5168
2025-02-27 21:43:12-08:00,23.19,201.98200000000003,10.953,9.2505,4.608,510.41,22.3,32.0,0.03,0.55,0.68,0.0,0.0,1,13.87,0.07,31.28,1,-9,50.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.3616000000000001
2025-02-27 21:44:12-08:00,23.19,206.42600000000002,10.520999999999999,8.6835,5.004,510.3,22.3,32.0,0.01,0.18,0.23,0.0,0.0,1,13.87,0.02,29.57,1,-12,50.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.1447999999999998
2025-02-27 21:45:12-08:00,23.19,204.76500000000001,9.684,9.03,5.196,510.73,22.3,32.1,0.2,0.65,0.67,0.0,0.0,1,13.87,0.01,28.75,1,-11,50.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.5592
2025-02-27 21:46:13-08:00,23.2,204.44600000000003,10.134,9.471,6.0,515.98,22.4,32.2,0.19,0.7,0.89,0.0,0.0,1,13.84,0.0,29.36,1,-10,50.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,,,1.7600000000000002
2025-02-27 21:47:13-08:00,23.22,206.89900000000003,9.711,9.5235,4.967999999999999,522.76,22.4,32.1,0.07,0.44,0.74,0.0,0.0,1,14.16,265.18,33.79,1,-11,52.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,,1.3456
2025-02-27 21:48:13-08:00,23.24,208.945,8.865,9.9435,5.808,526.49,22.4,32.1,0.02,0.24,0.55,0.0,0.0,1,14.02,74.9,30.79,1,-11,52.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,,,1.3536
