DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,91,20,-4,-30,2125666269,89,29,2227873036,AQI
2025-03-18 20:52:16-07:00,13.06,169.97200000000004,9.099,-2.1420000000000003,38.459999999999994,417.01,12.8,39.4,0.0,0.09,0.28,32.0,0.0,-1,STAT,,,,,7.763999999999999
2025-03-18 20:53:16-07:00,13.09,159.89600000000002,7.8660000000000005,-2.058,37.044,416.6,12.8,39.3,0.0,0.66,0.79,34.0,-1.0,-1,STAT,,,,,7.9368
2025-03-18 20:54:17-07:00,13.1,156.959,8.928,-0.546,39.84,416.21,12.9,39.1,0.0,0.21,0.25,34.0,0.0,0,STAT,,,,,8.136000000000001
2025-03-18 20:55:17-07:00,13.11,162.78900000000002,9.882000000000001,0.5670000000000001,38.699999999999996,416.07,12.9,38.8,0.0,0.17,0.19,33.0,0.0,0,STAT,,,,,7.8759999999999994
2025-03-18 20:56:12-07:00,13.11,216.26000000000002,10.701,1.302,39.54,416.41,12.9,38.8,0.52,0.95,0.96,33.0,0.0,0,STAT,,,,,8.668000000000001
2025-03-18 20:57:13-07:00,13.11,236.08200000000002,9.567,0.1575,39.516,416.21,12.8,39.3,0.4,0.67,0.68,34.0,0.0,0,STAT,,,,,8.4392
2025-03-18 20:58:13-07:00,13.11,188.18800000000002,9.468,0.6930000000000001,37.524,416.07,12.9,39.5,0.12,0.21,0.21,32.0,0.0,0,STAT,,,,,7.6728000000000005
2025-03-18 20:59:13-07:00,13.11,167.47500000000002,7.731,0.8925,36.744,415.76,13.0,39.8,0.04,0.07,0.07,35.0,0.0,0,STAT,,,,,7.404800000000001
2025-03-18 21:00:14-07:00,13.11,174.757,8.568,-0.273,40.056000000000004,415.92,13.0,38.9,0.01,0.02,0.02,34.0,0.0,0,STAT,,,,,8.0272
2025-03-18 21:01:14-07:00,13.11,184.8,8.442,-0.5775000000000001,43.175999999999995,416.43,12.9,38.8,0.0,0.12,0.22,35.0,-1.0,1,STAT,,,,,8.7312
2025-03-18 21:02:15-07:00,13.07,182.03900000000002,8.289000000000001,-1.4909999999999999,44.916,416.96,12.8,38.9,0.0,0.18,0.21,35.0,0.0,1,STAT,,,,,9.1272
2025-03-18 21:03:15-07:00,13.05,170.775,8.667000000000002,-0.0315,40.572,416.99,12.8,38.9,0.0,0.09,0.1,34.0,0.0,0,STAT,,,,,8.1864
2025-03-18 21:04:15-07:00,13.05,158.851,8.631,1.7115,37.967999999999996,416.5,12.8,39.5,0.0,0.21,0.34,34.0,1.0,0,STAT,,,,,7.7616
2025-03-18 21:05:15-07:00,13.06,157.85000000000002,8.145000000000001,2.7615,36.275999999999996,416.17,12.7,39.6,0.0,0.07,0.57,35.0,0.0,0,STAT,,,,,7.3111999999999995
2025-03-18 21:06:15-07:00,13.09,161.77700000000002,7.470000000000001,3.3915,37.284,416.06,12.7,40.1,0.0,0.02,0.19,34.0,0.0,0,STAT,,,,,7.4728
2025-03-18 21:07:15-07:00,13.1,162.679,7.65,3.0555000000000003,38.4,416.02,12.7,40.4,0.0,0.18,0.45,35.0,0.0,0,STAT,,,,,7.824
2025-03-18 21:08:15-07:00,13.11,159.984,6.894,2.7510000000000003,37.812,416.01,12.7,41.0,0.0,0.4,0.49,34.0,0.0,0,STAT,,,,,7.8824000000000005
2025-03-18 21:09:15-07:00,13.11,161.733,7.425,2.2680000000000002,38.952,416.36,12.7,41.0,0.0,0.41,0.44,35.0,0.0,0,STAT,,,,,8.1184
2025-03-18 21:10:17-07:00,13.12,167.75,8.784,0.651,41.16,416.44,12.7,40.6,0.13,0.33,0.34,34.0,0.0,0,STAT,,,,,8.495999999999999
