DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,143,66,4,-4,6,0,0.00000,0.00000.1,0.1,220802233,165,68,-3,1738476065,AQI
2025-03-05 11:50:00-08:00,21.8,166.837,10.953,7.392,4.284,418.77,21.1,32.3,0.0,0.0,0.0,0.0,0.0,1,13.91,0.26,36.31,1,-9,41.0,3.0,2,STAT,0,LAT,LON,W,CRC,,,,,,0.8568
2025-03-05 11:51:01-08:00,21.8,170.28000000000003,10.503,7.990500000000001,1.68,418.92,21.1,32.3,0.0,0.0,0.0,0.0,0.0,1,13.87,0.07,30.2,1,-11,41.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.336
2025-03-05 11:52:01-08:00,21.8,166.507,10.494,8.4315,2.256,418.81,21.1,32.3,0.0,0.0,0.13,0.0,0.0,1,13.87,0.02,30.02,1,-9,41.0,3.0,2,STAT,0,LAT,LON,W,CRC,,,,,,0.4512
2025-03-05 11:53:01-08:00,21.8,167.486,10.376999999999999,9.072000000000001,1.7999999999999998,418.93,21.1,32.2,0.0,0.07,0.12,0.0,0.0,1,13.84,0.01,31.64,1,-9,41.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,,0.416
2025-03-05 11:54:01-08:00,21.8,162.89900000000003,10.467,7.8645000000000005,1.908,418.92,21.2,32.3,0.0,0.02,0.06,0.0,0.0,1,14.16,291.36,29.39,1,-6,41.0,3.0,2,STAT,0,LAT,LON,W,CRC,,,,,,0.3976
2025-03-05 11:55:00-08:00,21.8,165.82500000000002,9.846,8.022,3.372,418.97,21.1,32.3,0.0,0.01,0.06,0.0,0.0,1,14.02,130.51,40.17,1,-8,42.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,,0.6824
2025-03-05 11:56:00-08:00,21.8,167.178,9.837,8.4525,2.7119999999999997,418.99,21.2,32.3,0.0,0.0,0.02,0.0,0.0,1,13.98,36.86,33.52,1,-9,42.0,3.0,2,STAT,0,LAT,LON,W,CRC,,,,,,0.5424
2025-03-05 11:57:00-08:00,21.8,169.411,9.585,8.148,2.148,419.0,21.1,32.3,0.0,0.0,0.01,0.0,0.0,1,13.95,10.41,28.98,1,-10,42.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.42960000000000004
2025-03-05 11:58:01-08:00,21.8,169.36700000000002,10.754999999999999,8.064,1.68,419.0,21.1,32.3,0.0,0.0,0.05,0.0,0.0,1,13.95,2.94,28.0,1,-10,41.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.336
2025-03-05 11:59:01-08:00,21.8,168.454,11.205,7.5285,3.1799999999999997,419.0,21.1,32.3,0.0,0.0,0.02,0.0,0.0,1,13.91,0.83,29.64,1,-10,41.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.636
2025-03-05 12:00:02-08:00,21.8,165.31900000000002,10.944,6.825,5.568,419.0,21.1,32.3,0.0,0.0,0.03,0.0,0.0,1,13.87,0.23,39.24,1,-8,41.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,,1.1136
2025-03-05 12:01:02-08:00,21.8,165.858,10.719000000000001,7.6754999999999995,3.7439999999999998,419.0,21.1,32.3,0.0,0.0,0.01,0.0,0.0,1,13.87,0.07,29.64,1,-8,41.0,1.0,2,STAT,0,LAT,LON,W,CRC,,,,,,0.7488
2025-03-05 12:02:02-08:00,21.8,165.45100000000002,9.837,7.0665000000000004,2.28,419.0,21.1,32.3,0.0,0.0,0.0,0.0,0.0,1,13.87,0.02,28.12,1,-8,43.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.45599999999999996
2025-03-05 12:03:02-08:00,21.8,167.508,11.079,8.0115,2.388,419.0,21.1,32.3,0.0,0.0,0.0,0.0,0.0,1,13.84,0.01,31.73,1,-9,41.0,3.0,2,STAT,0,LAT,LON,W,CRC,,,,,,0.4776
2025-03-05 12:04:03-08:00,21.8,169.103,10.035,8.0745,2.016,419.0,21.1,32.3,0.0,0.0,0.0,0.0,0.0,1,14.16,283.42,26.03,1,-10,44.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.4032
2025-03-05 12:05:04-08:00,21.8,168.11300000000003,10.917000000000002,8.6415,1.068,419.0,21.1,32.3,0.0,0.0,0.0,0.0,0.0,1,14.02,80.05,27.95,1,-9,42.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.2136
2025-03-05 12:05:59-08:00,21.8,167.761,10.188,8.0535,1.548,419.0,21.1,32.3,0.0,0.0,0.0,0.0,0.0,1,13.98,25.12,28.37,1,-9,41.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,,0.30960000000000004
