DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,91,47,3,-28,6,0,0.00000,0.00000.1,0.1,1804016167,108,24,-29,0.2,348142736,AQI
2025-03-09 07:50:39-07:00,10.34,156.233,9.567,5.7855,39.528,425.35,11.0,69.8,0.7,2.31,2.42,0.0,0.0,1,13.87,3.25,33.28,1,-25,31.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.7536
2025-03-09 07:51:39-07:00,10.35,157.13500000000002,8.802,5.019,39.959999999999994,425.12,11.0,69.6,0.88,2.34,2.42,0.0,0.0,1,13.84,0.92,32.49,1,-25,31.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.863999999999999
2025-03-09 07:52:39-07:00,10.35,158.598,9.081,4.0635,40.404,425.04,11.0,69.3,0.96,2.21,2.55,0.0,0.0,1,14.02,102.26,31.19,1,-25,32.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.848800000000002
2025-03-09 07:53:39-07:00,10.36,159.973,8.874,5.7435,38.495999999999995,425.02,11.0,69.3,0.73,1.88,1.99,0.0,0.0,1,13.98,28.88,29.23,1,-26,32.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.203199999999999
2025-03-09 07:54:39-07:00,10.37,156.948,8.919,4.0845,39.732,425.38,11.0,68.9,0.74,2.08,2.5,0.0,0.0,1,13.91,8.16,34.95,1,-22,32.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.6104
2025-03-09 07:55:39-07:00,10.41,158.70800000000003,9.423,4.5045,39.768,425.63,11.0,68.9,0.92,2.33,2.46,0.0,0.0,1,13.87,2.3,33.1,1,-26,32.0,0.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.8176
2025-03-09 07:56:40-07:00,10.43,161.953,8.064000000000002,4.8615,37.056,425.87,11.0,68.9,0.67,2.11,2.28,0.0,0.0,1,13.98,160.01,31.84,1,-27,32.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.0992
2025-03-09 07:57:40-07:00,10.45,153.879,8.766,4.4625,36.696,425.95,11.1,68.7,0.66,1.83,1.88,0.0,0.0,1,14.02,96.79,32.2,1,-25,32.0,0.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,8.8032
2025-03-09 07:58:40-07:00,10.45,154.09900000000002,8.874,5.019,37.571999999999996,425.98,11.1,68.4,0.47,1.41,1.63,0.0,0.0,1,13.95,27.34,30.35,1,-25,32.0,0.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,8.642399999999999
2025-03-09 07:59:40-07:00,10.45,155.81500000000003,9.126000000000001,3.2445,39.42,425.99,11.1,68.3,0.77,1.56,1.63,0.0,0.0,1,13.87,7.72,34.0,1,-26,32.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.132000000000001
2025-03-09 08:00:40-07:00,10.46,152.823,9.045000000000002,4.641,37.98,426.0,11.1,68.3,0.84,1.81,1.94,0.0,0.0,1,13.84,2.18,31.07,1,-22,32.0,0.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.044
2025-03-09 08:01:40-07:00,10.48,158.21300000000002,8.037,5.7435,37.404,426.0,11.1,68.3,0.74,2.12,2.18,0.0,0.0,1,14.12,249.69,33.38,1,-21,32.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.176800000000002
2025-03-09 08:02:40-07:00,10.51,156.959,8.28,4.924500000000001,38.064,426.0,11.1,68.2,0.36,1.78,1.8,0.0,0.0,1,13.98,70.52,33.14,1,-22,32.0,0.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.0368
2025-03-09 08:03:40-07:00,10.53,154.55,7.272,5.2185,37.92,426.09,11.1,68.0,0.59,1.8,1.81,0.0,0.0,1,13.95,19.92,31.82,1,-24,34.0,0.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.024000000000001
2025-03-09 08:04:40-07:00,10.54,157.234,7.587,5.187,38.904,426.47,11.1,68.0,0.86,2.1,2.1,0.0,0.0,1,13.91,5.63,34.42,1,-25,34.0,0.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.4608
2025-03-09 08:05:41-07:00,10.55,153.186,8.739,4.7145,39.336,426.36,11.1,67.8,0.78,1.95,2.07,0.0,0.0,1,13.84,1.59,36.85,1,-24,33.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.427200000000001
2025-03-09 08:06:41-07:00,10.55,154.84700000000004,7.173,3.465,39.815999999999995,426.13,11.1,67.7,0.6,1.56,1.75,0.0,0.0,1,14.05,178.74,33.22,1,-26,34.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.2112
2025-03-09 08:07:41-07:00,10.55,152.493,8.397,3.8220000000000005,40.559999999999995,426.04,11.1,67.6,0.33,1.62,1.88,0.0,0.0,1,13.98,50.48,30.63,1,-24,35.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.408000000000001
2025-03-09 08:08:41-07:00,10.56,152.603,7.821,3.6750000000000003,40.752,426.46,11.1,67.7,0.6,1.75,2.35,0.0,0.0,1,13.91,14.26,30.78,1,-24,34.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.550400000000002
2025-03-09 08:09:41-07:00,10.56,152.977,7.2,3.4125,40.404,426.23,11.1,67.5,0.76,1.42,1.62,0.0,0.0,1,13.87,4.03,31.32,1,-24,35.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.216800000000001
