DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,112,20,-3,-30,2194227759,117,27,-32,211450174,AQI
2025-03-18 03:59:02-07:00,6.32,167.39800000000002,2.43,16.548000000000002,17.976,401.0,7.6,59.6,0.1,0.58,0.59,19.0,2.0,-1,STAT,,,,,,4.059200000000001
2025-03-18 04:00:02-07:00,6.31,165.11,5.166,16.128,17.58,401.35,7.6,59.7,0.03,0.34,0.34,16.0,1.0,0,STAT,,,,,,3.7880000000000003
2025-03-18 04:01:02-07:00,6.3,164.637,3.798,16.8,16.884,401.77,7.6,59.7,0.39,1.09,1.29,17.0,2.0,0,STAT,,,,,,4.2488
2025-03-18 04:02:02-07:00,6.27,172.24900000000002,3.249,16.0755,18.264,402.21,7.6,60.0,0.21,0.7,0.86,17.0,2.0,-1,STAT,,,,,,4.2128
2025-03-18 04:03:03-07:00,6.23,171.919,3.339,16.2855,18.372,402.11,7.6,60.3,0.26,0.91,0.99,16.0,2.0,-1,STAT,,,,,,4.4024
2025-03-18 04:04:03-07:00,6.22,173.217,4.257000000000001,17.198999999999998,16.968,402.65,7.6,60.5,0.13,0.97,1.62,16.0,2.0,-1,STAT,,,,,,4.1696
2025-03-18 04:05:03-07:00,6.21,172.645,5.508,16.768500000000003,17.604,402.88,7.6,60.6,0.08,1.25,1.51,15.0,1.0,0,STAT,,,,,,4.5207999999999995
2025-03-18 04:06:03-07:00,6.19,171.99600000000004,6.723,16.863,17.483999999999998,402.96,7.5,60.7,0.16,1.12,1.41,15.0,2.0,0,STAT,,,,,,4.3928
2025-03-18 04:07:03-07:00,6.15,172.24900000000002,4.581,16.8735,17.304,402.37,7.5,60.9,0.26,0.87,1.25,16.0,1.0,-1,STAT,,,,,,4.1568
2025-03-18 04:08:03-07:00,6.12,167.92600000000002,4.662,16.485,15.984,402.13,7.5,61.0,0.2,0.91,1.17,16.0,2.0,0,STAT,,,,,,3.9248000000000003
2025-03-18 04:09:03-07:00,6.11,167.453,3.9240000000000004,16.758000000000003,14.772,402.05,7.5,61.1,0.29,0.93,1.02,16.0,2.0,-1,STAT,,,,,,3.6984000000000004
2025-03-18 04:10:03-07:00,6.09,166.21,3.177,17.198999999999998,14.915999999999999,402.02,7.5,61.5,0.29,0.86,0.89,17.0,2.0,-1,STAT,,,,,,3.6712000000000002
2025-03-18 04:11:03-07:00,6.06,167.574,4.014,17.178,15.6,402.01,7.5,62.0,0.41,1.03,1.04,15.0,2.0,-1,STAT,,,,,,3.944
2025-03-18 04:12:03-07:00,6.03,170.412,3.825,16.38,16.811999999999998,402.0,7.5,62.3,0.48,1.47,1.47,16.0,2.0,-1,STAT,,,,,,4.538399999999999
2025-03-18 04:13:04-07:00,6.01,168.98200000000003,3.4019999999999997,17.387999999999998,15.156,402.0,7.4,62.5,0.16,1.08,1.08,17.0,2.0,0,STAT,,,,,,3.8952
2025-03-18 04:14:05-07:00,5.99,170.181,3.456,17.3775,16.464,402.0,7.4,62.7,0.46,1.3,1.3,16.0,2.0,-1,STAT,,,,,,4.3328
