DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,AQHI
2025-04-05 22:26:32,,1091.97,1.9260000000000002,30.145500000000002,42.275999999999996,560.36,17.1,42.5,7.53,7.9,19.11,5.136639817340292
2025-04-05 22:27:32,,1089.1870000000001,1.692,29.6415,43.332,557.35,17.1,42.6,7.91,8.46,21.31,5.15603172686296
2025-04-05 22:28:32,,1094.5220000000002,1.692,30.135,42.588,560.72,17.1,42.7,7.75,8.07,21.72,5.157423801806654
2025-04-05 22:29:32,,1106.9520000000002,1.9260000000000002,29.904000000000003,43.02,560.6,17.1,42.4,8.93,9.48,17.06,5.175434938498847
2025-04-05 22:30:32,,1109.4270000000001,1.692,30.135,42.588,559.28,17.1,42.7,8.95,9.61,17.9,5.186872209498039
2025-04-05 22:31:32,,1100.319,1.692,30.135,42.924,558.8,17.1,42.8,8.94,9.37,16.44,5.195575340985918
2025-04-05 22:32:32,,1098.361,1.692,30.3765,42.888,560.6,17.1,43.0,8.61,8.93,12.63,5.201530211755482
2025-04-05 22:33:32,,1098.9660000000001,1.692,29.883000000000003,42.924,558.68,17.1,42.8,8.34,8.82,12.03,5.200284164656113
2025-04-05 22:34:32,,1093.191,1.6560000000000001,30.366000000000003,43.224000000000004,560.24,17.0,43.1,7.45,7.83,8.86,5.200517033661452
2025-04-05 22:35:32,,1096.0620000000001,1.692,29.631,42.54,561.57,17.0,42.9,8.38,8.74,25.15,5.195049900307002
2025-04-05 22:36:32,,1091.3100000000002,1.6560000000000001,29.862000000000002,43.199999999999996,555.18,17.0,43.2,7.21,7.73,25.0,5.191234646270693
2025-04-05 22:37:32,,1079.5620000000001,1.6560000000000001,30.114,43.199999999999996,561.21,17.0,43.2,7.34,7.75,11.0,5.189939157674721
2025-04-05 22:38:32,,1085.711,2.034,30.576000000000004,43.404,561.45,17.0,44.0,8.51,8.89,28.19,5.196851006359231
2025-04-05 22:39:32,,1095.457,1.9620000000000002,31.752,43.116,561.45,17.0,45.4,8.84,9.31,17.68,5.210321511183831
2025-04-05 22:40:32,,1105.3020000000001,1.953,30.481500000000004,41.495999999999995,566.75,17.0,46.1,8.04,8.45,11.04,5.2063112745867395
2025-04-05 22:41:32,,1092.6850000000002,1.917,29.788500000000003,41.016,562.29,17.0,44.9,8.1,8.47,22.26,5.197552211898015
2025-04-05 22:42:32,,1098.0090000000002,1.9260000000000002,29.809500000000003,42.24,560.72,16.9,44.3,8.12,8.71,26.62,5.1943979138530745
2025-04-05 22:43:32,,1090.001,1.9620000000000002,30.5025,41.663999999999994,566.75,16.9,45.3,8.79,9.36,19.36,5.194911851056211
2025-04-05 22:44:32,,1092.025,1.9620000000000002,30.492,42.336,562.89,16.9,45.6,10.6,11.08,14.61,5.201449970440201
2025-04-05 22:45:32,,1091.959,1.9620000000000002,30.0195,41.711999999999996,562.53,16.9,45.1,14.79,15.44,18.91,5.213908177783981
2025-04-05 22:46:32,,1086.624,1.917,30.0195,42.467999999999996,565.42,16.9,45.0,15.19,15.61,19.18,5.227464768290625
2025-04-05 22:47:32,,1082.631,1.9260000000000002,30.03,41.748,563.37,16.9,44.9,15.34,15.67,27.82,5.238231272576575
2025-04-05 22:48:32,,1078.6380000000001,1.9620000000000002,30.7545,42.01199999999999,565.18,16.9,45.4,15.78,16.19,19.14,5.252441822195508
2025-04-05 22:49:32,,1089.605,1.9620000000000002,30.7335,41.928,564.34,16.9,45.8,17.68,18.03,21.43,5.268817784169958
2025-04-05 22:50:32,,1087.13,1.9620000000000002,29.505000000000003,42.35999999999999,560.97,16.9,45.5,31.19,31.78,34.39,5.3064656339448915
