DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,132,54,3,0,6,0.1,0.00000,0.00000.1,0.2,1601371615,AQI
2025-03-07 04:59:38-08:00,23.69,287.133,9.027,7.455,18.756,502.78,22.5,29.7,0.0,0.02,0.02,0.0,0.0,1,13.95,0.01,40.32,1,-30,37,2,4,STAT,0,LAT,LON,W,CRC,,3.7672000000000003
2025-03-07 05:00:38-08:00,23.69,268.45500000000004,10.485000000000001,7.539,19.02,502.27,22.5,29.7,0.0,0.01,0.01,0.0,0.0,1,14.23,259.55,32.05,1,-24,35,2,4,STAT,0,LAT,LON,W,CRC,,3.8120000000000003
2025-03-07 05:01:38-08:00,23.69,292.77600000000007,8.937,8.599499999999999,17.688,502.1,22.5,29.7,0.0,0.0,0.0,0.0,0.0,1,14.12,73.31,32.87,1,-32,38,1,4,STAT,0,LAT,LON,W,CRC,,3.5376
2025-03-07 05:02:38-08:00,23.69,296.098,9.756,7.780500000000001,18.36,502.03,22.5,29.7,1.68,3.15,3.79,0.0,0.0,1,14.05,20.7,32.19,1,-33,37,2,4,STAT,0,LAT,LON,W,CRC,,6.192
2025-03-07 05:03:38-08:00,23.69,290.565,9.657,8.1165,17.868,501.36,22.4,29.7,1.84,3.56,4.23,0.0,0.0,1,14.02,5.85,35.66,1,-31,37,2,3,STAT,0,LAT,LON,W,CRC,,6.4216
2025-03-07 05:04:39-08:00,23.69,289.83900000000006,10.314000000000002,7.266,20.255999999999997,501.13,22.5,29.7,2.46,4.73,5.43,0.0,0.0,1,13.98,1.65,40.86,1,-30,37,2,4,STAT,0,LAT,LON,W,CRC,,7.8352
2025-03-07 05:05:39-08:00,23.69,296.67,10.232999999999999,7.266,20.928,500.89,22.5,29.7,1.27,2.93,3.16,0.0,0.0,1,13.98,0.47,36.4,1,-31,36,2,4,STAT,0,LAT,LON,W,CRC,,6.5296
2025-03-07 05:06:39-08:00,23.69,295.82300000000004,9.819,7.392,19.416,500.96,22.5,29.7,0.42,1.4,1.6,0.0,0.0,1,13.95,0.13,35.53,1,-31,37,2,4,STAT,0,LAT,LON,W,CRC,,5.0032000000000005
2025-03-07 05:07:40-08:00,23.69,281.85300000000007,8.856,7.812000000000001,18.528,500.99,22.5,29.6,0.14,0.89,1.1,0.0,0.0,1,13.95,0.04,32.77,1,-27,37,2,4,STAT,0,LAT,LON,W,CRC,,4.4176
2025-03-07 05:08:40-08:00,23.69,289.23400000000004,8.757000000000001,7.644000000000001,20.471999999999998,501.0,22.5,29.7,0.04,0.36,0.72,0.0,0.0,1,13.95,0.01,32.73,1,-29,37,3,4,STAT,0,LAT,LON,W,CRC,,4.3824
2025-03-07 05:09:40-08:00,23.68,282.007,9.423,7.5600000000000005,19.812,501.0,22.5,29.7,0.01,0.29,0.42,0.0,0.0,1,14.23,236.91,36.36,1,-26,36,2,4,STAT,0,LAT,LON,W,CRC,,4.194400000000001
2025-03-07 05:10:40-08:00,23.68,290.279,11.645999999999999,7.2345,19.572,501.54,22.4,29.7,0.0,0.12,0.52,0.0,0.0,1,14.09,66.91,30.71,1,-31,34,2,3,STAT,0,LAT,LON,W,CRC,,4.0104
2025-03-07 05:11:40-08:00,23.68,289.81700000000006,9.801,8.904000000000002,16.811999999999998,503.58,22.4,29.7,0.0,0.21,0.34,0.0,0.0,1,14.05,18.9,37.27,1,-29,36,2,3,STAT,0,LAT,LON,W,CRC,,3.5303999999999998
2025-03-07 05:12:40-08:00,23.69,289.49800000000005,11.115,8.6835,16.704,505.65,22.4,29.7,0.0,0.4,0.45,0.0,0.0,1,14.02,5.34,36.28,1,-30,36,1,3,STAT,0,LAT,LON,W,CRC,,3.6608
2025-03-07 05:13:40-08:00,23.68,288.057,9.594000000000001,7.7700000000000005,19.344,505.42,22.4,29.7,0.0,0.17,0.29,0.0,0.0,1,14.02,1.51,30.76,1,-29,38,2,4,STAT,0,LAT,LON,W,CRC,,4.0048
2025-03-07 05:14:40-08:00,23.68,304.524,9.576,8.5155,18.887999999999998,504.92,22.4,29.7,0.0,0.3,0.34,0.0,0.0,1,13.98,0.43,39.45,1,-34,38,1,4,STAT,0,LAT,LON,W,CRC,,4.0176
2025-03-07 05:15:41-08:00,23.67,292.11600000000004,9.107999999999999,7.686000000000001,19.8,504.32,22.4,29.7,0.0,0.1,0.11,0.0,0.0,1,13.95,0.12,37.22,1,-30,37,2,4,STAT,0,LAT,LON,W,CRC,,4.04
2025-03-07 05:16:41-08:00,23.67,302.049,10.845,7.434,19.968,503.59,22.4,29.7,0.0,0.22,0.24,0.0,0.0,1,13.95,0.03,33.49,1,-33,36,2,4,STAT,0,LAT,LON,W,CRC,,4.1696
2025-03-07 05:17:41-08:00,23.67,302.654,10.422,7.9590000000000005,19.968,503.05,22.4,29.7,0.0,0.22,0.32,0.0,0.0,1,13.95,0.01,31.06,1,-33,36,2,4,STAT,0,LAT,LON,W,CRC,,4.1696
2025-03-07 05:18:41-08:00,23.66,268.576,11.862,8.127,19.043999999999997,502.14,22.4,29.7,0.0,0.07,0.1,0.0,0.0,1,14.23,290.26,31.76,1,-21,35,2,4,STAT,0,LAT,LON,W,CRC,,3.8648
2025-03-07 05:19:42-08:00,23.65,294.91,11.898000000000001,7.0455000000000005,18.396,500.79,22.4,29.7,0.0,0.02,0.03,0.0,0.0,1,14.09,101.08,40.33,1,-31,35,1,3,STAT,0,LAT,LON,W,CRC,,3.6952000000000003
2025-03-07 05:20:42-08:00,23.62,300.663,9.576,7.7595,18.131999999999998,500.28,22.4,29.7,0.0,0.01,0.01,0.0,0.0,1,14.05,28.55,35.89,1,-32,37,1,3,STAT,0,LAT,LON,W,CRC,,3.6344
2025-03-07 05:21:42-08:00,23.6,291.445,8.964,7.9799999999999995,17.724,499.94,22.4,29.7,0.0,0.26,0.26,0.0,0.0,1,14.02,8.06,34.66,1,-30,37,2,3,STAT,0,LAT,LON,W,CRC,,3.7528000000000006
2025-03-07 05:22:42-08:00,23.59,294.29400000000004,8.838000000000001,7.8855,18.144,498.98,22.4,29.7,0.0,0.34,0.46,0.0,0.0,1,14.02,2.28,32.54,1,-31,38,2,3,STAT,0,LAT,LON,W,CRC,,3.9008000000000003
2025-03-07 05:23:43-08:00,23.59,295.46000000000004,10.197000000000001,9.051,17.232,498.01,22.4,29.6,0.0,0.14,0.18,0.0,0.0,1,13.98,0.64,31.29,1,-31,36,1,4,STAT,0,LAT,LON,W,CRC,,3.5584000000000002
2025-03-07 05:24:43-08:00,23.59,293.744,9.792000000000002,9.491999999999999,16.919999999999998,497.4,22.4,29.6,0.0,0.05,0.06,0.0,0.0,1,13.95,0.18,43.12,1,-30,37,1,4,STAT,0,LAT,LON,W,CRC,,3.424
2025-03-07 05:25:43-08:00,23.59,290.961,9.801,8.1585,17.796,497.14,22.3,29.6,0.0,0.34,0.34,0.0,0.0,1,13.95,0.05,39.4,1,-29,37,2,4,STAT,0,LAT,LON,W,CRC,,3.8312
2025-03-07 05:26:43-08:00,23.59,288.38700000000006,10.107000000000001,7.6754999999999995,19.536,497.05,22.3,29.7,0.0,0.29,0.48,0.0,0.0,1,13.95,0.01,32.13,1,-28,36,2,4,STAT,0,LAT,LON,W,CRC,,4.139200000000001
2025-03-07 05:27:43-08:00,23.59,264.781,9.864,6.6674999999999995,20.447999999999997,496.79,22.3,29.6,0.0,0.39,0.65,0.0,0.0,1,14.23,329.13,32.02,1,-18,37,2,4,STAT,0,LAT,LON,W,CRC,,4.4016
2025-03-07 05:28:43-08:00,23.59,301.79600000000005,8.829,8.106,17.735999999999997,496.42,22.3,29.7,0.0,0.43,0.51,0.0,0.0,1,14.12,114.07,32.73,1,-33,37,1,3,STAT,0,LAT,LON,W,CRC,,3.8911999999999995
2025-03-07 05:29:43-08:00,23.59,306.966,10.422,7.581,20.688,495.85,22.3,29.7,0.0,0.2,0.23,0.0,0.0,1,14.05,32.22,29.99,1,-34,36,1,4,STAT,0,LAT,LON,W,CRC,,4.2976
2025-03-07 05:30:43-08:00,23.59,297.858,9.684,7.9275,19.247999999999998,495.45,22.3,29.7,0.0,0.07,0.08,0.0,0.0,1,14.02,9.1,35.01,1,-31,36,2,4,STAT,0,LAT,LON,W,CRC,,3.9055999999999997
2025-03-07 05:31:44-08:00,23.59,295.889,10.458,7.9695,19.139999999999997,495.16,22.3,29.7,0.0,0.13,0.13,0.0,0.0,1,14.02,2.57,33.58,1,-30,35,2,4,STAT,0,LAT,LON,W,CRC,,3.9319999999999995
2025-03-07 05:32:44-08:00,23.59,305.745,10.206,7.549500000000001,20.016,495.06,22.3,29.7,0.0,0.17,0.17,0.0,0.0,1,13.98,0.73,34.88,1,-32,35,2,4,STAT,0,LAT,LON,W,CRC,,4.1392
2025-03-07 05:33:44-08:00,23.58,306.18500000000006,10.089,7.4655000000000005,18.804,494.92,22.3,29.7,0.0,0.06,0.06,0.0,0.0,1,13.98,0.2,31.3,1,-33,35,2,4,STAT,0,LAT,LON,W,CRC,,3.8087999999999997
2025-03-07 05:34:44-08:00,23.58,300.146,9.846,7.423500000000001,19.836000000000002,494.97,22.3,29.7,0.0,0.02,0.02,0.0,0.0,1,13.95,0.06,32.19,1,-32,35,2,4,STAT,0,LAT,LON,W,CRC,,3.9832000000000005
2025-03-07 05:35:40-08:00,23.57,298.925,9.954,7.3185,19.272,494.99,22.3,29.7,0.0,0.34,0.34,0.0,0.0,1,13.91,0.02,41.45,1,-31,36,2,4,STAT,0,LAT,LON,W,CRC,,4.1264
2025-03-07 05:36:40-08:00,23.57,285.681,11.511,8.3475,18.528,494.91,22.2,29.7,0.0,0.11,0.11,0.0,0.0,1,14.23,254.93,38.26,1,-25,34,3,4,STAT,0,LAT,LON,W,CRC,,3.7936
2025-03-07 05:37:40-08:00,23.56,313.20300000000003,11.592,7.990500000000001,18.887999999999998,494.32,22.2,29.7,0.0,0.22,0.22,0.0,0.0,1,14.12,89.51,37.75,1,-35,34,1,4,STAT,0,LAT,LON,W,CRC,,3.9536
2025-03-07 05:38:40-08:00,23.52,312.18000000000006,10.143,7.6754999999999995,19.452,494.11,22.2,29.7,0.0,0.09,0.14,0.0,0.0,1,14.05,25.28,32.16,1,-35,36,2,4,STAT,0,LAT,LON,W,CRC,,3.9624000000000006
2025-03-07 05:39:40-08:00,23.5,309.41900000000004,9.459,7.6335,18.492,493.77,22.2,29.7,0.0,0.03,0.07,0.0,0.0,1,14.05,7.14,33.33,1,-33,36,2,4,STAT,0,LAT,LON,W,CRC,,3.7224000000000004
2025-03-07 05:40:42-08:00,23.5,299.93700000000007,9.693,8.169,18.396,493.27,22.2,29.7,0.0,0.01,0.3,0.0,0.0,1,14.02,2.02,38.74,1,-31,37,2,4,STAT,0,LAT,LON,W,CRC,,3.6872000000000003
2025-03-07 05:41:42-08:00,23.49,302.54400000000004,9.234,8.148,18.876,493.1,22.2,29.7,0.0,0.0,0.33,0.0,0.0,1,13.98,0.57,32.91,1,-31,37,2,4,STAT,0,LAT,LON,W,CRC,,3.7752000000000003
2025-03-07 05:42:42-08:00,23.49,301.389,10.179,8.106,19.247999999999998,493.03,22.2,29.7,0.0,0.0,0.25,0.0,0.0,1,13.98,0.16,33.11,1,-32,36,2,4,STAT,0,LAT,LON,W,CRC,,3.8495999999999997
2025-03-07 05:43:42-08:00,23.49,298.309,9.972,8.568000000000001,19.043999999999997,493.01,22.2,29.7,0.0,0.33,0.5,0.0,0.0,1,13.95,0.05,39.27,1,-30,36,2,4,STAT,0,LAT,LON,W,CRC,,4.0728
2025-03-07 05:44:42-08:00,23.49,303.479,9.711,8.473500000000001,17.064,493.0,22.2,29.8,0.0,0.15,0.21,0.0,0.0,1,13.95,0.01,31.77,1,-32,36,2,3,STAT,0,LAT,LON,W,CRC,,3.5328000000000004
2025-03-07 05:45:42-08:00,23.49,277.079,9.9,7.4025,21.095999999999997,493.0,22.2,29.8,0.0,0.49,0.51,0.0,0.0,1,14.26,295.22,40.05,1,-22,35,2,5,STAT,0,LAT,LON,W,CRC,,4.6112
2025-03-07 05:46:42-08:00,23.49,304.425,11.538,7.9695,18.528,493.0,22.2,29.8,0.0,0.16,0.16,0.0,0.0,1,14.12,91.07,36.46,1,-32,33,1,3,STAT,0,LAT,LON,W,CRC,,3.8336
2025-03-07 05:47:42-08:00,23.49,307.69200000000006,9.513,7.686000000000001,18.864,493.0,22.2,29.8,0.0,0.35,0.35,0.0,0.0,1,14.05,25.72,34.73,1,-33,36,2,3,STAT,0,LAT,LON,W,CRC,,4.0528
2025-03-07 05:48:42-08:00,23.48,308.88000000000005,10.359,7.434,20.195999999999998,493.0,22.2,29.7,0.0,0.12,0.12,0.0,0.0,1,14.02,7.26,31.17,1,-33,35,2,4,STAT,0,LAT,LON,W,CRC,,4.1352
2025-03-07 05:49:43-08:00,23.47,302.88500000000005,8.226,7.8645000000000005,19.907999999999998,493.0,22.2,29.9,0.0,0.1,0.1,0.0,0.0,1,14.02,2.05,33.17,1,-31,38,2,4,STAT,0,LAT,LON,W,CRC,,4.061599999999999
2025-03-07 05:50:43-08:00,23.48,305.613,8.442,8.505,18.924,493.0,22.1,29.9,0.0,0.19,0.19,0.0,0.0,1,13.98,0.58,43.66,1,-32,38,2,4,STAT,0,LAT,LON,W,CRC,,3.9368000000000003
2025-03-07 05:51:43-08:00,23.47,303.204,9.675,8.6835,18.612,492.5,22.1,29.9,0.0,0.43,0.43,0.0,0.0,1,13.98,0.16,33.33,1,-31,36,2,4,STAT,0,LAT,LON,W,CRC,,4.0664
2025-03-07 05:52:43-08:00,23.47,308.14300000000003,10.44,8.4945,18.18,492.18,22.1,30.0,0.0,0.7,0.7,0.0,0.0,1,13.95,0.05,33.02,1,-33,35,2,4,STAT,0,LAT,LON,W,CRC,,4.196
2025-03-07 05:53:43-08:00,23.44,300.63000000000005,10.287,8.736,16.992,492.06,22.1,30.0,0.0,0.61,0.67,0.0,0.0,1,13.95,0.01,33.94,1,-30,35,2,3,STAT,0,LAT,LON,W,CRC,,3.8864000000000005
2025-03-07 05:54:43-08:00,23.41,293.557,8.901000000000002,8.022,20.52,492.02,22.1,30.0,0.0,0.68,1.19,0.0,0.0,1,14.23,268.44,33.67,1,-26,36,2,4,STAT,0,LAT,LON,W,CRC,,4.648
2025-03-07 05:55:43-08:00,23.4,310.10100000000006,8.631,8.3055,19.116,492.01,22.1,30.0,0.0,0.44,0.66,0.0,0.0,1,14.09,75.82,38.21,1,-33,36,2,4,STAT,0,LAT,LON,W,CRC,,4.1752
2025-03-07 05:56:44-08:00,23.39,307.868,8.802,8.2845,18.744,492.0,22.1,30.0,0.0,0.14,0.28,0.0,0.0,1,14.05,21.41,35.73,1,-33,36,2,4,STAT,0,LAT,LON,W,CRC,,3.8608000000000002
2025-03-07 05:57:44-08:00,23.39,312.74100000000004,8.874,8.473500000000001,17.82,491.92,22.1,30.0,0.0,0.07,0.41,0.0,0.0,1,14.02,6.05,35.57,1,-34,36,2,3,STAT,0,LAT,LON,W,CRC,,3.62
2025-03-07 05:58:44-08:00,23.39,308.95700000000005,8.73,8.4,18.36,491.59,22.1,30.1,0.0,0.29,0.65,0.0,0.0,1,14.02,1.71,31.07,1,-32,36,1,4,STAT,0,LAT,LON,W,CRC,,3.904
2025-03-07 05:59:44-08:00,23.39,308.22,8.991,8.064,18.672,491.21,22.1,30.1,0.0,0.67,0.92,0.0,0.0,1,13.98,0.48,31.34,1,-32,36,2,4,STAT,0,LAT,LON,W,CRC,,4.2704
2025-03-07 06:00:44-08:00,23.39,310.706,9.927,8.379000000000001,17.616,491.07,22.1,30.1,0.0,0.33,0.41,0.0,0.0,1,13.98,0.14,33.19,1,-32,35,2,3,STAT,0,LAT,LON,W,CRC,,3.7872000000000003
2025-03-07 06:01:44-08:00,23.39,314.84200000000004,9.342,8.337000000000002,19.692,491.03,22.1,30.1,0.0,0.28,0.31,0.0,0.0,1,13.95,0.04,35.94,1,-34,36,2,4,STAT,0,LAT,LON,W,CRC,,4.1624
2025-03-07 06:02:44-08:00,23.39,314.11600000000004,10.26,9.408000000000001,16.668,491.01,22.1,30.2,0.0,0.56,0.57,0.0,0.0,1,13.95,0.01,34.9,1,-34,35,2,3,STAT,0,LAT,LON,W,CRC,,3.7816
2025-03-07 06:03:44-08:00,23.38,300.883,9.792000000000002,9.261000000000001,16.512,491.0,22.1,30.1,0.0,0.27,0.28,0.0,0.0,1,14.19,247.28,32.38,1,-29,36,3,4,STAT,0,LAT,LON,W,CRC,,3.5184000000000006
2025-03-07 06:04:44-08:00,23.39,308.79200000000003,9.666,8.536500000000002,17.676,491.0,22.1,30.1,0.0,0.14,0.14,0.0,0.0,1,14.09,69.84,35.95,1,-32,35,2,3,STAT,0,LAT,LON,W,CRC,,3.6471999999999998
2025-03-07 06:05:45-08:00,23.38,304.931,9.485999999999999,8.966999999999999,16.715999999999998,491.0,22.1,30.2,0.0,0.05,0.05,0.0,0.0,1,14.05,19.72,30.84,1,-31,36,2,3,STAT,0,LAT,LON,W,CRC,,3.3831999999999995
2025-03-07 06:06:44-08:00,23.38,304.04,8.514000000000001,9.135,17.316,491.1,22.1,30.1,0.0,0.51,0.78,0.0,0.0,1,14.02,5.57,33.69,1,-31,36,2,3,STAT,0,LAT,LON,W,CRC,,3.8712
2025-03-07 06:07:44-08:00,23.37,311.113,10.161,9.282,17.616,491.13,22.0,30.1,0.0,0.25,0.33,0.0,0.0,1,14.02,1.57,33.68,1,-33,34,2,4,STAT,0,LAT,LON,W,CRC,,3.7232000000000003
2025-03-07 06:08:44-08:00,23.37,312.697,8.163,8.484,19.787999999999997,491.05,22.0,30.1,0.0,0.37,0.39,0.0,0.0,1,13.98,0.44,32.85,1,-33,36,2,4,STAT,0,LAT,LON,W,CRC,,4.2536
2025-03-07 06:09:44-08:00,23.34,314.40200000000004,9.612,8.82,17.364,491.02,22.1,30.1,0.0,0.43,0.44,0.0,0.0,1,13.98,0.13,30.43,1,-33,35,1,4,STAT,0,LAT,LON,W,CRC,,3.8168
2025-03-07 06:10:44-08:00,23.31,320.57300000000004,9.576,8.778,17.712,490.59,22.0,30.1,0.0,0.15,0.23,0.0,0.0,1,13.95,0.04,34.46,1,-35,35,2,4,STAT,0,LAT,LON,W,CRC,,3.6624000000000003
2025-03-07 06:11:46-08:00,23.3,316.47,7.218,9.807,16.5,490.4,22.0,30.1,0.0,0.36,0.56,0.0,0.0,1,13.91,0.01,39.37,1,-34,36,1,4,STAT,0,LAT,LON,W,CRC,,3.588
2025-03-07 06:12:46-08:00,23.29,314.03900000000004,9.9,10.206000000000001,15.203999999999999,490.14,22.0,30.1,0.0,0.14,0.21,0.0,0.0,1,14.19,205.2,31.34,1,-31,34,2,3,STAT,0,LAT,LON,W,CRC,,3.1528
2025-03-07 06:13:46-08:00,23.29,319.869,10.881,9.166500000000001,16.932,490.05,22.0,30.1,0.0,0.16,0.31,0.0,0.0,1,14.09,57.96,31.33,1,-35,33,2,3,STAT,0,LAT,LON,W,CRC,,3.5144
2025-03-07 06:14:46-08:00,23.29,317.59200000000004,10.944,9.891,16.872,489.49,22.0,30.1,0.12,0.19,0.51,0.0,0.0,1,14.05,16.37,33.44,1,-35,33,1,4,STAT,0,LAT,LON,W,CRC,,3.5264
2025-03-07 06:15:46-08:00,23.29,314.85300000000007,11.142000000000001,8.337000000000002,18.912,489.67,22.0,30.1,0.04,0.12,0.42,0.0,0.0,1,14.02,4.62,32.94,1,-33,33,2,4,STAT,0,LAT,LON,W,CRC,,3.8784
2025-03-07 06:16:46-08:00,23.29,315.01800000000003,10.485000000000001,8.7045,18.012,489.27,22.0,30.1,0.01,0.37,0.59,0.0,0.0,1,14.02,1.31,43.52,1,-33,34,2,4,STAT,0,LAT,LON,W,CRC,,3.8984
2025-03-07 06:17:46-08:00,23.29,315.12800000000004,9.288,8.3055,18.816,489.09,22.0,30.1,0.0,0.49,0.56,0.0,0.0,1,13.98,0.37,36.54,1,-32,34,2,4,STAT,0,LAT,LON,W,CRC,,4.1552
2025-03-07 06:18:46-08:00,23.29,317.834,9.693,8.5155,18.24,489.03,22.0,30.1,0.0,0.52,0.54,0.0,0.0,1,13.95,0.1,42.18,1,-33,35,1,3,STAT,0,LAT,LON,W,CRC,,4.064
2025-03-07 06:19:46-08:00,23.29,308.69300000000004,9.072000000000001,9.2715,17.22,489.01,22.0,30.1,0.0,0.53,0.54,0.0,0.0,1,13.95,0.03,37.92,1,-29,36,2,3,STAT,0,LAT,LON,W,CRC,,3.868
2025-03-07 06:20:46-08:00,23.28,311.49800000000005,9.918,9.219,17.328,489.0,22.0,30.1,0.05,0.56,0.86,0.0,0.0,1,13.95,0.01,32.78,1,-31,34,2,4,STAT,0,LAT,LON,W,CRC,,3.9136
2025-03-07 06:21:43-08:00,23.27,306.97700000000003,9.819,9.145500000000002,18.78,488.71,22.0,30.1,0.01,0.37,0.54,0.0,0.0,1,14.19,300.46,42.0,1,-29,34,2,4,STAT,0,LAT,LON,W,CRC,,4.0520000000000005
2025-03-07 06:22:43-08:00,23.28,319.56100000000004,9.882000000000001,10.017,16.128,488.25,22.0,30.1,0.0,0.25,0.31,0.0,0.0,1,14.09,84.86,34.92,1,-34,35,1,3,STAT,0,LAT,LON,W,CRC,,3.4256
2025-03-07 06:23:43-08:00,23.27,316.23900000000003,10.26,9.397499999999999,16.164,488.09,22.0,30.1,0.0,0.33,0.46,0.0,0.0,1,14.05,23.97,35.09,1,-32,34,1,3,STAT,0,LAT,LON,W,CRC,,3.4968000000000004
2025-03-07 06:24:43-08:00,23.26,311.982,10.197000000000001,9.345,16.727999999999998,488.03,22.0,30.1,0.0,0.58,0.71,0.0,0.0,1,14.02,6.77,31.77,1,-30,34,1,4,STAT,0,LAT,LON,W,CRC,,3.8095999999999997
2025-03-07 06:25:43-08:00,23.24,312.598,10.251000000000001,9.2505,17.988,487.98,22.0,30.1,0.0,0.2,0.29,0.0,0.0,1,14.02,1.91,30.96,1,-31,34,2,3,STAT,0,LAT,LON,W,CRC,,3.7576
2025-03-07 06:26:43-08:00,23.21,314.78700000000003,8.046,9.166500000000001,17.856,487.91,22.0,30.1,0.0,0.13,0.16,0.0,0.0,1,13.98,0.54,36.55,1,-31,35,2,4,STAT,0,LAT,LON,W,CRC,,3.6752000000000007
2025-03-07 06:27:43-08:00,23.2,314.64400000000006,8.901000000000002,8.788499999999999,17.592,487.65,22.0,30.1,0.0,0.09,0.14,0.0,0.0,1,13.95,0.15,38.3,1,-30,35,1,3,STAT,0,LAT,LON,W,CRC,,3.5904
2025-03-07 06:28:44-08:00,23.19,310.9920000000001,8.811,9.3765,18.264,487.52,22.0,30.1,0.0,0.05,0.13,0.0,0.0,1,13.95,0.04,31.85,1,-29,34,2,4,STAT,0,LAT,LON,W,CRC,,3.6928
2025-03-07 06:29:44-08:00,23.19,316.60200000000003,9.846,9.219,18.768,487.18,21.9,30.1,0.0,0.2,0.23,0.0,0.0,1,13.95,0.01,33.18,1,-31,35,1,4,STAT,0,LAT,LON,W,CRC,,3.9136000000000006
2025-03-07 06:30:44-08:00,23.19,295.18500000000006,9.0,7.7175,20.46,487.07,21.9,30.1,0.06,0.47,0.51,0.0,0.0,1,14.23,341.43,36.22,1,-23,34,3,5,STAT,0,LAT,LON,W,CRC,,4.468000000000001
2025-03-07 06:31:44-08:00,23.19,319.59400000000005,10.269,8.988000000000001,18.564,487.02,21.9,30.1,0.05,0.69,0.88,0.0,0.0,1,14.12,117.96,33.08,1,-32,34,2,4,STAT,0,LAT,LON,W,CRC,,4.2648
2025-03-07 06:32:43-08:00,23.19,315.12800000000004,9.333,9.282,16.692,487.01,21.9,30.1,0.02,0.89,0.95,0.0,0.0,1,14.05,33.31,33.86,1,-31,35,1,3,STAT,0,LAT,LON,W,CRC,,4.0504
2025-03-07 06:33:43-08:00,23.19,312.411,9.99,8.799000000000001,17.724,486.92,21.9,30.1,0.01,0.79,0.81,0.0,0.0,1,14.02,9.41,33.59,1,-30,34,2,3,STAT,0,LAT,LON,W,CRC,,4.1768
2025-03-07 06:34:43-08:00,23.19,312.81800000000004,8.847,9.450000000000001,17.208,486.09,21.9,30.1,0.0,0.63,0.64,0.0,0.0,1,14.02,2.66,34.15,1,-30,35,2,3,STAT,0,LAT,LON,W,CRC,,3.9455999999999998
2025-03-07 06:35:44-08:00,23.18,310.288,10.692,9.8595,17.124,485.5,21.9,30.0,0.0,0.43,0.43,0.0,0.0,1,13.98,0.75,38.78,1,-28,34,2,3,STAT,0,LAT,LON,W,CRC,,3.7687999999999997
2025-03-07 06:36:44-08:00,23.18,311.223,10.08,10.216500000000002,17.88,485.61,21.9,30.1,0.0,0.43,0.43,0.0,0.0,1,13.98,0.21,33.81,1,-28,34,2,4,STAT,0,LAT,LON,W,CRC,,3.92
2025-03-07 06:37:45-08:00,23.18,307.824,10.296,10.8675,15.288,485.97,21.9,30.1,0.0,0.24,0.24,0.0,0.0,1,13.95,0.06,41.38,1,-27,33,2,3,STAT,0,LAT,LON,W,CRC,,3.2496000000000005
2025-03-07 06:38:45-08:00,23.18,317.086,8.586,10.195500000000001,15.696,486.22,21.9,30.1,0.0,0.53,0.53,0.0,0.0,1,13.95,0.02,32.23,1,-30,35,2,3,STAT,0,LAT,LON,W,CRC,,3.5632
2025-03-07 06:39:45-08:00,23.17,311.795,8.379000000000001,10.636500000000002,15.239999999999998,486.14,21.9,30.1,0.0,0.48,0.48,0.0,0.0,1,14.26,251.7,33.63,1,-26,35,2,3,STAT,0,LAT,LON,W,CRC,,3.432
2025-03-07 06:40:45-08:00,23.17,325.182,8.901000000000002,10.1745,15.468,486.1,21.9,30.1,0.0,0.23,0.23,0.0,0.0,1,14.12,71.09,32.7,1,-32,36,1,3,STAT,0,LAT,LON,W,CRC,,3.2776000000000005
2025-03-07 06:41:45-08:00,23.16,318.29600000000005,11.034,10.3425,15.299999999999999,486.44,21.9,30.1,0.0,0.1,0.2,0.0,0.0,1,14.05,20.08,35.06,1,-30,34,1,3,STAT,0,LAT,LON,W,CRC,,3.14
2025-03-07 06:42:46-08:00,23.13,320.133,9.828,9.7545,15.839999999999998,486.57,21.9,30.1,0.0,0.09,0.14,0.0,0.0,1,14.02,5.67,41.96,1,-29,34,2,3,STAT,0,LAT,LON,W,CRC,,3.2399999999999998
2025-03-07 06:43:47-08:00,23.11,317.02000000000004,9.234,10.143,16.872,486.43,21.9,30.0,0.0,0.25,0.3,0.0,0.0,1,14.02,1.6,38.19,1,-28,33,2,4,STAT,0,LAT,LON,W,CRC,,3.5744000000000002
2025-03-07 06:44:47-08:00,23.1,315.315,10.197000000000001,10.521,15.54,486.15,21.9,30.0,0.0,0.51,0.85,0.0,0.0,1,13.98,0.45,31.64,1,-26,34,2,3,STAT,0,LAT,LON,W,CRC,,3.516
2025-03-07 06:45:47-08:00,23.09,318.879,9.927,10.9725,15.852,486.05,21.9,30.1,0.0,0.63,0.76,0.0,0.0,1,13.98,0.13,31.99,1,-28,34,2,4,STAT,0,LAT,LON,W,CRC,,3.6744000000000003
2025-03-07 06:46:47-08:00,23.09,319.033,10.791,11.0145,15.792,486.02,21.9,30.0,0.0,0.51,0.55,0.0,0.0,1,13.95,0.04,36.26,1,-28,33,1,4,STAT,0,LAT,LON,W,CRC,,3.5664000000000002
2025-03-07 06:47:47-08:00,23.09,318.31800000000004,10.926,10.1745,16.692,486.01,21.9,30.1,0.0,0.62,0.99,0.0,0.0,1,13.91,0.01,42.63,1,-27,34,2,3,STAT,0,LAT,LON,W,CRC,,3.8344
