DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,120,29,-6,-31,3568808861,136,23,-10,-35,2525300821,AQI
2025-03-20 05:28:01-07:00,8.55,178.13400000000001,10.836,16.642500000000002,26.4,410.08,9.6,64.2,0.35,0.94,1.34,24.0,0.0,-1.0,STAT,,,,,,,6.032
2025-03-20 05:29:01-07:00,8.54,174.911,11.691,15.267,28.776,410.03,9.5,64.3,0.23,1.13,1.3,23.0,0.0,0.0,STAT,,,,,,,6.6592
2025-03-20 05:30:01-07:00,8.54,175.23000000000002,11.673,15.5715,28.536,410.01,9.6,64.5,0.19,0.95,1.0,23.0,-1.0,0.0,STAT,,,,,,,6.4672
2025-03-20 05:31:01-07:00,8.54,174.87800000000001,11.691,15.141,28.932,410.34,9.6,64.6,0.27,1.04,1.06,23.0,0.0,0.0,STAT,,,,,,,6.6184
2025-03-20 05:32:01-07:00,8.53,175.098,11.367,15.666,27.36,410.77,9.5,64.5,0.16,1.04,1.04,23.0,0.0,0.0,STAT,,,,,,,6.304
2025-03-20 05:33:01-07:00,8.53,175.37300000000002,12.312,16.6845,26.195999999999998,410.92,9.5,64.4,0.29,1.18,1.18,23.0,0.0,-1.0,STAT,,,,,,,6.1832
2025-03-20 05:34:01-07:00,8.52,171.58900000000003,12.69,16.5585,27.0,410.97,9.5,64.3,0.21,1.12,1.41,22.0,0.0,-1.0,STAT,,,,,,,6.296
2025-03-20 05:35:01-07:00,8.49,175.758,11.952,15.876,28.428,410.45,9.5,64.3,0.25,1.13,1.35,22.0,-1.0,-1.0,STAT,,,,,,,6.589600000000001
2025-03-20 05:36:02-07:00,8.47,173.20600000000002,11.709,14.658000000000001,28.679999999999996,410.16,9.5,64.6,0.32,1.32,1.39,23.0,-1.0,0.0,STAT,,,,,,,6.792
2025-03-20 05:37:03-07:00,8.46,172.59000000000003,11.178,15.2985,27.924,410.06,9.4,64.5,0.18,1.1,1.12,24.0,0.0,0.0,STAT,,,,,,,6.4648
