DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,106,23,-4,785222029,132,27,-6,-23,2070256595,AQI
2025-03-12 15:25:08-07:00,5.87,262.944,10.062,31.2795,18.06,422.99,7.4,78.4,0.57,1.16,1.16,18.0,0.0,-1.0,,,,,,,4.54
2025-03-12 15:26:08-07:00,5.88,259.017,11.475,34.33500000000001,16.116,423.57,7.4,78.3,0.67,1.31,1.51,18.0,0.0,-2.0,,,,,,,4.2712
2025-03-12 15:27:08-07:00,5.88,274.802,11.403,34.503,16.247999999999998,424.31,7.4,78.2,0.44,1.34,1.44,17.0,0.0,-1.0,,,,,,,4.3216
2025-03-12 15:28:08-07:00,5.88,281.50100000000003,11.682,36.372,13.716,424.76,7.4,78.4,0.42,0.99,1.03,17.0,0.0,-1.0,,,,,,,3.5351999999999997
2025-03-12 15:29:09-07:00,5.88,252.637,13.122,37.222500000000004,12.491999999999999,424.91,7.4,78.3,0.74,1.2,1.21,15.0,0.0,-2.0,,,,,,,3.4584
2025-03-12 15:30:10-07:00,5.88,244.78300000000002,12.770999999999999,36.099000000000004,13.427999999999999,424.97,7.4,78.3,0.91,1.19,1.2,17.0,-1.0,-2.0,,,,,,,3.6376
2025-03-12 15:31:10-07:00,5.88,250.41500000000002,12.663,37.0125,12.252,425.53,7.4,78.4,0.58,1.23,1.23,17.0,0.0,-2.0,,,,,,,3.4344
2025-03-12 15:32:10-07:00,5.88,239.48100000000002,13.383,35.4375,14.964,425.84,7.4,78.0,0.33,0.8,0.8,15.0,0.0,-1.0,,,,,,,3.6328000000000005
2025-03-12 15:33:10-07:00,5.88,228.10700000000003,11.943,36.645,13.176,425.89,7.4,78.1,0.54,0.96,0.96,16.0,0.0,-2.0,,,,,,,3.4032
2025-03-12 15:34:11-07:00,5.88,226.369,11.511,34.944,15.54,425.46,7.4,78.2,0.18,0.85,0.99,17.0,-1.0,-1.0,,,,,,,3.7880000000000003
2025-03-12 15:35:11-07:00,5.88,227.51300000000003,12.249,34.86000000000001,14.411999999999999,425.16,7.5,78.1,0.32,0.79,1.21,17.0,0.0,-2.0,,,,,,,3.5144
2025-03-12 15:36:11-07:00,5.88,238.89800000000002,11.547,34.597500000000004,14.772,425.06,7.4,78.0,0.54,0.99,1.24,16.0,-1.0,-2.0,,,,,,,3.7464000000000004
2025-03-12 15:37:11-07:00,5.88,262.086,11.025,33.9045,13.895999999999999,425.02,7.5,78.1,0.68,1.47,1.55,17.0,-1.0,-2.0,,,,,,,3.9551999999999996
