timestamp_local,co,co2,geo,met,model,no,no2,o3,pm1,pm10,pm25,raw_data_id,rh,sn,temp,timestamp,url,AQHI
2025-04-04 16:59:47-07:00,965.1840000000001,623.2,"{'lat': None, 'lon': None}","{'rh': 39.8, 'temp': 18.6, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13508, 'co2': 13271, 'no': 13596, 'no2': 13775, 'o3': 13755}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",1.827,8.358,50.424,14.77,19.08,16.23,354934549,39.8,MOD-00623,18.6,2025-04-04T23:59:47,https://api.quant-aq.com/v1/devices/MOD-00623/data/354934450,4.104743216746723
2025-04-04 16:58:47-07:00,966.2070000000001,621.87,"{'lat': None, 'lon': None}","{'rh': 39.8, 'temp': 18.7, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13508, 'co2': 13271, 'no': 13596, 'no2': 13775, 'o3': 13755}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",2.133,8.2005,50.07599999999999,14.83,20.26,16.49,354934546,39.8,MOD-00623,18.7,2025-04-04T23:58:47,https://api.quant-aq.com/v1/devices/MOD-00623/data/354934448,4.0950053519156695
2025-04-04 16:57:47-07:00,966.4270000000001,618.62,"{'lat': None, 'lon': None}","{'rh': 40.1, 'temp': 18.7, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13508, 'co2': 13271, 'no': 13596, 'no2': 13775, 'o3': 13755}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",1.827,10.804499999999999,49.668,9.7,17.12,11.28,354934548,40.1,MOD-00623,18.7,2025-04-04T23:57:47,https://api.quant-aq.com/v1/devices/MOD-00623/data/354934451,4.075852667756687
2025-04-04 16:56:47-07:00,968.8470000000001,623.32,"{'lat': None, 'lon': None}","{'rh': 39.9, 'temp': 18.7, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13508, 'co2': 13271, 'no': 13596, 'no2': 13775, 'o3': 13755}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",1.827,8.715000000000002,50.064,10.48,17.87,11.77,354932184,39.9,MOD-00623,18.7,2025-04-04T23:56:47,https://api.quant-aq.com/v1/devices/MOD-00623/data/354932086,4.033243149560268
2025-04-04 16:55:47-07:00,961.873,621.99,"{'lat': None, 'lon': None}","{'rh': 40.3, 'temp': 18.8, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13508, 'co2': 13271, 'no': 13596, 'no2': 13775, 'o3': 13755}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",1.827,11.245500000000002,50.34,11.19,20.69,12.7,354932186,40.3,MOD-00623,18.8,2025-04-04T23:55:47,https://api.quant-aq.com/v1/devices/MOD-00623/data/354932088,4.0621065247449195
2025-04-04 16:54:47-07:00,956.989,621.27,"{'lat': None, 'lon': None}","{'rh': 40.2, 'temp': 18.8, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13508, 'co2': 13271, 'no': 13596, 'no2': 13775, 'o3': 13755}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",1.827,10.899000000000001,50.004,10.06,13.43,11.27,354932183,40.2,MOD-00623,18.8,2025-04-04T23:54:47,https://api.quant-aq.com/v1/devices/MOD-00623/data/354932085,4.0622760130256585
2025-04-04 16:53:47-07:00,949.8610000000001,619.95,"{'lat': None, 'lon': None}","{'rh': 39.5, 'temp': 18.8, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13508, 'co2': 13271, 'no': 13596, 'no2': 13775, 'o3': 13755}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",2.133,8.2845,50.136,11.53,14.46,12.8,354932185,39.5,MOD-00623,18.8,2025-04-04T23:53:47,https://api.quant-aq.com/v1/devices/MOD-00623/data/354932087,4.0421570754093015
2025-04-04 16:52:47-07:00,953.2710000000001,619.35,"{'lat': None, 'lon': None}","{'rh': 39.9, 'temp': 18.9, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13508, 'co2': 13271, 'no': 13596, 'no2': 13775, 'o3': 13755}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",1.827,9.0405,50.412,11.73,21.35,13.09,354929916,39.9,MOD-00623,18.9,2025-04-04T23:52:47,https://api.quant-aq.com/v1/devices/MOD-00623/data/354929819,4.03858774839663
2025-04-04 16:51:47-07:00,956.3620000000001,619.71,"{'lat': None, 'lon': None}","{'rh': 40.0, 'temp': 18.9, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13508, 'co2': 13271, 'no': 13596, 'no2': 13775, 'o3': 13755}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",1.827,9.03,49.69199999999999,11.03,16.11,11.96,354929914,40.0,MOD-00623,18.9,2025-04-04T23:51:47,https://api.quant-aq.com/v1/devices/MOD-00623/data/354929816,4.025552724931146
2025-04-04 16:50:47-07:00,957.3960000000001,622.72,"{'lat': None, 'lon': None}","{'rh': 39.4, 'temp': 19.0, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13508, 'co2': 13271, 'no': 13596, 'no2': 13775, 'o3': 13755}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",2.133,8.715000000000002,50.856,10.82,13.7,12.02,354929917,39.4,MOD-00623,19.0,2025-04-04T23:50:47,https://api.quant-aq.com/v1/devices/MOD-00623/data/354929818,4.018922431275222
