DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,141,-34,1145484593,138,-6,1498349072,AQI
2025-03-21 16:50:55-07:00,7.22,223.99300000000002,8.784,23.0055,14.58,424.05,8.5,71.0,0.41,1.82,1.95,18.0,STAT,,,,,4.372000000000001
2025-03-21 16:51:55-07:00,7.21,216.75500000000002,8.775,22.1655,15.876,424.39,8.5,71.1,0.51,1.76,1.98,18.0,STAT,,,,,4.583200000000001
2025-03-21 16:52:55-07:00,7.2,217.77800000000002,8.019,22.8585,15.384,424.75,8.5,71.2,0.66,1.35,1.66,19.0,STAT,,,,,4.1568000000000005
2025-03-21 16:53:55-07:00,7.18,215.237,8.154,23.855999999999998,14.819999999999999,424.79,8.5,71.3,0.54,1.55,2.31,19.0,STAT,,,,,4.204000000000001
2025-03-21 16:54:55-07:00,7.16,220.95700000000002,9.333,23.5515,14.856,425.16,8.4,71.4,0.8,1.61,1.86,18.0,STAT,,,,,4.2592
2025-03-21 16:55:55-07:00,7.14,232.21,8.919,22.1655,15.984,426.23,8.4,71.9,0.72,1.93,2.17,18.0,STAT,,,,,4.7408
2025-03-21 16:56:55-07:00,7.14,228.84400000000002,8.307,21.063,15.636,426.73,8.5,71.7,0.56,1.37,1.45,18.0,STAT,,,,,4.2232
2025-03-21 16:57:55-07:00,7.13,216.46900000000002,6.507000000000001,20.811,17.556,426.9,8.5,71.2,0.41,1.6,1.63,19.0,STAT,,,,,4.791200000000001
2025-03-21 16:58:56-07:00,7.13,214.15900000000002,7.092,21.619500000000002,16.139999999999997,426.61,8.4,70.7,0.15,1.57,1.58,20.0,STAT,,,,,4.484
2025-03-21 16:59:57-07:00,7.13,214.63200000000003,7.6049999999999995,23.352,13.452,425.92,8.4,70.6,0.16,1.38,1.38,20.0,STAT,,,,,3.7944000000000004
2025-03-21 17:00:57-07:00,7.13,213.76300000000003,7.749,23.247,14.315999999999999,425.32,8.4,71.1,0.29,1.38,1.6,19.0,STAT,,,,,3.9672
2025-03-21 17:01:57-07:00,7.13,212.311,10.170000000000002,21.651000000000003,16.968,424.61,8.3,70.8,0.47,1.22,1.29,18.0,STAT,,,,,4.3696
2025-03-21 17:02:57-07:00,7.13,215.21500000000003,8.235000000000001,23.320500000000003,14.304,424.22,8.3,71.1,0.41,1.06,1.41,19.0,STAT,,,,,3.7088
2025-03-21 17:03:57-07:00,7.13,214.995,8.370000000000001,22.365000000000002,15.984,424.61,8.3,71.2,0.67,1.26,2.15,18.0,STAT,,,,,4.2048000000000005
2025-03-21 17:04:57-07:00,7.12,216.82100000000003,11.997,24.496499999999997,15.18,425.02,8.3,71.5,0.36,1.09,1.79,15.0,STAT,,,,,3.9080000000000004
2025-03-21 17:05:57-07:00,7.13,217.44800000000004,9.999,25.557000000000002,11.796,425.95,8.3,72.0,0.64,1.71,2.29,18.0,STAT,,,,,3.7272
2025-03-21 17:06:57-07:00,7.12,223.751,10.917000000000002,26.712000000000003,10.943999999999999,427.33,8.4,72.1,0.78,1.79,1.98,18.0,STAT,,,,,3.6208
2025-03-21 17:07:57-07:00,7.12,223.21200000000002,10.989,26.607,10.152000000000001,428.41,8.4,72.3,0.86,2.04,2.36,18.0,STAT,,,,,3.6624000000000003
2025-03-21 17:08:58-07:00,7.12,226.18200000000002,9.387,27.090000000000003,9.839999999999998,428.79,8.4,72.1,0.85,1.9,2.37,19.0,STAT,,,,,3.4879999999999995
2025-03-21 17:09:59-07:00,7.11,225.973,8.856,27.384,9.036,428.93,8.4,72.1,0.65,1.56,1.83,19.0,STAT,,,,,3.0552
2025-03-21 17:10:59-07:00,7.11,237.38000000000002,9.171,26.754,9.12,428.97,8.4,71.7,0.81,2.13,2.38,18.0,STAT,,,,,3.5279999999999996
2025-03-21 17:11:59-07:00,7.11,240.735,7.614000000000001,26.376,11.112,428.99,8.4,71.4,0.94,1.76,1.84,20.0,STAT,,,,,3.6304
2025-03-21 17:12:59-07:00,7.11,235.90600000000003,8.739,26.449500000000004,13.296,428.57,8.4,71.2,0.94,1.7,2.06,19.0,STAT,,,,,4.0192000000000005
2025-03-21 17:13:59-07:00,7.11,231.275,11.610000000000001,25.935,11.868,428.2,8.4,71.1,0.98,1.6,1.95,17.0,STAT,,,,,3.6536000000000004
2025-03-21 17:14:59-07:00,7.11,227.26000000000002,10.845,24.717,13.392,428.07,8.4,70.9,1.07,2.0,2.57,17.0,STAT,,,,,4.2783999999999995
2025-03-21 17:15:58-07:00,7.1,222.27700000000002,9.468,24.160500000000003,13.68,428.02,8.4,71.1,1.59,2.72,3.2,18.0,STAT,,,,,4.912000000000001
2025-03-21 17:16:59-07:00,7.09,221.65,11.394,24.3075,13.799999999999999,428.01,8.4,70.9,1.79,3.03,3.64,17.0,STAT,,,,,5.183999999999999
2025-03-21 17:17:59-07:00,7.08,219.68100000000004,10.665,24.5595,12.888,428.0,8.4,71.0,1.72,3.43,3.62,17.0,STAT,,,,,5.3216
2025-03-21 17:18:59-07:00,7.08,218.04200000000003,8.874,23.877,14.484,427.39,8.4,71.1,1.58,3.22,3.54,18.0,STAT,,,,,5.472800000000001
2025-03-21 17:19:59-07:00,7.08,223.79500000000002,9.432,25.242,12.552000000000001,427.14,8.4,71.1,1.59,3.36,3.47,18.0,STAT,,,,,5.198400000000001
2025-03-21 17:20:55-07:00,7.08,227.17200000000003,9.189000000000002,24.328500000000002,13.607999999999999,427.05,8.4,70.9,1.32,3.08,3.33,18.0,STAT,,,,,5.185600000000001
2025-03-21 17:21:55-07:00,7.08,228.31600000000003,8.703,23.625,14.112,427.02,8.4,71.2,1.37,3.4,3.8,19.0,STAT,,,,,5.542400000000001
2025-03-21 17:22:55-07:00,7.09,220.44000000000003,8.298,22.942500000000003,14.676,427.01,8.4,71.2,1.63,3.47,3.82,19.0,STAT,,,,,5.7112
2025-03-21 17:23:55-07:00,7.1,223.762,8.019,22.417500000000004,14.147999999999998,426.6,8.5,71.0,1.89,3.58,3.92,18.0,STAT,,,,,5.6936
2025-03-21 17:24:56-07:00,7.1,225.02700000000002,9.954,23.457,12.335999999999999,426.73,8.5,71.2,1.46,3.36,3.98,17.0,STAT,,,,,5.155200000000001
2025-03-21 17:25:57-07:00,7.11,226.17100000000002,8.847,24.276000000000003,12.564,426.68,8.5,71.1,1.5,3.19,3.46,17.0,STAT,,,,,5.0648
2025-03-21 17:26:57-07:00,7.11,227.39200000000002,7.965,23.961000000000002,13.68,426.24,8.5,70.8,1.6,3.3,3.54,18.0,STAT,,,,,5.376
2025-03-21 17:27:57-07:00,7.11,227.304,9.288,22.963500000000003,16.128,426.08,8.5,70.9,1.72,2.99,3.26,17.0,STAT,,,,,5.6176
2025-03-21 17:28:57-07:00,7.12,226.05,9.504000000000001,22.585500000000003,14.939999999999998,426.44,8.5,71.0,1.21,2.89,3.13,17.0,STAT,,,,,5.3
2025-03-21 17:29:57-07:00,7.11,227.612,8.694,22.323000000000004,14.604,426.88,8.5,71.0,1.39,2.86,3.01,18.0,STAT,,,,,5.2088
2025-03-21 17:30:57-07:00,7.11,225.192,9.306000000000001,22.3545,15.072,426.96,8.5,70.8,1.14,2.44,2.59,17.0,STAT,,,,,4.9664
2025-03-21 17:31:57-07:00,7.12,233.376,8.451,22.1865,15.288,426.4,8.5,71.0,1.04,2.43,2.81,18.0,STAT,,,,,5.001600000000001
2025-03-21 17:32:57-07:00,7.12,244.34300000000002,9.567,23.163,13.547999999999998,426.14,8.5,71.2,1.04,2.04,2.25,18.0,STAT,,,,,4.3416
2025-03-21 17:33:57-07:00,7.13,245.33300000000003,8.586,22.459500000000002,13.415999999999999,426.05,8.6,71.5,1.02,2.17,2.76,19.0,STAT,,,,,4.4192
2025-03-21 17:34:57-07:00,7.13,234.13500000000002,11.115,21.903,14.723999999999998,425.79,8.6,71.1,1.01,2.36,2.63,16.0,STAT,,,,,4.8328
2025-03-21 17:35:59-07:00,7.13,220.53900000000002,8.955,21.4515,16.919999999999998,425.28,8.5,71.0,1.0,2.12,2.5,18.0,STAT,,,,,5.08
2025-03-21 17:37:00-07:00,7.13,212.38800000000003,8.649,20.674500000000002,18.18,425.1,8.6,70.8,1.05,2.54,3.13,17.0,STAT,,,,,5.668
2025-03-21 17:38:00-07:00,7.13,207.834,9.117,19.908,17.496,424.45,8.5,71.0,1.1,2.45,2.97,16.0,STAT,,,,,5.4592
2025-03-21 17:39:00-07:00,7.13,209.50600000000003,8.775,20.4435,16.631999999999998,424.16,8.6,71.6,1.37,2.74,3.02,17.0,STAT,,,,,5.5184
2025-03-21 17:40:00-07:00,7.13,218.69100000000003,8.514000000000001,19.278,18.744,424.06,8.6,71.4,1.33,2.89,3.37,18.0,STAT,,,,,6.0608
2025-03-21 17:40:59-07:00,7.13,220.16500000000002,9.207,18.69,19.331999999999997,423.37,8.6,71.4,1.36,2.75,3.29,18.0,STAT,,,,,6.0664
2025-03-21 17:41:59-07:00,7.14,216.161,7.056,18.742500000000003,18.023999999999997,422.84,8.6,71.4,1.45,2.96,3.37,19.0,STAT,,,,,5.972799999999999
2025-03-21 17:42:59-07:00,7.17,217.23900000000003,8.109,18.049500000000002,18.348,422.59,8.6,71.5,1.68,3.02,3.19,18.0,STAT,,,,,6.0856
2025-03-21 17:43:59-07:00,7.19,221.89200000000002,8.946,18.375,17.952,422.21,8.6,71.4,1.89,3.93,4.37,17.0,STAT,,,,,6.734400000000001
2025-03-21 17:44:59-07:00,7.21,222.442,6.849,18.648000000000003,17.076,422.07,8.6,71.8,1.87,3.67,4.43,18.0,STAT,,,,,6.3512
2025-03-21 17:46:01-07:00,7.21,222.26600000000002,5.418,18.0915,18.023999999999997,421.87,8.6,71.8,1.69,3.76,4.63,20.0,STAT,,,,,6.6128
2025-03-21 17:47:01-07:00,7.22,224.29000000000002,6.363,19.236,17.843999999999998,422.15,8.6,71.7,2.03,4.09,4.37,19.0,STAT,,,,,6.8408
2025-03-21 17:48:01-07:00,7.22,224.961,9.378,20.433000000000003,16.896,422.7,8.6,72.1,2.04,3.98,4.39,18.0,STAT,,,,,6.5632
2025-03-21 17:49:02-07:00,7.23,232.47400000000002,8.595,19.099500000000003,16.8,422.89,8.7,72.1,1.65,3.43,4.46,18.0,STAT,,,,,6.104000000000001
2025-03-21 17:50:02-07:00,7.23,236.81900000000002,8.82,18.5745,17.772,422.96,8.7,72.0,1.88,3.63,4.42,18.0,STAT,,,,,6.458399999999999
2025-03-21 17:51:02-07:00,7.23,235.741,8.865,19.215,17.808,422.46,8.7,71.8,1.91,4.02,4.86,18.0,STAT,,,,,6.7776
2025-03-21 17:52:02-07:00,7.23,228.866,8.082,19.215,14.531999999999998,422.16,8.7,72.1,1.8,3.97,4.56,19.0,STAT,,,,,6.0824
2025-03-21 17:53:02-07:00,7.25,238.19400000000002,9.441,18.259500000000003,15.792,422.06,8.7,72.1,1.86,3.57,4.09,17.0,STAT,,,,,6.0144
2025-03-21 17:54:02-07:00,7.28,234.25600000000003,7.731,16.716,16.98,422.02,8.8,72.0,1.89,3.68,4.0,19.0,STAT,,,,,6.340000000000001
2025-03-21 17:55:02-07:00,7.3,230.74700000000004,7.452,16.831500000000002,16.452,422.04,8.8,72.2,2.02,3.84,4.4,20.0,STAT,,,,,6.362400000000001
2025-03-21 17:56:02-07:00,7.32,232.133,9.135,18.354000000000003,16.8,422.01,8.8,72.0,2.09,4.39,4.79,18.0,STAT,,,,,6.872
2025-03-21 17:57:03-07:00,7.33,231.44000000000003,8.802,18.039,18.78,422.01,8.9,71.7,1.98,3.65,4.18,18.0,STAT,,,,,6.676
2025-03-21 17:58:03-07:00,7.33,228.151,8.739,16.831500000000002,21.048,421.46,8.8,71.3,1.42,3.34,3.91,18.0,STAT,,,,,6.881600000000001
2025-03-21 17:59:03-07:00,7.34,224.64200000000002,7.128,16.086000000000002,19.752,421.16,8.9,71.5,1.24,2.86,3.22,19.0,STAT,,,,,6.2384
2025-03-21 18:00:03-07:00,7.34,218.779,8.244,14.847000000000001,21.671999999999997,420.9,8.9,71.5,1.24,2.67,3.1,17.0,STAT,,,,,6.4704
2025-03-21 18:01:03-07:00,7.38,211.574,9.855,15.729000000000001,20.868,420.32,8.9,71.1,1.29,2.98,3.24,17.0,STAT,,,,,6.557599999999999
2025-03-21 18:02:04-07:00,7.4,212.3,7.947,15.592500000000001,20.184,420.11,8.9,71.3,1.33,3.1,3.19,18.0,STAT,,,,,6.516800000000001
2025-03-21 18:03:04-07:00,7.42,213.37800000000001,8.253,15.435,20.628,419.39,8.9,71.1,1.11,2.68,2.71,19.0,STAT,,,,,6.2696000000000005
2025-03-21 18:04:04-07:00,7.43,211.01300000000003,8.73,15.456000000000001,20.868,418.64,8.9,71.0,1.03,2.56,2.57,18.0,STAT,,,,,6.2216
2025-03-21 18:05:04-07:00,7.43,213.279,8.037,15.802500000000002,21.287999999999997,418.22,8.9,70.5,0.76,2.12,2.66,18.0,STAT,,,,,5.9536
2025-03-21 18:06:04-07:00,7.44,209.484,8.451,16.359,20.544,418.08,8.9,70.4,0.67,1.78,2.28,18.0,STAT,,,,,5.532800000000001
2025-03-21 18:07:00-07:00,7.44,204.67700000000002,8.504999999999999,16.768500000000003,18.66,418.03,8.9,70.2,0.89,1.85,2.22,18.0,STAT,,,,,5.212000000000001
2025-03-21 18:08:00-07:00,7.44,199.63900000000004,7.119000000000001,17.482499999999998,19.295999999999996,417.39,8.9,69.8,0.81,1.62,1.95,20.0,STAT,,,,,5.1552
2025-03-21 18:09:01-07:00,7.45,201.93800000000002,6.6690000000000005,16.716,20.747999999999998,417.14,8.9,70.0,0.69,2.09,2.68,19.0,STAT,,,,,5.821599999999999
2025-03-21 18:10:01-07:00,7.48,200.88200000000003,6.156,16.254,21.624,417.05,8.9,70.0,0.36,1.54,1.75,20.0,STAT,,,,,5.5568
2025-03-21 18:11:01-07:00,7.5,194.90900000000002,9.360000000000001,15.708000000000002,21.516,417.02,8.8,69.7,0.15,1.09,1.3,18.0,STAT,,,,,5.175199999999999
2025-03-21 18:12:02-07:00,7.51,186.428,9.432,16.5585,21.0,416.71,8.8,69.9,0.15,1.16,1.32,17.0,STAT,,,,,5.128
2025-03-21 18:13:02-07:00,7.51,186.71400000000003,8.270999999999999,15.981000000000002,22.139999999999997,416.83,8.8,69.8,0.48,1.45,1.61,18.0,STAT,,,,,5.588
2025-03-21 18:14:02-07:00,7.51,182.44600000000003,10.008,16.4325,21.144000000000002,416.94,8.8,70.1,0.59,2.07,2.33,17.0,STAT,,,,,5.8848
2025-03-21 18:15:02-07:00,7.52,182.71,7.488,16.065,21.072,416.98,8.8,70.1,0.59,1.72,1.99,19.0,STAT,,,,,5.590400000000001
2025-03-21 18:16:03-07:00,7.52,181.02700000000002,8.532,17.881500000000003,21.084,416.66,8.8,70.2,0.2,1.34,1.48,19.0,STAT,,,,,5.2888
2025-03-21 18:17:03-07:00,7.52,184.44800000000004,8.469000000000001,16.9995,22.631999999999998,416.64,8.8,70.1,0.38,1.55,1.6,19.0,STAT,,,,,5.7664
2025-03-21 18:18:03-07:00,7.52,187.71500000000003,7.281,15.75,23.232,416.26,8.7,69.9,0.57,1.55,1.57,19.0,STAT,,,,,5.8864
2025-03-21 18:19:03-07:00,7.51,185.185,7.668,15.6765,20.544,416.09,8.7,70.2,0.52,1.59,1.59,18.0,STAT,,,,,5.380800000000001
2025-03-21 18:20:03-07:00,7.51,188.485,7.767000000000001,16.464,21.876,416.03,8.7,70.2,0.55,1.44,1.78,18.0,STAT,,,,,5.527200000000001
2025-03-21 18:21:03-07:00,7.5,184.591,5.634,16.212,23.028000000000002,416.01,8.6,70.0,0.45,1.44,1.71,20.0,STAT,,,,,5.757600000000001
2025-03-21 18:22:03-07:00,7.49,185.48200000000003,6.453,14.7105,24.12,416.0,8.6,70.2,0.18,1.5,1.58,19.0,STAT,,,,,6.024000000000001
2025-03-21 18:23:03-07:00,7.46,185.21800000000002,7.767000000000001,14.637,24.599999999999998,416.0,8.6,69.9,0.43,1.51,1.67,18.0,STAT,,,,,6.128
2025-03-21 18:24:04-07:00,7.44,183.90900000000002,7.713,14.952000000000002,23.892,416.0,8.6,70.2,0.66,1.69,1.75,18.0,STAT,,,,,6.130400000000001
2025-03-21 18:25:04-07:00,7.44,186.51600000000002,6.354,14.574000000000002,26.087999999999997,415.85,8.6,70.2,0.33,1.37,1.43,19.0,STAT,,,,,6.3136
2025-03-21 18:26:04-07:00,7.44,180.73000000000002,7.452,15.183000000000002,24.095999999999997,415.3,8.6,70.6,0.52,1.32,1.71,17.0,STAT,,,,,5.8751999999999995
2025-03-21 18:27:04-07:00,7.44,179.234,6.849,15.550500000000001,24.732,414.88,8.6,70.8,0.3,1.12,1.61,19.0,STAT,,,,,5.8424000000000005
2025-03-21 18:28:04-07:00,7.44,181.126,8.073,15.141,24.42,414.89,8.6,70.7,0.47,1.45,2.13,17.0,STAT,,,,,6.0440000000000005
2025-03-21 18:29:04-07:00,7.44,181.22500000000002,6.992999999999999,13.629000000000001,25.08,414.88,8.6,70.9,0.42,1.3,1.52,19.0,STAT,,,,,6.056
2025-03-21 18:30:04-07:00,7.44,181.247,6.444,14.238000000000001,25.884,414.31,8.6,71.1,0.64,1.26,1.33,19.0,STAT,,,,,6.1848
2025-03-21 18:31:04-07:00,7.43,178.64000000000001,5.418,15.6975,24.407999999999998,414.52,8.6,71.4,0.63,1.67,2.09,20.0,STAT,,,,,6.2176
2025-03-21 18:32:05-07:00,7.44,184.602,6.831,16.5375,23.04,414.68,8.6,71.5,0.34,1.44,1.67,19.0,STAT,,,,,5.76
2025-03-21 18:33:05-07:00,7.44,185.64700000000002,6.525,14.973,25.055999999999997,414.24,8.6,71.4,0.35,1.31,1.73,19.0,STAT,,,,,6.0592
2025-03-21 18:34:06-07:00,7.44,185.43800000000002,7.416,14.794500000000001,26.387999999999998,414.08,8.6,71.1,0.41,1.54,1.97,19.0,STAT,,,,,6.5096
2025-03-21 18:35:06-07:00,7.44,182.556,8.244,15.582,24.168,414.03,8.6,71.2,0.66,1.79,2.09,18.0,STAT,,,,,6.265600000000001
2025-03-21 18:36:06-07:00,7.44,180.334,5.832000000000001,16.2435,23.855999999999998,414.01,8.7,71.2,0.87,2.3,2.68,19.0,STAT,,,,,6.611199999999999
2025-03-21 18:37:06-07:00,7.44,181.15900000000002,7.02,16.7895,23.471999999999998,414.0,8.7,71.4,0.67,2.26,2.45,18.0,STAT,,,,,6.5024
2025-03-21 18:38:05-07:00,7.44,182.952,7.947,16.0125,24.012,414.0,8.7,71.5,0.81,1.76,2.07,18.0,STAT,,,,,6.210400000000001
2025-03-21 18:39:05-07:00,7.44,182.99600000000004,8.586,15.0465,23.171999999999997,414.0,8.7,71.8,0.91,1.95,2.24,17.0,STAT,,,,,6.1944
2025-03-21 18:40:05-07:00,7.45,181.42300000000003,8.874,15.193500000000002,24.023999999999997,414.0,8.7,71.6,0.86,1.76,1.87,17.0,STAT,,,,,6.2128000000000005
2025-03-21 18:41:05-07:00,7.47,180.42200000000003,9.018,15.959999999999999,23.604000000000003,414.0,8.8,71.4,0.84,2.23,2.27,18.0,STAT,,,,,6.5048
2025-03-21 18:42:05-07:00,7.5,181.115,8.352,15.361500000000001,24.528000000000002,414.0,8.8,71.3,0.95,2.44,2.62,18.0,STAT,,,,,6.857600000000001
2025-03-21 18:43:06-07:00,7.51,179.168,6.992999999999999,15.970500000000001,23.255999999999997,414.16,8.8,71.0,0.94,1.85,2.14,19.0,STAT,,,,,6.1312
2025-03-21 18:44:07-07:00,7.51,180.543,5.5440000000000005,15.0045,25.584,414.7,8.7,70.6,0.96,2.01,2.31,19.0,STAT,,,,,6.7248
2025-03-21 18:45:07-07:00,7.52,178.78300000000002,6.849,15.1515,26.004,414.9,8.7,70.5,0.83,2.37,2.47,18.0,STAT,,,,,7.096800000000001
2025-03-21 18:46:07-07:00,7.51,182.303,8.199,16.6845,23.795999999999996,414.96,8.7,70.7,0.86,2.33,2.67,18.0,STAT,,,,,6.623199999999999
2025-03-21 18:47:07-07:00,7.52,178.46400000000003,7.65,16.1595,22.152,415.14,8.7,70.9,0.9,1.88,1.99,18.0,STAT,,,,,5.9344
2025-03-21 18:48:08-07:00,7.52,178.73900000000003,7.722,14.3745,24.468,415.05,8.7,70.9,0.68,1.35,1.39,18.0,STAT,,,,,5.9736
2025-03-21 18:49:08-07:00,7.52,174.92200000000003,6.6690000000000005,14.679,24.456,415.08,8.7,71.0,0.8,1.57,1.62,19.0,STAT,,,,,6.147200000000001
2025-03-21 18:50:08-07:00,7.52,182.754,5.373,16.884,23.052,415.03,8.7,71.1,0.59,1.92,2.05,20.0,STAT,,,,,6.1464
2025-03-21 18:51:08-07:00,7.52,187.473,7.5329999999999995,15.3825,25.284,415.51,8.7,70.8,0.84,2.68,2.72,18.0,STAT,,,,,7.2008
2025-03-21 18:52:09-07:00,7.52,190.32200000000003,7.668,15.277500000000002,26.004,415.83,8.7,70.8,1.06,2.84,2.96,18.0,STAT,,,,,7.472800000000001
2025-03-21 18:53:08-07:00,7.52,189.98100000000002,7.2540000000000004,16.212,25.464,415.94,8.6,70.7,0.5,2.04,2.27,19.0,STAT,,,,,6.7248
2025-03-21 18:54:08-07:00,7.52,189.70600000000002,7.884,16.768500000000003,24.720000000000002,415.98,8.7,71.1,0.71,1.9,2.17,19.0,STAT,,,,,6.464
2025-03-21 18:55:08-07:00,7.52,187.484,8.073,16.884,24.755999999999997,415.99,8.7,71.0,0.36,1.94,2.59,18.0,STAT,,,,,6.5032
2025-03-21 18:56:03-07:00,7.52,182.66600000000003,7.569,16.002000000000002,25.308,416.0,8.7,71.2,0.78,2.1,2.39,18.0,STAT,,,,,6.7416
2025-03-21 18:57:03-07:00,7.52,179.46500000000003,6.822,16.317,24.108,416.0,8.7,71.5,0.51,1.83,2.67,19.0,STAT,,,,,6.2856000000000005
2025-03-21 18:58:05-07:00,7.52,177.60600000000002,5.508,15.834000000000001,24.852,416.0,8.7,71.2,0.51,2.0,2.73,20.0,STAT,,,,,6.570400000000001
2025-03-21 18:59:05-07:00,7.52,180.49900000000002,6.696000000000001,15.592500000000001,24.599999999999998,416.0,8.7,71.4,0.3,1.52,2.06,19.0,STAT,,,,,6.136
2025-03-21 19:00:05-07:00,7.53,182.61100000000002,7.353,16.548000000000002,25.02,416.0,8.7,71.6,0.8,2.21,2.59,19.0,STAT,,,,,6.772
2025-03-21 19:01:05-07:00,7.53,180.76300000000003,8.360999999999999,15.8655,24.168,415.9,8.8,71.8,0.57,1.79,2.13,19.0,STAT,,,,,6.265600000000001
2025-03-21 19:02:05-07:00,7.54,183.51300000000003,9.126000000000001,16.002000000000002,24.395999999999997,415.88,8.7,71.8,0.81,1.87,2.27,18.0,STAT,,,,,6.3752
2025-03-21 19:03:07-07:00,7.54,181.62100000000004,7.173,15.193500000000002,25.512,415.31,8.7,71.5,0.51,1.68,1.95,18.0,STAT,,,,,6.446400000000001
2025-03-21 19:04:07-07:00,7.54,181.09300000000002,6.8580000000000005,16.443,24.876,414.53,8.7,71.6,0.38,1.59,1.74,19.0,STAT,,,,,6.247200000000001
2025-03-21 19:05:07-07:00,7.55,181.995,9.216000000000001,16.149,24.3,414.19,8.8,71.6,0.65,1.42,1.68,18.0,STAT,,,,,5.996
2025-03-21 19:06:07-07:00,7.59,182.061,7.389000000000001,15.1095,25.523999999999997,414.13,8.9,71.7,0.23,1.35,1.78,18.0,STAT,,,,,6.1848
2025-03-21 19:07:07-07:00,7.61,180.43300000000002,7.757999999999999,14.332500000000001,26.652,414.09,8.8,71.5,0.38,1.24,1.41,18.0,STAT,,,,,6.322400000000001
2025-03-21 19:08:08-07:00,7.63,181.775,9.0,14.133000000000001,27.0,414.49,8.8,71.3,0.33,1.71,2.05,18.0,STAT,,,,,6.768000000000001
2025-03-21 19:09:07-07:00,7.64,177.65,9.504000000000001,15.120000000000001,25.656,414.29,8.9,71.3,0.12,1.23,1.35,17.0,STAT,,,,,6.1152
2025-03-21 19:10:07-07:00,7.64,181.929,9.477,13.461,27.624,414.1,9.0,71.1,0.04,1.53,1.82,18.0,STAT,,,,,6.7488
2025-03-21 19:11:07-07:00,7.66,181.962,7.749,14.1645,26.316,414.04,9.0,71.2,0.05,1.16,1.26,19.0,STAT,,,,,6.1912
2025-03-21 19:12:08-07:00,7.7,179.63000000000002,7.515,14.0175,26.424,414.01,9.0,71.3,0.03,1.19,1.31,19.0,STAT,,,,,6.236800000000001
2025-03-21 19:13:08-07:00,7.72,181.58800000000002,6.849,13.3665,26.892,414.0,9.1,71.1,0.03,0.94,1.17,20.0,STAT,,,,,6.1304
2025-03-21 19:14:10-07:00,7.73,177.95800000000003,6.795,14.185500000000001,24.023999999999997,414.0,9.2,71.2,0.01,0.67,0.75,20.0,STAT,,,,,5.3408
2025-03-21 19:15:10-07:00,7.74,178.91500000000002,5.796,13.009500000000001,23.712,414.0,9.2,71.3,0.24,0.97,1.0,20.0,STAT,,,,,5.5184
2025-03-21 19:16:10-07:00,7.78,179.3,5.8229999999999995,14.112,24.131999999999998,414.0,9.3,71.0,0.08,0.58,0.59,20.0,STAT,,,,,5.2904
2025-03-21 19:17:10-07:00,7.81,180.543,9.126000000000001,13.818000000000001,23.868,414.0,9.3,70.4,0.03,0.76,1.07,19.0,STAT,,,,,5.381600000000001
2025-03-21 19:18:10-07:00,7.83,184.27200000000002,5.706,13.629000000000001,26.04,414.0,9.3,70.5,0.01,1.05,1.15,20.0,STAT,,,,,6.048
2025-03-21 19:19:06-07:00,7.84,183.799,7.245000000000001,12.3375,25.956,414.46,9.3,69.8,0.0,0.95,0.99,20.0,STAT,,,,,5.9512
2025-03-21 19:20:07-07:00,7.87,180.4,5.157000000000001,13.062,27.371999999999996,414.81,9.3,69.7,0.0,1.15,1.43,21.0,STAT,,,,,6.394399999999999
2025-03-21 19:21:07-07:00,7.9,179.366,5.562,13.6605,26.508,414.93,9.3,69.9,0.33,1.31,1.51,21.0,STAT,,,,,6.349600000000001
2025-03-21 19:22:07-07:00,7.93,189.937,6.984,14.4375,24.312,414.98,9.4,70.4,0.62,1.55,2.21,21.0,STAT,,,,,6.102400000000001
2025-03-21 19:23:07-07:00,7.94,191.983,7.353,14.3745,24.036,414.99,9.4,69.9,0.88,1.7,2.59,21.0,STAT,,,,,6.167200000000001
2025-03-21 19:24:07-07:00,7.94,188.804,10.278,14.427000000000001,24.0,415.0,9.5,68.9,0.55,1.38,1.68,19.0,STAT,,,,,5.904000000000001
2025-03-21 19:25:07-07:00,7.99,184.31600000000003,7.893,14.133000000000001,24.912000000000003,415.0,9.5,68.7,0.6,1.57,1.79,20.0,STAT,,,,,6.238400000000001
2025-03-21 19:26:07-07:00,8.01,180.73000000000002,8.172,13.041,26.58,415.0,9.5,68.6,0.44,1.2,1.35,20.0,STAT,,,,,6.276
2025-03-21 19:27:08-07:00,8.03,177.47400000000002,10.476,12.138000000000002,26.904,415.0,9.5,68.1,0.19,1.27,1.4,19.0,STAT,,,,,6.396800000000001
2025-03-21 19:28:08-07:00,8.04,174.74600000000004,10.584,11.0355,27.215999999999998,415.0,9.5,67.7,0.06,0.92,0.96,19.0,STAT,,,,,6.1792
2025-03-21 19:29:09-07:00,8.04,174.427,8.982000000000001,13.503,24.924,415.0,9.5,68.1,0.08,1.02,1.03,19.0,STAT,,,,,5.8008
2025-03-21 19:30:09-07:00,8.06,171.545,7.542000000000001,13.3035,25.5,415.0,9.6,68.1,0.03,1.01,1.02,20.0,STAT,,,,,5.908
2025-03-21 19:31:09-07:00,8.1,171.89700000000002,7.929,12.768,25.176,415.0,9.5,68.0,0.15,1.21,1.22,20.0,STAT,,,,,6.0032
