DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,153,28,-7,1675740916,137,26,-1,-30,3475419820,AQI
2025-03-15 15:36:07-07:00,4.87,187.858,8.775,17.2515,11.58,402.99,6.2,76.7,0.46,1.11,1.18,12.0,0.0,-3.0,,,,,,,3.2040000000000006
2025-03-15 15:37:07-07:00,4.87,187.979,7.632000000000001,16.422,11.796,402.93,6.2,76.5,0.15,0.71,0.73,13.0,0.0,-3.0,,,,,,,2.9272
2025-03-15 15:38:04-07:00,4.87,187.187,7.938000000000001,16.317,12.408,402.36,6.2,76.5,0.05,0.82,0.83,12.0,0.0,-2.0,,,,,,,3.1376000000000004
2025-03-15 15:39:04-07:00,4.86,185.911,8.559,16.296,12.384,402.13,6.2,76.5,0.05,0.64,0.65,13.0,0.0,-3.0,,,,,,,2.9888000000000003
2025-03-15 15:40:04-07:00,4.87,185.845,7.6049999999999995,15.498000000000001,13.235999999999999,402.04,6.2,76.3,0.02,0.6,0.6,13.0,0.0,-3.0,,,,,,,3.1271999999999998
2025-03-15 15:41:04-07:00,4.86,183.63400000000001,6.7860000000000005,15.6135,14.196,402.02,6.2,76.0,0.01,0.41,0.46,13.0,0.0,-3.0,,,,,,,3.1672
2025-03-15 15:42:04-07:00,4.87,184.602,6.4350000000000005,15.267,13.703999999999999,401.5,6.2,76.2,0.2,0.49,0.56,14.0,0.0,-3.0,,,,,,,3.1328
2025-03-15 15:43:05-07:00,4.87,181.852,6.966,14.847000000000001,14.136,401.18,6.2,76.0,0.06,0.16,0.18,13.0,0.0,-2.0,,,,,,,2.9552
2025-03-15 15:44:05-07:00,4.87,180.69700000000003,7.335000000000001,14.637,15.0,400.53,6.1,76.2,0.02,0.14,0.15,13.0,0.0,-3.0,,,,,,,3.112
2025-03-15 15:45:05-07:00,4.87,188.10000000000002,8.721,15.970500000000001,13.547999999999998,400.59,6.1,76.2,0.01,0.33,0.33,13.0,0.0,-3.0,,,,,,,2.9736000000000002
2025-03-15 15:46:06-07:00,4.86,189.662,8.504999999999999,15.456000000000001,14.712,400.86,6.1,76.2,0.0,0.42,0.42,12.0,0.0,-3.0,,,,,,,3.2784
2025-03-15 15:47:06-07:00,4.86,190.70700000000002,7.506,14.8155,14.543999999999999,400.54,6.1,76.3,0.0,0.29,0.29,13.0,0.0,-3.0,,,,,,,3.1407999999999996
2025-03-15 15:48:06-07:00,4.86,183.55700000000002,7.668,14.511000000000001,14.735999999999999,400.19,6.1,76.4,0.0,0.35,0.35,12.0,0.0,-3.0,,,,,,,3.2272
2025-03-15 15:49:06-07:00,4.86,180.103,7.029,14.2695,15.335999999999999,400.07,6.2,76.1,0.0,0.24,0.24,13.0,0.0,-3.0,,,,,,,3.2592
2025-03-15 15:50:06-07:00,4.86,176.88000000000002,7.839000000000001,14.238000000000001,14.687999999999999,399.38,6.2,76.1,0.0,0.16,0.16,12.0,0.0,-3.0,,,,,,,3.0656
2025-03-15 15:51:06-07:00,4.86,175.50500000000002,8.442,13.6815,15.876,399.13,6.2,76.3,0.0,0.48,0.58,12.0,0.0,-2.0,,,,,,,3.5592
2025-03-15 15:52:06-07:00,4.86,174.58100000000002,7.623000000000001,14.091000000000001,15.252,399.05,6.2,76.5,0.0,0.73,0.87,12.0,0.0,-2.0,,,,,,,3.6344000000000003
