DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,AQHI,Top_AQHI_Contributor
2025-08-09T02:15:00Z,QAQ,39.46000000000001,-0.039999999999993936,0.513333333333306,4.506666666666676,1208.38,28.186666666666667,41.17333333333333,0.3546666666666667,1.0206666666666666,4.290666666666667,1,O3
2025-08-09T02:30:00Z,QAQ,43.06666666666665,0.10666666666666061,1.0533333333333454,4.386666666666664,1209.7733333333333,27.939999999999998,42.86666666666667,0.39266666666666666,1.3593333333333333,6.854,1,O3
2025-08-09T02:45:00Z,QAQ,44.22666666666667,-0.013333333333328772,0.7066666666666607,4.226666666666643,1212.1,27.82,43.07333333333333,0.42933333333333334,1.5193333333333334,10.522,1,O3
2025-08-09T03:00:00Z,QAQ,38.32666666666667,1.9133333333333515,-0.8600000000000364,1.2133333333333818,1212.6866666666667,27.64666666666667,39.053333333333335,0.3626666666666667,1.0273333333333332,3.675333333333333,1,O3
2025-08-09T03:15:00Z,QAQ,35.393333333333345,1.906666666666653,-0.6399999999999939,2.0599999999999756,1208.6866666666667,28.066666666666666,37.806666666666665,0.37133333333333335,0.9986666666666667,2.9,1,O3
2025-08-09T03:30:00Z,QAQ,29.499999999999993,3.1533333333333227,-1.8333333333333182,0.7599999999999758,1202.14,28.94,34.50666666666667,0.354,0.9480000000000001,2.982666666666667,1,O3
2025-08-09T03:45:00Z,QAQ,25.873333333333314,3.473333333333335,-2.0399999999999636,1.2799999999999727,1201.0933333333332,29.266666666666666,33.62,0.34400000000000003,0.9273333333333333,2.6766666666666667,1,NO2
2025-08-09T04:00:00Z,QAQ,21.94,2.8399999999999865,-1.8133333333333364,3.4666666666666366,1209.2733333333333,28.35333333333333,35.07333333333333,0.35733333333333334,0.91,2.6773333333333333,1,NO2
2025-08-09T04:15:00Z,QAQ,26.08666666666667,1.5266666666666728,-0.5399999999999939,5.019999999999997,1212.94,26.80666666666667,37.839999999999996,0.38466666666666666,0.9446666666666667,2.578,1,O3
2025-08-09T04:30:00Z,QAQ,32.373333333333335,0.8333333333333334,0.16666666666663635,5.3599999999999905,1216.0533333333333,25.866666666666667,39.79333333333333,0.4086666666666667,1.0233333333333334,3.6993333333333336,1,O3
2025-08-09T04:45:00Z,QAQ,34.23333333333333,0.5133333333333137,0.4066666666666758,5.3,1218.2333333333333,25.453333333333333,40.88666666666666,0.416,1.0086666666666666,2.888,1,O3
2025-08-09T05:00:00Z,QAQ,34.62666666666667,0.3533333333333303,0.4799999999999879,5.4000000000000306,1219.8466666666666,25.153333333333332,42.013333333333335,0.45466666666666666,1.1926666666666668,3.1766666666666667,1,O3
2025-08-09T05:15:00Z,QAQ,36.09333333333333,0.1400000000000015,0.6399999999999485,5.466666666666682,1221.7266666666667,24.74,43.486666666666665,0.4786666666666667,1.1646666666666667,3.421333333333333,1,O3
2025-08-09T05:30:00Z,QAQ,35.61333333333333,0.293333333333347,0.5800000000000031,5.153333333333376,1223.8,24.413333333333334,44.00666666666667,0.522,1.21,4.175333333333334,1,O3
2025-08-09T05:45:00Z,QAQ,35.83999999999999,0.23333333333333334,0.7199999999999667,5.100000000000015,1223.86,24.14,44.78,0.5046666666666667,1.176,3.1806666666666668,1,O3
2025-08-09T06:00:00Z,QAQ,36.38666666666667,0.206666666666653,0.6866666666666636,5.286666666666618,1225.4666666666667,23.88,45.626666666666665,0.504,1.2333333333333334,2.96,1,O3
2025-08-09T06:15:00Z,QAQ,36.87333333333334,0.30000000000001514,0.8066666666666151,5.420000000000012,1226.3,23.6,46.58,0.5366666666666667,1.3093333333333332,2.695333333333333,1,O3
2025-08-09T06:30:00Z,QAQ,36.38666666666666,0.2533333333333303,0.7733333333332969,5.166666666666682,1227.9733333333334,23.346666666666668,47.306666666666665,0.5453333333333333,1.3193333333333332,2.985333333333333,1,O3
2025-08-09T06:45:00Z,QAQ,36.60666666666667,0.32666666666666516,0.7799999999999727,5.233333333333364,1230.3933333333334,23.12666666666667,48.13333333333333,0.5506666666666666,1.3606666666666667,3.159333333333333,1,O3
2025-08-09T07:00:00Z,QAQ,37.78666666666666,0.2733333333333424,0.8599999999999909,5.366666666666651,1232.6066666666666,22.9,49.06666666666667,0.6013333333333334,1.4693333333333334,3.5686666666666667,1,O3
2025-08-09T07:15:00Z,QAQ,37.29333333333332,0.3599999999999985,0.8533333333333909,5.199999999999985,1232.7266666666667,22.573333333333334,50.04,0.6046666666666667,1.5033333333333334,3.646,1,O3
2025-08-09T07:30:00Z,QAQ,37.03333333333333,0.42000000000001214,0.9066666666666757,5.026666666666673,1233.3,22.346666666666668,50.6,0.6006666666666667,1.488,3.3133333333333335,1,O3
2025-08-09T07:45:00Z,QAQ,36.69333333333332,0.4800000000000106,0.7999999999999848,4.853333333333361,1235.54,22.2,51.193333333333335,0.6186666666666667,1.592,3.259333333333333,1,O3
2025-08-09T08:00:00Z,QAQ,36.419999999999995,0.5200000000000046,0.7799999999999879,4.720000000000027,1237.8533333333332,22.04,51.78,0.6313333333333333,1.6486666666666667,3.856666666666667,1,O3
2025-08-09T08:15:00Z,QAQ,36.286666666666655,0.493333333333347,0.8399999999999485,4.753333333333376,1240.1866666666667,21.786666666666665,52.9,0.65,1.6426666666666667,4.016666666666667,1,O3
2025-08-09T08:30:00Z,QAQ,36.693333333333335,0.5800000000000106,0.8666666666666515,4.566666666666651,1241.2533333333333,21.553333333333335,53.49333333333333,0.686,1.854,5.466666666666667,1,O3
2025-08-09T08:45:00Z,QAQ,36.38666666666666,0.48000000000000304,0.8733333333333424,4.479999999999958,1245.3266666666666,21.32,54.54666666666667,0.6706666666666666,1.778,3.9993333333333334,1,O3
2025-08-09T09:00:00Z,QAQ,36.06666666666668,0.3599999999999985,1.0266666666666575,4.5466666666666695,1249.3533333333332,21.02,56.06,0.662,1.8333333333333333,4.8886666666666665,1,O3
2025-08-09T09:15:00Z,QAQ,35.97333333333335,0.26000000000000606,1.1733333333333273,4.419999999999967,1255.8799999999999,20.613333333333333,58.46666666666667,0.668,1.8806666666666667,4.620666666666667,1,O3
2025-08-09T09:30:00Z,QAQ,36.240000000000016,0.04666666666667728,1.4000000000000152,4.453333333333346,1264.22,20.006666666666668,61.473333333333336,0.698,2.029333333333333,5.512,1,O3
2025-08-09T09:45:00Z,QAQ,37.35333333333331,0.17333333333331968,1.3866666666666332,3.6733333333333578,1268.7266666666667,19.38,63.413333333333334,0.6993333333333334,2.021333333333333,4.96,1,O3
2025-08-09T10:00:00Z,QAQ,37.24000000000001,0.05333333333334546,1.4733333333333272,3.9266666666666725,1266.0866666666666,19.080000000000002,64.22666666666667,0.736,2.1326666666666667,5.185333333333333,1,O3
2025-08-09T10:15:00Z,QAQ,37.026666666666664,0.1666666666666515,1.353333333333315,3.5400000000000245,1270.56,18.84,65.53333333333333,0.724,1.9993333333333332,5.242666666666667,1,O3
2025-08-09T10:30:00Z,QAQ,36.58666666666667,0.3066666666666682,1.333333333333303,3.326666666666703,1272.0666666666666,18.586666666666666,66.61333333333333,0.694,2.078,5.360666666666667,1,O3
2025-08-09T10:45:00Z,QAQ,36.89333333333333,0.2599999999999909,1.3599999999999757,3.239999999999994,1282.1133333333335,18.3,68.26,0.682,2.078,6.020666666666666,1,O3
2025-08-09T11:00:00Z,QAQ,36.33333333333334,0.31999999999999695,1.4200000000000121,2.94666666666667,1289.78,17.953333333333333,69.92666666666666,0.7446666666666667,2.1493333333333333,5.5953333333333335,1,O3
2025-08-09T11:15:00Z,QAQ,38.42000000000001,0.3799999999999803,1.4200000000000577,2.6933333333332636,1295.26,17.633333333333333,71.52,0.8006666666666666,2.508,7.188666666666666,1,O3
2025-08-09T11:30:00Z,QAQ,36.006666666666675,0.4933333333333318,1.4399999999999638,2.380000000000003,1301.7733333333333,17.3,72.81333333333333,0.778,2.378,7.325333333333333,1,O3
2025-08-09T11:45:00Z,QAQ,35.333333333333336,0.7666666666666818,1.1333333333333333,1.4933333333333394,1305.5,17.033333333333335,72.59333333333333,0.7806666666666666,2.468,6.796,1,PM2.5
2025-08-09T12:00:00Z,QAQ,33.78666666666666,0.6400000000000016,1.3133333333333213,2.1666666666666665,1312.1,16.72,74.46666666666667,0.9553333333333334,3.364,12.104666666666667,1,PM2.5
2025-08-09T12:15:00Z,QAQ,33.33333333333333,0.8000000000000304,1.4266666666666272,1.6599999999999757,1325.52,16.35333333333333,75.97333333333333,1.318,5.551333333333333,17.882,1,PM2.5
2025-08-09T12:30:00Z,QAQ,32.90666666666666,0.8066666666666606,1.4266666666666576,1.4866666666666486,1327.9,15.946666666666667,77.25333333333333,1.1853333333333333,4.6706666666666665,14.768,1,PM2.5
2025-08-09T12:45:00Z,QAQ,32.88000000000001,0.839999999999994,1.426666666666703,1.1866666666666486,1327.5933333333332,15.613333333333333,78.08,0.9246666666666666,2.886,9.693999999999999,1,PM2.5
2025-08-09T13:00:00Z,QAQ,32.426666666666684,1.0133333333333212,1.2799999999999878,0.9666666666666667,1336.0733333333333,15.446666666666667,78.64666666666666,0.924,2.9486666666666665,9.577333333333334,1,PM2.5
2025-08-09T13:15:00Z,QAQ,32.29333333333332,0.9866666666666712,1.2866666666666484,0.9466666666666849,1334.9533333333334,15.313333333333334,79.18,0.9313333333333333,2.9193333333333333,9.066666666666666,1,PM2.5
2025-08-09T13:30:00Z,QAQ,31.313333333333336,1.1399999999999788,1.1199999999999213,0.7466666666667152,1337.7733333333333,15.246666666666666,79.2,0.9166666666666666,2.9333333333333336,10.312,1,PM2.5
2025-08-09T13:45:00Z,QAQ,30.793333333333315,1.293333333333332,1.0666666666666667,0.5999999999999849,1342.42,15.193333333333333,79.51333333333334,0.928,2.874,9.464666666666666,1,PM2.5
