DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,AQHI,Top_AQHI_Contributor
2025-07-23T05:49:29Z,QAQ,61.700000000000045,0.39999999999997726,0.40000000000009095,9.700000000000044,1181.3,29.2,37.1,1.25,1.79,3.09,1,O3
2025-07-23T05:50:29Z,QAQ,60.799999999999955,0.20000000000004547,0.2999999999999545,9.899999999999864,1179.9,29.2,37.2,1.39,2.33,4,1,O3
2025-07-23T05:51:29Z,QAQ,59.80000000000007,0.6000000000000227,0.2999999999999545,9.600000000000136,1180.2,29.2,37.2,1.24,2.09,5.25,1,O3
2025-07-23T05:52:29Z,QAQ,60.69999999999993,0.10000000000002274,0.5,9.899999999999864,1181.4,29.1,37.4,1.51,3.92,11.24,1,O3
2025-07-23T05:53:29Z,QAQ,60.89999999999998,0.6000000000000227,0.1999999999998181,9.700000000000044,1183.5,29.1,37.3,1.42,2.74,7.64,1,O3
2025-07-23T05:54:29Z,QAQ,60.60000000000002,0.20000000000004547,0.40000000000009095,9.599999999999907,1181.9,29.1,37.4,1.27,2.15,6.84,1,O3
2025-07-23T05:55:29Z,QAQ,60.60000000000002,0.39999999999997726,0.7000000000000455,9.699999999999818,1185.5,29,37.5,1.32,2.29,5.36,1,O3
2025-07-23T05:56:29Z,QAQ,59.799999999999955,0.5,0.40000000000009095,9.399999999999864,1182.1,29,37.5,1.35,2.31,5.41,1,O3
2025-07-23T05:57:29Z,QAQ,59,0.5,0.2999999999999545,9.200000000000044,1182.1,29,37.5,1.35,2.26,3.86,1,O3
2025-07-23T05:58:29Z,QAQ,60.5,0.09999999999990904,0.3999999999998636,9.900000000000093,1182.8,28.9,37.6,1.3,2.29,5.72,1,O3
2025-07-23T05:59:29Z,QAQ,60.799999999999955,0.6999999999999318,0.09999999999990904,9.100000000000136,1186.3,28.9,37.5,1.27,2.05,2.34,1,O3
2025-07-23T06:00:29Z,QAQ,59.200000000000045,0.5,0.2999999999999545,9.299999999999956,1181.6,28.9,37.5,1.33,2.15,2.81,1,O3
2025-07-23T06:01:29Z,QAQ,59.10000000000002,0.1999999999999318,0.7999999999999545,9.800000000000182,1183.9,28.8,37.8,1.55,2.41,4.08,1,O3
