DATE,CO,NO,NO2,O3,CO2,PM2.5,AQHI,NO2_contrib,O3_contrib,PM2_5_contrib,Top_AQHI_contributor
2026-08-19 21:00:00,0.9573460558062206,6.3360960265055155,16.018804288180736,0.322008487861111,436.1200695877773,0.014304477233786651,,,,,
2026-08-19 21:15:00,0.9792096421505082,6.75069924461944,15.09000593347942,0.32189223733333333,434.7521845144441,0.014112980895710999,,,,,
2026-08-19 21:30:00,0.9472418330606451,6.390939098305331,15.337183121302749,0.3238591677777777,433.97230969888864,0.014919275241154193,,,,,
2026-08-19 21:45:00,0.9403633692242527,6.231594705302925,15.099221778608834,0.32317775822222217,434.10713166777754,0.015317397321094394,,,,,
2026-08-19 22:00:00,0.45975361528314435,7.417081325825919,15.096488584316983,0.3221454326666667,434.148003621111,0.015618705433908893,,,,,
2026-08-19 22:15:00,0.4528866473603863,8.00283260771782,14.609061820309556,0.32115976411111113,434.08173164999977,0.016771051183890114,,,,,
2026-08-19 22:30:00,0.44461802891579555,7.668314413727742,14.880528618166071,0.32061389288888875,435.41839688777736,0.01658732894224693,,,,,
2026-08-19 22:45:00,0.4371250624688934,8.228630674380973,14.071381167875483,0.32006683322222235,436.1450944366663,0.01647888669649926,,,,,
2026-08-19 23:00:00,0.44338530440671425,8.39211462139685,14.611310704522888,0.3208862781111111,437.06558197666624,0.01666926244480431,,,,,
2026-08-19 23:15:00,0.4386502135700439,8.417118191412754,14.527740991992522,0.31962276122222216,437.02835155222175,0.016083288927656876,,,,,
2026-08-19 23:30:00,0.4238603557127376,8.38019907099396,14.024441002601403,0.32041287894444465,437.5442214777775,0.016275631929756503,,,,,
2026-08-19 23:45:00,0.433385623726678,9.511086019333192,13.694903435454743,0.32056750783333343,438.0509045600001,0.016168375167992577,1,0.9862543977187019,0.013159800700258706,5.858015810393465e-4,NO2
2026-08-20 00:00:00,0.4330728941680613,9.38706911640383,13.684137389659254,0.3189489525555556,438.19600513555594,0.01651516081318012,1,0.9860757203651048,0.013323776178999429,6.005034558957059e-4,NO2
2026-08-20 00:15:00,0.4242603729092361,9.276042004883315,13.275713169091906,0.32040684805555575,438.38903966444474,0.01637631194959406,1,0.9859288062721759,0.013457269240014927,6.13924487809185e-4,NO2
2026-08-20 00:30:00,0.428870543111094,9.803142523410273,13.265795560297839,0.3211799527222225,438.6648997288891,0.016174180886854544,1,0.9857649422477504,0.013609722530800731,6.2533522144895e-4,NO2
2026-08-20 00:45:00,0.4269286951606006,8.699629988215115,13.295732647161536,0.32049377761111125,438.3138594733337,0.015939146984123388,1,0.9856217881815136,0.013744240507039056,6.339713114473568e-4,NO2
2026-08-20 01:00:00,0.4207561496032526,8.623378675528166,13.183385279028961,0.3216511380555557,439.89699901333313,0.016365242145346508,1,0.9854579438133964,0.013898443267525637,6.436129190780577e-4,NO2
2026-08-20 01:15:00,0.4235380456804923,10.356808300663843,13.052967128558581,0.32006141916666686,441.0157848577773,0.016431724604715134,1,0.9853275110991625,0.014023998540280223,6.484903605572967e-4,NO2
2026-08-20 01:30:00,0.42091812090427144,8.875482172117678,13.01340235885932,0.32112491761111117,441.034021273333,0.016508756071926634,1,0.9851600531389216,0.014184389766809273,6.555570942691372e-4,NO2
2026-08-20 01:45:00,0.4296610425899535,9.487129636939137,13.361380321675611,0.32213190680555565,440.4682789399996,0.016553448918269258,1,0.985088210057896,0.014253157727943213,6.586322141607924e-4,NO2
2026-08-20 02:00:00,0.435129018467815,10.564455835577576,13.214856439143036,0.3202268027222224,442.8994259888886,0.016381021373313487,1,0.9849639213145296,0.01437278143782074,6.632972476496169e-4,NO2
2026-08-20 02:15:00,0.426106819182965,9.430862283626496,13.06223708099858,0.32178085413888907,443.3792892799996,0.01635098779263823,1,0.9848186874989016,0.014511092564363443,6.702199367350061e-4,NO2
2026-08-20 02:30:00,0.44994419734782204,10.463535735983413,12.982235523527471,0.320987979027778,444.1241870066665,0.015892728403472153,1,0.9847193297794963,0.01460741961760436,6.732506028994091e-4,NO2
2026-08-20 02:45:00,0.44535757734547043,10.28390643946259,13.332695128739315,0.31838053138888905,443.74847880666647,0.016255230677319432,1,0.9846926906304706,0.01463223223459828,6.750771349310955e-4,NO2
2026-08-20 03:00:00,0.4424675994405919,10.429311402591793,13.091824783667487,0.31870760561111117,444.7118273044442,0.01642255432764315,1,0.9846371323007733,0.014685606146096992,6.772615531296804e-4,NO2
2026-08-20 03:15:00,0.44552274505456374,11.169257013367698,13.306151906185248,0.3197387762777779,444.7757202533331,0.016028542027013797,1,0.9846437561623668,0.014680312430291232,6.759314073420187e-4,NO2
2026-08-20 03:30:00,0.42219719256428534,9.9398790715464,13.033418331277096,0.3223174541388891,445.018423171111,0.016271242418973077,1,0.9846167682486527,0.014705982206580771,6.772495447664529e-4,NO2
2026-08-20 03:45:00,0.3807534432258768,9.945783534413735,13.091210335912658,0.32291676791666685,445.37010523777764,0.016085685474449517,1,0.9845873839254343,0.01473399499321845,6.786210813472348e-4,NO2
2026-08-20 04:00:00,0.4466515998153037,11.194451823765675,13.010259037502285,0.321563848138889,445.2530585199999,0.016567761479442188,1,0.984570250062063,0.014749687117310716,6.800628206263223e-4,NO2
2026-08-20 04:15:00,0.38546385485738943,10.023252921723937,13.010920271844507,0.3210786612500001,445.42191352222204,0.016247226434651724,1,0.9845629643461976,0.01475743643004891,6.795992237534583e-4,NO2
2026-08-20 04:30:00,0.42808313212289123,11.119861355421719,13.60609624542309,0.3208841027222223,443.62553974888857,0.01627054815189515,1,0.9846219880371848,0.014701759124530235,6.762528382849435e-4,NO2
2026-08-20 04:45:00,0.4211167331610324,11.37242864419784,12.973664645211867,0.32118215947222234,446.4514926288887,0.016443099018910785,1,0.9845885089804279,0.014733972209466697,6.775188101053542e-4,NO2
2026-08-20 05:00:00,0.3908424260664651,10.17242535238833,13.261408708314885,0.32409891991666695,448.35519048888875,0.016592677298406362,1,0.9845777012017972,0.014744254141061229,6.780446571416014e-4,NO2
2026-08-20 05:15:00,0.4151270648066857,11.277475527569685,12.960451911785201,0.32109254436111134,448.4686709533331,0.016114139011122065,1,0.9845712463787695,0.01475109544279947,6.776581784310871e-4,NO2
2026-08-20 05:30:00,0.41518561881969024,11.092836847783808,12.99439811756599,0.32053575080555585,449.17769386888875,0.01627412245899234,1,0.9845728259674841,0.014748243326075097,6.789307064407933e-4,NO2
2026-08-20 05:45:00,0.39846484481411576,10.376279750577432,13.001553306902288,0.32074081258333353,449.3093358577776,0.016401945495765256,1,0.984531258764701,0.01478789179950149,6.808494357974854e-4,NO2
2026-08-20 06:00:00,0.40117946889151085,11.312123901882572,13.414048803422224,0.32202389227777806,449.1662205822219,0.01694434666445302,1,0.9845482784441721,0.014770448350850583,6.812732049772827e-4,NO2
2026-08-20 06:15:00,0.40330916850597487,10.83622255626149,13.016500893376362,0.3229248625833336,449.5516031888887,0.016921917047863035,1,0.9845050284985234,0.014809360123242056,6.856113782345081e-4,NO2
2026-08-20 06:30:00,0.3939216853050499,11.311034164481889,13.329664501263762,0.322662951166667,449.53010615999983,0.016186609208535298,1,0.9845328427011527,0.01478311595011904,6.840413487282836e-4,NO2
2026-08-20 06:45:00,0.3955574944485922,12.117179779306753,13.414048803422224,0.3221802631666669,449.3575179266664,0.01687113520638934,1,0.9845642298276489,0.014750391713894785,6.853784584563025e-4,NO2
2026-08-20 07:00:00,0.38488414350769945,12.017650985714958,13.013789177614878,0.32204465080555583,450.0633836733332,0.01722133398839083,1,0.9845605335024422,0.014751841837015157,6.876246605426803e-4,NO2
2026-08-20 07:15:00,0.38854447760116206,12.101616422008632,13.425821380866664,0.322672202277778,450.5618066911109,0.017786906689860417,1,0.9845893605319449,0.014719486023974167,6.911534440808916e-4,NO2
2026-08-20 07:30:00,0.3825489525865963,13.096550336845837,13.577848651277872,0.32245408250000024,452.51020518222197,0.016744628571308734,1,0.9845791342708436,0.014727957128562121,6.929086005942307e-4,NO2
2026-08-20 07:45:00,0.35118674863291166,14.40854559673734,13.932999182884933,0.32318457405555584,462.3872252866666,0.016611221769414278,1,0.9846630414835688,0.014647609418248431,6.893490981828441e-4,NO2
2026-08-20 08:00:00,1.1556985480078183,14.810266158337306,14.924062205249399,0.3205223455555554,475.4381950711111,0.016905348248015144,1,0.9848320822732285,0.014484548341474189,6.833693852972733e-4,NO2
2026-08-20 08:15:00,1.2060631683159324,16.808930868703733,15.65952766065367,0.3203285456388888,475.47840629333325,0.016287198176494308,1,0.9850820803059487,0.01424513392097003,6.727857730812386e-4,NO2
2026-08-20 08:30:00,1.2097804457867034,18.017751266750885,18.544583866501075,0.32076358977777775,471.79164475333346,0.016836940865620327,1,0.9855644813661021,0.01378278635310959,6.527322807883169e-4,NO2
2026-08-20 08:45:00,1.2883823010811382,21.045356466509467,18.551980170911403,0.32135722044444437,460.3017059066665,0.016940378538409975,1,0.9860154487350783,0.01335069565207881,6.338556128428495e-4,NO2
2026-08-20 09:00:00,1.4024017545492855,25.156280047295454,19.350688423783687,0.32232199466666633,457.9873236555553,0.017088341104964648,1,0.9864700380292861,0.012916339220112249,6.13622750601654e-4,NO2
2026-08-20 09:15:00,1.4459621583108424,26.876968261871696,20.725037698208077,0.3215811468888886,456.7773424933331,0.017267364907775258,1,0.9870231496513765,0.012387158150407904,5.896921982155447e-4,NO2
2026-08-20 09:30:00,1.3603840984084923,24.379630242188256,22.0887129323378,0.3222403448888891,457.9130659599999,0.01741676481223281,1,0.9875941713537133,0.011838761358092996,5.670672881937364e-4,NO2
2026-08-20 09:45:00,1.3212739319613278,23.401594016837528,21.343691577572553,0.32045500000000005,457.47576128444445,0.016800665456326667,1,0.9880766092183015,0.011378322882201504,5.45067899496953e-4,NO2
2026-08-20 10:00:00,1.075761880912713,15.278408946123072,21.935715033235564,0.3229434908888889,446.2984560533331,0.016584621467754627,2,0.988570657907852,0.01090853211030129,5.208099818466813e-4,NO2
2026-08-20 10:15:00,0.47975351370607283,9.961393963408,21.212098384942912,0.3223939653333332,451.6196713199998,0.015549128811212991,2,0.988976687009497,0.010526251186550303,4.970618039526254e-4,NO2
2026-08-20 10:30:00,0.4799769643850715,6.176734405876211,21.028974812008105,0.3232417715555554,448.9375078866662,0.014420148380680606,2,0.9893373793351646,0.010187227261585401,4.753934032499527e-4,NO2
2026-08-20 10:45:00,0.47183609659157855,10.537137425400008,19.72695308004493,0.32584684799999947,471.78259101777775,0.014353723651476706,2,0.989598034392909,0.009943532199483962,4.584334076069531e-4,NO2
2026-08-20 11:00:00,0.4766540288398728,9.743201688166662,17.765184926020673,0.3272370895555551,479.34795170222236,0.014286261161909094,2,0.9897110952867881,0.009841979438014313,4.469252751975603e-4,NO2
2026-08-20 11:15:00,0.370399642211192,10.595085659096664,15.653089962278186,0.3218679474444442,483.9669573488886,0.013767765850304595,2,0.9897126925682967,0.00984617858606454,4.4112884563870803e-4,NO2
