"Pollutant","Model","Bias","r","R2","RMSE","MAE","CvMAE"
"CO","Regression",0.0389691098209816,0.798543532462923,0.637671773238363,0.137954235374834,0.0745638968496293,0.340673713818962
"CO","RandomForest",0.0156491372585629,0.763770047758275,0.583344685852678,0.150329069335688,0.024888261535292,0.113711552721345
"CO","Hybrid",0.00515069683990477,0.866230646717329,0.750355533312322,0.114097780006001,0.0263711972073172,0.120486912165906
"NO","Regression",2.45112929967949,0.956420798683477,0.914740744154339,1.13091817085043,0.846339933326634,0.194236866115193
"NO","RandomForest",0.563128657541767,0.989588297434944,0.979284998420192,0.732796515562524,0.452065824022826,0.103750095532935
"NO","Hybrid",0.825179134118345,0.986673907922088,0.973525400574245,0.76710247242818,0.446501093709502,0.102472977752863
"NO2","Regression",0.926574760740095,0.96113016003561,0.923771184530077,1.1097956411886,0.866742306643763,0.052107748623887
"NO2","RandomForest",-0.478888323358017,0.980486834651609,0.961354432925131,0.791261200950097,0.588092435727409,0.0353555752079934
"NO2","Hybrid",-0.478131348377623,0.979686242400243,0.959785133548308,0.808458045220421,0.591861152679465,0.0355821469976327
"O3","Regression",0.0115574349185124,0.454187668608951,0.206286438316434,0.0443069828376048,0.0344917501885103,0.113172099522015
"O3","RandomForest",0.00246899531069095,0.455564183387916,0.207538725185899,0.0446441874803341,0.0348380356236527,0.114308308891351
"O3","Hybrid",0.0024748938204377,0.45461508954831,0.206674879645018,0.0446731209288157,0.0348719078188969,0.114419448147267
"CO2","Regression",7.28720613512274,0.952071449398561,0.906440044759876,9.16223125869109,6.87597818245564,0.0155843149977849
"CO2","RandomForest",6.45088939085088,0.980966231824315,0.962294747979595,5.80504202612355,3.23267955928554,0.00732682611869694
"CO2","Hybrid",6.59522980059978,0.980238662757798,0.960867835965197,5.92465133384632,3.41115973877302,0.00773134912097916
"PM2_5","Regression",1.04463236459741e-05,0.192949504508925,0.0372295112902397,0.00516833480954872,0.000896253171014717,0.758665419264186
"PM2_5","RandomForest",0.000227825796954627,0.441556057545812,0.194971751955401,0.004851662198506,0.000599105821666536,0.507134461642862
"PM2_5","Hybrid",3.98377721459368e-05,0.407701484299562,0.166220500300066,0.00495601350874813,0.000639781035001957,0.541565444736445
"PM10","Regression",-0.000903381180720658,0.165697002263276,0.0274554965590359,0.0484281237142204,0.0081245216635039,1.08415919343987
"PM10","RandomForest",0.00048327818208964,0.370747152142856,0.137453450822038,0.0468977609317948,0.00579590958319851,0.773422598797145
"PM10","Hybrid",-0.00125001139602694,0.380908121507551,0.145090997030411,0.0470348631946952,0.00585444141430647,0.781233252203316
