DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,AQHI,NO2_contrib,O3_contrib,PM25_contrib,Top_AQHI_Contributor
2025-05-14T17:30:32,23.68,392.216,10.872,8.316,25.476,414.96,22.6,35.0,0.01,0.22,0.22,2,0.3436920021898644,0.6512423160851191,0.005065681725016586,O3
2025-05-14T17:31:32,23.68,390.42300000000006,11.025,7.5075,25.26,414.99,22.6,35.0,0.0,0.56,0.65,2,0.3321180504680687,0.6587589147467955,0.009123034785135872,O3
2025-05-14T17:32:32,23.68,387.09000000000003,12.267000000000001,7.539,26.436,415.0,22.6,35.0,0.0,0.33,0.36,2,0.32570966365098875,0.6656663011633543,0.008624035185656858,O3
2025-05-14T17:33:33,23.69,393.84400000000005,12.6,8.001000000000001,27.012,415.0,22.6,35.0,0.0,0.1,0.11,2,0.3250059502056477,0.6680067218477158,0.0069873279466364695,O3
2025-05-14T17:34:33,23.68,387.288,9.251999999999999,5.7435,30.695999999999998,415.0,22.6,35.0,0.0,0.03,0.07,2,0.30593401992514774,0.6883679302503559,0.005698049824496317,O3
2025-05-14T17:35:33,23.68,396.35200000000003,11.124,7.5075,28.247999999999998,414.5,22.6,35.0,0.0,0.37,0.42,2,0.3045448914117395,0.6893297259080768,0.006125382680183624,O3
2025-05-14T17:36:35,23.69,396.022,11.799,7.9590000000000005,27.768,414.18,22.6,35.0,0.04,0.38,0.39,2,0.30591800728223595,0.6876282622609334,0.006453730456830607,O3
2025-05-14T17:37:35,23.69,393.36000000000007,11.205,7.990500000000001,28.439999999999998,414.13,22.6,34.9,0.01,0.14,0.15,2,0.30660558081174083,0.6873847379684533,0.00600968121980577,O3
2025-05-14T17:38:35,23.69,394.713,12.087,8.0325,28.068,414.54,22.6,34.9,0.0,0.05,0.05,2,0.30765455545382286,0.6868965054562848,0.005448939089892354,O3
2025-05-14T17:39:35,23.69,395.879,11.025,6.804000000000001,29.363999999999997,414.54,22.6,35.0,0.0,0.02,0.02,2,0.3040666448624629,0.6909888317100706,0.004944523427466494,O3
2025-05-14T17:40:35,23.69,402.32500000000005,12.051,7.2555000000000005,28.704,414.19,22.6,34.9,0.0,0.12,0.35,2,0.30268772345468165,0.6925772813154363,0.004734995229882053,O3
2025-05-14T17:41:35,23.69,392.3260000000001,12.942,7.812000000000001,26.424,414.2,22.6,34.9,0.0,0.28,0.37,2,0.30420372330488477,0.6909237981879296,0.004872478507185657,O3
2025-05-14T17:42:35,23.69,391.00600000000003,12.303,7.612500000000001,27.215999999999998,414.28,22.6,34.9,0.0,0.43,0.54,2,0.30451108903458457,0.6902460205193689,0.005242890446046509,O3
2025-05-14T17:43:35,23.69,378.224,11.601,8.3475,27.42,414.1,22.6,34.9,0.0,0.14,0.32,2,0.30628021717001785,0.6886356316091412,0.005084151220840962,O3
2025-05-14T17:44:35,23.69,389.53200000000004,11.772,7.875,27.755999999999997,414.04,22.7,34.9,0.0,0.21,0.27,2,0.3067224973832299,0.6882227804111025,0.0050547222056675665,O3
2025-05-14T17:45:35,23.69,383.40500000000003,11.178,8.0115,26.639999999999997,414.01,22.6,34.9,0.0,0.17,0.19,2,0.3079029867779496,0.6871167545073117,0.004980258714738702,O3
2025-05-14T17:46:35,23.7,381.634,11.952,7.098,26.352,414.0,22.7,34.8,0.0,0.06,0.07,2,0.3076171620535672,0.6876005666330979,0.004782271313334854,O3
2025-05-14T17:47:35,23.73,387.057,11.952,8.232,27.395999999999997,413.92,22.7,34.8,0.04,0.22,0.22,2,0.3086183047795316,0.6865959695915899,0.004785725628878559,O3
2025-05-14T17:48:35,23.75,389.708,11.709,7.8645000000000005,28.56,413.94,22.6,34.8,0.01,0.44,0.44,2,0.30841562910486603,0.6865405495304691,0.005043821364664967,O3
2025-05-14T17:49:35,23.76,387.27700000000004,12.276000000000002,8.421,27.264,413.98,22.7,34.9,0.0,0.19,0.26,2,0.3095982634595324,0.6854026805427819,0.004999055997685692,O3
2025-05-14T17:50:36,23.77,384.90100000000007,11.313,8.7045,27.432,413.38,22.7,34.8,0.07,0.27,0.29,2,0.3109521402121773,0.6840080858488845,0.00503977393893815,O3
2025-05-14T17:51:36,23.77,378.68600000000004,12.411,7.1610000000000005,28.548,413.39,22.7,34.9,0.02,0.44,0.75,2,0.3097847259170705,0.6849587402220061,0.005256533860923384,O3
2025-05-14T17:52:36,23.77,393.591,10.683,7.6335,28.56,413.62,22.7,34.8,0.01,0.14,0.23,2,0.30937690035644927,0.6854632962071164,0.005159803436434331,O3
2025-05-14T17:53:36,23.78,388.83900000000006,11.565,8.001000000000001,26.844,413.22,22.7,34.8,0.0,0.28,0.32,2,0.3099419728971383,0.6848510518384319,0.005206975264429768,O3
2025-05-14T17:54:36,23.78,389.26800000000003,10.845,8.0535,27.095999999999997,413.08,22.7,34.8,0.0,0.15,0.16,2,0.31047819978416913,0.6843888204576003,0.0051329797582306234,O3
2025-05-14T17:55:36,23.78,391.01700000000005,9.450000000000001,7.896,28.428,413.03,22.7,34.8,0.0,0.47,0.47,2,0.31032189836214413,0.6843452551185418,0.005332846519314096,O3
2025-05-14T17:56:37,23.78,392.656,9.765,7.9275,27.612000000000002,413.19,22.7,34.8,0.18,0.41,0.42,2,0.31045937828659825,0.6840685884031764,0.005472033310225399,O3
2025-05-14T17:57:37,23.79,390.33500000000004,10.503,7.539,27.432,413.57,22.7,34.9,0.06,0.26,0.3,2,0.31028942379172625,0.6842243311161498,0.005486245092123981,O3
2025-05-14T17:58:37,23.78,382.52500000000003,12.15,7.938,27.252,413.71,22.7,34.8,0.02,0.36,0.37,2,0.3105368220402182,0.6838893104900083,0.0055738674697734655,O3
2025-05-14T17:59:38,23.79,380.05,11.925,7.423500000000001,29.183999999999997,413.9,22.7,34.9,0.01,0.13,0.14,2,0.30984645521293225,0.6846731759720344,0.005480368815033361,O3
2025-05-14T18:00:38,23.79,366.99300000000005,12.537,7.1610000000000005,27.695999999999998,413.96,22.7,34.8,0.0,0.17,0.17,2,0.3093284040543077,0.6852416008454066,0.005429995100285635,O3
2025-05-14T18:01:37,23.79,387.94800000000004,12.474,7.3395,27.54,413.99,22.7,34.8,0.0,0.13,0.13,2,0.30904335705234315,0.6856022687406762,0.005354374206980646,O3
2025-05-14T18:02:37,23.79,393.283,12.123000000000001,7.8855,26.124,414.0,22.7,34.8,0.0,0.09,0.09,2,0.3095756429756139,0.6851659175401932,0.005258439484192992,O3
2025-05-14T18:03:37,23.79,387.629,10.485000000000001,7.602,27.996,414.0,22.7,34.8,0.0,0.26,0.26,2,0.30938422952884664,0.6853419699334786,0.005273800537674708,O3
2025-05-14T18:04:38,23.79,379.863,11.403,8.253,27.287999999999997,414.0,22.7,34.8,0.0,0.6,0.6,2,0.3098099861696699,0.684687100588321,0.005502913242009046,O3
2025-05-14T18:05:38,23.79,392.788,11.304,8.127,28.044,414.0,22.7,34.8,0.0,0.26,0.26,2,0.31001720367510066,0.6844756280931679,0.00550716823173143,O3
2025-05-14T18:06:38,23.79,388.74,11.187,8.001000000000001,27.648,414.0,22.7,34.7,0.0,0.3,0.3,2,0.310193972158746,0.6842686166979911,0.005537411143262908,O3
2025-05-14T18:07:38,23.79,385.06600000000003,9.747,8.358,26.784,414.0,22.7,34.7,0.0,0.21,0.21,2,0.3108142923779652,0.6836711694612376,0.005514538160797178,O3
2025-05-14T18:08:38,23.79,390.533,11.259,8.232,27.876,413.82,22.7,34.7,0.0,0.6,0.6,2,0.3110263924964456,0.6832621316641523,0.00571147583940218,O3
2025-05-14T18:09:38,23.79,384.516,10.647,8.3055,27.12,413.68,22.7,34.7,0.0,0.63,0.63,2,0.3114198362200028,0.6826629525914132,0.005917211188584054,O3
2025-05-14T18:10:38,23.79,396.3960000000001,10.638,7.822500000000001,27.66,413.24,22.7,34.7,0.0,0.77,0.77,2,0.31134243177687415,0.6824683324278596,0.006189235795266162,O3
2025-05-14T18:11:38,23.8,393.01900000000006,11.133,7.3605,27.671999999999997,413.08,22.7,34.6,0.0,0.58,0.58,2,0.31099395976919686,0.682655277170057,0.006350763060746065,O3
2025-05-14T18:12:41,23.82,393.67900000000003,10.593,7.6965,27.96,413.03,22.7,34.6,0.0,0.42,0.42,2,0.3108515223475501,0.6827291309299992,0.006419346722450657,O3
2025-05-14T18:13:41,23.85,389.3670000000001,12.132000000000001,7.854000000000001,28.163999999999998,413.01,22.7,34.7,0.0,0.27,0.27,2,0.31080224014598207,0.6827900876840517,0.00640767216996624,O3
2025-05-14T18:14:41,23.86,393.52500000000003,11.691,8.295,27.131999999999998,413.0,22.7,34.6,0.0,0.33,0.33,2,0.3111943093911241,0.6823785248469716,0.006427165761904336,O3
2025-05-14T18:15:41,23.87,384.758,12.546,7.3500000000000005,27.684,413.0,22.7,34.7,0.0,0.23,0.41,2,0.31092389256288755,0.6826750320856433,0.006401075351469145,O3
2025-05-14T18:16:41,23.87,379.06000000000006,12.969000000000001,7.5705,28.26,413.0,22.8,34.6,0.0,0.5,0.56,2,0.3106598484458373,0.6828401109117396,0.006500040642423134,O3
