DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,154,25,-7,-18,6,0,0.00000,0.00000.1,0.1,607869028,170,36,-10,-25,3184901290
2025-06-13 23:14:24,15.59,161.23,15.74,15.47,12.71,420.44,15.2,55.6,2.64,4.77,4.79,0.0,0.0,0,13.2,0.0,29.03,1,-9,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-13 23:15:24,15.59,159.35,15.55,15.87,13.76,420.07,15.2,55.7,2.48,4.24,4.42,0.0,0.0,0,13.2,0.0,25.81,1,-9,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-13 23:16:24,15.59,157.04,15.71,15.67,13.45,419.38,15.2,55.7,2.64,4.41,4.69,0.0,0.0,0,13.2,0.0,25.81,1,-9,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-13 23:17:23,15.59,159.14,16.36,15.37,13.58,419.13,15.2,55.8,2.48,4.63,4.72,0.0,0.0,0,13.2,0.0,38.71,1,-8,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-13 23:18:24,15.59,154.21,15.92,16.02,13.16,419.05,15.2,55.9,2.56,4.93,5.66,0.0,0.0,0,13.2,0.0,25.81,1,-6,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-13 23:19:24,15.59,159.24,16.26,15.26,13.56,419.02,15.2,55.7,2.53,4.74,5.4,0.0,0.0,0,13.2,0.0,25.81,1,-8,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-13 23:20:24,15.59,163.98,16.04,15.93,12.92,419.01,15.2,55.6,2.19,3.96,4.28,0.0,0.0,0,13.2,0.0,29.03,1,-9,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-13 23:21:24,15.59,163.39,15.15,15.63,13.5,419.0,15.2,55.5,2.39,4.39,4.49,0.0,0.0,0,13.2,0.0,25.81,1,-9,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-13 23:22:24,15.59,157.2,15.34,15.73,12.23,419.0,15.2,55.8,2.53,4.44,4.59,0.0,0.0,0,13.2,0.0,38.71,1,-8,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-13 23:23:24,15.59,155.89,15.35,17.1,10.78,419.41,15.2,56.0,2.53,4.61,4.66,0.0,0.0,0,13.2,0.0,25.81,1,-7,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-13 23:24:24,15.59,158.68,15.17,17.14,10.76,420.37,15.2,55.8,2.66,5.02,5.08,0.0,0.0,0,13.2,0.0,25.81,1,-9,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-13 23:25:24,15.58,161.08,15.65,16.46,11.51,420.78,15.2,55.8,2.58,4.64,5.06,0.0,0.0,0,13.2,0.0,25.81,1,-9,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-13 23:26:24,15.57,162.82,14.29,17.25,11.11,420.92,15.2,55.9,2.59,4.96,5.11,0.0,0.0,0,13.2,0.0,38.71,1,-7,,,,,60,LAT,LON,W,CRC,,20.0,0.0,0.0,STAT,
2025-06-13 23:27:26,15.55,162.98,14.76,16.99,10.8,420.97,15.2,56.0,2.7,4.78,5.0,0.0,0.0,0,13.2,0.0,25.81,1,-7,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-13 23:28:26,15.52,155.01,15.17,15.96,10.59,420.99,15.2,56.1,3.02,5.22,5.43,0.0,0.0,0,13.2,0.0,22.58,1,-6,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-13 23:29:26,15.5,152.22,15.03,16.59,10.27,421.0,15.2,56.0,2.88,5.42,5.49,0.0,0.0,0,13.2,0.0,29.03,1,-7,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-13 23:30:26,15.5,163.2,15.74,16.91,11.71,421.0,15.2,55.9,2.76,5.03,5.05,0.0,0.0,0,13.2,0.0,38.71,1,-7,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-13 23:31:26,15.49,170.46,15.47,16.26,12.33,421.65,15.2,55.3,2.69,4.93,5.12,0.0,0.0,0,13.2,0.0,29.03,1,-8,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-13 23:32:22,15.49,173.73,15.54,17.14,11.3,421.86,15.2,55.3,2.84,5.34,6.76,0.0,0.0,0,13.2,0.0,51.61,1,-9,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-13 23:33:21,15.49,171.98,16.75,17.67,11.43,421.79,15.2,55.5,2.39,4.63,5.08,0.0,0.0,0,13.2,0.0,29.03,1,-7,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-13 23:34:22,15.49,216.92,15.32,17.72,11.11,421.31,15.2,55.6,2.17,4.78,4.92,0.0,0.0,0,13.2,0.0,25.81,1,-8,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-13 23:35:22,15.49,229.46,14.26,17.61,11.94,421.73,15.2,55.8,2.18,4.33,4.88,0.0,0.0,0,13.2,0.0,22.58,1,-8,,,,,60,LAT,LON,W,CRC,,20.0,0.0,0.0,STAT,
2025-06-13 23:36:22,15.49,199.06,14.84,17.29,11.15,421.9,15.1,55.6,2.16,4.55,4.72,0.0,0.0,0,13.2,0.0,25.81,1,-8,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-13 23:37:22,15.49,188.58,14.82,17.01,11.76,421.79,15.1,55.8,2.65,5.14,5.19,0.0,0.0,0,13.2,0.0,38.71,1,-9,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-13 23:38:23,15.49,176.69,14.79,17.45,13.05,421.93,15.1,56.0,2.68,4.91,5.31,0.0,0.0,0,13.2,0.0,70.97,1,-9,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-13 23:39:23,15.49,167.14,15.21,17.61,10.66,421.97,15.1,56.1,2.84,5.05,5.93,0.0,0.0,0,13.2,0.0,25.81,1,-9,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-13 23:40:23,15.49,162.36,14.85,16.76,10.32,421.99,15.1,56.1,2.78,4.67,5.26,0.0,0.0,0,13.2,0.0,29.03,1,-9,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-13 23:41:23,15.49,184.65,18.15,17.17,10.79,421.77,15.1,55.9,2.95,5.42,5.95,0.0,0.0,0,13.2,0.0,38.71,1,-9,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-13 23:42:24,15.49,199.48,17.11,17.89,10.87,422.53,15.1,55.7,2.88,5.4,5.84,0.0,0.0,0,13.2,0.0,25.81,1,-8,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-13 23:43:24,15.49,183.25,15.96,18.04,11.26,422.27,15.1,55.7,2.41,4.63,4.76,0.0,0.0,0,13.2,0.0,25.81,1,-8,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-13 23:44:25,15.49,173.25,15.31,17.78,10.7,421.45,15.1,55.7,2.5,4.44,4.8,0.0,0.0,0,13.2,0.0,38.71,1,-8,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-13 23:45:25,15.49,168.8,15.71,16.32,12.43,421.07,15.1,55.7,3.09,5.03,5.21,0.0,0.0,0,13.2,0.0,25.81,1,-10,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-13 23:46:25,15.49,162.5,15.4,16.63,11.54,420.59,15.0,56.0,2.94,5.35,5.51,0.0,0.0,0,13.2,0.0,29.03,1,-9,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-13 23:47:25,15.48,163.45,15.94,16.38,11.58,420.21,15.1,55.4,2.71,5.19,5.96,0.0,0.0,0,13.2,0.0,29.03,1,-8,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-13 23:48:24,15.46,167.19,15.55,17.97,10.36,420.07,15.1,55.7,2.9,4.99,5.26,0.0,0.0,0,13.2,0.0,38.71,1,-8,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-13 23:49:24,15.43,173.75,15.42,17.83,10.85,420.43,15.0,56.1,2.57,4.56,4.64,0.0,0.0,0,13.2,0.0,25.81,1,-8,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-13 23:50:24,15.41,170.81,15.36,17.03,11.02,421.38,15.1,56.1,2.74,4.62,4.65,0.0,0.0,0,13.2,0.0,25.81,1,-8,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-13 23:51:24,15.4,169.47,15.96,17.22,10.94,421.78,15.1,56.2,2.65,4.52,4.53,0.0,0.0,0,13.2,0.0,22.58,1,-9,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-13 23:52:24,15.4,176.13,16.39,17.79,9.93,421.92,15.1,56.2,2.71,4.76,4.82,0.0,0.0,0,13.2,0.0,38.71,1,-9,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-13 23:53:27,15.39,170.77,15.6,17.14,10.86,421.97,15.0,56.2,2.62,4.43,4.88,0.0,0.0,0,13.2,0.0,29.03,1,-9,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-13 23:54:27,15.39,169.84,15.24,16.96,9.8,421.99,15.0,56.2,2.11,3.94,4.15,0.0,0.0,0,13.2,0.0,25.81,1,-10,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-13 23:55:27,15.39,166.0,15.74,17.13,11.21,422.0,15.0,56.2,2.5,4.82,4.89,0.0,0.0,0,13.2,0.0,38.71,1,-9,,,,,60,LAT,LON,W,CRC,,18.0,1.0,0.0,STAT,
2025-06-13 23:56:27,15.39,161.11,15.7,16.0,12.0,421.59,15.0,55.5,3.07,5.56,5.79,0.0,0.0,0,13.2,0.0,25.81,1,-9,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-13 23:57:27,15.39,166.78,15.76,17.19,11.64,420.67,15.0,55.6,2.64,5.11,5.35,0.0,0.0,0,13.2,0.0,25.81,1,-9,,,,,60,LAT,LON,W,CRC,,19.0,1.0,0.0,STAT,
2025-06-13 23:58:26,15.39,161.6,15.91,16.71,12.94,418.76,14.9,55.4,2.55,4.85,5.02,0.0,0.0,0,13.2,0.0,25.81,1,-7,,,,,60,LAT,LON,W,CRC,,18.0,1.0,0.0,STAT,
2025-06-13 23:59:26,15.39,156.3,16.28,17.39,13.44,416.97,14.9,55.6,2.56,4.83,5.28,0.0,0.0,0,13.2,0.0,41.94,1,-7,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-14 00:00:26,15.39,154.74,15.8,16.35,12.61,416.84,15.0,55.8,2.75,5.66,6.56,0.0,0.0,0,13.2,0.0,25.81,1,-7,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-14 00:01:26,15.39,155.01,16.11,16.41,12.1,416.95,15.0,56.0,2.83,5.38,5.79,0.0,0.0,0,13.2,0.0,29.03,1,-7,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-14 00:02:27,15.39,155.53,14.9,16.56,11.29,417.06,15.0,56.3,2.93,6.62,7.73,0.0,0.0,0,13.2,0.0,25.81,1,-8,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-14 00:03:28,15.38,156.93,14.69,16.08,10.82,417.67,15.0,56.4,2.78,6.54,6.88,0.0,0.0,0,13.16,0.0,87.1,1,-8,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-14 00:04:28,15.37,161.81,16.12,16.51,9.29,418.51,15.0,56.5,2.93,5.7,6.17,0.0,0.0,0,13.2,0.0,29.03,1,-9,,,,,60,LAT,LON,W,CRC,,17.0,0.0,-1.0,STAT,
2025-06-14 00:05:28,15.35,161.5,15.46,16.59,9.98,419.98,15.0,56.3,3.03,5.11,5.36,0.0,0.0,0,13.2,0.0,25.81,1,-8,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-14 00:06:28,15.32,158.97,16.05,16.07,10.94,420.64,15.0,56.2,2.73,5.2,5.85,0.0,0.0,0,13.2,0.0,25.81,1,-8,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-14 00:07:28,15.3,163.22,15.06,16.69,9.37,420.87,15.0,56.3,2.56,4.45,4.87,0.0,0.0,0,13.2,0.0,38.71,1,-10,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-14 00:08:28,15.3,162.22,15.65,16.12,10.12,420.96,15.0,56.3,2.64,4.63,4.76,0.0,0.0,0,13.2,0.0,70.97,1,-10,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-14 00:09:28,15.3,158.08,15.99,15.92,11.42,421.28,15.0,55.7,2.74,5.25,5.68,0.0,0.0,0,13.2,0.0,70.97,1,-10,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-14 00:10:29,15.3,153.72,15.07,16.3,10.5,420.45,15.0,56.0,2.83,4.93,5.35,0.0,0.0,0,13.2,0.0,41.94,1,-9,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-14 00:11:29,15.3,150.68,15.05,16.61,11.21,420.16,15.0,56.3,2.43,4.84,5.6,0.0,0.0,0,13.2,0.0,58.06,1,-8,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-14 00:12:29,15.3,151.81,15.11,15.85,11.33,420.06,15.0,56.2,2.58,4.83,5.28,0.0,0.0,0,13.2,0.0,25.81,1,-9,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-14 00:13:29,15.3,152.58,16.06,16.49,10.89,420.02,15.0,56.2,2.78,5.94,6.08,0.0,0.0,0,13.2,0.0,22.58,1,-10,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-14 00:14:29,15.3,154.63,15.45,17.02,10.33,420.01,15.0,56.4,2.68,5.64,5.68,0.0,0.0,0,13.2,0.0,41.94,1,-10,,,,,60,LAT,LON,W,CRC,,19.0,1.0,0.0,STAT,
2025-06-14 00:15:29,15.3,153.49,15.63,16.24,10.04,420.0,15.0,56.2,2.72,4.51,4.53,0.0,0.0,0,13.2,0.0,25.81,1,-10,,,,,60,LAT,LON,W,CRC,,18.0,1.0,0.0,STAT,
2025-06-14 00:16:29,15.3,150.36,14.75,15.8,11.44,420.62,15.0,56.3,2.41,4.89,5.47,0.0,0.0,0,13.2,0.0,25.81,1,-10,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-14 00:17:29,15.3,148.11,15.34,16.62,10.16,420.87,15.0,56.3,2.36,4.85,5.36,0.0,0.0,0,13.2,0.0,29.03,1,-8,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-14 00:18:29,15.3,151.34,14.33,16.16,11.05,420.95,15.0,56.3,2.66,4.73,5.6,0.0,0.0,0,13.2,0.0,38.71,1,-9,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-14 00:19:31,15.3,149.04,15.33,16.6,11.48,420.98,15.0,56.3,2.76,4.41,4.69,0.0,0.0,0,13.2,0.0,25.81,1,-8,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-14 00:20:31,15.3,146.2,15.04,17.28,10.46,420.99,15.0,56.3,2.92,4.86,5.08,0.0,0.0,0,13.2,0.0,25.81,1,-7,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-14 00:21:31,15.29,150.77,15.81,16.34,11.22,421.16,15.0,56.3,2.76,4.62,4.81,0.0,0.0,0,13.2,0.0,22.58,1,-7,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-14 00:22:31,15.29,151.83,15.84,17.54,9.39,421.7,14.9,56.3,2.66,4.72,4.79,0.0,0.0,0,13.2,0.0,38.71,1,-8,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-14 00:23:31,15.29,151.64,14.77,16.7,9.57,421.9,15.0,56.3,2.44,4.31,4.58,0.0,0.0,0,13.2,0.0,25.81,1,-8,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-14 00:24:26,15.28,155.29,14.43,16.47,10.37,421.96,14.9,56.5,2.44,4.17,4.53,0.0,0.0,0,13.2,0.0,38.71,1,-8,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-14 00:25:26,15.28,153.6,14.4,16.79,10.67,422.34,15.0,56.6,2.7,4.72,5.07,0.0,0.0,0,13.2,0.0,25.81,1,-9,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-14 00:26:26,15.27,148.9,14.84,17.79,10.11,422.77,14.9,56.7,2.8,5.22,5.32,0.0,0.0,0,13.2,0.0,22.58,1,-7,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-14 00:27:27,15.25,153.3,14.34,17.23,8.44,422.92,15.0,56.6,2.46,4.72,4.75,0.0,0.0,0,13.2,0.0,25.81,1,-9,,,,,60,LAT,LON,W,CRC,,20.0,0.0,0.0,STAT,
2025-06-14 00:28:27,15.22,152.35,14.68,17.0,8.93,423.27,14.9,56.6,2.56,4.44,4.46,0.0,0.0,0,13.2,0.0,25.81,1,-8,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-14 00:29:27,15.21,161.16,15.88,17.02,9.96,423.82,15.0,56.6,2.43,4.3,4.4,0.0,0.0,0,13.16,0.0,87.1,1,-8,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-14 00:30:27,15.2,162.8,15.79,16.74,10.03,424.46,14.9,56.5,2.63,5.3,5.36,0.0,0.0,0,13.2,0.0,29.03,1,-8,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-14 00:31:27,15.2,161.93,15.4,17.25,9.26,424.41,15.0,56.7,2.84,5.47,5.61,0.0,0.0,0,13.2,0.0,22.58,1,-8,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-14 00:32:27,15.2,161.9,16.14,18.18,9.6,424.79,15.0,56.7,2.75,5.14,5.3,0.0,0.0,0,13.2,0.0,29.03,1,-9,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-14 00:33:27,15.2,163.79,16.28,17.93,9.41,424.93,15.0,56.8,2.38,5.02,5.07,0.0,0.0,0,13.2,0.0,41.94,1,-8,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-14 00:34:28,15.2,166.2,16.47,18.32,9.34,424.97,14.9,56.7,2.48,4.93,5.01,0.0,0.0,0,13.16,0.0,77.42,1,-8,,,,,60,LAT,LON,W,CRC,,16.0,0.0,0.0,STAT,
2025-06-14 00:35:28,15.2,168.79,15.69,18.13,10.16,424.99,14.9,56.5,2.52,4.98,5.0,0.0,0.0,0,13.2,0.0,25.81,1,-8,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-14 00:36:29,15.2,167.34,15.98,18.34,9.56,425.08,14.9,56.7,2.47,4.7,4.71,0.0,0.0,0,13.2,0.0,25.81,1,-8,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-14 00:37:29,15.2,167.93,15.95,17.47,8.84,425.06,14.9,56.8,2.5,4.87,4.88,0.0,0.0,0,13.2,0.0,38.71,1,-10,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-14 00:38:29,15.2,161.0,15.69,18.27,7.65,425.52,14.9,56.8,2.39,4.95,4.95,0.0,0.0,0,13.2,0.0,29.03,1,-7,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-14 00:39:29,15.2,161.73,15.42,17.92,9.03,425.83,14.9,56.8,2.81,5.86,6.23,0.0,0.0,0,13.2,0.0,35.48,1,-7,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-14 00:40:28,15.2,159.71,15.88,17.75,8.86,426.52,14.9,56.8,2.38,5.44,5.55,0.0,0.0,0,13.2,0.0,54.84,1,-6,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-14 00:41:28,15.2,170.17,16.01,18.82,8.94,426.49,14.9,56.9,2.37,4.64,4.68,0.0,0.0,0,13.2,0.0,38.71,1,-8,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-14 00:42:29,15.2,172.69,15.55,17.93,8.74,426.82,14.9,56.9,2.49,4.51,4.9,0.0,0.0,0,13.2,0.0,29.03,1,-6,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-14 00:43:29,15.2,196.74,15.37,19.44,8.84,426.94,14.9,57.0,2.84,4.87,5.37,0.0,0.0,0,13.2,0.0,29.03,1,-6,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-14 00:44:29,15.2,185.75,15.46,18.56,10.21,426.82,14.9,56.7,2.7,4.92,5.08,0.0,0.0,0,13.2,0.0,29.03,1,-6,,,,,60,LAT,LON,W,CRC,,18.0,0.0,1.0,STAT,
2025-06-14 00:45:31,15.2,175.96,15.77,16.65,11.16,425.94,14.9,56.7,2.4,4.93,4.98,0.0,0.0,0,13.2,0.0,29.03,1,-8,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-14 00:46:31,15.2,164.77,14.45,17.55,9.83,425.17,14.9,56.5,2.22,4.7,4.71,0.0,0.0,0,13.2,0.0,29.03,1,-7,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-14 00:47:31,15.2,163.52,14.88,18.36,9.5,424.24,14.9,56.9,2.69,4.97,4.98,0.0,0.0,0,13.2,0.0,38.71,1,-7,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-14 00:48:31,15.2,159.85,14.73,17.27,10.95,424.09,14.9,56.9,2.38,4.97,5.1,0.0,0.0,0,13.2,0.0,25.81,1,-7,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-14 00:49:31,15.2,158.38,15.33,17.24,9.41,424.11,14.9,57.2,2.42,5.93,6.54,0.0,0.0,0,13.2,0.0,29.03,1,-7,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-14 00:50:30,15.2,158.87,15.2,18.02,8.48,424.92,14.9,57.1,2.72,5.36,5.99,0.0,0.0,0,13.2,0.0,25.81,1,-7,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-14 00:51:31,15.2,151.57,15.71,17.3,10.17,425.17,14.9,56.8,2.91,5.19,5.39,0.0,0.0,0,13.2,0.0,29.03,1,-4,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-14 00:52:31,15.2,155.12,15.21,17.65,9.52,424.6,14.9,56.7,3.0,5.31,5.52,0.0,0.0,0,13.2,0.0,38.71,1,-5,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-14 00:53:31,15.2,163.01,14.7,17.87,9.7,424.21,14.9,56.7,2.47,4.56,4.66,0.0,0.0,0,13.2,0.0,29.03,1,-6,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-14 00:54:31,15.2,160.52,15.79,17.4,10.14,423.53,14.9,56.8,2.26,4.59,4.67,0.0,0.0,0,13.2,0.0,25.81,1,-6,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-14 00:55:31,15.19,157.19,15.44,16.73,10.66,423.26,14.9,56.7,2.39,4.78,5.02,0.0,0.0,0,13.2,0.0,25.81,1,-6,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-14 00:56:31,15.18,154.7,14.71,16.48,11.23,422.97,14.9,56.6,2.44,5.04,5.22,0.0,0.0,0,13.2,0.0,29.03,1,-7,,,,,60,LAT,LON,W,CRC,,19.0,0.0,0.0,STAT,
2025-06-14 00:57:31,15.18,155.43,15.23,17.53,9.66,422.49,14.9,56.8,2.52,4.75,4.98,0.0,0.0,0,13.2,0.0,25.81,1,-8,,,,,60,LAT,LON,W,CRC,,17.0,1.0,0.0,STAT,
2025-06-14 00:58:31,15.17,148.95,15.38,16.32,11.14,422.17,14.9,56.8,2.62,4.79,5.42,0.0,0.0,0,13.2,0.0,29.03,1,-5,,,,,60,LAT,LON,W,CRC,,16.0,0.0,0.0,STAT,
2025-06-14 00:59:32,15.17,152.2,15.96,16.86,11.97,422.6,14.9,57.0,2.62,4.78,5.1,0.0,0.0,0,13.2,0.0,29.03,1,-6,,,,,60,LAT,LON,W,CRC,,16.0,1.0,0.0,STAT,
2025-06-14 01:00:34,15.16,154.53,15.72,17.39,10.54,422.86,14.9,56.6,2.41,4.54,4.65,0.0,0.0,0,13.2,0.0,25.81,1,-6,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-14 01:01:34,15.15,152.59,15.79,16.94,10.95,422.61,14.9,56.7,2.53,5.1,5.14,0.0,0.0,0,13.2,0.0,25.81,1,-5,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-14 01:02:34,15.13,153.69,17.04,17.11,10.75,422.21,14.9,56.8,2.54,4.61,4.62,0.0,0.0,0,13.2,0.0,41.94,1,-7,,,,,60,LAT,LON,W,CRC,,15.0,0.0,0.0,STAT,
2025-06-14 01:03:34,15.12,149.43,16.16,16.01,11.73,422.08,14.9,56.7,2.65,4.86,5.2,0.0,0.0,0,13.2,0.0,29.03,1,-5,,,,,60,LAT,LON,W,CRC,,16.0,0.0,0.0,STAT,
2025-06-14 01:04:34,15.11,151.77,15.43,17.51,10.28,422.03,14.9,57.1,2.59,4.75,4.85,0.0,0.0,0,13.2,0.0,22.58,1,-5,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
2025-06-14 01:05:33,15.1,155.11,15.16,16.68,11.3,422.66,14.9,57.0,2.48,4.57,4.79,0.0,0.0,0,13.2,0.0,29.03,1,-6,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-14 01:06:33,15.1,153.74,15.18,16.5,11.24,423.37,14.8,57.3,2.36,4.63,4.98,0.0,0.0,0,13.2,0.0,29.03,1,-4,,,,,60,LAT,LON,W,CRC,,18.0,0.0,0.0,STAT,
2025-06-14 01:07:33,15.1,156.78,15.13,16.18,11.64,424.13,14.9,57.3,2.37,4.47,4.72,0.0,0.0,0,13.2,0.0,41.94,1,-6,,,,,60,LAT,LON,W,CRC,,17.0,0.0,0.0,STAT,
