DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,AQHI,NO2_contrib,O3_contrib,PM25_contrib,Top_AQHI_Contributor
2025-06-06T04:06:33,13.92,171.358,15.209999999999999,13.734,5.867999999999999,460.43,14.3,72.1,1.45,2.73,2.74,2,0.7284316336551199,0.19103909557486162,0.08052927077001848,NO2
2025-06-06T04:07:33,13.92,166.342,15.209999999999999,14.07,4.116,458.35,14.3,72.0,1.62,2.95,2.95,2,0.749649809674739,0.16518175818785383,0.08516843213740709,NO2
2025-06-06T04:08:33,13.92,170.687,15.48,14.6895,2.1,457.48,14.3,72.0,1.88,3.54,3.67,2,0.772144565345378,0.13468864516038234,0.09316678949423962,NO2
2025-06-06T04:09:33,13.92,170.94000000000003,14.913,14.605500000000001,2.064,457.71,14.3,72.2,1.7,3.31,3.35,2,0.784935611474297,0.11927970729412386,0.09578468123157916,NO2
2025-06-06T04:10:33,13.92,168.43200000000002,14.877,15.309000000000001,1.8239999999999998,458.86,14.3,72.4,1.76,3.49,3.51,2,0.7947361612232415,0.1074935833792496,0.09777025539750883,NO2
2025-06-06T04:11:33,13.92,163.845,14.31,15.33,4.764,461.06,14.3,72.7,1.3,2.98,2.98,2,0.7903111770242728,0.1145317530334754,0.09515706994225183,NO2
2025-06-06T04:12:33,13.92,163.13000000000002,13.545000000000002,15.7815,3.54,462.96,14.3,72.9,1.38,3.06,3.34,2,0.7922292846508765,0.11391119724161493,0.09385951810750855,NO2
2025-06-06T04:13:33,13.92,167.28800000000004,14.517,14.6265,3.768,463.64,14.3,72.8,1.53,3.18,3.27,2,0.7909416887041769,0.11511559865240492,0.09394271264341819,NO2
2025-06-06T04:14:33,13.92,168.11300000000003,14.76,15.036000000000001,3.504,463.46,14.3,72.6,1.56,2.86,2.89,2,0.7920531130540189,0.11503863512028513,0.09290825182569591,NO2
2025-06-06T04:15:34,13.92,163.58100000000002,14.58,14.0805,4.716,462.66,14.3,72.5,1.62,2.91,2.92,2,0.7885981191581927,0.11907761038510854,0.09232427045669875,NO2
2025-06-06T04:16:34,13.92,165.66,14.805,13.923,4.68,462.23,14.3,72.6,1.83,2.98,3.16,2,0.7855384955182719,0.12236229682843133,0.09209920765329677,NO2
2025-06-06T04:17:34,13.92,165.264,14.453999999999999,14.595,3.396,461.47,14.3,72.6,1.84,3.07,3.12,2,0.7862248620697635,0.1216145018847943,0.09216063604544222,NO2
2025-06-06T04:18:34,13.92,169.917,14.76,14.28,5.4959999999999996,461.16,14.3,72.7,1.67,3.03,3.05,2,0.7824253480543183,0.12581411048454957,0.09176054146113218,NO2
2025-06-06T04:19:34,13.92,168.93800000000002,15.146999999999998,13.723500000000001,4.788,461.67,14.3,72.8,1.75,3.09,3.1,2,0.7799091971677482,0.12820727776164434,0.09188352507060742,NO2
2025-06-06T04:20:34,13.92,168.05800000000002,15.093,13.576500000000001,5.94,462.43,14.3,72.9,1.87,2.87,2.87,2,0.775982352092791,0.1326078453158069,0.09140980259140212,NO2
2025-06-06T04:21:35,13.9,171.52300000000002,14.58,13.755,5.712,462.8,14.3,72.7,1.89,2.75,2.75,2,0.7732206773232383,0.1359987904782167,0.090780532198545,NO2
