"Pollutant","Model","Bias","r","R2","RMSE","MAE","CvMAE"
"CO","Regression",0.0317709220402346,0.854020320101642,0.729350707146511,0.119564721608985,0.06423249507866,0.293470748858991
"CO","RandomForest",0.0189876224285002,0.762902184973648,0.582019743837566,0.155980637313338,0.0276909575126036,0.12651674246648
"CO","Hybrid",0.0162368446373855,0.905267768829638,0.819509733281791,0.0979758804139492,0.0264947173302776,0.121051261144409
"NO","Regression",2.16431339210507,0.966937744828116,0.934968602373283,0.952807110228047,0.726977956164604,0.166843031245395
"NO","RandomForest",2.03384792639158,0.984192962174324,0.968635786793471,0.676611168163316,0.460071077607894,0.105587318742656
"NO","Hybrid",2.1506858597252,0.984940329728251,0.970107453125195,0.648875510610089,0.457877756964434,0.105083946856968
"NO2","Regression",1.14963454112434,0.960094995708897,0.921782400785267,1.12429411261668,0.905315011810899,0.0544267041071787
"NO2","RandomForest",0.350105628554896,0.981220829360615,0.962794315971133,0.774257574037021,0.580752190686344,0.034914286441418
"NO2","Hybrid",0.351555448078301,0.980342937050017,0.961072274223854,0.793224512577323,0.591573733207722,0.0355648676038978
"O3","Regression",0.015212238491878,0.47687104512674,0.22740599368027,0.0436793428447879,0.033953288665366,0.111405334404182
"O3","RandomForest",0.00435605676020501,0.45841990269825,0.210148807189873,0.0447298429497583,0.0347443295942583,0.114000846729341
"O3","Hybrid",0.0043378171900138,0.458170006540821,0.209919754893616,0.0447543622304231,0.034768319530955,0.114079560957774
"CO2","Regression",6.65751450948738,0.97450485693377,0.949659716187508,6.7095172055157,5.00268644447405,0.0113385236714042
"CO2","RandomForest",5.51571143347519,0.990855774530019,0.981795165919483,4.1707876512466,2.55237935046118,0.00578493455562753
"CO2","Hybrid",5.69918216602588,0.989754097360711,0.979613173242316,4.41138287892388,2.75039972959275,0.00623374516591151
"PM2_5","Regression",7.06334776530313e-05,0.183189982930635,0.0335585698461265,0.00517435865942305,0.000893834894630884,0.756618383085156
"PM2_5","RandomForest",0.000578043619992797,0.830607532848511,0.68990887362469,0.00342432309357031,0.000506738925895036,0.428947212801914
"PM2_5","Hybrid",-2.47381305225507e-05,0.396076509034867,0.156876601009247,0.00497853226910021,0.000663585550387148,0.561715624651167
"PM10","Regression",-0.000356925347485845,0.15783397588173,0.0249115639426346,0.0484695034937475,0.00819134695742497,1.09307655002521
"PM10","RandomForest",0.00295689072978816,0.725373800362269,0.526167150252,0.0392353029102444,0.005451549741095,0.727470245645685
"PM10","Hybrid",-0.000872342030541494,0.397185059183677,0.157755971238741,0.0471215669245566,0.00588174413346757,0.784876604416577
