"Pollutant","Model","Bias","r","R2","RMSE","MAE","CvMAE"
"CO","Regression",0.0414941551264357,0.817009347197016,0.667504273407294,0.133256535440134,0.071978540205406,0.32886152203786
"CO","RandomForest",0.00614465971499867,0.82162335288338,0.675064934003327,0.131485389539993,0.025347944442504,0.11581179009889
"CO","Hybrid",0.00133335954148961,0.884517275099487,0.782370809949421,0.108294018712761,0.0268315245380371,0.122590093839002
"NO","Regression",2.01238077817112,0.968472397972662,0.937938785634918,0.933597944974349,0.707947436448868,0.16247548534029
"NO","RandomForest",0.856718097564444,0.989617877607497,0.979343543680367,0.615674752398625,0.403896599837118,0.0926951532093982
"NO","Hybrid",1.05070324515745,0.990086352244055,0.980270984899939,0.546091969654727,0.391288183777531,0.0898014941420958
"NO2","Regression",0.534006038293597,0.963120049153585,0.927600229081604,1.08146242100959,0.864225866802513,0.0519564625799615
"NO2","RandomForest",-0.669297824515104,0.982943721323032,0.966178359288371,0.74204015159311,0.551659617264768,0.0331652677411038
"NO2","Hybrid",-0.669571349773269,0.982568930170992,0.965441702537368,0.751928418506052,0.558993267408349,0.0336061600285207
"O3","Regression",0.0119092862154587,0.446211465530725,0.199104671971078,0.0445143380471809,0.0346429156616982,0.113668093894073
"O3","RandomForest",0.00452411083811732,0.432239634001133,0.186831101201434,0.0456104020925839,0.0354322711827216,0.116258076167958
"O3","Hybrid",0.00448304275313655,0.432182055656298,0.186781329231304,0.0456565614072165,0.0354664638704477,0.116370267003074
"CO2","Regression",8.17447308885943,0.968283044361638,0.937572053998242,7.47299870050574,5.48269711226215,0.0124264615982862
"CO2","RandomForest",6.78359814210728,0.984723310842407,0.969679998916431,5.23985603262752,2.80935568861931,0.0063673680792027
"CO2","Hybrid",7.06980553252953,0.986116463447794,0.972425679482785,5.00963515708267,2.90654603374419,0.00658764873062102
"PM2_5","Regression",-2.47367848162832e-06,0.201687435016514,0.0406778214435406,0.00516300368313562,0.000895188866003621,0.75776450037923
"PM2_5","RandomForest",0.000346046988818042,0.951523926512882,0.905397782726492,0.00333676759064148,0.000506973432612008,0.429145719365133
"PM2_5","Hybrid",2.04574355106267e-05,0.437447042381128,0.191359914887997,0.00493481964568259,0.000638775723012386,0.540714462595767
"PM10","Regression",-0.00102666716490286,0.173423959698764,0.0300758697975985,0.0483863995302177,0.00806368324041884,1.07604074186402
"PM10","RandomForest",0.0010828617387019,0.894630110174965,0.80036303403167,0.0382120906102876,0.00524380299302193,0.699747930885615
"PM10","Hybrid",-0.00140823347397559,0.386794797599689,0.149610215450184,0.0470835089752095,0.00586095882797383,0.782102954351649
