co,co2,geo,met,model,no,no2,o3,pm1,pm10,pm25,raw_data_id,rh,sn,temp,timestamp,timestamp_local,url
805.3,558.8,"{'lat': None, 'lon': None}","{'rh': 88.5, 'temp': 13.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",2.9,15.67,34.5,2.92,6.75,3.16,356513769,88.5,MOD-00628,13.2,2025-04-06T21:43:32,2025-04-06T14:43:32,https://api.quant-aq.com/v1/devices/MOD-00628/data/356513671
806.33,563.49,"{'lat': None, 'lon': None}","{'rh': 88.2, 'temp': 13.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",2.9,15.77,34.54,3.19,4.51,3.62,356513767,88.2,MOD-00628,13.2,2025-04-06T21:42:32,2025-04-06T14:42:32,https://api.quant-aq.com/v1/devices/MOD-00628/data/356513669
807.08,560.97,"{'lat': None, 'lon': None}","{'rh': 88.3, 'temp': 13.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",2.9,15.87,35.3,3.1,11.82,3.52,356513768,88.3,MOD-00628,13.2,2025-04-06T21:41:32,2025-04-06T14:41:32,https://api.quant-aq.com/v1/devices/MOD-00628/data/356513670
801.82,556.87,"{'lat': None, 'lon': None}","{'rh': 88.2, 'temp': 13.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",2.9,15.77,35.31,2.87,4.67,3.17,356513766,88.2,MOD-00628,13.2,2025-04-06T21:40:32,2025-04-06T14:40:32,https://api.quant-aq.com/v1/devices/MOD-00628/data/356513668
807.78,554.94,"{'lat': None, 'lon': None}","{'rh': 87.9, 'temp': 13.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",2.9,15.76,34.96,3.24,4.0,3.48,356511524,87.9,MOD-00628,13.2,2025-04-06T21:39:32,2025-04-06T14:39:32,https://api.quant-aq.com/v1/devices/MOD-00628/data/356511426
811.46,564.22,"{'lat': None, 'lon': None}","{'rh': 88.5, 'temp': 13.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",2.9,15.94,35.28,3.39,4.17,3.73,356511523,88.5,MOD-00628,13.2,2025-04-06T21:38:32,2025-04-06T14:38:32,https://api.quant-aq.com/v1/devices/MOD-00628/data/356511425
811.88,562.65,"{'lat': None, 'lon': None}","{'rh': 87.9, 'temp': 13.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",2.9,15.91,35.35,2.8,4.05,3.05,356511522,87.9,MOD-00628,13.2,2025-04-06T21:37:32,2025-04-06T14:37:32,https://api.quant-aq.com/v1/devices/MOD-00628/data/356511423
817.73,560.36,"{'lat': None, 'lon': None}","{'rh': 87.6, 'temp': 13.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",2.9,16.4,34.25,2.75,4.22,3.1,356511521,87.6,MOD-00628,13.1,2025-04-06T21:36:32,2025-04-06T14:36:32,https://api.quant-aq.com/v1/devices/MOD-00628/data/356511424
813.83,562.29,"{'lat': None, 'lon': None}","{'rh': 87.9, 'temp': 13.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",2.9,15.86,34.22,2.55,3.73,2.9,356509247,87.9,MOD-00628,13.1,2025-04-06T21:35:32,2025-04-06T14:35:32,https://api.quant-aq.com/v1/devices/MOD-00628/data/356509147
813.31,560.6,"{'lat': None, 'lon': None}","{'rh': 88.2, 'temp': 13.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",2.9,16.22,34.92,3.08,4.99,3.45,356509244,88.2,MOD-00628,13.2,2025-04-06T21:34:32,2025-04-06T14:34:32,https://api.quant-aq.com/v1/devices/MOD-00628/data/356509146
