co,co2,geo,met,model,no,no2,o3,pm1,pm10,pm25,raw_data_id,rh,sn,temp,timestamp,timestamp_local,url
818.86,614.19,"{'lat': None, 'lon': None}","{'rh': 79.3, 'temp': 11.8, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13510, 'co2': 13273, 'no': 13598, 'no2': 13779, 'o3': 13757}, 'pm': {'pm1': 13236, 'pm10': 13238, 'pm25': 13237}}",2.0,25.07,19.19,9.11,12.48,9.59,356217527,79.3,MOD-00625,11.8,2025-04-06T13:02:34,2025-04-06T06:02:34,https://api.quant-aq.com/v1/devices/MOD-00625/data/356217429
815.61,612.62,"{'lat': None, 'lon': None}","{'rh': 79.4, 'temp': 11.9, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13510, 'co2': 13273, 'no': 13598, 'no2': 13779, 'o3': 13757}, 'pm': {'pm1': 13236, 'pm10': 13238, 'pm25': 13237}}",2.0,25.07,18.78,9.8,22.92,10.47,356217525,79.4,MOD-00625,11.9,2025-04-06T13:01:34,2025-04-06T06:01:34,https://api.quant-aq.com/v1/devices/MOD-00625/data/356217427
824.98,612.38,"{'lat': None, 'lon': None}","{'rh': 79.5, 'temp': 11.9, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13510, 'co2': 13273, 'no': 13598, 'no2': 13779, 'o3': 13757}, 'pm': {'pm1': 13236, 'pm10': 13238, 'pm25': 13237}}",2.0,24.36,19.14,9.73,21.55,10.25,356217526,79.5,MOD-00625,11.9,2025-04-06T13:00:34,2025-04-06T06:00:34,https://api.quant-aq.com/v1/devices/MOD-00625/data/356217428
822.72,612.26,"{'lat': None, 'lon': None}","{'rh': 79.8, 'temp': 11.9, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13510, 'co2': 13273, 'no': 13598, 'no2': 13779, 'o3': 13757}, 'pm': {'pm1': 13236, 'pm10': 13238, 'pm25': 13237}}",2.03,24.82,18.7,9.62,12.87,10.3,356217524,79.8,MOD-00625,11.9,2025-04-06T12:59:34,2025-04-06T05:59:34,https://api.quant-aq.com/v1/devices/MOD-00625/data/356217426
826.41,614.91,"{'lat': None, 'lon': None}","{'rh': 79.8, 'temp': 11.9, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13510, 'co2': 13273, 'no': 13598, 'no2': 13779, 'o3': 13757}, 'pm': {'pm1': 13236, 'pm10': 13238, 'pm25': 13237}}",2.17,24.82,19.08,9.8,12.85,10.69,356215271,79.8,MOD-00625,11.9,2025-04-06T12:58:34,2025-04-06T05:58:34,https://api.quant-aq.com/v1/devices/MOD-00625/data/356215173
820.59,613.11,"{'lat': None, 'lon': None}","{'rh': 79.9, 'temp': 11.9, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13510, 'co2': 13273, 'no': 13598, 'no2': 13779, 'o3': 13757}, 'pm': {'pm1': 13236, 'pm10': 13238, 'pm25': 13237}}",2.17,24.82,18.31,9.96,22.18,10.57,356215270,79.9,MOD-00625,11.9,2025-04-06T12:57:34,2025-04-06T05:57:34,https://api.quant-aq.com/v1/devices/MOD-00625/data/356215172
823.4,613.83,"{'lat': None, 'lon': None}","{'rh': 80.0, 'temp': 11.9, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13510, 'co2': 13273, 'no': 13598, 'no2': 13779, 'o3': 13757}, 'pm': {'pm1': 13236, 'pm10': 13238, 'pm25': 13237}}",2.17,25.05,18.66,9.64,13.9,10.37,356215272,80.0,MOD-00625,11.9,2025-04-06T12:56:34,2025-04-06T05:56:34,https://api.quant-aq.com/v1/devices/MOD-00625/data/356215175
827.43,611.9,"{'lat': None, 'lon': None}","{'rh': 80.1, 'temp': 11.9, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13510, 'co2': 13273, 'no': 13598, 'no2': 13779, 'o3': 13757}, 'pm': {'pm1': 13236, 'pm10': 13238, 'pm25': 13237}}",2.17,25.28,18.64,9.47,12.1,10.15,356215269,80.1,MOD-00625,11.9,2025-04-06T12:55:34,2025-04-06T05:55:34,https://api.quant-aq.com/v1/devices/MOD-00625/data/356215171
824.29,608.29,"{'lat': None, 'lon': None}","{'rh': 79.9, 'temp': 11.9, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13510, 'co2': 13273, 'no': 13598, 'no2': 13779, 'o3': 13757}, 'pm': {'pm1': 13236, 'pm10': 13238, 'pm25': 13237}}",2.17,25.05,19.06,10.35,20.24,11.03,356212991,79.9,MOD-00625,11.9,2025-04-06T12:54:34,2025-04-06T05:54:34,https://api.quant-aq.com/v1/devices/MOD-00625/data/356212893
826.54,610.58,"{'lat': None, 'lon': None}","{'rh': 80.2, 'temp': 11.9, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13510, 'co2': 13273, 'no': 13598, 'no2': 13779, 'o3': 13757}, 'pm': {'pm1': 13236, 'pm10': 13238, 'pm25': 13237}}",2.17,24.8,17.87,10.76,25.06,11.71,356212993,80.2,MOD-00625,11.9,2025-04-06T12:53:34,2025-04-06T05:53:34,https://api.quant-aq.com/v1/devices/MOD-00625/data/356212895
