co,co2,geo,met,model,no,no2,o3,pm1,pm10,pm25,raw_data_id,rh,sn,temp,timestamp,timestamp_local,url
773.37,583.77,"{'lat': None, 'lon': None}","{'rh': 79.7, 'temp': 13.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",1.85,22.36,17.75,2.68,11.55,3.71,356592140,79.7,MOD-00620,13.2,2025-04-06T23:59:20,2025-04-06T16:59:20,https://api.quant-aq.com/v1/devices/MOD-00620/data/356592042
773.92,580.75,"{'lat': None, 'lon': None}","{'rh': 79.5, 'temp': 13.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",1.85,22.13,18.17,2.17,11.46,3.07,356592137,79.5,MOD-00620,13.2,2025-04-06T23:58:20,2025-04-06T16:58:20,https://api.quant-aq.com/v1/devices/MOD-00620/data/356592039
772.61,585.69,"{'lat': None, 'lon': None}","{'rh': 80.2, 'temp': 13.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",1.99,21.87,17.27,2.73,15.06,3.9,356589926,80.2,MOD-00620,13.2,2025-04-06T23:57:20,2025-04-06T16:57:20,https://api.quant-aq.com/v1/devices/MOD-00620/data/356589827
770.96,582.56,"{'lat': None, 'lon': None}","{'rh': 80.2, 'temp': 13.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",1.99,22.58,17.65,3.08,9.39,4.16,356589923,80.2,MOD-00620,13.2,2025-04-06T23:56:20,2025-04-06T16:56:20,https://api.quant-aq.com/v1/devices/MOD-00620/data/356589825
775.42,584.01,"{'lat': None, 'lon': None}","{'rh': 79.7, 'temp': 13.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",1.85,22.13,17.75,2.66,16.41,3.66,356589924,79.7,MOD-00620,13.2,2025-04-06T23:55:20,2025-04-06T16:55:20,https://api.quant-aq.com/v1/devices/MOD-00620/data/356589826
772.07,584.61,"{'lat': None, 'lon': None}","{'rh': 79.8, 'temp': 13.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",1.85,22.6,16.98,2.83,17.43,4.02,356589925,79.8,MOD-00620,13.2,2025-04-06T23:54:20,2025-04-06T16:54:20,https://api.quant-aq.com/v1/devices/MOD-00620/data/356589828
771.39,586.29,"{'lat': None, 'lon': None}","{'rh': 79.6, 'temp': 13.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",1.85,21.89,17.4,2.49,23.16,3.88,356587636,79.6,MOD-00620,13.2,2025-04-06T23:53:20,2025-04-06T16:53:20,https://api.quant-aq.com/v1/devices/MOD-00620/data/356587538
772.55,583.77,"{'lat': None, 'lon': None}","{'rh': 79.7, 'temp': 13.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",1.85,22.13,17.75,2.09,22.41,3.4,356587635,79.7,MOD-00620,13.2,2025-04-06T23:52:20,2025-04-06T16:52:20,https://api.quant-aq.com/v1/devices/MOD-00620/data/356587537
766.53,581.36,"{'lat': None, 'lon': None}","{'rh': 79.5, 'temp': 13.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",1.85,22.13,18.17,2.45,23.51,3.47,356587634,79.5,MOD-00620,13.2,2025-04-06T23:51:20,2025-04-06T16:51:20,https://api.quant-aq.com/v1/devices/MOD-00620/data/356587536
770.75,581.0,"{'lat': None, 'lon': None}","{'rh': 79.5, 'temp': 13.3, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",1.91,22.14,17.78,2.11,12.86,2.94,356587633,79.5,MOD-00620,13.3,2025-04-06T23:50:20,2025-04-06T16:50:20,https://api.quant-aq.com/v1/devices/MOD-00620/data/356587535
777.24,584.25,"{'lat': None, 'lon': None}","{'rh': 79.6, 'temp': 13.3, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",1.91,21.66,17.76,2.54,12.27,3.93,356585367,79.6,MOD-00620,13.3,2025-04-06T23:49:20,2025-04-06T16:49:20,https://api.quant-aq.com/v1/devices/MOD-00620/data/356585269
