co,co2,geo,met,model,no,no2,o3,pm1,pm10,pm25,raw_data_id,rh,sn,temp,timestamp,timestamp_local,url
304.74,465.68,"{'lat': None, 'lon': None}","{'rh': 43.7, 'temp': 12.0, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18156, 'co2': 13273, 'no': 18157, 'no2': 18158, 'o3': 18159}, 'pm': {'pm1': 13236, 'pm10': 13238, 'pm25': 13237}}",12.04,17.36,2.58,3.54,40.25,3.98,516635644,43.7,MOD-00625,12.0,2025-10-14T05:17:46,2025-10-13T22:17:46,https://api.quant-aq.com/v1/devices/MOD-00625/data/516635497
304.24,464.84,"{'lat': None, 'lon': None}","{'rh': 44.4, 'temp': 12.0, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18156, 'co2': 13273, 'no': 18157, 'no2': 18158, 'o3': 18159}, 'pm': {'pm1': 13236, 'pm10': 13238, 'pm25': 13237}}",13.11,23.22,4.07,3.29,23.48,3.91,516635645,44.4,MOD-00625,12.0,2025-10-14T05:16:46,2025-10-13T22:16:46,https://api.quant-aq.com/v1/devices/MOD-00625/data/516635498
304.1,460.26,"{'lat': None, 'lon': None}","{'rh': 43.6, 'temp': 12.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18156, 'co2': 13273, 'no': 18157, 'no2': 18158, 'o3': 18159}, 'pm': {'pm1': 13236, 'pm10': 13238, 'pm25': 13237}}",9.12,18.08,4.28,3.32,25.75,4.19,516635642,43.6,MOD-00625,12.1,2025-10-14T05:15:46,2025-10-13T22:15:46,https://api.quant-aq.com/v1/devices/MOD-00625/data/516635495
298.35,469.05,"{'lat': None, 'lon': None}","{'rh': 43.6, 'temp': 12.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18156, 'co2': 13273, 'no': 18157, 'no2': 18158, 'o3': 18159}, 'pm': {'pm1': 13236, 'pm10': 13238, 'pm25': 13237}}",5.8,18.91,3.24,3.1,19.85,3.81,516635643,43.6,MOD-00625,12.1,2025-10-14T05:14:46,2025-10-13T22:14:46,https://api.quant-aq.com/v1/devices/MOD-00625/data/516635496
303.9,465.32,"{'lat': None, 'lon': None}","{'rh': 43.3, 'temp': 12.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18156, 'co2': 13273, 'no': 18157, 'no2': 18158, 'o3': 18159}, 'pm': {'pm1': 13236, 'pm10': 13238, 'pm25': 13237}}",5.49,18.99,4.17,3.05,25.42,4.11,516633590,43.3,MOD-00625,12.1,2025-10-14T05:13:46,2025-10-13T22:13:46,https://api.quant-aq.com/v1/devices/MOD-00625/data/516633443
309.17,463.63,"{'lat': None, 'lon': None}","{'rh': 42.8, 'temp': 12.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18156, 'co2': 13273, 'no': 18157, 'no2': 18158, 'o3': 18159}, 'pm': {'pm1': 13236, 'pm10': 13238, 'pm25': 13237}}",6.29,17.51,3.55,3.11,38.26,4.13,516633588,42.8,MOD-00625,12.1,2025-10-14T05:12:46,2025-10-13T22:12:46,https://api.quant-aq.com/v1/devices/MOD-00625/data/516633442
304.25,462.91,"{'lat': None, 'lon': None}","{'rh': 42.8, 'temp': 12.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18156, 'co2': 13273, 'no': 18157, 'no2': 18158, 'o3': 18159}, 'pm': {'pm1': 13236, 'pm10': 13238, 'pm25': 13237}}",6.55,16.25,3.79,3.31,62.74,5.0,516633589,42.8,MOD-00625,12.1,2025-10-14T05:11:46,2025-10-13T22:11:46,https://api.quant-aq.com/v1/devices/MOD-00625/data/516633441
308.75,466.76,"{'lat': None, 'lon': None}","{'rh': 43.4, 'temp': 12.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18156, 'co2': 13273, 'no': 18157, 'no2': 18158, 'o3': 18159}, 'pm': {'pm1': 13236, 'pm10': 13238, 'pm25': 13237}}",8.86,17.4,2.59,3.66,120.18,5.18,516633587,43.4,MOD-00625,12.1,2025-10-14T05:10:46,2025-10-13T22:10:46,https://api.quant-aq.com/v1/devices/MOD-00625/data/516633440
310.35,467.85,"{'lat': None, 'lon': None}","{'rh': 44.2, 'temp': 12.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18156, 'co2': 13273, 'no': 18157, 'no2': 18158, 'o3': 18159}, 'pm': {'pm1': 13236, 'pm10': 13238, 'pm25': 13237}}",8.56,17.24,2.06,3.71,158.58,7.2,516631475,44.2,MOD-00625,12.2,2025-10-14T05:09:46,2025-10-13T22:09:46,https://api.quant-aq.com/v1/devices/MOD-00625/data/516631328
309.99,468.69,"{'lat': None, 'lon': None}","{'rh': 44.7, 'temp': 12.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 18156, 'co2': 13273, 'no': 18157, 'no2': 18158, 'o3': 18159}, 'pm': {'pm1': 13236, 'pm10': 13238, 'pm25': 13237}}",8.82,21.83,3.69,4.09,221.49,8.7,516631474,44.7,MOD-00625,12.2,2025-10-14T05:08:46,2025-10-13T22:08:46,https://api.quant-aq.com/v1/devices/MOD-00625/data/516631327
