co,co2,geo,met,model,no,no2,o3,pm1,pm10,pm25,raw_data_id,rh,sn,temp,timestamp,timestamp_local,url
1135.55,693.83,"{'lat': None, 'lon': None}","{'rh': 42.0, 'temp': 24.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13499, 'co2': 13261, 'no': 13587, 'no2': 13766, 'o3': 13746}, 'pm': {'pm1': 13203, 'pm10': 13205, 'pm25': 13204}}",5.69,10.72,22.61,3.03,3.05,3.05,770533527,42.0,MOD-00614,24.1,2026-09-02T10:47:09,2026-09-02T03:47:09,https://api.quant-aq.com/v1/devices/MOD-00614/data/770533318
1131.45,693.23,"{'lat': None, 'lon': None}","{'rh': 42.0, 'temp': 24.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13499, 'co2': 13261, 'no': 13587, 'no2': 13766, 'o3': 13746}, 'pm': {'pm1': 13203, 'pm10': 13205, 'pm25': 13204}}",5.61,12.04,23.74,2.61,2.62,2.62,770533530,42.0,MOD-00614,24.1,2026-09-02T10:46:09,2026-09-02T03:46:09,https://api.quant-aq.com/v1/devices/MOD-00614/data/770533319
1132.75,692.99,"{'lat': None, 'lon': None}","{'rh': 41.9, 'temp': 24.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13499, 'co2': 13261, 'no': 13587, 'no2': 13766, 'o3': 13746}, 'pm': {'pm1': 13203, 'pm10': 13205, 'pm25': 13204}}",4.92,9.65,22.92,2.85,2.85,2.85,770533529,41.9,MOD-00614,24.1,2026-09-02T10:45:09,2026-09-02T03:45:09,https://api.quant-aq.com/v1/devices/MOD-00614/data/770533320
1133.5,695.76,"{'lat': None, 'lon': None}","{'rh': 42.0, 'temp': 24.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13499, 'co2': 13261, 'no': 13587, 'no2': 13766, 'o3': 13746}, 'pm': {'pm1': 13203, 'pm10': 13205, 'pm25': 13204}}",5.78,11.7,23.18,2.35,2.35,2.35,770533526,42.0,MOD-00614,24.1,2026-09-02T10:44:08,2026-09-02T03:44:08,https://api.quant-aq.com/v1/devices/MOD-00614/data/770533316
1137.61,695.03,"{'lat': None, 'lon': None}","{'rh': 42.0, 'temp': 24.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13499, 'co2': 13261, 'no': 13587, 'no2': 13766, 'o3': 13746}, 'pm': {'pm1': 13203, 'pm10': 13205, 'pm25': 13204}}",5.78,11.7,22.61,2.51,2.51,2.51,770533528,42.0,MOD-00614,24.1,2026-09-02T10:43:08,2026-09-02T03:43:08,https://api.quant-aq.com/v1/devices/MOD-00614/data/770533317
1138.09,696.12,"{'lat': None, 'lon': None}","{'rh': 41.9, 'temp': 24.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13499, 'co2': 13261, 'no': 13587, 'no2': 13766, 'o3': 13746}, 'pm': {'pm1': 13203, 'pm10': 13205, 'pm25': 13204}}",5.03,9.38,22.64,3.21,3.21,3.21,770530620,41.9,MOD-00614,24.1,2026-09-02T10:42:08,2026-09-02T03:42:08,https://api.quant-aq.com/v1/devices/MOD-00614/data/770530410
1137.2,694.19,"{'lat': None, 'lon': None}","{'rh': 42.0, 'temp': 24.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13499, 'co2': 13261, 'no': 13587, 'no2': 13766, 'o3': 13746}, 'pm': {'pm1': 13203, 'pm10': 13205, 'pm25': 13204}}",5.61,12.13,23.46,3.0,3.0,3.0,770530619,42.0,MOD-00614,24.1,2026-09-02T10:41:08,2026-09-02T03:41:08,https://api.quant-aq.com/v1/devices/MOD-00614/data/770530409
1135.14,692.86,"{'lat': None, 'lon': None}","{'rh': 42.0, 'temp': 24.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13499, 'co2': 13261, 'no': 13587, 'no2': 13766, 'o3': 13746}, 'pm': {'pm1': 13203, 'pm10': 13205, 'pm25': 13204}}",5.61,12.13,22.61,2.44,2.44,2.44,770530618,42.0,MOD-00614,24.1,2026-09-02T10:40:08,2026-09-02T03:40:08,https://api.quant-aq.com/v1/devices/MOD-00614/data/770530408
1128.99,694.43,"{'lat': None, 'lon': None}","{'rh': 42.0, 'temp': 24.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13499, 'co2': 13261, 'no': 13587, 'no2': 13766, 'o3': 13746}, 'pm': {'pm1': 13203, 'pm10': 13205, 'pm25': 13204}}",5.69,12.04,23.18,2.68,2.68,2.68,770530617,42.0,MOD-00614,24.1,2026-09-02T10:39:08,2026-09-02T03:39:08,https://api.quant-aq.com/v1/devices/MOD-00614/data/770530407
1140.48,693.35,"{'lat': None, 'lon': None}","{'rh': 42.0, 'temp': 24.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13499, 'co2': 13261, 'no': 13587, 'no2': 13766, 'o3': 13746}, 'pm': {'pm1': 13203, 'pm10': 13205, 'pm25': 13204}}",5.61,11.7,22.89,2.68,2.7,2.7,770530616,42.0,MOD-00614,24.1,2026-09-02T10:38:08,2026-09-02T03:38:08,https://api.quant-aq.com/v1/devices/MOD-00614/data/770530406
1136.79,695.76,"{'lat': None, 'lon': None}","{'rh': 42.0, 'temp': 24.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13499, 'co2': 13261, 'no': 13587, 'no2': 13766, 'o3': 13746}, 'pm': {'pm1': 13203, 'pm10': 13205, 'pm25': 13204}}",5.69,10.72,22.89,2.56,2.56,2.56,770527785,42.0,MOD-00614,24.1,2026-09-02T10:37:08,2026-09-02T03:37:08,https://api.quant-aq.com/v1/devices/MOD-00614/data/770527575
1134.47,696.96,"{'lat': None, 'lon': None}","{'rh': 41.8, 'temp': 24.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13499, 'co2': 13261, 'no': 13587, 'no2': 13766, 'o3': 13746}, 'pm': {'pm1': 13203, 'pm10': 13205, 'pm25': 13204}}",5.02,9.32,22.67,2.48,2.49,2.49,770527789,41.8,MOD-00614,24.1,2026-09-02T10:36:08,2026-09-02T03:36:08,https://api.quant-aq.com/v1/devices/MOD-00614/data/770527579
1137.61,697.92,"{'lat': None, 'lon': None}","{'rh': 42.0, 'temp': 24.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13499, 'co2': 13261, 'no': 13587, 'no2': 13766, 'o3': 13746}, 'pm': {'pm1': 13203, 'pm10': 13205, 'pm25': 13204}}",5.61,12.13,23.18,2.78,2.81,2.81,770527786,42.0,MOD-00614,24.1,2026-09-02T10:35:08,2026-09-02T03:35:08,https://api.quant-aq.com/v1/devices/MOD-00614/data/770527576
1136.45,695.76,"{'lat': None, 'lon': None}","{'rh': 41.9, 'temp': 24.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13499, 'co2': 13261, 'no': 13587, 'no2': 13766, 'o3': 13746}, 'pm': {'pm1': 13203, 'pm10': 13205, 'pm25': 13204}}",5.79,9.51,23.21,2.84,2.86,2.86,770527788,41.9,MOD-00614,24.1,2026-09-02T10:34:08,2026-09-02T03:34:08,https://api.quant-aq.com/v1/devices/MOD-00614/data/770527577
1137.2,694.91,"{'lat': None, 'lon': None}","{'rh': 42.0, 'temp': 24.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13499, 'co2': 13261, 'no': 13587, 'no2': 13766, 'o3': 13746}, 'pm': {'pm1': 13203, 'pm10': 13205, 'pm25': 13204}}",5.69,12.13,23.18,2.85,2.85,2.85,770527787,42.0,MOD-00614,24.1,2026-09-02T10:33:08,2026-09-02T03:33:08,https://api.quant-aq.com/v1/devices/MOD-00614/data/770527578
