DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,148,41,0,-19,6,0,0.00000,0.00000,0,CRC
08/08/26 03:56:39,25.22,280.04,4.65,13.12,12.47,416.04,22.30,41.90,7.51,12.16,12.68,0.00,0.00,1,12.77,0.00,32.78,1,-30,35,8,4,STAT,60,LAT,LON,W,ÿÿ,2620797550
08/08/26 03:57:39,25.17,266.91,2.93,12.89,12.35,416.02,22.20,42.10,7.57,13.59,13.76,0.00,0.00,1,12.77,0.00,29.98,1,-30,37,8,4,STAT,60,LAT,LON,W,ÿÿ,2349075762
08/08/26 03:58:39,25.12,278.31,3.03,12.77,12.75,416.09,22.20,41.70,7.82,13.23,13.60,0.00,0.00,1,12.77,0.00,29.34,1,-31,36,8,4,STAT,60,LAT,LON,W,ÿÿ,834739639
08/08/26 03:59:39,25.10,276.98,2.99,13.60,12.24,416.22,22.20,41.80,7.47,13.41,13.91,0.00,0.00,1,12.77,0.00,25.51,1,-33,36,8,4,STAT,60,LAT,LON,W,ÿÿ,494565329
08/08/26 04:00:39,25.04,297.03,3.23,13.93,13.01,415.83,22.20,42.10,7.64,12.91,13.10,0.00,0.00,1,12.77,0.00,27.05,1,-32,35,8,5,STAT,60,LAT,LON,W,ÿÿ,2762530059
08/08/26 04:01:41,25.01,302.78,2.82,13.59,12.96,416.24,22.20,42.20,7.85,13.14,13.40,0.00,0.00,1,12.77,0.00,38.93,1,-32,35,8,4,STAT,60,LAT,LON,W,ÿÿ,2332584728
08/08/26 04:02:41,24.97,284.34,1.19,13.40,11.90,416.96,22.20,42.40,7.22,13.44,13.65,0.00,0.00,1,12.77,0.00,31.67,1,-31,36,7,4,STAT,60,LAT,LON,W,ÿÿ,3087885945
08/08/26 04:03:41,24.92,294.44,2.03,13.59,12.64,417.63,22.10,42.60,7.03,12.69,12.92,0.00,0.00,1,12.77,0.00,26.71,1,-34,36,8,4,STAT,60,LAT,LON,W,ÿÿ,2186634511
08/08/26 04:04:41,24.91,285.39,2.57,13.36,11.35,417.87,22.10,42.60,7.54,13.03,13.43,0.00,0.00,1,12.77,0.00,26.69,1,-32,35,8,3,STAT,60,LAT,LON,W,ÿÿ,1500979177
08/08/26 04:05:41,24.86,328.75,4.02,13.70,11.23,418.30,22.00,42.70,7.87,13.40,14.29,0.00,0.00,1,12.77,0.00,29.34,1,-34,35,8,3,STAT,60,LAT,LON,W,ÿÿ,963613887
08/08/26 04:06:43,24.82,333.70,2.23,13.48,12.27,419.42,22.00,42.80,7.41,13.22,14.05,0.00,0.00,0,12.77,0.00,77.42,1,-33,35,7,4,STAT,60,LAT,LON,W,ÿÿ,1388493479
