co,co2,geo,met,model,no,no2,o3,pm1,pm10,pm25,raw_data_id,rh,sn,temp,timestamp,timestamp_local,url
877.44,623.2,"{'lat': None, 'lon': None}","{'rh': 39.8, 'temp': 18.6, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13508, 'co2': 13271, 'no': 13596, 'no2': 13775, 'o3': 13755}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",2.03,7.96,42.02,14.77,19.08,16.23,354934549,39.8,MOD-00623,18.6,2025-04-04T23:59:47,2025-04-04T16:59:47,https://api.quant-aq.com/v1/devices/MOD-00623/data/354934450
878.37,621.87,"{'lat': None, 'lon': None}","{'rh': 39.8, 'temp': 18.7, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13508, 'co2': 13271, 'no': 13596, 'no2': 13775, 'o3': 13755}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",2.37,7.81,41.73,14.83,20.26,16.49,354934546,39.8,MOD-00623,18.7,2025-04-04T23:58:47,2025-04-04T16:58:47,https://api.quant-aq.com/v1/devices/MOD-00623/data/354934448
878.57,618.62,"{'lat': None, 'lon': None}","{'rh': 40.1, 'temp': 18.7, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13508, 'co2': 13271, 'no': 13596, 'no2': 13775, 'o3': 13755}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",2.03,10.29,41.39,9.7,17.12,11.28,354934548,40.1,MOD-00623,18.7,2025-04-04T23:57:47,2025-04-04T16:57:47,https://api.quant-aq.com/v1/devices/MOD-00623/data/354934451
880.77,623.32,"{'lat': None, 'lon': None}","{'rh': 39.9, 'temp': 18.7, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13508, 'co2': 13271, 'no': 13596, 'no2': 13775, 'o3': 13755}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",2.03,8.3,41.72,10.48,17.87,11.77,354932184,39.9,MOD-00623,18.7,2025-04-04T23:56:47,2025-04-04T16:56:47,https://api.quant-aq.com/v1/devices/MOD-00623/data/354932086
874.43,621.99,"{'lat': None, 'lon': None}","{'rh': 40.3, 'temp': 18.8, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13508, 'co2': 13271, 'no': 13596, 'no2': 13775, 'o3': 13755}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",2.03,10.71,41.95,11.19,20.69,12.7,354932186,40.3,MOD-00623,18.8,2025-04-04T23:55:47,2025-04-04T16:55:47,https://api.quant-aq.com/v1/devices/MOD-00623/data/354932088
869.99,621.27,"{'lat': None, 'lon': None}","{'rh': 40.2, 'temp': 18.8, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13508, 'co2': 13271, 'no': 13596, 'no2': 13775, 'o3': 13755}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",2.03,10.38,41.67,10.06,13.43,11.27,354932183,40.2,MOD-00623,18.8,2025-04-04T23:54:47,2025-04-04T16:54:47,https://api.quant-aq.com/v1/devices/MOD-00623/data/354932085
863.51,619.95,"{'lat': None, 'lon': None}","{'rh': 39.5, 'temp': 18.8, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13508, 'co2': 13271, 'no': 13596, 'no2': 13775, 'o3': 13755}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",2.37,7.89,41.78,11.53,14.46,12.8,354932185,39.5,MOD-00623,18.8,2025-04-04T23:53:47,2025-04-04T16:53:47,https://api.quant-aq.com/v1/devices/MOD-00623/data/354932087
866.61,619.35,"{'lat': None, 'lon': None}","{'rh': 39.9, 'temp': 18.9, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13508, 'co2': 13271, 'no': 13596, 'no2': 13775, 'o3': 13755}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",2.03,8.61,42.01,11.73,21.35,13.09,354929916,39.9,MOD-00623,18.9,2025-04-04T23:52:47,2025-04-04T16:52:47,https://api.quant-aq.com/v1/devices/MOD-00623/data/354929819
869.42,619.71,"{'lat': None, 'lon': None}","{'rh': 40.0, 'temp': 18.9, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13508, 'co2': 13271, 'no': 13596, 'no2': 13775, 'o3': 13755}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",2.03,8.6,41.41,11.03,16.11,11.96,354929914,40.0,MOD-00623,18.9,2025-04-04T23:51:47,2025-04-04T16:51:47,https://api.quant-aq.com/v1/devices/MOD-00623/data/354929816
870.36,622.72,"{'lat': None, 'lon': None}","{'rh': 39.4, 'temp': 19.0, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13508, 'co2': 13271, 'no': 13596, 'no2': 13775, 'o3': 13755}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",2.37,8.3,42.38,10.82,13.7,12.02,354929917,39.4,MOD-00623,19.0,2025-04-04T23:50:47,2025-04-04T16:50:47,https://api.quant-aq.com/v1/devices/MOD-00623/data/354929818
873.52,619.35,"{'lat': None, 'lon': None}","{'rh': 39.0, 'temp': 19.0, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13508, 'co2': 13271, 'no': 13596, 'no2': 13775, 'o3': 13755}, 'pm': {'pm1': 17109, 'pm10': 17111, 'pm25': 17110}}",2.37,8.89,42.15,11.22,15.96,12.7,354929915,39.0,MOD-00623,19.0,2025-04-04T23:49:47,2025-04-04T16:49:47,https://api.quant-aq.com/v1/devices/MOD-00623/data/354929817
