co,co2,geo,met,model,no,no2,o3,pm1,pm10,pm25,raw_data_id,rh,sn,temp,timestamp,timestamp_local,url
796.68,530.49,"{'lat': None, 'lon': None}","{'rh': 31.5, 'temp': 22.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",2.5,7.5,21.13,5.06,5.46,5.41,355516786,31.5,MOD-00628,22.1,2025-04-05T16:43:31,2025-04-05T09:43:31,https://api.quant-aq.com/v1/devices/MOD-00628/data/355516688
800.52,528.93,"{'lat': None, 'lon': None}","{'rh': 31.3, 'temp': 22.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",2.49,4.77,20.66,4.51,18.28,5.03,355516789,31.3,MOD-00628,22.1,2025-04-05T16:42:31,2025-04-05T09:42:31,https://api.quant-aq.com/v1/devices/MOD-00628/data/355516691
814.69,531.22,"{'lat': None, 'lon': None}","{'rh': 31.0, 'temp': 22.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",2.48,5.82,19.69,5.31,7.12,5.95,355516788,31.0,MOD-00628,22.1,2025-04-05T16:41:31,2025-04-05T09:41:31,https://api.quant-aq.com/v1/devices/MOD-00628/data/355516690
823.78,533.14,"{'lat': None, 'lon': None}","{'rh': 32.5, 'temp': 22.0, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",2.62,3.51,20.24,4.89,6.59,5.28,355516787,32.5,MOD-00628,22.0,2025-04-05T16:40:31,2025-04-05T09:40:31,https://api.quant-aq.com/v1/devices/MOD-00628/data/355516689
814.02,532.9,"{'lat': None, 'lon': None}","{'rh': 32.8, 'temp': 21.9, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",2.63,5.38,20.66,4.86,6.95,5.16,355514488,32.8,MOD-00628,21.9,2025-04-05T16:39:31,2025-04-05T09:39:31,https://api.quant-aq.com/v1/devices/MOD-00628/data/355514390
801.95,527.6,"{'lat': None, 'lon': None}","{'rh': 32.3, 'temp': 21.8, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",2.45,5.07,21.61,4.17,7.8,4.62,355514489,32.3,MOD-00628,21.8,2025-04-05T16:38:31,2025-04-05T09:38:31,https://api.quant-aq.com/v1/devices/MOD-00628/data/355514391
799.79,529.05,"{'lat': None, 'lon': None}","{'rh': 33.3, 'temp': 21.6, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",2.48,6.79,21.25,4.16,5.05,4.62,355514491,33.3,MOD-00628,21.6,2025-04-05T16:37:31,2025-04-05T09:37:31,https://api.quant-aq.com/v1/devices/MOD-00628/data/355514393
804.84,530.61,"{'lat': None, 'lon': None}","{'rh': 32.4, 'temp': 21.5, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",2.45,6.21,23.14,4.51,7.63,4.88,355514490,32.4,MOD-00628,21.5,2025-04-05T16:36:31,2025-04-05T09:36:31,https://api.quant-aq.com/v1/devices/MOD-00628/data/355514392
801.16,530.37,"{'lat': None, 'lon': None}","{'rh': 32.8, 'temp': 21.4, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",2.46,5.97,22.17,4.39,5.94,4.89,355512143,32.8,MOD-00628,21.4,2025-04-05T16:35:31,2025-04-05T09:35:31,https://api.quant-aq.com/v1/devices/MOD-00628/data/355512045
802.71,530.01,"{'lat': None, 'lon': None}","{'rh': 32.2, 'temp': 21.3, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13513, 'co2': 13276, 'no': 13601, 'no2': 13782, 'o3': 13760}, 'pm': {'pm1': 13245, 'pm10': 13247, 'pm25': 13246}}",2.45,6.56,23.15,4.3,7.7,4.81,355512145,32.2,MOD-00628,21.3,2025-04-05T16:34:31,2025-04-05T09:34:31,https://api.quant-aq.com/v1/devices/MOD-00628/data/355512046
