DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,73,29,0,-18,6,0,0.00000,0.00000,0,CRC
08/23/26 05:08:10,20.41,131.36,11.42,10.62,7.34,408.22,19.00,57.30,3.27,6.04,6.09,0.00,0.00,1,12.77,0.00,29.03,1,-13,20,0,0,STAT,60,LAT,LON,W,ÿÿ,4231825191
08/24/26 19:56:16,23.13,108.72,13.93,9.81,5.07,435.00,20.30,59.80,3.18,5.95,6.17,0.00,0.00,1,12.77,53.12,23.96,1,38,32,0,-1,STAT,60,LAT,LON,W,ÿÿ,4054621651
08/24/26 19:57:18,23.16,114.43,14.63,9.95,2.63,434.59,20.60,58.50,3.00,5.52,5.75,0.00,0.00,1,12.77,66.67,36.01,1,49,36,0,-2,STAT,60,LAT,LON,W,ÿÿ,3423240123
08/24/26 19:58:19,23.18,138.21,15.91,9.12,4.34,434.82,20.90,57.40,2.93,5.77,6.01,0.00,0.00,1,12.77,76.00,43.19,1,58,39,0,-2,STAT,60,LAT,LON,W,ÿÿ,1359738506
08/24/26 19:59:13,23.21,137.97,15.58,9.47,4.42,434.37,21.10,56.70,2.95,4.80,4.88,0.00,0.00,1,12.77,79.19,47.04,1,66,41,-1,-2,STAT,60,LAT,LON,W,ÿÿ,2838453499
08/24/26 20:00:13,23.26,123.28,14.80,8.96,5.68,433.48,21.20,56.20,2.40,4.51,4.53,0.00,0.00,1,12.77,80.52,39.88,1,68,41,-1,-1,STAT,60,LAT,LON,W,ÿÿ,1313053858
08/24/26 20:01:14,23.28,111.61,16.68,8.07,5.69,432.89,21.40,55.70,2.85,5.05,5.14,0.00,0.00,1,12.77,80.74,34.96,1,66,40,-2,-2,STAT,60,LAT,LON,W,ÿÿ,164389730
08/24/26 20:02:14,23.29,110.12,15.86,8.75,5.15,432.31,21.60,55.00,2.95,5.02,5.33,0.00,0.00,1,12.77,81.44,39.32,1,61,41,-1,-2,STAT,60,LAT,LON,W,ÿÿ,1763050127
08/24/26 20:03:14,23.35,104.97,15.18,9.08,4.13,432.22,21.70,54.70,2.26,4.17,4.64,0.00,0.00,1,12.77,82.12,32.91,1,57,41,-1,-2,STAT,60,LAT,LON,W,ÿÿ,612590959
08/24/26 20:04:14,23.38,96.25,17.11,8.13,4.88,432.20,21.80,53.90,2.62,4.55,4.87,0.00,0.00,1,12.77,82.66,28.70,1,54,40,-1,-2,STAT,60,LAT,LON,W,ÿÿ,3321808020
08/24/26 20:05:14,23.39,93.21,16.12,7.40,6.34,432.07,22.00,53.60,2.36,3.84,4.00,0.00,0.00,1,12.77,82.82,28.44,1,54,41,-1,-2,STAT,60,LAT,LON,W,ÿÿ,2246682948
08/24/26 20:06:14,23.43,95.56,17.66,8.33,5.33,432.03,22.00,53.00,2.05,3.46,3.55,0.00,0.00,1,12.77,83.02,29.85,1,55,41,0,-2,STAT,60,LAT,LON,W,ÿÿ,552281572
08/24/26 20:07:15,23.47,93.41,17.91,8.33,4.40,432.01,22.10,52.60,2.59,4.11,4.27,0.00,0.00,1,12.77,83.63,38.35,1,52,41,0,-2,STAT,60,LAT,LON,W,ÿÿ,1101291361
08/24/26 20:08:16,23.48,90.86,16.68,8.39,5.15,431.39,22.20,52.40,2.52,4.28,4.47,0.00,0.00,1,12.77,83.80,28.85,1,56,40,0,-2,STAT,60,LAT,LON,W,ÿÿ,656360159
08/24/26 20:09:16,23.53,96.66,16.01,8.49,5.16,430.56,22.20,52.10,2.69,4.17,4.23,0.00,0.00,1,12.77,84.59,28.81,1,59,42,0,-3,STAT,60,LAT,LON,W,ÿÿ,3930207465
08/24/26 20:10:16,23.57,98.71,17.02,7.96,5.52,430.20,22.30,51.70,2.44,4.16,4.18,0.00,0.00,1,12.81,86.05,28.78,1,57,42,0,-2,STAT,60,LAT,LON,W,ÿÿ,356581515
08/24/26 20:11:16,23.58,88.92,15.70,7.95,5.66,429.49,22.30,51.30,2.23,4.06,4.25,0.00,0.00,1,12.77,86.51,26.07,1,53,42,0,-2,STAT,60,LAT,LON,W,ÿÿ,131133992
08/24/26 20:12:15,23.60,77.05,15.26,8.14,5.34,429.17,22.40,51.20,2.64,4.72,5.01,0.00,0.00,1,12.81,86.64,30.98,1,48,42,-1,-2,STAT,60,LAT,LON,W,ÿÿ,2691235816
08/24/26 20:13:15,23.65,70.89,15.28,8.06,5.89,429.06,22.40,50.90,2.62,4.41,4.95,0.00,0.00,1,12.81,86.97,29.28,1,42,42,-1,-1,STAT,60,LAT,LON,W,ÿÿ,1124022042
08/24/26 20:14:15,23.68,74.40,14.81,8.03,6.40,429.02,22.50,50.90,2.88,4.34,4.51,0.00,0.00,1,12.81,87.06,29.27,1,36,44,-1,-2,STAT,60,LAT,LON,W,ÿÿ,1109795827
08/24/26 20:15:15,23.69,78.30,14.83,7.96,6.20,429.01,22.50,50.80,2.61,4.39,4.61,0.00,0.00,1,12.81,87.81,25.19,1,38,44,-1,-2,STAT,60,LAT,LON,W,ÿÿ,2251107636
08/24/26 20:16:16,23.72,77.71,13.59,8.44,6.10,429.00,22.50,50.80,1.99,3.37,3.49,0.00,0.00,1,12.81,89.20,27.03,1,48,43,-1,-2,STAT,60,LAT,LON,W,ÿÿ,1344831836
08/24/26 20:17:16,23.77,81.54,13.39,8.55,4.30,429.00,22.60,50.90,1.91,3.40,3.83,0.00,0.00,1,12.77,90.01,31.07,1,53,44,-1,-2,STAT,60,LAT,LON,W,ÿÿ,3736118304
