DATE,TE,CO,NO,NO2,O3,CO2,T,RH,P,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,152,6,-8,-9,86,0,0.00000,0.00000,0,CRC
09/18/26 04:00:27,14.44,264.23,11.19,16.06,2.79,484.23,12.70,82.30,1013.00,0.70,1.99,2.20,36.00,0.25,0,13.24,0.00,80.65,1,-33,6,0,1,STAT,60,LAT,LON,W,ÿ,3373864016
09/18/26 04:01:28,14.42,228.85,10.70,16.36,1.16,482.89,12.70,82.60,1013.00,0.82,1.60,1.78,32.60,0.26,0,13.24,0.00,77.42,1,-33,7,0,0,STAT,60,LAT,LON,W,ÿ,952317856
09/18/26 04:02:30,14.40,213.57,9.04,16.96,1.11,482.40,12.70,82.60,1013.00,0.74,1.67,1.93,22.30,0.20,0,13.24,0.00,74.19,1,-34,8,2,1,STAT,60,LAT,LON,W,ÿ,2196931978
09/18/26 04:03:27,14.36,214.94,9.45,17.29,0.35,482.27,12.70,82.50,1013.00,0.81,1.69,1.89,17.20,0.20,0,13.24,0.00,77.42,1,-36,8,2,1,STAT,60,LAT,LON,W,ÿ,4008797195
09/18/26 04:04:30,14.33,208.08,7.74,17.72,0.61,480.79,12.70,82.60,1013.00,0.88,1.86,2.07,40.30,0.25,0,13.24,0.00,74.19,1,-34,10,2,1,STAT,60,LAT,LON,W,ÿ,2941263304
09/18/26 04:05:28,14.32,202.91,8.14,16.08,2.50,477.54,12.70,82.70,1013.00,0.82,1.70,1.87,29.40,0.24,0,13.24,0.00,80.65,1,-32,9,1,1,STAT,60,LAT,LON,W,ÿ,1797519937
09/18/26 04:06:31,14.30,201.91,9.05,16.41,2.90,474.95,12.70,82.70,1013.00,0.96,1.78,1.95,34.80,0.24,0,13.24,0.00,87.10,1,-32,8,1,2,STAT,60,LAT,LON,W,ÿ,2105339244
09/18/26 04:07:28,14.25,211.28,9.88,15.25,3.70,473.68,12.60,82.80,1013.00,0.97,2.06,2.12,29.60,0.28,0,13.20,0.00,90.32,1,-33,8,0,1,STAT,60,LAT,LON,W,ÿ,3985200525
09/18/26 04:08:25,14.23,216.61,9.91,17.24,2.10,473.26,12.60,82.80,1013.00,0.82,1.82,2.10,55.40,0.37,0,13.20,0.00,90.32,1,-33,7,0,1,STAT,60,LAT,LON,W,ÿ,2806796664
09/18/26 04:09:28,14.22,205.65,8.10,17.28,1.71,474.00,12.50,82.90,1013.00,0.61,1.49,1.79,43.50,0.31,0,13.20,0.00,93.55,1,-30,9,1,1,STAT,60,LAT,LON,W,ÿ,197126032
09/18/26 04:10:30,14.18,202.17,9.90,16.28,1.69,475.08,12.50,82.50,1013.00,0.66,1.67,1.79,30.00,0.30,0,13.24,0.00,93.55,1,-31,8,1,1,STAT,60,LAT,LON,W,ÿ,2472676265
09/18/26 04:11:27,14.14,201.83,7.75,16.75,1.74,477.89,12.50,82.60,1013.00,0.82,1.93,2.02,43.30,0.28,0,13.24,0.00,90.32,1,-32,9,1,1,STAT,60,LAT,LON,W,ÿ,3048487429
09/18/26 04:12:30,14.13,200.14,8.55,16.39,1.15,480.96,12.50,82.40,1013.00,0.60,1.48,1.77,38.20,0.28,0,13.24,0.00,77.42,1,-31,8,2,1,STAT,60,LAT,LON,W,ÿ,3841421321
09/18/26 04:13:31,14.11,196.55,8.94,15.47,1.34,484.92,12.40,82.10,1013.00,0.82,1.80,1.90,37.30,0.35,0,13.20,0.00,129.03,1,-32,8,1,0,STAT,60,LAT,LON,W,ÿ,2446421403
09/18/26 04:14:29,14.07,197.55,8.52,15.31,1.94,487.62,12.40,82.10,1013.00,0.69,1.61,1.65,23.90,0.25,0,13.24,0.00,77.42,1,-33,8,0,1,STAT,60,LAT,LON,W,ÿ,359153125
09/18/26 04:15:32,14.04,193.58,8.85,15.78,1.32,489.82,12.40,82.00,1013.00,0.58,1.65,1.67,27.10,0.24,0,13.24,0.00,77.42,1,-31,7,1,0,STAT,60,LAT,LON,W,ÿ,3286183538
09/18/26 04:16:29,14.03,184.97,8.02,15.38,1.99,490.84,12.40,81.80,1013.00,0.60,1.43,1.46,20.50,0.23,0,13.20,0.00,90.32,1,-30,9,1,1,STAT,60,LAT,LON,W,ÿ,3414513815
09/18/26 04:17:33,14.00,201.58,9.07,15.37,1.99,492.21,12.30,81.80,1013.00,0.85,1.68,1.78,32.50,0.24,0,13.24,0.00,77.42,1,-32,8,2,1,STAT,60,LAT,LON,W,ÿ,1687305178
09/18/26 04:18:29,13.95,218.22,9.01,15.53,1.18,492.70,12.30,82.10,1013.00,0.95,1.96,2.05,28.60,0.26,0,13.24,0.00,93.55,1,-29,7,1,0,STAT,60,LAT,LON,W,ÿ,588579100
09/18/26 04:19:30,13.93,205.50,7.78,16.43,1.01,491.58,12.30,82.40,1013.00,1.08,1.69,1.72,31.00,0.27,0,13.24,0.00,77.42,1,-30,9,1,1,STAT,60,LAT,LON,W,ÿ,1098079411
09/18/26 04:20:28,13.92,198.22,10.55,16.00,1.28,487.77,12.30,82.80,1013.00,0.91,1.74,1.76,41.80,0.28,0,13.20,0.00,93.55,1,-30,7,1,0,STAT,60,LAT,LON,W,ÿ,2266323703
09/18/26 04:21:31,13.90,196.56,8.14,16.17,1.29,482.58,12.30,83.00,1013.00,0.97,1.91,1.92,32.00,0.29,0,13.24,0.00,77.42,1,-32,9,0,0,STAT,60,LAT,LON,W,ÿ,102852378
